[{'X': 0.6958630681037903, 'Y': 0.8584147095680237, 'Z': -0.00010980232764268294}, {'X': 0.627503514289856, 'Y': 0.8109965920448303, 'Z': -0.0029322265181690454}, {'X': 0.5891789197921753, 'Y': 0.7088673710823059, 'Z': -0.010156136006116867}, {'X': 0.5668783783912659, 'Y': 0.6141440272331238, 'Z': -0.022801518440246582}, {'X': 0.5406015515327454, 'Y': 0.555774986743927, 'Z': -0.03839666396379471}, {'X': 0.6415017247200012, 'Y': 0.5624738335609436, 'Z': -0.003328171791508794}, {'X': 0.6507567763328552, 'Y': 0.4317534267902374, 'Z': -0.015590748749673367}, {'X': 0.6544517874717712, 'Y': 0.3470372259616852, 'Z': -0.031809188425540924}, {'X': 0.6557343006134033, 'Y': 0.27733588218688965, 'Z': -0.04649951681494713}, {'X': 0.6832951903343201, 'Y': 0.553942859172821, 'Z': -0.01903834566473961}, {'X': 0.6886623501777649, 'Y': 0.41220447421073914, 'Z': -0.03116140328347683}, {'X': 0.6908272504806519, 'Y': 0.31524789333343506, 'Z': -0.060095228254795074}, {'X': 0.6925981044769287, 'Y': 0.2399175763130188, 'Z': -0.08067691326141357}, {'X': 0.7261061668395996, 'Y': 0.5764610171318054, 'Z': -0.03417172655463219}, {'X': 0.733052134513855, 'Y': 0.43544185161590576, 'Z': -0.04794890806078911}, {'X': 0.7351308465003967, 'Y': 0.34576180577278137, 'Z': -0.07511024177074432}, {'X': 0.7346560955047607, 'Y': 0.2720628082752228, 'Z': -0.09849142283201218}, {'X': 0.7686463594436646, 'Y': 0.625252366065979, 'Z': -0.04965474456548691}, {'X': 0.7932705879211426, 'Y': 0.5314146876335144, 'Z': -0.0651976466178894}, {'X': 0.8096923828125, 'Y': 0.4563164710998535, 'Z': -0.08619492501020432}, {'X': 0.8208852410316467, 'Y': 0.37970346212387085, 'Z': -0.10705649852752686}]
[{'X': 0.6915321350097656, 'Y': 0.8501931428909302, 'Z': -0.0001286737824557349}, {'X': 0.6232882738113403, 'Y': 0.8074293732643127, 'Z': 0.004641716834157705}, {'X': 0.5867899060249329, 'Y': 0.7080338001251221, 'Z': -0.0009111410472542048}, {'X': 0.5658506751060486, 'Y': 0.6139134168624878, 'Z': -0.010889685712754726}, {'X': 0.5400466918945312, 'Y': 0.5573784112930298, 'Z': -0.02295534312725067}, {'X': 0.6425221562385559, 'Y': 0.563014030456543, 'Z': -0.010041890665888786}, {'X': 0.6520019173622131, 'Y': 0.43209096789360046, 'Z': -0.022044776007533073}, {'X': 0.6539932489395142, 'Y': 0.3487711548805237, 'Z': -0.03743607923388481}, {'X': 0.6533216834068298, 'Y': 0.2792113125324249, 'Z': -0.0519743449985981}, {'X': 0.6835798025131226, 'Y': 0.553798496723175, 'Z': -0.02859579212963581}, {'X': 0.6880197525024414, 'Y': 0.4143447279930115, 'Z': -0.04407181590795517}, {'X': 0.6899557113647461, 'Y': 0.3180433511734009, 'Z': -0.07400752604007721}, {'X': 0.6919059157371521, 'Y': 0.2411763072013855, 'Z': -0.09551193565130234}, {'X': 0.7263686060905457, 'Y': 0.5772338509559631, 'Z': -0.04451999068260193}, {'X': 0.7325456738471985, 'Y': 0.43874919414520264, 'Z': -0.06168815866112709}, {'X': 0.7337306141853333, 'Y': 0.34991389513015747, 'Z': -0.08941131085157394}, {'X': 0.7326160073280334, 'Y': 0.27504467964172363, 'Z': -0.11270236223936081}, {'X': 0.769062340259552, 'Y': 0.6272042393684387, 'Z': -0.06006890907883644}, {'X': 0.793881356716156, 'Y': 0.5343474745750427, 'Z': -0.07824256271123886}, {'X': 0.8109875917434692, 'Y': 0.45903438329696655, 'Z': -0.1020769402384758}, {'X': 0.822498083114624, 'Y': 0.3807162642478943, 'Z': -0.1260669231414795}]
[{'X': 0.6951169967651367, 'Y': 0.860030472278595, 'Z': -8.016792708076537e-05}, {'X': 0.6281176209449768, 'Y': 0.81202232837677, 'Z': -0.020401373505592346}, {'X': 0.5864306688308716, 'Y': 0.700672447681427, 'Z': -0.03135496377944946}, {'X': 0.565643846988678, 'Y': 0.607749342918396, 'Z': -0.0463397316634655}, {'X': 0.539582371711731, 'Y': 0.552787184715271, 'Z': -0.06676837801933289}, {'X': 0.6428748369216919, 'Y': 0.558197021484375, 'Z': -0.012526378035545349}, {'X': 0.6490267515182495, 'Y': 0.4377482533454895, 'Z': -0.03422940894961357}, {'X': 0.6528033018112183, 'Y': 0.3563661277294159, 'Z': -0.05584399402141571}, {'X': 0.6547821760177612, 'Y': 0.28336790204048157, 'Z': -0.07411692291498184}, {'X': 0.6846133470535278, 'Y': 0.552003800868988, 'Z': -0.029965179041028023}, {'X': 0.6864858269691467, 'Y': 0.4189337491989136, 'Z': -0.05252925306558609}, {'X': 0.687470555305481, 'Y': 0.32808569073677063, 'Z': -0.08782295137643814}, {'X': 0.6893114447593689, 'Y': 0.249762624502182, 'Z': -0.11257284134626389}, {'X': 0.7263145446777344, 'Y': 0.576097846031189, 'Z': -0.051017336547374725}, {'X': 0.7303149700164795, 'Y': 0.44484227895736694, 'Z': -0.07938140630722046}, {'X': 0.7308045029640198, 'Y': 0.35910260677337646, 'Z': -0.11608424037694931}, {'X': 0.7296621799468994, 'Y': 0.28111645579338074, 'Z': -0.14497865736484528}, {'X': 0.768561840057373, 'Y': 0.6269638538360596, 'Z': -0.07412600517272949}, {'X': 0.7937108278274536, 'Y': 0.5378599762916565, 'Z': -0.10695301741361618}, {'X': 0.8115883469581604, 'Y': 0.46481984853744507, 'Z': -0.13585226237773895}, {'X': 0.8245782256126404, 'Y': 0.38444656133651733, 'Z': -0.16155116260051727}]
[{'X': 0.6884428262710571, 'Y': 0.8514925241470337, 'Z': -0.00010130804730579257}, {'X': 0.6253572702407837, 'Y': 0.809610903263092, 'Z': -0.01476028747856617}, {'X': 0.587590754032135, 'Y': 0.7074107527732849, 'Z': -0.02891417406499386}, {'X': 0.5648430585861206, 'Y': 0.6131759285926819, 'Z': -0.045563705265522}, {'X': 0.5391903519630432, 'Y': 0.5566564798355103, 'Z': -0.06663499772548676}, {'X': 0.6427403092384338, 'Y': 0.5631153583526611, 'Z': -0.032039325684309006}, {'X': 0.651992917060852, 'Y': 0.4349301755428314, 'Z': -0.055469680577516556}, {'X': 0.6547428965568542, 'Y': 0.34753456711769104, 'Z': -0.07931685447692871}, {'X': 0.6548681259155273, 'Y': 0.2729155123233795, 'Z': -0.0987888053059578}, {'X': 0.6829198598861694, 'Y': 0.5570045709609985, 'Z': -0.0480157695710659}, {'X': 0.6865547895431519, 'Y': 0.419014036655426, 'Z': -0.07396845519542694}, {'X': 0.6890717148780823, 'Y': 0.32100650668144226, 'Z': -0.11138304322957993}, {'X': 0.6916871666908264, 'Y': 0.24036163091659546, 'Z': -0.13741743564605713}, {'X': 0.724739134311676, 'Y': 0.5825881958007812, 'Z': -0.06440223753452301}, {'X': 0.7297574281692505, 'Y': 0.44521117210388184, 'Z': -0.09085707366466522}, {'X': 0.7320759296417236, 'Y': 0.3541741967201233, 'Z': -0.12564854323863983}, {'X': 0.7319769859313965, 'Y': 0.27477705478668213, 'Z': -0.15512815117835999}, {'X': 0.7658780813217163, 'Y': 0.6353364586830139, 'Z': -0.08161244541406631}, {'X': 0.7915031909942627, 'Y': 0.5442165732383728, 'Z': -0.11165393888950348}, {'X': 0.8098102807998657, 'Y': 0.46925264596939087, 'Z': -0.1420876532793045}, {'X': 0.8225579857826233, 'Y': 0.388081431388855, 'Z': -0.17090299725532532}]
[{'X': 0.6919075846672058, 'Y': 0.8448659777641296, 'Z': -8.46776893013157e-05}, {'X': 0.6277925372123718, 'Y': 0.8052150011062622, 'Z': -0.03241628780961037}, {'X': 0.5877047181129456, 'Y': 0.6989572644233704, 'Z': -0.05043371394276619}, {'X': 0.5668857097625732, 'Y': 0.6070080399513245, 'Z': -0.07220838218927383}, {'X': 0.538173258304596, 'Y': 0.5447444915771484, 'Z': -0.10136821866035461}, {'X': 0.6429433822631836, 'Y': 0.5538836121559143, 'Z': -0.020914020016789436}, {'X': 0.6489160656929016, 'Y': 0.43461698293685913, 'Z': -0.04422786459326744}, {'X': 0.6515364050865173, 'Y': 0.3491576313972473, 'Z': -0.06845267862081528}, {'X': 0.653243899345398, 'Y': 0.272233247756958, 'Z': -0.0892174169421196}, {'X': 0.6851133108139038, 'Y': 0.5507618188858032, 'Z': -0.0361645370721817}, {'X': 0.6883538961410522, 'Y': 0.4167350232601166, 'Z': -0.06080036610364914}, {'X': 0.6884579658508301, 'Y': 0.32555240392684937, 'Z': -0.09914115816354752}, {'X': 0.6890507936477661, 'Y': 0.24575316905975342, 'Z': -0.12613780796527863}, {'X': 0.727152943611145, 'Y': 0.5764001607894897, 'Z': -0.055971477180719376}, {'X': 0.7320265769958496, 'Y': 0.4419378638267517, 'Z': -0.08479864150285721}, {'X': 0.7314562797546387, 'Y': 0.35590267181396484, 'Z': -0.12559589743614197}, {'X': 0.7290019392967224, 'Y': 0.27687811851501465, 'Z': -0.15823131799697876}, {'X': 0.7692888975143433, 'Y': 0.627512514591217, 'Z': -0.07880225032567978}, {'X': 0.7942465543746948, 'Y': 0.5378293395042419, 'Z': -0.11260908842086792}, {'X': 0.8129435777664185, 'Y': 0.46552467346191406, 'Z': -0.1437518298625946}, {'X': 0.8267757296562195, 'Y': 0.38741499185562134, 'Z': -0.1700940579175949}]
[{'X': 0.6930955648422241, 'Y': 0.8530212640762329, 'Z': -9.581720951246098e-05}, {'X': 0.6283426284790039, 'Y': 0.8077272176742554, 'Z': -0.010445191524922848}, {'X': 0.5898137092590332, 'Y': 0.704688310623169, 'Z': -0.019989756867289543}, {'X': 0.5676098465919495, 'Y': 0.6128084063529968, 'Z': -0.032846610993146896}, {'X': 0.5425733327865601, 'Y': 0.557686448097229, 'Z': -0.04907555133104324}, {'X': 0.6424492001533508, 'Y': 0.5600831508636475, 'Z': -0.018460078164935112}, {'X': 0.6491871476173401, 'Y': 0.43080711364746094, 'Z': -0.04147588461637497}, {'X': 0.6524630784988403, 'Y': 0.34402722120285034, 'Z': -0.06466074287891388}, {'X': 0.6538678407669067, 'Y': 0.2715347111225128, 'Z': -0.08308412879705429}, {'X': 0.683641791343689, 'Y': 0.5534627437591553, 'Z': -0.036363642662763596}, {'X': 0.6860596537590027, 'Y': 0.41403770446777344, 'Z': -0.05986470356583595}, {'X': 0.6880910396575928, 'Y': 0.31708383560180664, 'Z': -0.0947103425860405}, {'X': 0.6908137202262878, 'Y': 0.2396424412727356, 'Z': -0.1192256435751915}, {'X': 0.726284384727478, 'Y': 0.5775879621505737, 'Z': -0.05599070340394974}, {'X': 0.7297516465187073, 'Y': 0.43840721249580383, 'Z': -0.08021948486566544}, {'X': 0.7315937280654907, 'Y': 0.3492014706134796, 'Z': -0.11271873116493225}, {'X': 0.731364369392395, 'Y': 0.2731710970401764, 'Z': -0.14163142442703247}, {'X': 0.7689666152000427, 'Y': 0.627694308757782, 'Z': -0.0753462091088295}, {'X': 0.7923489212989807, 'Y': 0.5344016551971436, 'Z': -0.10185800492763519}, {'X': 0.8089205026626587, 'Y': 0.4588194191455841, 'Z': -0.12951095402240753}, {'X': 0.8202790021896362, 'Y': 0.37817808985710144, 'Z': -0.15540336072444916}]
[{'X': 0.6990867853164673, 'Y': 0.8339313864707947, 'Z': -0.00012102867913199589}, {'X': 0.6322159767150879, 'Y': 0.8056765198707581, 'Z': -0.00869265478104353}, {'X': 0.5945838689804077, 'Y': 0.7049142718315125, 'Z': -0.030085545033216476}, {'X': 0.5726717710494995, 'Y': 0.6097169518470764, 'Z': -0.053509216755628586}, {'X': 0.546821117401123, 'Y': 0.5513898134231567, 'Z': -0.08046016842126846}, {'X': 0.649363100528717, 'Y': 0.5665957927703857, 'Z': -0.0626923218369484}, {'X': 0.6561793684959412, 'Y': 0.4473038911819458, 'Z': -0.09690339863300323}, {'X': 0.6551398038864136, 'Y': 0.36333292722702026, 'Z': -0.1273142248392105}, {'X': 0.6512835025787354, 'Y': 0.28871646523475647, 'Z': -0.15224212408065796}, {'X': 0.6864344477653503, 'Y': 0.5548055768013, 'Z': -0.08474558591842651}, {'X': 0.6842046976089478, 'Y': 0.42020413279533386, 'Z': -0.13098862767219543}, {'X': 0.6817952394485474, 'Y': 0.32802921533584595, 'Z': -0.16553032398223877}, {'X': 0.6832671165466309, 'Y': 0.2463371455669403, 'Z': -0.18715648353099823}, {'X': 0.7251651287078857, 'Y': 0.5767107605934143, 'Z': -0.10650140047073364}, {'X': 0.7275335192680359, 'Y': 0.4472217559814453, 'Z': -0.15221267938613892}, {'X': 0.7246613502502441, 'Y': 0.3509667217731476, 'Z': -0.19002573192119598}, {'X': 0.7231204509735107, 'Y': 0.26474273204803467, 'Z': -0.2239779531955719}, {'X': 0.7624341249465942, 'Y': 0.6263315677642822, 'Z': -0.12673762440681458}, {'X': 0.7850222587585449, 'Y': 0.5410735607147217, 'Z': -0.16397550702095032}, {'X': 0.793549120426178, 'Y': 0.46563515067100525, 'Z': -0.19988228380680084}, {'X': 0.7989206314086914, 'Y': 0.3878539800643921, 'Z': -0.2372857630252838}]
[{'X': 0.7059435248374939, 'Y': 0.859074592590332, 'Z': -6.225945253390819e-05}, {'X': 0.6427530646324158, 'Y': 0.8023743629455566, 'Z': -0.024585681036114693}, {'X': 0.5982121229171753, 'Y': 0.6934861540794373, 'Z': -0.04897845536470413}, {'X': 0.571345329284668, 'Y': 0.6053214073181152, 'Z': -0.07813632488250732}, {'X': 0.5501500368118286, 'Y': 0.5479937195777893, 'Z': -0.11494423449039459}, {'X': 0.6572189927101135, 'Y': 0.5581267476081848, 'Z': -0.044312238693237305}, {'X': 0.6591402888298035, 'Y': 0.43311160802841187, 'Z': -0.07888570427894592}, {'X': 0.6604803800582886, 'Y': 0.3555266261100769, 'Z': -0.11087219417095184}, {'X': 0.6574569344520569, 'Y': 0.2848800718784332, 'Z': -0.13534797728061676}, {'X': 0.698218584060669, 'Y': 0.5591223835945129, 'Z': -0.06388092786073685}, {'X': 0.6939699649810791, 'Y': 0.42997658252716064, 'Z': -0.10605859011411667}, {'X': 0.6919329166412354, 'Y': 0.343078076839447, 'Z': -0.154398575425148}, {'X': 0.6884891986846924, 'Y': 0.259411484003067, 'Z': -0.19264580309391022}, {'X': 0.7410538196563721, 'Y': 0.5883585810661316, 'Z': -0.08536460250616074}, {'X': 0.7377002239227295, 'Y': 0.47155752778053284, 'Z': -0.12449175119400024}, {'X': 0.7255109548568726, 'Y': 0.4156181216239929, 'Z': -0.1615023910999298}, {'X': 0.7116791009902954, 'Y': 0.3638714551925659, 'Z': -0.18969082832336426}, {'X': 0.7827498316764832, 'Y': 0.6406658887863159, 'Z': -0.10845672339200974}, {'X': 0.801671028137207, 'Y': 0.5469334721565247, 'Z': -0.14598485827445984}, {'X': 0.8142738342285156, 'Y': 0.46787166595458984, 'Z': -0.1761893779039383}, {'X': 0.8197243809700012, 'Y': 0.38154101371765137, 'Z': -0.20814189314842224}]
[{'X': 0.7455299496650696, 'Y': 0.8493491411209106, 'Z': -9.178541222354397e-05}, {'X': 0.7811292409896851, 'Y': 0.7478808760643005, 'Z': -0.002082914113998413}, {'X': 0.7767943143844604, 'Y': 0.6306688785552979, 'Z': -0.007998025976121426}, {'X': 0.7547507286071777, 'Y': 0.5567620992660522, 'Z': -0.0226299986243248}, {'X': 0.7337391972541809, 'Y': 0.5151352882385254, 'Z': -0.040589507669210434}, {'X': 0.746015727519989, 'Y': 0.5681946873664856, 'Z': 0.038015566766262054}, {'X': 0.7349692583084106, 'Y': 0.4782285690307617, 'Z': 0.017203310504555702}, {'X': 0.7368466258049011, 'Y': 0.4307824969291687, 'Z': -0.008945255540311337}, {'X': 0.7371419072151184, 'Y': 0.398033082485199, 'Z': -0.02923460863530636}, {'X': 0.7077724933624268, 'Y': 0.580958902835846, 'Z': 0.018642518669366837}, {'X': 0.7059820294380188, 'Y': 0.4573986232280731, 'Z': -0.006271375808864832}, {'X': 0.7044447660446167, 'Y': 0.3743414282798767, 'Z': -0.03677559643983841}, {'X': 0.7020742297172546, 'Y': 0.30554118752479553, 'Z': -0.062116120010614395}, {'X': 0.6718654632568359, 'Y': 0.615826427936554, 'Z': -0.0054302094504237175}, {'X': 0.6614478826522827, 'Y': 0.5103837251663208, 'Z': -0.03784562647342682}, {'X': 0.672282338142395, 'Y': 0.486830472946167, 'Z': -0.06096561998128891}, {'X': 0.6816345453262329, 'Y': 0.46927589178085327, 'Z': -0.07571954280138016}, {'X': 0.6360402703285217, 'Y': 0.6682515144348145, 'Z': -0.027315139770507812}, {'X': 0.6020384430885315, 'Y': 0.5901765823364258, 'Z': -0.04910935461521149}, {'X': 0.5802118182182312, 'Y': 0.5480803847312927, 'Z': -0.05748864263296127}, {'X': 0.5617764592170715, 'Y': 0.505958080291748, 'Z': -0.06540214270353317}]
[{'X': 0.7207598686218262, 'Y': 0.8148525357246399, 'Z': -8.610507211415097e-05}, {'X': 0.698737382888794, 'Y': 0.7500052452087402, 'Z': -0.0017651510424911976}, {'X': 0.6778861284255981, 'Y': 0.6368522644042969, 'Z': 0.00388176622800529}, {'X': 0.6500094532966614, 'Y': 0.5690759420394897, 'Z': 0.0009959168964996934}, {'X': 0.6279016733169556, 'Y': 0.5350340008735657, 'Z': -0.0002770873252302408}, {'X': 0.7077191472053528, 'Y': 0.5497299432754517, 'Z': 0.047283101826906204}, {'X': 0.6990847587585449, 'Y': 0.4288378357887268, 'Z': 0.03840867429971695}, {'X': 0.6963353157043457, 'Y': 0.3680347800254822, 'Z': 0.033734969794750214}, {'X': 0.6936905980110168, 'Y': 0.3133328855037689, 'Z': 0.03493334352970123}, {'X': 0.7157634496688843, 'Y': 0.5579578876495361, 'Z': 0.029173094779253006}, {'X': 0.7077643275260925, 'Y': 0.4465838670730591, 'Z': -0.001066957600414753}, {'X': 0.7000957131385803, 'Y': 0.39997684955596924, 'Z': -0.03334124758839607}, {'X': 0.6930041909217834, 'Y': 0.3657341003417969, 'Z': -0.04902011901140213}, {'X': 0.7232680916786194, 'Y': 0.5833283066749573, 'Z': 0.006206586956977844}, {'X': 0.7178476452827454, 'Y': 0.5283410549163818, 'Z': -0.03307710587978363}, {'X': 0.7105500102043152, 'Y': 0.6166653633117676, 'Z': -0.049847934395074844}, {'X': 0.7045900225639343, 'Y': 0.6827360987663269, 'Z': -0.0462663471698761}, {'X': 0.7296046614646912, 'Y': 0.6293019652366638, 'Z': -0.018771803006529808}, {'X': 0.7102228403091431, 'Y': 0.5456642508506775, 'Z': -0.04461591690778732}, {'X': 0.6911140084266663, 'Y': 0.5109823942184448, 'Z': -0.06031500920653343}, {'X': 0.6752067804336548, 'Y': 0.48058897256851196, 'Z': -0.06976792216300964}]
[{'X': 0.7161803841590881, 'Y': 0.8052240014076233, 'Z': -6.350252078846097e-05}, {'X': 0.6616867184638977, 'Y': 0.7483745813369751, 'Z': -0.017773030325770378}, {'X': 0.6252400279045105, 'Y': 0.6424623131752014, 'Z': -0.012773800641298294}, {'X': 0.6019524931907654, 'Y': 0.5706838369369507, 'Z': -0.010336192324757576}, {'X': 0.5738603472709656, 'Y': 0.5266712307929993, 'Z': -0.014909179881215096}, {'X': 0.6877041459083557, 'Y': 0.5339369773864746, 'Z': 0.018068207427859306}, {'X': 0.6955962181091309, 'Y': 0.4167014956474304, 'Z': -0.0030480073764920235}, {'X': 0.6967670321464539, 'Y': 0.3605216145515442, 'Z': -0.015452895313501358}, {'X': 0.6945124268531799, 'Y': 0.3192756772041321, 'Z': -0.01971711404621601}, {'X': 0.7240740060806274, 'Y': 0.5468501448631287, 'Z': -4.5490065531339496e-05}, {'X': 0.7236847281455994, 'Y': 0.44186195731163025, 'Z': -0.06092357635498047}, {'X': 0.7038745880126953, 'Y': 0.44534385204315186, 'Z': -0.1070483848452568}, {'X': 0.6866456270217896, 'Y': 0.4767853319644928, 'Z': -0.13141536712646484}, {'X': 0.7604056596755981, 'Y': 0.5710881948471069, 'Z': -0.019377071410417557}, {'X': 0.7504823803901672, 'Y': 0.5385715961456299, 'Z': -0.08757980912923813}, {'X': 0.7199742794036865, 'Y': 0.6177690029144287, 'Z': -0.11616688221693039}, {'X': 0.6950441598892212, 'Y': 0.6946178674697876, 'Z': -0.11626702547073364}, {'X': 0.7989124059677124, 'Y': 0.6111981272697449, 'Z': -0.04274623468518257}, {'X': 0.7978282570838928, 'Y': 0.5264719128608704, 'Z': -0.08532711118459702}, {'X': 0.7839651703834534, 'Y': 0.487530380487442, 'Z': -0.11173142492771149}, {'X': 0.7653063535690308, 'Y': 0.4692786931991577, 'Z': -0.12716755270957947}]
