[{'X': 0.6077074408531189, 'Y': 0.7191095352172852, 'Z': -0.00013945020327810198}, {'X': 0.5405727624893188, 'Y': 0.726383626461029, 'Z': 0.019912686198949814}, {'X': 0.5027645230293274, 'Y': 0.6637334823608398, 'Z': 0.04116147384047508}, {'X': 0.48134803771972656, 'Y': 0.6052094101905823, 'Z': 0.05115116387605667}, {'X': 0.4619048237800598, 'Y': 0.5711055994033813, 'Z': 0.0626351609826088}, {'X': 0.5342579483985901, 'Y': 0.5164548754692078, 'Z': 0.07283669710159302}, {'X': 0.5208472609519958, 'Y': 0.40879005193710327, 'Z': 0.08084847778081894}, {'X': 0.5097094774246216, 'Y': 0.34000927209854126, 'Z': 0.07074524462223053}, {'X': 0.49917855858802795, 'Y': 0.2822651267051697, 'Z': 0.05698389187455177}, {'X': 0.5632386207580566, 'Y': 0.4929623007774353, 'Z': 0.05257202684879303}, {'X': 0.5501906275749207, 'Y': 0.37174704670906067, 'Z': 0.059431616216897964}, {'X': 0.5332242250442505, 'Y': 0.28877323865890503, 'Z': 0.044067200273275375}, {'X': 0.5200620889663696, 'Y': 0.2245309054851532, 'Z': 0.03151249513030052}, {'X': 0.5953810214996338, 'Y': 0.48412346839904785, 'Z': 0.029059626162052155}, {'X': 0.5824136734008789, 'Y': 0.3678330183029175, 'Z': 0.035414133220911026}, {'X': 0.5665872097015381, 'Y': 0.2877214848995209, 'Z': 0.020891400054097176}, {'X': 0.5527610778808594, 'Y': 0.221777081489563, 'Z': 0.008749956265091896}, {'X': 0.628761351108551, 'Y': 0.4912526309490204, 'Z': 0.004782210104167461}, {'X': 0.6264964938163757, 'Y': 0.41072142124176025, 'Z': 0.006560691632330418}, {'X': 0.6217820048332214, 'Y': 0.35882872343063354, 'Z': -0.00042607521754689515}, {'X': 0.6182664036750793, 'Y': 0.3145871162414551, 'Z': -0.004402952268719673}]
[{'X': 0.6064351797103882, 'Y': 0.7167945504188538, 'Z': -0.00011056315270252526}, {'X': 0.540936291217804, 'Y': 0.7249357104301453, 'Z': 0.014865772798657417}, {'X': 0.5018984079360962, 'Y': 0.6641693711280823, 'Z': 0.03271373361349106}, {'X': 0.4803488254547119, 'Y': 0.604211151599884, 'Z': 0.040150415152311325}, {'X': 0.45944851636886597, 'Y': 0.5723415613174438, 'Z': 0.04771627113223076}, {'X': 0.5316938757896423, 'Y': 0.5177910327911377, 'Z': 0.06999219954013824}, {'X': 0.5189937949180603, 'Y': 0.4133722186088562, 'Z': 0.07473747432231903}, {'X': 0.5062069892883301, 'Y': 0.34784942865371704, 'Z': 0.062153760343790054}, {'X': 0.4950491487979889, 'Y': 0.29358458518981934, 'Z': 0.04776445031166077}, {'X': 0.5610188245773315, 'Y': 0.49336713552474976, 'Z': 0.048860207200050354}, {'X': 0.5463789701461792, 'Y': 0.3766646981239319, 'Z': 0.05338411033153534}, {'X': 0.5298536419868469, 'Y': 0.2954689562320709, 'Z': 0.03524576872587204}, {'X': 0.5164576768875122, 'Y': 0.22768250107765198, 'Z': 0.02044556848704815}, {'X': 0.5953883528709412, 'Y': 0.48650816082954407, 'Z': 0.02397824078798294}, {'X': 0.5799506306648254, 'Y': 0.3693171441555023, 'Z': 0.02710855007171631}, {'X': 0.5646249055862427, 'Y': 0.2908790111541748, 'Z': 0.012092950753867626}, {'X': 0.5511477589607239, 'Y': 0.22215312719345093, 'Z': -0.0012296919012442231}, {'X': 0.6333727836608887, 'Y': 0.49505671858787537, 'Z': -0.0019764958415180445}, {'X': 0.6323786377906799, 'Y': 0.4107018709182739, 'Z': -0.00102423585485667}, {'X': 0.6307044625282288, 'Y': 0.3525201380252838, 'Z': -0.00823997799307108}, {'X': 0.6300649642944336, 'Y': 0.29744216799736023, 'Z': -0.015356151387095451}]
[{'X': 0.607852041721344, 'Y': 0.6969572901725769, 'Z': -7.662799180252478e-05}, {'X': 0.5470532178878784, 'Y': 0.7141857743263245, 'Z': 0.013055596500635147}, {'X': 0.5061991214752197, 'Y': 0.6577924489974976, 'Z': 0.025660596787929535}, {'X': 0.4820195436477661, 'Y': 0.6010205149650574, 'Z': 0.029756546020507812}, {'X': 0.45796412229537964, 'Y': 0.5713993310928345, 'Z': 0.032055698335170746}, {'X': 0.5313622355461121, 'Y': 0.5077129006385803, 'Z': 0.0529472790658474}, {'X': 0.517390251159668, 'Y': 0.41213375329971313, 'Z': 0.054495371878147125}, {'X': 0.5065011382102966, 'Y': 0.3499370813369751, 'Z': 0.04395248368382454}, {'X': 0.49685218930244446, 'Y': 0.3000503182411194, 'Z': 0.0333070307970047}, {'X': 0.5613229274749756, 'Y': 0.4812978208065033, 'Z': 0.03365367278456688}, {'X': 0.5464410781860352, 'Y': 0.3702890872955322, 'Z': 0.032968465238809586}, {'X': 0.5285210013389587, 'Y': 0.29306644201278687, 'Z': 0.011107346974313259}, {'X': 0.5138161778450012, 'Y': 0.22885000705718994, 'Z': -0.006706635467708111}, {'X': 0.5963374972343445, 'Y': 0.4741308093070984, 'Z': 0.011163835413753986}, {'X': 0.5775391459465027, 'Y': 0.35978400707244873, 'Z': 0.00941824447363615}, {'X': 0.5590586066246033, 'Y': 0.2858234643936157, 'Z': -0.008941912092268467}, {'X': 0.5440730452537537, 'Y': 0.2219114899635315, 'Z': -0.024261485785245895}, {'X': 0.6367967128753662, 'Y': 0.48441097140312195, 'Z': -0.00974008534103632}, {'X': 0.6359076499938965, 'Y': 0.3866724669933319, 'Z': -0.014439264312386513}, {'X': 0.6345607042312622, 'Y': 0.32555267214775085, 'Z': -0.019740985706448555}, {'X': 0.6323571801185608, 'Y': 0.26975199580192566, 'Z': -0.023783540353178978}]
[{'X': 0.608646035194397, 'Y': 0.7132734060287476, 'Z': -9.990698890760541e-05}, {'X': 0.5474840402603149, 'Y': 0.7241113185882568, 'Z': 0.009079070761799812}, {'X': 0.5054314732551575, 'Y': 0.6591953635215759, 'Z': 0.023544786497950554}, {'X': 0.4817621111869812, 'Y': 0.5989039540290833, 'Z': 0.029468458145856857}, {'X': 0.45768222212791443, 'Y': 0.5731972455978394, 'Z': 0.0360347256064415}, {'X': 0.5312166213989258, 'Y': 0.5086435079574585, 'Z': 0.05402813106775284}, {'X': 0.5149931311607361, 'Y': 0.41235727071762085, 'Z': 0.05700153857469559}, {'X': 0.5030062794685364, 'Y': 0.3536682724952698, 'Z': 0.04948718845844269}, {'X': 0.4937676191329956, 'Y': 0.3047241270542145, 'Z': 0.03986876457929611}, {'X': 0.5606808662414551, 'Y': 0.4810100197792053, 'Z': 0.03578232601284981}, {'X': 0.5456823110580444, 'Y': 0.3674291968345642, 'Z': 0.04091895744204521}, {'X': 0.5286744832992554, 'Y': 0.2936040759086609, 'Z': 0.025625890120863914}, {'X': 0.5153952836990356, 'Y': 0.23315110802650452, 'Z': 0.012629212811589241}, {'X': 0.5948672294616699, 'Y': 0.47252368927001953, 'Z': 0.013731248676776886}, {'X': 0.5791193246841431, 'Y': 0.35640949010849, 'Z': 0.018307417631149292}, {'X': 0.563732922077179, 'Y': 0.2843809723854065, 'Z': 0.0047716544941067696}, {'X': 0.5507882237434387, 'Y': 0.22330179810523987, 'Z': -0.007995979860424995}, {'X': 0.6339972019195557, 'Y': 0.4826419949531555, 'Z': -0.009369948878884315}, {'X': 0.6353023648262024, 'Y': 0.38960734009742737, 'Z': -0.00855475477874279}, {'X': 0.6360936164855957, 'Y': 0.3287534713745117, 'Z': -0.015939820557832718}, {'X': 0.6371429562568665, 'Y': 0.27255526185035706, 'Z': -0.022149745374917984}]
[{'X': 0.6028396487236023, 'Y': 0.7012051343917847, 'Z': -8.844336844049394e-05}, {'X': 0.5448174476623535, 'Y': 0.7194101810455322, 'Z': 0.016081813722848892}, {'X': 0.506613552570343, 'Y': 0.6588714718818665, 'Z': 0.02829732745885849}, {'X': 0.4835822582244873, 'Y': 0.5986785888671875, 'Z': 0.032971449196338654}, {'X': 0.45969218015670776, 'Y': 0.5732758641242981, 'Z': 0.03834954649209976}, {'X': 0.5280635356903076, 'Y': 0.5131679177284241, 'Z': 0.050520554184913635}, {'X': 0.5136598348617554, 'Y': 0.41665732860565186, 'Z': 0.05531526356935501}, {'X': 0.5025084018707275, 'Y': 0.3530021905899048, 'Z': 0.045622069388628006}, {'X': 0.49194005131721497, 'Y': 0.30050548911094666, 'Z': 0.0343242809176445}, {'X': 0.5588017702102661, 'Y': 0.4870777130126953, 'Z': 0.03231487423181534}, {'X': 0.5452544093132019, 'Y': 0.3748615086078644, 'Z': 0.03133830800652504}, {'X': 0.5288703441619873, 'Y': 0.29457828402519226, 'Z': 0.013185054995119572}, {'X': 0.5162779092788696, 'Y': 0.22877582907676697, 'Z': -0.0031439345329999924}, {'X': 0.5941121578216553, 'Y': 0.48111164569854736, 'Z': 0.011249563656747341}, {'X': 0.5759669542312622, 'Y': 0.3657626509666443, 'Z': 0.010748225264251232}, {'X': 0.5589045882225037, 'Y': 0.2901626229286194, 'Z': -0.0022234939970076084}, {'X': 0.5466216206550598, 'Y': 0.2272787094116211, 'Z': -0.014107288792729378}, {'X': 0.6341582536697388, 'Y': 0.49226561188697815, 'Z': -0.008379199542105198}, {'X': 0.6328740119934082, 'Y': 0.39805686473846436, 'Z': -0.008219541050493717}, {'X': 0.6333949565887451, 'Y': 0.3384394645690918, 'Z': -0.012545052915811539}, {'X': 0.6343945264816284, 'Y': 0.28200671076774597, 'Z': -0.016314862295985222}]
[{'X': 0.6008347272872925, 'Y': 0.7198448181152344, 'Z': -0.00010754805407486856}, {'X': 0.5402243733406067, 'Y': 0.7242343425750732, 'Z': 0.02184917964041233}, {'X': 0.5005887150764465, 'Y': 0.6599487066268921, 'Z': 0.040217094123363495}, {'X': 0.4795685112476349, 'Y': 0.6023902297019958, 'Z': 0.047831639647483826}, {'X': 0.46098271012306213, 'Y': 0.5739896297454834, 'Z': 0.055227383971214294}, {'X': 0.5307028293609619, 'Y': 0.5209435224533081, 'Z': 0.06355556100606918}, {'X': 0.5179334282875061, 'Y': 0.4231145977973938, 'Z': 0.06946311146020889}, {'X': 0.504753589630127, 'Y': 0.36136090755462646, 'Z': 0.06714721024036407}, {'X': 0.4919927418231964, 'Y': 0.3138219118118286, 'Z': 0.05864078551530838}, {'X': 0.5571878552436829, 'Y': 0.497746080160141, 'Z': 0.03910186141729355}, {'X': 0.5430722236633301, 'Y': 0.3872607946395874, 'Z': 0.042467836290597916}, {'X': 0.5243825912475586, 'Y': 0.31324559450149536, 'Z': 0.030118845403194427}, {'X': 0.509485125541687, 'Y': 0.2522103190422058, 'Z': 0.018250970169901848}, {'X': 0.5886972546577454, 'Y': 0.49300897121429443, 'Z': 0.013205434195697308}, {'X': 0.5700487494468689, 'Y': 0.38494065403938293, 'Z': 0.009372765198349953}, {'X': 0.5488283038139343, 'Y': 0.32119280099868774, 'Z': -0.004929556045681238}, {'X': 0.5327664017677307, 'Y': 0.2665189802646637, 'Z': -0.01647529937326908}, {'X': 0.6231759786605835, 'Y': 0.506655752658844, 'Z': -0.013275058940052986}, {'X': 0.6151783466339111, 'Y': 0.42778533697128296, 'Z': -0.022545866668224335}, {'X': 0.6071112751960754, 'Y': 0.3730183243751526, 'Z': -0.03362937644124031}, {'X': 0.600787341594696, 'Y': 0.32127469778060913, 'Z': -0.04229439049959183}]
[{'X': 0.5917463302612305, 'Y': 0.7349655628204346, 'Z': -0.00013190577737987041}, {'X': 0.5349182486534119, 'Y': 0.7232204079627991, 'Z': 0.008211386390030384}, {'X': 0.4988556206226349, 'Y': 0.6517816781997681, 'Z': 0.020831692963838577}, {'X': 0.4803755283355713, 'Y': 0.5944116115570068, 'Z': 0.023986520245671272}, {'X': 0.46576279401779175, 'Y': 0.5665769577026367, 'Z': 0.03270083665847778}, {'X': 0.5328435301780701, 'Y': 0.5249461531639099, 'Z': 0.031194012612104416}, {'X': 0.5162762999534607, 'Y': 0.4283257722854614, 'Z': 0.02525492198765278}, {'X': 0.498634397983551, 'Y': 0.36537307500839233, 'Z': 0.016927167773246765}, {'X': 0.48126220703125, 'Y': 0.31783995032310486, 'Z': 0.005780425854027271}, {'X': 0.5598494410514832, 'Y': 0.508995532989502, 'Z': 0.00779455341398716}, {'X': 0.5450886487960815, 'Y': 0.3964081406593323, 'Z': -0.0050981068052351475}, {'X': 0.5257845520973206, 'Y': 0.31864869594573975, 'Z': -0.024384314194321632}, {'X': 0.5085843205451965, 'Y': 0.2562730014324188, 'Z': -0.0391090027987957}, {'X': 0.5900347828865051, 'Y': 0.5171688199043274, 'Z': -0.017263047397136688}, {'X': 0.5756793022155762, 'Y': 0.4181482791900635, 'Z': -0.04253605753183365}, {'X': 0.5514562726020813, 'Y': 0.3691583573818207, 'Z': -0.0706450566649437}, {'X': 0.5302824378013611, 'Y': 0.33200764656066895, 'Z': -0.08860203623771667}, {'X': 0.6220632195472717, 'Y': 0.5422776341438293, 'Z': -0.042542923241853714}, {'X': 0.621601402759552, 'Y': 0.47031888365745544, 'Z': -0.06851550936698914}, {'X': 0.6165858507156372, 'Y': 0.4256257116794586, 'Z': -0.08910512179136276}, {'X': 0.6097801327705383, 'Y': 0.38727712631225586, 'Z': -0.10437814891338348}]
[{'X': 0.6486674547195435, 'Y': 0.7420617341995239, 'Z': -5.2332296036183834e-05}, {'X': 0.5830002427101135, 'Y': 0.7387353777885437, 'Z': -0.056230634450912476}, {'X': 0.5390112996101379, 'Y': 0.6903244853019714, 'Z': -0.10576172918081284}, {'X': 0.5141710638999939, 'Y': 0.6365475654602051, 'Z': -0.14265871047973633}, {'X': 0.47259795665740967, 'Y': 0.5905855894088745, 'Z': -0.16659988462924957}, {'X': 0.5666669607162476, 'Y': 0.6684410572052002, 'Z': -0.19870606064796448}, {'X': 0.558367908000946, 'Y': 0.6190119981765747, 'Z': -0.2771795988082886}, {'X': 0.5436679124832153, 'Y': 0.5782650709152222, 'Z': -0.3189866244792938}, {'X': 0.5304279327392578, 'Y': 0.5385695099830627, 'Z': -0.34726378321647644}, {'X': 0.5966165661811829, 'Y': 0.636828601360321, 'Z': -0.19102227687835693}, {'X': 0.5912436246871948, 'Y': 0.5870044827461243, 'Z': -0.2704586684703827}, {'X': 0.5641016960144043, 'Y': 0.5446712970733643, 'Z': -0.2993899881839752}, {'X': 0.5444087386131287, 'Y': 0.506891131401062, 'Z': -0.32368966937065125}, {'X': 0.6264827847480774, 'Y': 0.6149560809135437, 'Z': -0.18168991804122925}, {'X': 0.6165001392364502, 'Y': 0.5409280061721802, 'Z': -0.251872181892395}, {'X': 0.588722825050354, 'Y': 0.478106290102005, 'Z': -0.28475433588027954}, {'X': 0.5656276345252991, 'Y': 0.422982394695282, 'Z': -0.31109318137168884}, {'X': 0.6565296053886414, 'Y': 0.6012385487556458, 'Z': -0.17264315485954285}, {'X': 0.6561791300773621, 'Y': 0.5206477046012878, 'Z': -0.23262366652488708}, {'X': 0.6454651951789856, 'Y': 0.45099344849586487, 'Z': -0.27033668756484985}, {'X': 0.6341681480407715, 'Y': 0.38303548097610474, 'Z': -0.29999321699142456}]
[{'X': 0.6550732254981995, 'Y': 0.7866132855415344, 'Z': -6.846991709608119e-06}, {'X': 0.5778043270111084, 'Y': 0.7795284390449524, 'Z': 0.020244913175702095}, {'X': 0.532254695892334, 'Y': 0.7277860641479492, 'Z': 0.03451163321733475}, {'X': 0.5026518106460571, 'Y': 0.6710188984870911, 'Z': 0.04125228151679039}, {'X': 0.47680866718292236, 'Y': 0.6197102069854736, 'Z': 0.05241433531045914}, {'X': 0.5563725829124451, 'Y': 0.6359764933586121, 'Z': 0.05636047199368477}, {'X': 0.5399359464645386, 'Y': 0.583905816078186, 'Z': 0.06720621883869171}, {'X': 0.5228102207183838, 'Y': 0.5785640478134155, 'Z': 0.06548260152339935}, {'X': 0.506101131439209, 'Y': 0.5852454304695129, 'Z': 0.06529899686574936}, {'X': 0.5804494023323059, 'Y': 0.596782386302948, 'Z': 0.04225657880306244}, {'X': 0.5593551993370056, 'Y': 0.5447362065315247, 'Z': 0.05606476217508316}, {'X': 0.536724865436554, 'Y': 0.5332846641540527, 'Z': 0.0413735993206501}, {'X': 0.5211364030838013, 'Y': 0.5413265228271484, 'Z': 0.03242773935198784}, {'X': 0.6039636135101318, 'Y': 0.567369818687439, 'Z': 0.02706468291580677}, {'X': 0.5851237773895264, 'Y': 0.5046955943107605, 'Z': 0.03510474041104317}, {'X': 0.5625461339950562, 'Y': 0.48452550172805786, 'Z': 0.027119280770421028}, {'X': 0.5459958910942078, 'Y': 0.48500746488571167, 'Z': 0.021399762481451035}, {'X': 0.6285173296928406, 'Y': 0.5546920299530029, 'Z': 0.013199016451835632}, {'X': 0.6185528635978699, 'Y': 0.48689454793930054, 'Z': 0.013464609161019325}, {'X': 0.6036486625671387, 'Y': 0.44479429721832275, 'Z': 0.008181891404092312}, {'X': 0.5875827670097351, 'Y': 0.41905397176742554, 'Z': 0.004497842397540808}]
[{'X': 0.6614831686019897, 'Y': 0.7795220613479614, 'Z': -1.773535586835351e-05}, {'X': 0.585324227809906, 'Y': 0.7773635983467102, 'Z': 0.017254548147320747}, {'X': 0.5373833179473877, 'Y': 0.7335919737815857, 'Z': 0.019968558102846146}, {'X': 0.5048900842666626, 'Y': 0.6740004420280457, 'Z': 0.014597147703170776}, {'X': 0.4820369482040405, 'Y': 0.6188170313835144, 'Z': 0.014407975599169731}, {'X': 0.5487074255943298, 'Y': 0.6374154090881348, 'Z': 0.020740792155265808}, {'X': 0.5299592614173889, 'Y': 0.6106545329093933, 'Z': 0.017496509477496147}, {'X': 0.5288621783256531, 'Y': 0.6393142342567444, 'Z': 0.007118151523172855}, {'X': 0.53102707862854, 'Y': 0.6666557192802429, 'Z': 0.0008096566889435053}, {'X': 0.5735659003257751, 'Y': 0.5883842706680298, 'Z': 0.004858849570155144}, {'X': 0.5484728813171387, 'Y': 0.5572038888931274, 'Z': 0.007096038665622473}, {'X': 0.5378847718238831, 'Y': 0.5848606824874878, 'Z': -0.00999494269490242}, {'X': 0.5339173674583435, 'Y': 0.6150873303413391, 'Z': -0.023206498473882675}, {'X': 0.5992286205291748, 'Y': 0.5495873689651489, 'Z': -0.011143210344016552}, {'X': 0.5729993581771851, 'Y': 0.5014905333518982, 'Z': -0.009748537093400955}, {'X': 0.556364119052887, 'Y': 0.5219336748123169, 'Z': -0.015432032756507397}, {'X': 0.5466141700744629, 'Y': 0.5502210855484009, 'Z': -0.020294658839702606}, {'X': 0.6281072497367859, 'Y': 0.5272324681282043, 'Z': -0.025110788643360138}, {'X': 0.6129119396209717, 'Y': 0.45884859561920166, 'Z': -0.028872888535261154}, {'X': 0.5983145833015442, 'Y': 0.4256088435649872, 'Z': -0.03183261305093765}, {'X': 0.5818079710006714, 'Y': 0.40535497665405273, 'Z': -0.03184499219059944}]
[{'X': 0.6124864816665649, 'Y': 0.7319070100784302, 'Z': -6.038997980795102e-06}, {'X': 0.5545647740364075, 'Y': 0.7300492525100708, 'Z': 0.006409566383808851}, {'X': 0.5111037492752075, 'Y': 0.6667695045471191, 'Z': 0.02150600589811802}, {'X': 0.4863106608390808, 'Y': 0.609139621257782, 'Z': 0.028261564671993256}, {'X': 0.470085084438324, 'Y': 0.5689575672149658, 'Z': 0.033171430230140686}, {'X': 0.5414921045303345, 'Y': 0.5629135966300964, 'Z': 0.06272498518228531}, {'X': 0.5318377017974854, 'Y': 0.48649168014526367, 'Z': 0.05970399081707001}, {'X': 0.5129360556602478, 'Y': 0.4907763600349426, 'Z': 0.04652896150946617}, {'X': 0.5002153515815735, 'Y': 0.5209335088729858, 'Z': 0.0380433052778244}, {'X': 0.5671512484550476, 'Y': 0.5400703549385071, 'Z': 0.04742272198200226}, {'X': 0.5479878187179565, 'Y': 0.4732748866081238, 'Z': 0.03596659004688263}, {'X': 0.5246078968048096, 'Y': 0.4982101619243622, 'Z': 0.005662589333951473}, {'X': 0.5128517150878906, 'Y': 0.5370766520500183, 'Z': -0.012612915597856045}, {'X': 0.5945266485214233, 'Y': 0.5267847776412964, 'Z': 0.028961163014173508}, {'X': 0.5735295414924622, 'Y': 0.4494435787200928, 'Z': 0.020822351798415184}, {'X': 0.5458097457885742, 'Y': 0.46312934160232544, 'Z': -0.006102931220084429}, {'X': 0.5296257734298706, 'Y': 0.49422451853752136, 'Z': -0.022542692720890045}, {'X': 0.6245700716972351, 'Y': 0.5233480930328369, 'Z': 0.00844399444758892}, {'X': 0.6149154901504517, 'Y': 0.4501199722290039, 'Z': 0.00470341183245182}, {'X': 0.6036803722381592, 'Y': 0.4048590660095215, 'Z': -0.010687661357223988}, {'X': 0.5931410193443298, 'Y': 0.3709944188594818, 'Z': -0.023135071620345116}]
