[{'X': 0.78634113073349, 'Y': 0.8030612468719482, 'Z': -0.00012127847003284842}, {'X': 0.7137670516967773, 'Y': 0.7614398002624512, 'Z': -0.007097624707967043}, {'X': 0.6758639812469482, 'Y': 0.6641978025436401, 'Z': 0.006027683150023222}, {'X': 0.6616204380989075, 'Y': 0.5709933638572693, 'Z': 0.011766511015594006}, {'X': 0.6404023170471191, 'Y': 0.5168983340263367, 'Z': 0.023926226422190666}, {'X': 0.7101649045944214, 'Y': 0.5799446702003479, 'Z': 0.03745114058256149}, {'X': 0.6993757486343384, 'Y': 0.47322267293930054, 'Z': 0.03981181979179382}, {'X': 0.6992479562759399, 'Y': 0.41367289423942566, 'Z': 0.04270824044942856}, {'X': 0.7000747323036194, 'Y': 0.36274662613868713, 'Z': 0.03834706172347069}, {'X': 0.7530447840690613, 'Y': 0.569750189781189, 'Z': 0.02488098107278347}, {'X': 0.7444085478782654, 'Y': 0.4467563331127167, 'Z': 0.023836245760321617}, {'X': 0.7452677488327026, 'Y': 0.38612303137779236, 'Z': 0.005335990805178881}, {'X': 0.7480871081352234, 'Y': 0.34047719836235046, 'Z': -0.007423163391649723}, {'X': 0.7948321104049683, 'Y': 0.5780880451202393, 'Z': 0.008008080534636974}, {'X': 0.789277195930481, 'Y': 0.46952247619628906, 'Z': 0.004795926623046398}, {'X': 0.7877489328384399, 'Y': 0.4113945960998535, 'Z': -0.008584602735936642}, {'X': 0.7856603860855103, 'Y': 0.3636178970336914, 'Z': -0.02087109163403511}, {'X': 0.8384146690368652, 'Y': 0.6037819981575012, 'Z': -0.009170643985271454}, {'X': 0.833692193031311, 'Y': 0.5205246806144714, 'Z': -0.019870392978191376}, {'X': 0.8319652080535889, 'Y': 0.47116002440452576, 'Z': -0.02946651540696621}, {'X': 0.8283595442771912, 'Y': 0.4210333824157715, 'Z': -0.03413498029112816}]
[{'X': 0.7867638468742371, 'Y': 0.803466796875, 'Z': -0.0001106410491047427}, {'X': 0.712619960308075, 'Y': 0.7592682838439941, 'Z': 0.0010818407172337174}, {'X': 0.6752540469169617, 'Y': 0.6602538228034973, 'Z': 0.018227895721793175}, {'X': 0.6599536538124084, 'Y': 0.5673633217811584, 'Z': 0.026111392304301262}, {'X': 0.6371845006942749, 'Y': 0.5161284804344177, 'Z': 0.04137915372848511}, {'X': 0.7082844376564026, 'Y': 0.5787142515182495, 'Z': 0.046465739607810974}, {'X': 0.6985427737236023, 'Y': 0.4718990921974182, 'Z': 0.05148600786924362}, {'X': 0.6998195052146912, 'Y': 0.4141656458377838, 'Z': 0.05492513254284859}, {'X': 0.7026084065437317, 'Y': 0.3646954894065857, 'Z': 0.051666151732206345}, {'X': 0.7516931295394897, 'Y': 0.5688682794570923, 'Z': 0.030432462692260742}, {'X': 0.7437236905097961, 'Y': 0.4447656273841858, 'Z': 0.03103506751358509}, {'X': 0.7450647354125977, 'Y': 0.38369232416152954, 'Z': 0.013352365233004093}, {'X': 0.7487080693244934, 'Y': 0.3394647240638733, 'Z': 0.000672688358463347}, {'X': 0.7939109206199646, 'Y': 0.5771244168281555, 'Z': 0.011078007519245148}, {'X': 0.7895132899284363, 'Y': 0.46648257970809937, 'Z': 0.01013047993183136}, {'X': 0.787288248538971, 'Y': 0.4077834486961365, 'Z': -0.001716198050417006}, {'X': 0.784565806388855, 'Y': 0.3615216612815857, 'Z': -0.012385458685457706}, {'X': 0.8377300500869751, 'Y': 0.602939784526825, 'Z': -0.008529084734618664}, {'X': 0.8347504138946533, 'Y': 0.5190634727478027, 'Z': -0.015244533307850361}, {'X': 0.8328874111175537, 'Y': 0.4688340425491333, 'Z': -0.02234470099210739}, {'X': 0.8288884162902832, 'Y': 0.41933029890060425, 'Z': -0.025062324479222298}]
[{'X': 0.7839978933334351, 'Y': 0.796838641166687, 'Z': -0.0001172512857010588}, {'X': 0.7140105366706848, 'Y': 0.7585417032241821, 'Z': -0.007715138606727123}, {'X': 0.6758281588554382, 'Y': 0.660293459892273, 'Z': 0.005758488085120916}, {'X': 0.6603884100914001, 'Y': 0.5683160424232483, 'Z': 0.01144332904368639}, {'X': 0.6360272765159607, 'Y': 0.5164809823036194, 'Z': 0.02327018417418003}, {'X': 0.7083607912063599, 'Y': 0.5790764093399048, 'Z': 0.0404389463365078}, {'X': 0.6976909637451172, 'Y': 0.47389718890190125, 'Z': 0.0418512187898159}, {'X': 0.6979713439941406, 'Y': 0.41599130630493164, 'Z': 0.04288550093770027}, {'X': 0.6999720335006714, 'Y': 0.3670155107975006, 'Z': 0.03624606877565384}, {'X': 0.7507439851760864, 'Y': 0.568368673324585, 'Z': 0.02730584144592285}, {'X': 0.742242157459259, 'Y': 0.44755202531814575, 'Z': 0.024089109152555466}, {'X': 0.7419410943984985, 'Y': 0.38680940866470337, 'Z': 0.0023910989984869957}, {'X': 0.7448843121528625, 'Y': 0.3415798842906952, 'Z': -0.01346984226256609}, {'X': 0.7925646901130676, 'Y': 0.5758520364761353, 'Z': 0.009686414152383804}, {'X': 0.7873997092247009, 'Y': 0.46886250376701355, 'Z': 0.006413956638425589}, {'X': 0.7824233174324036, 'Y': 0.41111046075820923, 'Z': -0.007494800724089146}, {'X': 0.7778028845787048, 'Y': 0.36374297738075256, 'Z': -0.02041313424706459}, {'X': 0.8364510536193848, 'Y': 0.6004719138145447, 'Z': -0.008485827594995499}, {'X': 0.8329590559005737, 'Y': 0.5194141268730164, 'Z': -0.017907962203025818}, {'X': 0.8302477598190308, 'Y': 0.4692516624927521, 'Z': -0.02622143365442753}, {'X': 0.8259769678115845, 'Y': 0.41815823316574097, 'Z': -0.029677653685212135}]
[{'X': 0.7838559150695801, 'Y': 0.8006967306137085, 'Z': -0.00010768269567051902}, {'X': 0.7101461291313171, 'Y': 0.756922721862793, 'Z': -0.005949086509644985}, {'X': 0.6719070076942444, 'Y': 0.658973217010498, 'Z': 0.01040755957365036}, {'X': 0.6578004956245422, 'Y': 0.5671857595443726, 'Z': 0.019068529829382896}, {'X': 0.6377160549163818, 'Y': 0.5150303840637207, 'Z': 0.03690142184495926}, {'X': 0.7088757753372192, 'Y': 0.5769531726837158, 'Z': 0.053919319063425064}, {'X': 0.6978902220726013, 'Y': 0.4702039062976837, 'Z': 0.056769564747810364}, {'X': 0.699707567691803, 'Y': 0.4131079912185669, 'Z': 0.057951170951128006}, {'X': 0.7024714946746826, 'Y': 0.36454522609710693, 'Z': 0.05270865559577942}, {'X': 0.7517330646514893, 'Y': 0.5670422315597534, 'Z': 0.04141652584075928}, {'X': 0.7435879111289978, 'Y': 0.44420069456100464, 'Z': 0.04008748382329941}, {'X': 0.7459567785263062, 'Y': 0.38639771938323975, 'Z': 0.02119237557053566}, {'X': 0.7500210404396057, 'Y': 0.34438076615333557, 'Z': 0.008016692474484444}, {'X': 0.7930172681808472, 'Y': 0.5745958089828491, 'Z': 0.02363315224647522}, {'X': 0.7890024185180664, 'Y': 0.4659276604652405, 'Z': 0.022173402830958366}, {'X': 0.7879807949066162, 'Y': 0.4114789068698883, 'Z': 0.010932916775345802}, {'X': 0.7851359844207764, 'Y': 0.3687337636947632, 'Z': 4.7619399992981926e-05}, {'X': 0.8363017439842224, 'Y': 0.5994856357574463, 'Z': 0.005087723024189472}, {'X': 0.8337346315383911, 'Y': 0.5186325311660767, 'Z': -0.0015288166468963027}, {'X': 0.832451343536377, 'Y': 0.47004809975624084, 'Z': -0.007492998614907265}, {'X': 0.8287107944488525, 'Y': 0.42203041911125183, 'Z': -0.009110433980822563}]
[{'X': 0.7821855545043945, 'Y': 0.8028528690338135, 'Z': -0.00011767238174797967}, {'X': 0.7102283835411072, 'Y': 0.7589929103851318, 'Z': -0.001317857764661312}, {'X': 0.6734851598739624, 'Y': 0.6591750383377075, 'Z': 0.0166946928948164}, {'X': 0.6596560478210449, 'Y': 0.5672942996025085, 'Z': 0.025844134390354156}, {'X': 0.6376916766166687, 'Y': 0.5155811309814453, 'Z': 0.042167022824287415}, {'X': 0.7069747447967529, 'Y': 0.5815171599388123, 'Z': 0.044534143060445786}, {'X': 0.6962640285491943, 'Y': 0.4764009118080139, 'Z': 0.04832684248685837}, {'X': 0.6959438920021057, 'Y': 0.4176005423069, 'Z': 0.052356015890836716}, {'X': 0.6968292593955994, 'Y': 0.3677830398082733, 'Z': 0.048841442912817}, {'X': 0.7502718567848206, 'Y': 0.5709520578384399, 'Z': 0.029075220227241516}, {'X': 0.7423183917999268, 'Y': 0.4491708278656006, 'Z': 0.026605557650327682}, {'X': 0.7414456605911255, 'Y': 0.38710951805114746, 'Z': 0.007783027365803719}, {'X': 0.7433542013168335, 'Y': 0.34113809466362, 'Z': -0.0063269855454564095}, {'X': 0.7927868962287903, 'Y': 0.578406572341919, 'Z': 0.009683186188340187}, {'X': 0.7874082326889038, 'Y': 0.4689858555793762, 'Z': 0.006311339791864157}, {'X': 0.7815868854522705, 'Y': 0.40886908769607544, 'Z': -0.006944324355572462}, {'X': 0.7752456665039062, 'Y': 0.3603818118572235, 'Z': -0.018870282918214798}, {'X': 0.836626410484314, 'Y': 0.6034059524536133, 'Z': -0.00962645374238491}, {'X': 0.8325362205505371, 'Y': 0.5200781226158142, 'Z': -0.018363865092396736}, {'X': 0.8289101719856262, 'Y': 0.46834006905555725, 'Z': -0.02855415642261505}, {'X': 0.8230081796646118, 'Y': 0.4163554608821869, 'Z': -0.03373074159026146}]
[{'X': 0.7818830013275146, 'Y': 0.7955141067504883, 'Z': -0.00010975611803587526}, {'X': 0.7085127234458923, 'Y': 0.7566791772842407, 'Z': 0.0006539389723911881}, {'X': 0.6720676422119141, 'Y': 0.6609870195388794, 'Z': 0.019166093319654465}, {'X': 0.6601959466934204, 'Y': 0.5720823407173157, 'Z': 0.028288330882787704}, {'X': 0.6417843103408813, 'Y': 0.5206741094589233, 'Z': 0.042859118431806564}, {'X': 0.7087764143943787, 'Y': 0.5789587497711182, 'Z': 0.057101741433143616}, {'X': 0.6966882944107056, 'Y': 0.4740445017814636, 'Z': 0.06898721307516098}, {'X': 0.6937791705131531, 'Y': 0.41572052240371704, 'Z': 0.0770341083407402}, {'X': 0.6936335563659668, 'Y': 0.36833807826042175, 'Z': 0.07478620857000351}, {'X': 0.7517238855361938, 'Y': 0.5661882758140564, 'Z': 0.042655933648347855}, {'X': 0.7465378046035767, 'Y': 0.445364773273468, 'Z': 0.053000226616859436}, {'X': 0.7449569702148438, 'Y': 0.3834346532821655, 'Z': 0.04230155050754547}, {'X': 0.7470653653144836, 'Y': 0.340516597032547, 'Z': 0.032524239271879196}, {'X': 0.79380202293396, 'Y': 0.5724819302558899, 'Z': 0.02397296018898487}, {'X': 0.7915078401565552, 'Y': 0.46729522943496704, 'Z': 0.030553700402379036}, {'X': 0.7864031791687012, 'Y': 0.4076944887638092, 'Z': 0.024035176262259483}, {'X': 0.7818519473075867, 'Y': 0.3605695068836212, 'Z': 0.01382376067340374}, {'X': 0.8373792767524719, 'Y': 0.5948910117149353, 'Z': 0.004987457301467657}, {'X': 0.8354623317718506, 'Y': 0.5142468214035034, 'Z': 0.003409947967156768}, {'X': 0.8336158394813538, 'Y': 0.4647977352142334, 'Z': -0.0018082486931234598}, {'X': 0.8302239179611206, 'Y': 0.4181203246116638, 'Z': -0.004127905238419771}]
[{'X': 0.7703283429145813, 'Y': 0.8073248863220215, 'Z': -5.3786880016559735e-05}, {'X': 0.7075034379959106, 'Y': 0.7558366060256958, 'Z': 0.009486076422035694}, {'X': 0.6714364290237427, 'Y': 0.6509525179862976, 'Z': 0.014232671819627285}, {'X': 0.6587937474250793, 'Y': 0.5730578303337097, 'Z': 0.005159602500498295}, {'X': 0.6552736759185791, 'Y': 0.5184692740440369, 'Z': -0.006035197991877794}, {'X': 0.7112711668014526, 'Y': 0.5806096196174622, 'Z': 0.04718489572405815}, {'X': 0.7024942636489868, 'Y': 0.5212864279747009, 'Z': 0.028492532670497894}, {'X': 0.708281397819519, 'Y': 0.5659353137016296, 'Z': 0.011570715345442295}, {'X': 0.7188947200775146, 'Y': 0.6067822575569153, 'Z': 0.00465879961848259}, {'X': 0.7494776248931885, 'Y': 0.5733659267425537, 'Z': 0.021902061998844147}, {'X': 0.7463257908821106, 'Y': 0.4517304003238678, 'Z': 0.03134353086352348}, {'X': 0.7467164993286133, 'Y': 0.39368510246276855, 'Z': 0.025189008563756943}, {'X': 0.743401050567627, 'Y': 0.34663844108581543, 'Z': 0.020651118829846382}, {'X': 0.7891826033592224, 'Y': 0.5858963131904602, 'Z': -0.007861628197133541}, {'X': 0.7902194261550903, 'Y': 0.4698682427406311, 'Z': -0.0007789051742292941}, {'X': 0.7859061360359192, 'Y': 0.40998467803001404, 'Z': -0.00022238513338379562}, {'X': 0.7792505025863647, 'Y': 0.3623960018157959, 'Z': -0.0009325884748250246}, {'X': 0.8318252563476562, 'Y': 0.6144040822982788, 'Z': -0.03881864622235298}, {'X': 0.83674556016922, 'Y': 0.5268579721450806, 'Z': -0.036832019686698914}, {'X': 0.8340632319450378, 'Y': 0.47652971744537354, 'Z': -0.033344678580760956}, {'X': 0.8280843496322632, 'Y': 0.428400456905365, 'Z': -0.029476292431354523}]
[{'X': 0.7747255563735962, 'Y': 0.815295934677124, 'Z': -8.144769526552409e-05}, {'X': 0.71476811170578, 'Y': 0.7612845301628113, 'Z': -0.011547889560461044}, {'X': 0.6746043562889099, 'Y': 0.6599021553993225, 'Z': -0.019135665148496628}, {'X': 0.6593767404556274, 'Y': 0.5847076177597046, 'Z': -0.038457922637462616}, {'X': 0.6586918234825134, 'Y': 0.5269995927810669, 'Z': -0.056914083659648895}, {'X': 0.7130808234214783, 'Y': 0.592463493347168, 'Z': 0.023061370477080345}, {'X': 0.6971445083618164, 'Y': 0.5317240953445435, 'Z': -0.011824413202702999}, {'X': 0.6949281096458435, 'Y': 0.5800239443778992, 'Z': -0.03544723987579346}, {'X': 0.6993557810783386, 'Y': 0.6235800385475159, 'Z': -0.042683251202106476}, {'X': 0.7505141496658325, 'Y': 0.5810341238975525, 'Z': 0.004491956904530525}, {'X': 0.7470384836196899, 'Y': 0.4614468812942505, 'Z': 0.0040107714012265205}, {'X': 0.7450811266899109, 'Y': 0.40228140354156494, 'Z': -0.007446160539984703}, {'X': 0.7388425469398499, 'Y': 0.354809045791626, 'Z': -0.01639993116259575}, {'X': 0.7895925641059875, 'Y': 0.5904208421707153, 'Z': -0.018775932490825653}, {'X': 0.7877399325370789, 'Y': 0.47348248958587646, 'Z': -0.019870726391673088}, {'X': 0.7836014032363892, 'Y': 0.411105215549469, 'Z': -0.022914651781320572}, {'X': 0.7756812572479248, 'Y': 0.35980525612831116, 'Z': -0.02649095095694065}, {'X': 0.8296327590942383, 'Y': 0.6169746518135071, 'Z': -0.047451455146074295}, {'X': 0.832676887512207, 'Y': 0.5286659598350525, 'Z': -0.05026265233755112}, {'X': 0.8300845623016357, 'Y': 0.47827839851379395, 'Z': -0.051164090633392334}, {'X': 0.8230984807014465, 'Y': 0.429140567779541, 'Z': -0.051177721470594406}]
[{'X': 0.7799778580665588, 'Y': 0.8305270671844482, 'Z': -8.791395521257073e-05}, {'X': 0.7162340879440308, 'Y': 0.770604133605957, 'Z': 0.005731149110943079}, {'X': 0.6725309491157532, 'Y': 0.6699257493019104, 'Z': 0.00663941353559494}, {'X': 0.6530086994171143, 'Y': 0.5873029232025146, 'Z': -0.008889165706932545}, {'X': 0.6508557200431824, 'Y': 0.5209846496582031, 'Z': -0.02133304998278618}, {'X': 0.7159786820411682, 'Y': 0.6002423167228699, 'Z': 0.04949989914894104}, {'X': 0.6971498131752014, 'Y': 0.5331554412841797, 'Z': 0.01725849136710167}, {'X': 0.6936337351799011, 'Y': 0.5779950022697449, 'Z': -0.015262245200574398}, {'X': 0.6990501880645752, 'Y': 0.6202002763748169, 'Z': -0.028243709355592728}, {'X': 0.752225935459137, 'Y': 0.5862910747528076, 'Z': 0.024490345269441605}, {'X': 0.7447431087493896, 'Y': 0.4677654504776001, 'Z': 0.03079828806221485}, {'X': 0.7376804947853088, 'Y': 0.40557223558425903, 'Z': 0.01679469272494316}, {'X': 0.7304079532623291, 'Y': 0.35769373178482056, 'Z': 0.00624919543042779}, {'X': 0.7904576063156128, 'Y': 0.5924728512763977, 'Z': -0.00510167982429266}, {'X': 0.784651517868042, 'Y': 0.47432741522789, 'Z': -0.0022180145606398582}, {'X': 0.7746068239212036, 'Y': 0.4124571681022644, 'Z': -0.00939102377742529}, {'X': 0.7644631266593933, 'Y': 0.36423033475875854, 'Z': -0.013981726951897144}, {'X': 0.8303194642066956, 'Y': 0.6158729791641235, 'Z': -0.03796999901533127}, {'X': 0.8290857672691345, 'Y': 0.5234131217002869, 'Z': -0.03623604774475098}, {'X': 0.8217353820800781, 'Y': 0.4727431535720825, 'Z': -0.03504154831171036}, {'X': 0.8123323917388916, 'Y': 0.4248514473438263, 'Z': -0.032448578625917435}]
[{'X': 0.7779231667518616, 'Y': 0.8216813802719116, 'Z': -8.586992771597579e-05}, {'X': 0.7168418765068054, 'Y': 0.7649058699607849, 'Z': 0.0014236853457987309}, {'X': 0.6741892695426941, 'Y': 0.6640997529029846, 'Z': -0.0012256498448550701}, {'X': 0.6552254557609558, 'Y': 0.5836043953895569, 'Z': -0.01921461895108223}, {'X': 0.6542434096336365, 'Y': 0.5168346166610718, 'Z': -0.034334175288677216}, {'X': 0.7167062759399414, 'Y': 0.5958229899406433, 'Z': 0.04058631882071495}, {'X': 0.7003930807113647, 'Y': 0.5294631719589233, 'Z': 0.00400629173964262}, {'X': 0.6979679465293884, 'Y': 0.5749704837799072, 'Z': -0.026352345943450928}, {'X': 0.7030197381973267, 'Y': 0.6184583306312561, 'Z': -0.03612465411424637}, {'X': 0.7525620460510254, 'Y': 0.5838425159454346, 'Z': 0.01577937602996826}, {'X': 0.7466363906860352, 'Y': 0.4642302989959717, 'Z': 0.018812384456396103}, {'X': 0.7408310174942017, 'Y': 0.40429800748825073, 'Z': 0.006990921683609486}, {'X': 0.7328478693962097, 'Y': 0.35702306032180786, 'Z': -0.0007019963813945651}, {'X': 0.7905883193016052, 'Y': 0.5920029878616333, 'Z': -0.014245804399251938}, {'X': 0.7854683995246887, 'Y': 0.47385650873184204, 'Z': -0.013200907036662102}, {'X': 0.7780318856239319, 'Y': 0.411626935005188, 'Z': -0.01885870471596718}, {'X': 0.7684990763664246, 'Y': 0.3623964786529541, 'Z': -0.022434918209910393}, {'X': 0.8300824761390686, 'Y': 0.6170071959495544, 'Z': -0.047946084290742874}, {'X': 0.8310887217521667, 'Y': 0.5263423323631287, 'Z': -0.048783160746097565}, {'X': 0.8260630369186401, 'Y': 0.47456061840057373, 'Z': -0.0494588240981102}, {'X': 0.8169174194335938, 'Y': 0.42558830976486206, 'Z': -0.048312995582818985}]
[{'X': 0.7792381644248962, 'Y': 0.8178718090057373, 'Z': -9.776300430530682e-05}, {'X': 0.7165669798851013, 'Y': 0.7629360556602478, 'Z': 0.007819447666406631}, {'X': 0.6789546608924866, 'Y': 0.6558516621589661, 'Z': 0.014049280434846878}, {'X': 0.6624857783317566, 'Y': 0.5721065402030945, 'Z': 0.006603625137358904}, {'X': 0.6554884910583496, 'Y': 0.5145084261894226, 'Z': 0.0010097791673615575}, {'X': 0.7136350274085999, 'Y': 0.5917309522628784, 'Z': 0.044270724058151245}, {'X': 0.6999813318252563, 'Y': 0.522139310836792, 'Z': 0.019118741154670715}, {'X': 0.6994689702987671, 'Y': 0.5573788285255432, 'Z': -0.0060691824182868}, {'X': 0.7037073969841003, 'Y': 0.5916196703910828, 'Z': -0.018772033974528313}, {'X': 0.7511066198348999, 'Y': 0.5805660486221313, 'Z': 0.019983801990747452}, {'X': 0.7470316886901855, 'Y': 0.4602024257183075, 'Z': 0.02529623918235302}, {'X': 0.7439735531806946, 'Y': 0.4020848274230957, 'Z': 0.011264403350651264}, {'X': 0.7374891638755798, 'Y': 0.3514467477798462, 'Z': -0.0006817162502557039}, {'X': 0.7909011840820312, 'Y': 0.5900338292121887, 'Z': -0.008125683292746544}, {'X': 0.7887343168258667, 'Y': 0.47195184230804443, 'Z': -0.006205892655998468}, {'X': 0.7844781875610352, 'Y': 0.41030794382095337, 'Z': -0.014047164469957352}, {'X': 0.7768250703811646, 'Y': 0.3582073450088501, 'Z': -0.02107335813343525}, {'X': 0.8329533934593201, 'Y': 0.6168965101242065, 'Z': -0.03764227777719498}, {'X': 0.8335831165313721, 'Y': 0.526115894317627, 'Z': -0.04139646887779236}, {'X': 0.8300766944885254, 'Y': 0.4748241901397705, 'Z': -0.043933916836977005}, {'X': 0.8223212361335754, 'Y': 0.42377930879592896, 'Z': -0.044469203799963}]
