[{'X': 0.7424498796463013, 'Y': 0.7051169276237488, 'Z': -5.177220737095922e-05}, {'X': 0.6645631194114685, 'Y': 0.6802330017089844, 'Z': -0.004936543293297291}, {'X': 0.6084532737731934, 'Y': 0.6184890270233154, 'Z': 0.006062990985810757}, {'X': 0.5772367119789124, 'Y': 0.5496883988380432, 'Z': 0.011164112016558647}, {'X': 0.5599085092544556, 'Y': 0.4994279742240906, 'Z': 0.02097761631011963}, {'X': 0.6434811949729919, 'Y': 0.5167165994644165, 'Z': 0.047310274094343185}, {'X': 0.6094872951507568, 'Y': 0.4282546043395996, 'Z': 0.058047134429216385}, {'X': 0.5930572152137756, 'Y': 0.3752700686454773, 'Z': 0.06033850461244583}, {'X': 0.5822438597679138, 'Y': 0.33181968331336975, 'Z': 0.05713522806763649}, {'X': 0.685011088848114, 'Y': 0.4946427643299103, 'Z': 0.041011013090610504}, {'X': 0.6565787196159363, 'Y': 0.394694060087204, 'Z': 0.058829281479120255}, {'X': 0.639523446559906, 'Y': 0.33708029985427856, 'Z': 0.04898037761449814}, {'X': 0.6269857287406921, 'Y': 0.29250141978263855, 'Z': 0.03932628780603409}, {'X': 0.7281284928321838, 'Y': 0.4884987473487854, 'Z': 0.030314426869153976}, {'X': 0.71012282371521, 'Y': 0.3949635624885559, 'Z': 0.04425998032093048}, {'X': 0.6963503956794739, 'Y': 0.3391696810722351, 'Z': 0.03610263392329216}, {'X': 0.6826161742210388, 'Y': 0.29605814814567566, 'Z': 0.02838415466248989}, {'X': 0.7728328704833984, 'Y': 0.4982273578643799, 'Z': 0.0189205389469862}, {'X': 0.7713546752929688, 'Y': 0.4215812683105469, 'Z': 0.021829646080732346}, {'X': 0.7674882411956787, 'Y': 0.3738674521446228, 'Z': 0.015250206924974918}, {'X': 0.7575277090072632, 'Y': 0.33320552110671997, 'Z': 0.012613383121788502}]
[{'X': 0.7449278831481934, 'Y': 0.7036564350128174, 'Z': -6.206093530636281e-05}, {'X': 0.6664839386940002, 'Y': 0.681349515914917, 'Z': -0.012900330126285553}, {'X': 0.609301745891571, 'Y': 0.6183677911758423, 'Z': -0.003793521551415324}, {'X': 0.5789357423782349, 'Y': 0.5470525026321411, 'Z': 0.0011401481460779905}, {'X': 0.5618528723716736, 'Y': 0.49615544080734253, 'Z': 0.013707964681088924}, {'X': 0.641730785369873, 'Y': 0.5177160501480103, 'Z': 0.03499424830079079}, {'X': 0.6082337498664856, 'Y': 0.4294595420360565, 'Z': 0.04358329251408577}, {'X': 0.5919454097747803, 'Y': 0.3768862783908844, 'Z': 0.04434662312269211}, {'X': 0.581262469291687, 'Y': 0.33375564217567444, 'Z': 0.04003268852829933}, {'X': 0.6845760941505432, 'Y': 0.4948902726173401, 'Z': 0.03148094564676285}, {'X': 0.6561314463615417, 'Y': 0.39499157667160034, 'Z': 0.045911382883787155}, {'X': 0.6387584805488586, 'Y': 0.33835574984550476, 'Z': 0.03360976278781891}, {'X': 0.6264716386795044, 'Y': 0.29440951347351074, 'Z': 0.021952208131551743}, {'X': 0.7280466556549072, 'Y': 0.48831379413604736, 'Z': 0.02356395497918129}, {'X': 0.710710883140564, 'Y': 0.3954356610774994, 'Z': 0.03548925369977951}, {'X': 0.6967883706092834, 'Y': 0.3393244743347168, 'Z': 0.02569201961159706}, {'X': 0.6823996305465698, 'Y': 0.2952360510826111, 'Z': 0.01610506698489189}, {'X': 0.7729728817939758, 'Y': 0.49723780155181885, 'Z': 0.014643055386841297}, {'X': 0.7724286317825317, 'Y': 0.42103442549705505, 'Z': 0.015458289533853531}, {'X': 0.7686101794242859, 'Y': 0.37350213527679443, 'Z': 0.00843014195561409}, {'X': 0.7584876418113708, 'Y': 0.33178770542144775, 'Z': 0.005265017040073872}]
[{'X': 0.7449278831481934, 'Y': 0.7036564350128174, 'Z': -6.206093530636281e-05}, {'X': 0.6664839386940002, 'Y': 0.681349515914917, 'Z': -0.012900330126285553}, {'X': 0.609301745891571, 'Y': 0.6183677911758423, 'Z': -0.003793521551415324}, {'X': 0.5789357423782349, 'Y': 0.5470525026321411, 'Z': 0.0011401481460779905}, {'X': 0.5618528723716736, 'Y': 0.49615544080734253, 'Z': 0.013707964681088924}, {'X': 0.641730785369873, 'Y': 0.5177160501480103, 'Z': 0.03499424830079079}, {'X': 0.6082337498664856, 'Y': 0.4294595420360565, 'Z': 0.04358329251408577}, {'X': 0.5919454097747803, 'Y': 0.3768862783908844, 'Z': 0.04434662312269211}, {'X': 0.581262469291687, 'Y': 0.33375564217567444, 'Z': 0.04003268852829933}, {'X': 0.6845760941505432, 'Y': 0.4948902726173401, 'Z': 0.03148094564676285}, {'X': 0.6561314463615417, 'Y': 0.39499157667160034, 'Z': 0.045911382883787155}, {'X': 0.6387584805488586, 'Y': 0.33835574984550476, 'Z': 0.03360976278781891}, {'X': 0.6264716386795044, 'Y': 0.29440951347351074, 'Z': 0.021952208131551743}, {'X': 0.7280466556549072, 'Y': 0.48831379413604736, 'Z': 0.02356395497918129}, {'X': 0.710710883140564, 'Y': 0.3954356610774994, 'Z': 0.03548925369977951}, {'X': 0.6967883706092834, 'Y': 0.3393244743347168, 'Z': 0.02569201961159706}, {'X': 0.6823996305465698, 'Y': 0.2952360510826111, 'Z': 0.01610506698489189}, {'X': 0.7729728817939758, 'Y': 0.49723780155181885, 'Z': 0.014643055386841297}, {'X': 0.7724286317825317, 'Y': 0.42103442549705505, 'Z': 0.015458289533853531}, {'X': 0.7686101794242859, 'Y': 0.37350213527679443, 'Z': 0.00843014195561409}, {'X': 0.7584876418113708, 'Y': 0.33178770542144775, 'Z': 0.005265017040073872}]
[{'X': 0.7420715093612671, 'Y': 0.6938560009002686, 'Z': -3.6105557228438556e-05}, {'X': 0.6657701134681702, 'Y': 0.6755900382995605, 'Z': -0.013474347069859505}, {'X': 0.6100368499755859, 'Y': 0.6154951453208923, 'Z': -0.0028095466550439596}, {'X': 0.5801962018013, 'Y': 0.5432322025299072, 'Z': 0.0028518170583993196}, {'X': 0.5632607340812683, 'Y': 0.49058520793914795, 'Z': 0.013208655640482903}, {'X': 0.6451802849769592, 'Y': 0.5191051363945007, 'Z': 0.045973677188158035}, {'X': 0.6130946278572083, 'Y': 0.4299267530441284, 'Z': 0.049944378435611725}, {'X': 0.5947398543357849, 'Y': 0.3766928017139435, 'Z': 0.04498192295432091}, {'X': 0.5825667381286621, 'Y': 0.3324069380760193, 'Z': 0.036412425339221954}, {'X': 0.6867196559906006, 'Y': 0.49766233563423157, 'Z': 0.04030502960085869}, {'X': 0.6571006774902344, 'Y': 0.3986930549144745, 'Z': 0.05205124244093895}, {'X': 0.6403402090072632, 'Y': 0.34113335609436035, 'Z': 0.03409431502223015}, {'X': 0.6276496052742004, 'Y': 0.29329246282577515, 'Z': 0.020237963646650314}, {'X': 0.7298589944839478, 'Y': 0.4919380843639374, 'Z': 0.03000679612159729}, {'X': 0.71431964635849, 'Y': 0.39875051379203796, 'Z': 0.038995496928691864}, {'X': 0.7023151516914368, 'Y': 0.34226155281066895, 'Z': 0.021777983754873276}, {'X': 0.6900298595428467, 'Y': 0.296642541885376, 'Z': 0.008819564245641232}, {'X': 0.7746130228042603, 'Y': 0.501379668712616, 'Z': 0.0181950181722641}, {'X': 0.7766640782356262, 'Y': 0.4278182089328766, 'Z': 0.016419753432273865}, {'X': 0.7759421467781067, 'Y': 0.3776770532131195, 'Z': 0.005619109608232975}, {'X': 0.7687058448791504, 'Y': 0.3316161632537842, 'Z': -0.0018470934592187405}]
[{'X': 0.7465804815292358, 'Y': 0.6915143132209778, 'Z': -5.8097484725294635e-05}, {'X': 0.6694917678833008, 'Y': 0.6718658208847046, 'Z': -0.01311396062374115}, {'X': 0.6124494671821594, 'Y': 0.6130048632621765, 'Z': -8.703905768925324e-05}, {'X': 0.5830087065696716, 'Y': 0.5424743294715881, 'Z': 0.01042309682816267}, {'X': 0.5692446231842041, 'Y': 0.49304747581481934, 'Z': 0.030329246073961258}, {'X': 0.648314356803894, 'Y': 0.5162114500999451, 'Z': 0.03800380975008011}, {'X': 0.6152949333190918, 'Y': 0.42620694637298584, 'Z': 0.04516221955418587}, {'X': 0.5980678200721741, 'Y': 0.3731979727745056, 'Z': 0.04461395740509033}, {'X': 0.5868741273880005, 'Y': 0.32873252034187317, 'Z': 0.03871021792292595}, {'X': 0.6910952925682068, 'Y': 0.492948055267334, 'Z': 0.03504401817917824}, {'X': 0.6630038619041443, 'Y': 0.39199820160865784, 'Z': 0.04750458523631096}, {'X': 0.6467094421386719, 'Y': 0.33527353405952454, 'Z': 0.03309072554111481}, {'X': 0.6355950832366943, 'Y': 0.28895053267478943, 'Z': 0.02000422775745392}, {'X': 0.7345817685127258, 'Y': 0.48586583137512207, 'Z': 0.028082087635993958}, {'X': 0.7184443473815918, 'Y': 0.39060455560684204, 'Z': 0.037518251687288284}, {'X': 0.7065309286117554, 'Y': 0.3324393033981323, 'Z': 0.02594236470758915}, {'X': 0.6944242715835571, 'Y': 0.284750759601593, 'Z': 0.015427564270794392}, {'X': 0.7800220847129822, 'Y': 0.4948808252811432, 'Z': 0.020343217998743057}, {'X': 0.7835005521774292, 'Y': 0.4197257161140442, 'Z': 0.019606607034802437}, {'X': 0.7840867042541504, 'Y': 0.36937230825424194, 'Z': 0.01218824740499258}, {'X': 0.7781266570091248, 'Y': 0.3224942088127136, 'Z': 0.008275944739580154}]
[{'X': 0.7444746494293213, 'Y': 0.681452751159668, 'Z': -3.536235453793779e-05}, {'X': 0.6665270924568176, 'Y': 0.6640079021453857, 'Z': -0.006915743462741375}, {'X': 0.6102128028869629, 'Y': 0.6077243089675903, 'Z': 0.013095025904476643}, {'X': 0.5821449756622314, 'Y': 0.5399893522262573, 'Z': 0.029008962213993073}, {'X': 0.5703988671302795, 'Y': 0.4921301007270813, 'Z': 0.05210261046886444}, {'X': 0.6449010372161865, 'Y': 0.5193980932235718, 'Z': 0.049902938306331635}, {'X': 0.6151325702667236, 'Y': 0.4281386733055115, 'Z': 0.05543837323784828}, {'X': 0.5990646481513977, 'Y': 0.3768681287765503, 'Z': 0.05541206896305084}, {'X': 0.5889840722084045, 'Y': 0.33451294898986816, 'Z': 0.053070779889822006}, {'X': 0.6867557764053345, 'Y': 0.49871399998664856, 'Z': 0.04567008092999458}, {'X': 0.6599621176719666, 'Y': 0.39685356616973877, 'Z': 0.053840797394514084}, {'X': 0.6447156667709351, 'Y': 0.3412398099899292, 'Z': 0.038797203451395035}, {'X': 0.6339569091796875, 'Y': 0.2956013083457947, 'Z': 0.02664540335536003}, {'X': 0.7299875020980835, 'Y': 0.49189457297325134, 'Z': 0.0370635986328125}, {'X': 0.7159620523452759, 'Y': 0.39820876717567444, 'Z': 0.040448449552059174}, {'X': 0.7063141465187073, 'Y': 0.34159213304519653, 'Z': 0.02508474327623844}, {'X': 0.6955943703651428, 'Y': 0.2942889332771301, 'Z': 0.01437601912766695}, {'X': 0.7742419242858887, 'Y': 0.49956995248794556, 'Z': 0.028980612754821777}, {'X': 0.7746003866195679, 'Y': 0.4288223385810852, 'Z': 0.0252130888402462}, {'X': 0.7726447582244873, 'Y': 0.381064772605896, 'Z': 0.01629251427948475}, {'X': 0.7644816040992737, 'Y': 0.3371368646621704, 'Z': 0.012215483002364635}]
[{'X': 0.7504647374153137, 'Y': 0.6845961809158325, 'Z': -3.494949487503618e-05}, {'X': 0.6726564168930054, 'Y': 0.6638067364692688, 'Z': -0.007314662914723158}, {'X': 0.6148068904876709, 'Y': 0.6151343584060669, 'Z': 0.01137573178857565}, {'X': 0.5858457088470459, 'Y': 0.5521119236946106, 'Z': 0.025725679472088814}, {'X': 0.5852569341659546, 'Y': 0.5053272843360901, 'Z': 0.0496455654501915}, {'X': 0.647537350654602, 'Y': 0.5206977725028992, 'Z': 0.05185917764902115}, {'X': 0.6159660816192627, 'Y': 0.4333760738372803, 'Z': 0.06175064668059349}, {'X': 0.6019611954689026, 'Y': 0.38292649388313293, 'Z': 0.06543569266796112}, {'X': 0.5941809415817261, 'Y': 0.3429620563983917, 'Z': 0.061637017875909805}, {'X': 0.68622887134552, 'Y': 0.499563068151474, 'Z': 0.04777337238192558}, {'X': 0.6576735973358154, 'Y': 0.4029937982559204, 'Z': 0.06308947503566742}, {'X': 0.6449596881866455, 'Y': 0.3483855128288269, 'Z': 0.05354883894324303}, {'X': 0.6368796825408936, 'Y': 0.30753666162490845, 'Z': 0.04451601579785347}, {'X': 0.726641058921814, 'Y': 0.49509674310684204, 'Z': 0.03865582495927811}, {'X': 0.7146941423416138, 'Y': 0.409980833530426, 'Z': 0.04259011149406433}, {'X': 0.7096624970436096, 'Y': 0.36179667711257935, 'Z': 0.02816462516784668}, {'X': 0.7014496922492981, 'Y': 0.32443767786026, 'Z': 0.018057864159345627}, {'X': 0.7695090770721436, 'Y': 0.5049014687538147, 'Z': 0.028104403987526894}, {'X': 0.7684735655784607, 'Y': 0.444693386554718, 'Z': 0.013585652224719524}, {'X': 0.7656031847000122, 'Y': 0.4192675054073334, 'Z': -0.0026777125895023346}, {'X': 0.7576643824577332, 'Y': 0.4050547182559967, 'Z': -0.009247863665223122}]
[{'X': 0.751724362373352, 'Y': 0.674476146697998, 'Z': -0.00010542375821387395}, {'X': 0.6725398898124695, 'Y': 0.6594069600105286, 'Z': 0.008921937085688114}, {'X': 0.6145679354667664, 'Y': 0.6119803190231323, 'Z': 0.03835005313158035}, {'X': 0.5888764262199402, 'Y': 0.5492178797721863, 'Z': 0.0611485093832016}, {'X': 0.590225875377655, 'Y': 0.5119085907936096, 'Z': 0.08965141326189041}, {'X': 0.6475445032119751, 'Y': 0.521881639957428, 'Z': 0.08184366673231125}, {'X': 0.6194844245910645, 'Y': 0.4393279254436493, 'Z': 0.09595642983913422}, {'X': 0.6065258383750916, 'Y': 0.3913283050060272, 'Z': 0.10163772106170654}, {'X': 0.5992997884750366, 'Y': 0.35454946756362915, 'Z': 0.10151167958974838}, {'X': 0.6866222620010376, 'Y': 0.49815917015075684, 'Z': 0.07304893434047699}, {'X': 0.6590033769607544, 'Y': 0.405849814414978, 'Z': 0.09325588494539261}, {'X': 0.6459265947341919, 'Y': 0.35254788398742676, 'Z': 0.09319216758012772}, {'X': 0.6390494704246521, 'Y': 0.3175737261772156, 'Z': 0.0925864577293396}, {'X': 0.7277682423591614, 'Y': 0.49145811796188354, 'Z': 0.058650434017181396}, {'X': 0.7149629592895508, 'Y': 0.4131612777709961, 'Z': 0.05860216170549393}, {'X': 0.7121161222457886, 'Y': 0.3814452588558197, 'Z': 0.04560190811753273}, {'X': 0.7079348564147949, 'Y': 0.36085760593414307, 'Z': 0.03934294730424881}, {'X': 0.7715680003166199, 'Y': 0.49761614203453064, 'Z': 0.04556086286902428}, {'X': 0.765160083770752, 'Y': 0.44816797971725464, 'Z': 0.025993624702095985}, {'X': 0.7629929780960083, 'Y': 0.44399964809417725, 'Z': 0.008897666819393635}, {'X': 0.7593423128128052, 'Y': 0.44685280323028564, 'Z': 0.004185774829238653}]
[{'X': 0.7513715028762817, 'Y': 0.6591564416885376, 'Z': -8.89539296622388e-05}, {'X': 0.6755346059799194, 'Y': 0.6484822034835815, 'Z': 0.0006810445338487625}, {'X': 0.6187732219696045, 'Y': 0.6083775758743286, 'Z': 0.02404807321727276}, {'X': 0.5929121971130371, 'Y': 0.5491108298301697, 'Z': 0.04352749139070511}, {'X': 0.6023535132408142, 'Y': 0.5130023956298828, 'Z': 0.07228126376867294}, {'X': 0.6491939425468445, 'Y': 0.5185917019844055, 'Z': 0.07333863526582718}, {'X': 0.62566739320755, 'Y': 0.4399207532405853, 'Z': 0.08137477934360504}, {'X': 0.6153298616409302, 'Y': 0.3910852372646332, 'Z': 0.0792171061038971}, {'X': 0.6099122166633606, 'Y': 0.35552355647087097, 'Z': 0.07328971475362778}, {'X': 0.6863335371017456, 'Y': 0.4972032308578491, 'Z': 0.0645427405834198}, {'X': 0.6636152267456055, 'Y': 0.4073680639266968, 'Z': 0.07062853872776031}, {'X': 0.6540476083755493, 'Y': 0.3616127371788025, 'Z': 0.05626983195543289}, {'X': 0.6491274833679199, 'Y': 0.3392585813999176, 'Z': 0.046004097908735275}, {'X': 0.727087140083313, 'Y': 0.4920760989189148, 'Z': 0.0491202175617218}, {'X': 0.7160294055938721, 'Y': 0.42007219791412354, 'Z': 0.027232063934206963}, {'X': 0.7165327668190002, 'Y': 0.42142966389656067, 'Z': -0.0033312577288597822}, {'X': 0.7165310978889465, 'Y': 0.4330943822860718, 'Z': -0.01500550378113985}, {'X': 0.7697129249572754, 'Y': 0.49807974696159363, 'Z': 0.036807212978601456}, {'X': 0.7651713490486145, 'Y': 0.450657457113266, 'Z': 0.0028323298320174217}, {'X': 0.7632937431335449, 'Y': 0.4572525918483734, 'Z': -0.02190200611948967}, {'X': 0.7609986662864685, 'Y': 0.47205859422683716, 'Z': -0.030248165130615234}]
[{'X': 0.7541422247886658, 'Y': 0.6623996496200562, 'Z': -6.672159361187369e-05}, {'X': 0.6785843372344971, 'Y': 0.6472715139389038, 'Z': 0.007840177044272423}, {'X': 0.6165450811386108, 'Y': 0.5994187593460083, 'Z': 0.02836567349731922}, {'X': 0.5928912162780762, 'Y': 0.5340073108673096, 'Z': 0.04594974219799042}, {'X': 0.6129893660545349, 'Y': 0.49657142162323, 'Z': 0.07375425100326538}, {'X': 0.6480088829994202, 'Y': 0.5100247859954834, 'Z': 0.08892566710710526}, {'X': 0.6295109987258911, 'Y': 0.4359283447265625, 'Z': 0.09884483367204666}, {'X': 0.6236621737480164, 'Y': 0.3934897482395172, 'Z': 0.09141837805509567}, {'X': 0.6216263175010681, 'Y': 0.36622947454452515, 'Z': 0.08045481145381927}, {'X': 0.6877174377441406, 'Y': 0.4899630844593048, 'Z': 0.07751120626926422}, {'X': 0.6684496998786926, 'Y': 0.4040714204311371, 'Z': 0.08284176141023636}, {'X': 0.6631876230239868, 'Y': 0.3804387152194977, 'Z': 0.061311013996601105}, {'X': 0.6637500524520874, 'Y': 0.3851361870765686, 'Z': 0.04350723698735237}, {'X': 0.7284672260284424, 'Y': 0.48453640937805176, 'Z': 0.060179702937603}, {'X': 0.713431715965271, 'Y': 0.4131268858909607, 'Z': 0.04654550924897194}, {'X': 0.7149329781532288, 'Y': 0.4262797236442566, 'Z': 0.01897803694009781}, {'X': 0.7186424136161804, 'Y': 0.44991186261177063, 'Z': 0.004637189209461212}, {'X': 0.7739317417144775, 'Y': 0.4898045063018799, 'Z': 0.04537283256649971}, {'X': 0.7613914012908936, 'Y': 0.43535730242729187, 'Z': 0.025092853233218193}, {'X': 0.7570033073425293, 'Y': 0.4479786157608032, 'Z': 0.0074718426913022995}, {'X': 0.7558587193489075, 'Y': 0.46955570578575134, 'Z': -0.0002657541772350669}]
[{'X': 0.750492513179779, 'Y': 0.6574623584747314, 'Z': -4.610727773979306e-05}, {'X': 0.6758338212966919, 'Y': 0.638920783996582, 'Z': 0.013630768284201622}, {'X': 0.615608811378479, 'Y': 0.5825498700141907, 'Z': 0.03595252335071564}, {'X': 0.5990867614746094, 'Y': 0.5184502005577087, 'Z': 0.05335040017962456}, {'X': 0.6202648878097534, 'Y': 0.482695609331131, 'Z': 0.07847582548856735}, {'X': 0.6522393226623535, 'Y': 0.5005677938461304, 'Z': 0.06153830513358116}, {'X': 0.6335351467132568, 'Y': 0.423356831073761, 'Z': 0.05948079377412796}, {'X': 0.6265628933906555, 'Y': 0.385398268699646, 'Z': 0.04618985578417778}, {'X': 0.6223715543746948, 'Y': 0.3654898405075073, 'Z': 0.031395941972732544}, {'X': 0.6937063336372375, 'Y': 0.4874403178691864, 'Z': 0.04313436523079872}, {'X': 0.6809419989585876, 'Y': 0.40557006001472473, 'Z': 0.027652369812130928}, {'X': 0.6718751788139343, 'Y': 0.402363657951355, 'Z': -0.0042030541226267815}, {'X': 0.6682813763618469, 'Y': 0.4259107708930969, 'Z': -0.027857894077897072}, {'X': 0.7362774610519409, 'Y': 0.4923229515552521, 'Z': 0.022631829604506493}, {'X': 0.7265068292617798, 'Y': 0.4225749373435974, 'Z': -0.005965826101601124}, {'X': 0.7145189046859741, 'Y': 0.44553878903388977, 'Z': -0.03939373046159744}, {'X': 0.7083961963653564, 'Y': 0.4770568311214447, 'Z': -0.05650496482849121}, {'X': 0.7798835039138794, 'Y': 0.5101670026779175, 'Z': 0.00552246393635869}, {'X': 0.7669191956520081, 'Y': 0.47373098134994507, 'Z': -0.02542567066848278}, {'X': 0.7538676857948303, 'Y': 0.5008331537246704, 'Z': -0.047457266598939896}, {'X': 0.7456303834915161, 'Y': 0.5320256352424622, 'Z': -0.05648048222064972}]
