[{'X': 0.8262506723403931, 'Y': 0.7442660927772522, 'Z': -6.305203714873642e-05}, {'X': 0.7467091083526611, 'Y': 0.7058796286582947, 'Z': 0.0023651085793972015}, {'X': 0.6997392773628235, 'Y': 0.6356075406074524, 'Z': 0.02969072014093399}, {'X': 0.677215039730072, 'Y': 0.558745265007019, 'Z': 0.048530615866184235}, {'X': 0.6716520190238953, 'Y': 0.5013870596885681, 'Z': 0.0749826729297638}, {'X': 0.7478856444358826, 'Y': 0.5516377687454224, 'Z': 0.08976376056671143}, {'X': 0.7263147830963135, 'Y': 0.45557665824890137, 'Z': 0.10572309792041779}, {'X': 0.7154800891876221, 'Y': 0.39961564540863037, 'Z': 0.1047283485531807}, {'X': 0.7088747620582581, 'Y': 0.3513599634170532, 'Z': 0.09966428577899933}, {'X': 0.7893133163452148, 'Y': 0.5366317629814148, 'Z': 0.07984232157468796}, {'X': 0.7760112881660461, 'Y': 0.43118172883987427, 'Z': 0.09549808502197266}, {'X': 0.767107367515564, 'Y': 0.3681733012199402, 'Z': 0.08239473402500153}, {'X': 0.7604492902755737, 'Y': 0.3166053295135498, 'Z': 0.07293125241994858}, {'X': 0.8306368589401245, 'Y': 0.5368818044662476, 'Z': 0.06274547427892685}, {'X': 0.8258798122406006, 'Y': 0.4400908648967743, 'Z': 0.07429514080286026}, {'X': 0.817964494228363, 'Y': 0.37523549795150757, 'Z': 0.058307748287916183}, {'X': 0.8093863725662231, 'Y': 0.32242608070373535, 'Z': 0.04635610431432724}, {'X': 0.872593879699707, 'Y': 0.5515458583831787, 'Z': 0.04454221948981285}, {'X': 0.8714337348937988, 'Y': 0.4747047424316406, 'Z': 0.04606058448553085}, {'X': 0.866365373134613, 'Y': 0.4211501181125641, 'Z': 0.03677476942539215}, {'X': 0.8563896417617798, 'Y': 0.37386682629585266, 'Z': 0.03182978928089142}]
[{'X': 0.8279170989990234, 'Y': 0.7430648803710938, 'Z': -5.08099292346742e-05}, {'X': 0.7498204112052917, 'Y': 0.707086980342865, 'Z': 0.003696812316775322}, {'X': 0.7025331258773804, 'Y': 0.6327488422393799, 'Z': 0.03052159957587719}, {'X': 0.6806862354278564, 'Y': 0.5553144216537476, 'Z': 0.04880440980195999}, {'X': 0.6717216372489929, 'Y': 0.499377965927124, 'Z': 0.07423008978366852}, {'X': 0.7459681630134583, 'Y': 0.5486746430397034, 'Z': 0.07814616709947586}, {'X': 0.723956286907196, 'Y': 0.4559946060180664, 'Z': 0.09021706879138947}, {'X': 0.7135653495788574, 'Y': 0.4009626507759094, 'Z': 0.09047802537679672}, {'X': 0.7066568732261658, 'Y': 0.3545190691947937, 'Z': 0.08494096249341965}, {'X': 0.7872253656387329, 'Y': 0.5322285890579224, 'Z': 0.06658073514699936}, {'X': 0.7718864679336548, 'Y': 0.42559999227523804, 'Z': 0.07981321960687637}, {'X': 0.7648031711578369, 'Y': 0.3652152419090271, 'Z': 0.06286091357469559}, {'X': 0.7584086656570435, 'Y': 0.31892672181129456, 'Z': 0.04842893034219742}, {'X': 0.829189658164978, 'Y': 0.5319789052009583, 'Z': 0.04866165667772293}, {'X': 0.8208556175231934, 'Y': 0.4329030215740204, 'Z': 0.056684333831071854}, {'X': 0.8150824904441833, 'Y': 0.37275826930999756, 'Z': 0.04271988943219185}, {'X': 0.8073279857635498, 'Y': 0.3243258595466614, 'Z': 0.029172172769904137}, {'X': 0.8711035251617432, 'Y': 0.5476009845733643, 'Z': 0.029864970594644547}, {'X': 0.8675166964530945, 'Y': 0.4702525734901428, 'Z': 0.0290677510201931}, {'X': 0.8618348240852356, 'Y': 0.41915589570999146, 'Z': 0.017131604254245758}, {'X': 0.8503563404083252, 'Y': 0.3729742169380188, 'Z': 0.008893086574971676}]
[{'X': 0.8268728852272034, 'Y': 0.7390525937080383, 'Z': -5.714216604246758e-05}, {'X': 0.749006450176239, 'Y': 0.7049744129180908, 'Z': -0.0020866822451353073}, {'X': 0.7024760246276855, 'Y': 0.6333138346672058, 'Z': 0.019714700058102608}, {'X': 0.6805184483528137, 'Y': 0.5579710006713867, 'Z': 0.03424812853336334}, {'X': 0.6699722409248352, 'Y': 0.5021288394927979, 'Z': 0.0550389289855957}, {'X': 0.7446578741073608, 'Y': 0.5477897524833679, 'Z': 0.0680542066693306}, {'X': 0.7237427234649658, 'Y': 0.45508334040641785, 'Z': 0.07791242003440857}, {'X': 0.714261531829834, 'Y': 0.4001622200012207, 'Z': 0.07587932050228119}, {'X': 0.7093703746795654, 'Y': 0.3524172306060791, 'Z': 0.06871360540390015}, {'X': 0.785866916179657, 'Y': 0.5331227779388428, 'Z': 0.05849699676036835}, {'X': 0.7707619667053223, 'Y': 0.42907828092575073, 'Z': 0.06889989972114563}, {'X': 0.7641885876655579, 'Y': 0.3685930371284485, 'Z': 0.049621257930994034}, {'X': 0.7591928243637085, 'Y': 0.31996434926986694, 'Z': 0.03278635814785957}, {'X': 0.8279693126678467, 'Y': 0.5347415208816528, 'Z': 0.04289663955569267}, {'X': 0.821390688419342, 'Y': 0.43798908591270447, 'Z': 0.04977719858288765}, {'X': 0.8165953755378723, 'Y': 0.37834808230400085, 'Z': 0.03257446736097336}, {'X': 0.8106714487075806, 'Y': 0.3298097848892212, 'Z': 0.01670730859041214}, {'X': 0.8703104853630066, 'Y': 0.5520331859588623, 'Z': 0.02570110186934471}, {'X': 0.8674636483192444, 'Y': 0.4755912125110626, 'Z': 0.02376057207584381}, {'X': 0.8625934720039368, 'Y': 0.4246099889278412, 'Z': 0.010040228255093098}, {'X': 0.852940559387207, 'Y': 0.37779730558395386, 'Z': -3.8499470974784344e-05}]
[{'X': 0.8268728852272034, 'Y': 0.7390525937080383, 'Z': -5.714216604246758e-05}, {'X': 0.749006450176239, 'Y': 0.7049744129180908, 'Z': -0.0020866822451353073}, {'X': 0.7024760246276855, 'Y': 0.6333138346672058, 'Z': 0.019714700058102608}, {'X': 0.6805184483528137, 'Y': 0.5579710006713867, 'Z': 0.03424812853336334}, {'X': 0.6699722409248352, 'Y': 0.5021288394927979, 'Z': 0.0550389289855957}, {'X': 0.7446578741073608, 'Y': 0.5477897524833679, 'Z': 0.0680542066693306}, {'X': 0.7237427234649658, 'Y': 0.45508334040641785, 'Z': 0.07791242003440857}, {'X': 0.714261531829834, 'Y': 0.4001622200012207, 'Z': 0.07587932050228119}, {'X': 0.7093703746795654, 'Y': 0.3524172306060791, 'Z': 0.06871360540390015}, {'X': 0.785866916179657, 'Y': 0.5331227779388428, 'Z': 0.05849699676036835}, {'X': 0.7707619667053223, 'Y': 0.42907828092575073, 'Z': 0.06889989972114563}, {'X': 0.7641885876655579, 'Y': 0.3685930371284485, 'Z': 0.049621257930994034}, {'X': 0.7591928243637085, 'Y': 0.31996434926986694, 'Z': 0.03278635814785957}, {'X': 0.8279693126678467, 'Y': 0.5347415208816528, 'Z': 0.04289663955569267}, {'X': 0.821390688419342, 'Y': 0.43798908591270447, 'Z': 0.04977719858288765}, {'X': 0.8165953755378723, 'Y': 0.37834808230400085, 'Z': 0.03257446736097336}, {'X': 0.8106714487075806, 'Y': 0.3298097848892212, 'Z': 0.01670730859041214}, {'X': 0.8703104853630066, 'Y': 0.5520331859588623, 'Z': 0.02570110186934471}, {'X': 0.8674636483192444, 'Y': 0.4755912125110626, 'Z': 0.02376057207584381}, {'X': 0.8625934720039368, 'Y': 0.4246099889278412, 'Z': 0.010040228255093098}, {'X': 0.852940559387207, 'Y': 0.37779730558395386, 'Z': -3.8499470974784344e-05}]
[{'X': 0.8259016275405884, 'Y': 0.7399575710296631, 'Z': -5.1410956075415015e-05}, {'X': 0.7480208873748779, 'Y': 0.7040181159973145, 'Z': -0.0027123335748910904}, {'X': 0.7009561657905579, 'Y': 0.632793128490448, 'Z': 0.022210437804460526}, {'X': 0.6785016655921936, 'Y': 0.5562436580657959, 'Z': 0.04059690609574318}, {'X': 0.6717110872268677, 'Y': 0.4995495676994324, 'Z': 0.06668011099100113}, {'X': 0.747139573097229, 'Y': 0.5478700399398804, 'Z': 0.07473601400852203}, {'X': 0.724915087223053, 'Y': 0.45147979259490967, 'Z': 0.0869319885969162}, {'X': 0.7152614593505859, 'Y': 0.3956088423728943, 'Z': 0.08641030639410019}, {'X': 0.7095275521278381, 'Y': 0.3468053936958313, 'Z': 0.08097897469997406}, {'X': 0.7875674366950989, 'Y': 0.5333818197250366, 'Z': 0.06704120337963104}, {'X': 0.7720856070518494, 'Y': 0.4271981120109558, 'Z': 0.0797029584646225}, {'X': 0.7644095420837402, 'Y': 0.3668248951435089, 'Z': 0.061548274010419846}, {'X': 0.7586193084716797, 'Y': 0.31734901666641235, 'Z': 0.04701351001858711}, {'X': 0.8280989527702332, 'Y': 0.534712016582489, 'Z': 0.05261381343007088}, {'X': 0.8210895657539368, 'Y': 0.4364079236984253, 'Z': 0.060877710580825806}, {'X': 0.81501704454422, 'Y': 0.37509942054748535, 'Z': 0.04261389747262001}, {'X': 0.8081677556037903, 'Y': 0.3240901827812195, 'Z': 0.026525385677814484}, {'X': 0.8690310120582581, 'Y': 0.5513734221458435, 'Z': 0.037479277700185776}, {'X': 0.8686067461967468, 'Y': 0.47510117292404175, 'Z': 0.03617779538035393}, {'X': 0.8648726940155029, 'Y': 0.42264601588249207, 'Z': 0.022783663123846054}, {'X': 0.8560326099395752, 'Y': 0.3740122318267822, 'Z': 0.013522912748157978}]
[{'X': 0.830595850944519, 'Y': 0.7450915575027466, 'Z': -6.546516669914126e-05}, {'X': 0.7504858374595642, 'Y': 0.7037618160247803, 'Z': 0.005105993244796991}, {'X': 0.7019890546798706, 'Y': 0.6297672986984253, 'Z': 0.030863672494888306}, {'X': 0.6780674457550049, 'Y': 0.5547510385513306, 'Z': 0.047301046550273895}, {'X': 0.6700437664985657, 'Y': 0.49736812710762024, 'Z': 0.07010479271411896}, {'X': 0.7485066056251526, 'Y': 0.5507718920707703, 'Z': 0.08185970038175583}, {'X': 0.7271972894668579, 'Y': 0.4567682445049286, 'Z': 0.09700734168291092}, {'X': 0.7175371050834656, 'Y': 0.4020177721977234, 'Z': 0.09899335354566574}, {'X': 0.710381031036377, 'Y': 0.3555912375450134, 'Z': 0.09341900795698166}, {'X': 0.7893530130386353, 'Y': 0.5370726585388184, 'Z': 0.06977913528680801}, {'X': 0.7762343883514404, 'Y': 0.43336182832717896, 'Z': 0.0849553570151329}, {'X': 0.7686497569084167, 'Y': 0.37642204761505127, 'Z': 0.06982065737247467}, {'X': 0.7623324990272522, 'Y': 0.332167387008667, 'Z': 0.055427998304367065}, {'X': 0.830457866191864, 'Y': 0.5370861887931824, 'Z': 0.050864942371845245}, {'X': 0.8241313695907593, 'Y': 0.44100481271743774, 'Z': 0.06114437058568001}, {'X': 0.8183588981628418, 'Y': 0.3789851665496826, 'Z': 0.04698142781853676}, {'X': 0.8108373880386353, 'Y': 0.3264862298965454, 'Z': 0.03078031912446022}, {'X': 0.8709031343460083, 'Y': 0.5516911149024963, 'Z': 0.03200912848114967}, {'X': 0.8683342337608337, 'Y': 0.47609591484069824, 'Z': 0.03387456759810448}, {'X': 0.86342453956604, 'Y': 0.4239727258682251, 'Z': 0.024511609226465225}, {'X': 0.8526870012283325, 'Y': 0.3752188980579376, 'Z': 0.0159054696559906}]
[{'X': 0.8368381261825562, 'Y': 0.7474539875984192, 'Z': -6.716806092299521e-05}, {'X': 0.7572161555290222, 'Y': 0.702814519405365, 'Z': 0.004125992301851511}, {'X': 0.7088208794593811, 'Y': 0.6281616687774658, 'Z': 0.028071127831935883}, {'X': 0.683426022529602, 'Y': 0.5543555617332458, 'Z': 0.04178356006741524}, {'X': 0.6745573282241821, 'Y': 0.4927898347377777, 'Z': 0.06188257411122322}, {'X': 0.7504907250404358, 'Y': 0.5502994060516357, 'Z': 0.08738957345485687}, {'X': 0.7358894348144531, 'Y': 0.4623540937900543, 'Z': 0.10038074105978012}, {'X': 0.729167640209198, 'Y': 0.4109511971473694, 'Z': 0.10005774348974228}, {'X': 0.7220699191093445, 'Y': 0.36750590801239014, 'Z': 0.09432293474674225}, {'X': 0.7912381291389465, 'Y': 0.5361906886100769, 'Z': 0.07272599637508392}, {'X': 0.7843406200408936, 'Y': 0.43651270866394043, 'Z': 0.08671103417873383}, {'X': 0.7814860343933105, 'Y': 0.387243390083313, 'Z': 0.07038514316082001}, {'X': 0.7785354256629944, 'Y': 0.3516387343406677, 'Z': 0.056220099329948425}, {'X': 0.8306608200073242, 'Y': 0.5356631278991699, 'Z': 0.050871409475803375}, {'X': 0.826553463935852, 'Y': 0.4441440999507904, 'Z': 0.05988359451293945}, {'X': 0.8218866586685181, 'Y': 0.3881266713142395, 'Z': 0.04557298123836517}, {'X': 0.8159719705581665, 'Y': 0.3429248631000519, 'Z': 0.028570787981152534}, {'X': 0.8693340420722961, 'Y': 0.5503225326538086, 'Z': 0.028114063665270805}, {'X': 0.8651382923126221, 'Y': 0.4784742295742035, 'Z': 0.02897481620311737}, {'X': 0.8580226302146912, 'Y': 0.4294620752334595, 'Z': 0.017482466995716095}, {'X': 0.8461936712265015, 'Y': 0.38322505354881287, 'Z': 0.006059144623577595}]
[{'X': 0.8368381261825562, 'Y': 0.7474539875984192, 'Z': -6.716806092299521e-05}, {'X': 0.7572161555290222, 'Y': 0.702814519405365, 'Z': 0.004125992301851511}, {'X': 0.7088208794593811, 'Y': 0.6281616687774658, 'Z': 0.028071127831935883}, {'X': 0.683426022529602, 'Y': 0.5543555617332458, 'Z': 0.04178356006741524}, {'X': 0.6745573282241821, 'Y': 0.4927898347377777, 'Z': 0.06188257411122322}, {'X': 0.7504907250404358, 'Y': 0.5502994060516357, 'Z': 0.08738957345485687}, {'X': 0.7358894348144531, 'Y': 0.4623540937900543, 'Z': 0.10038074105978012}, {'X': 0.729167640209198, 'Y': 0.4109511971473694, 'Z': 0.10005774348974228}, {'X': 0.7220699191093445, 'Y': 0.36750590801239014, 'Z': 0.09432293474674225}, {'X': 0.7912381291389465, 'Y': 0.5361906886100769, 'Z': 0.07272599637508392}, {'X': 0.7843406200408936, 'Y': 0.43651270866394043, 'Z': 0.08671103417873383}, {'X': 0.7814860343933105, 'Y': 0.387243390083313, 'Z': 0.07038514316082001}, {'X': 0.7785354256629944, 'Y': 0.3516387343406677, 'Z': 0.056220099329948425}, {'X': 0.8306608200073242, 'Y': 0.5356631278991699, 'Z': 0.050871409475803375}, {'X': 0.826553463935852, 'Y': 0.4441440999507904, 'Z': 0.05988359451293945}, {'X': 0.8218866586685181, 'Y': 0.3881266713142395, 'Z': 0.04557298123836517}, {'X': 0.8159719705581665, 'Y': 0.3429248631000519, 'Z': 0.028570787981152534}, {'X': 0.8693340420722961, 'Y': 0.5503225326538086, 'Z': 0.028114063665270805}, {'X': 0.8651382923126221, 'Y': 0.4784742295742035, 'Z': 0.02897481620311737}, {'X': 0.8580226302146912, 'Y': 0.4294620752334595, 'Z': 0.017482466995716095}, {'X': 0.8461936712265015, 'Y': 0.38322505354881287, 'Z': 0.006059144623577595}]
[{'X': 0.8440690040588379, 'Y': 0.7418736219406128, 'Z': -9.945162310032174e-05}, {'X': 0.7613778710365295, 'Y': 0.6868383884429932, 'Z': 0.01308405864983797}, {'X': 0.7111310362815857, 'Y': 0.6070922613143921, 'Z': 0.04159848392009735}, {'X': 0.6908174157142639, 'Y': 0.5255606174468994, 'Z': 0.05768616124987602}, {'X': 0.6961141228675842, 'Y': 0.467180997133255, 'Z': 0.08212623000144958}, {'X': 0.7603011131286621, 'Y': 0.5430719256401062, 'Z': 0.11512057483196259}, {'X': 0.7506116628646851, 'Y': 0.4595101773738861, 'Z': 0.13510866463184357}, {'X': 0.7454721927642822, 'Y': 0.41794252395629883, 'Z': 0.13425904512405396}, {'X': 0.7401822209358215, 'Y': 0.3853585124015808, 'Z': 0.1269911676645279}, {'X': 0.7992210984230042, 'Y': 0.5333767533302307, 'Z': 0.09924960881471634}, {'X': 0.8009180426597595, 'Y': 0.4317038953304291, 'Z': 0.12474655359983444}, {'X': 0.8004695177078247, 'Y': 0.385444700717926, 'Z': 0.12293358892202377}, {'X': 0.7996332049369812, 'Y': 0.3497012257575989, 'Z': 0.11817152053117752}, {'X': 0.8336321711540222, 'Y': 0.5355459451675415, 'Z': 0.07343173772096634}, {'X': 0.8365198969841003, 'Y': 0.4433326721191406, 'Z': 0.08872407674789429}, {'X': 0.8325501680374146, 'Y': 0.39371737837791443, 'Z': 0.08416356146335602}, {'X': 0.8273115158081055, 'Y': 0.35365647077560425, 'Z': 0.07652591168880463}, {'X': 0.8664923906326294, 'Y': 0.5473397970199585, 'Z': 0.04801325500011444}, {'X': 0.8622726202011108, 'Y': 0.4764656126499176, 'Z': 0.05636104941368103}, {'X': 0.8540976047515869, 'Y': 0.43160662055015564, 'Z': 0.055702123790979385}, {'X': 0.8431879281997681, 'Y': 0.38939711451530457, 'Z': 0.054434049874544144}]
[{'X': 0.847467303276062, 'Y': 0.7341530323028564, 'Z': -0.0001225661690114066}, {'X': 0.769394040107727, 'Y': 0.678012490272522, 'Z': 0.015079153701663017}, {'X': 0.7242103219032288, 'Y': 0.5969281196594238, 'Z': 0.03619075194001198}, {'X': 0.7052600383758545, 'Y': 0.5153036117553711, 'Z': 0.0435594841837883}, {'X': 0.710079550743103, 'Y': 0.45660051703453064, 'Z': 0.06170649453997612}, {'X': 0.7583513855934143, 'Y': 0.5335936546325684, 'Z': 0.11271470040082932}, {'X': 0.7491288185119629, 'Y': 0.44899600744247437, 'Z': 0.1258518099784851}, {'X': 0.7455103397369385, 'Y': 0.43845438957214355, 'Z': 0.11437076330184937}, {'X': 0.7458328604698181, 'Y': 0.4408792555332184, 'Z': 0.10627024620771408}, {'X': 0.7928248047828674, 'Y': 0.5242679715156555, 'Z': 0.09249339252710342}, {'X': 0.7918962240219116, 'Y': 0.4248490333557129, 'Z': 0.11591256409883499}, {'X': 0.7899627089500427, 'Y': 0.3901568353176117, 'Z': 0.1106221154332161}, {'X': 0.7883064150810242, 'Y': 0.3682823181152344, 'Z': 0.10448532551527023}, {'X': 0.8263571262359619, 'Y': 0.5281276702880859, 'Z': 0.0630599781870842}, {'X': 0.8211171627044678, 'Y': 0.436895489692688, 'Z': 0.07147089391946793}, {'X': 0.8163025975227356, 'Y': 0.40882930159568787, 'Z': 0.05762321501970291}, {'X': 0.8113446831703186, 'Y': 0.3896316885948181, 'Z': 0.046017978340387344}, {'X': 0.860687255859375, 'Y': 0.5401787757873535, 'Z': 0.034394826740026474}, {'X': 0.8536571860313416, 'Y': 0.46794095635414124, 'Z': 0.04855728894472122}, {'X': 0.8482787609100342, 'Y': 0.4216381311416626, 'Z': 0.05393701046705246}, {'X': 0.8407914638519287, 'Y': 0.37483787536621094, 'Z': 0.05493810027837753}]
[{'X': 0.8540084958076477, 'Y': 0.7369661331176758, 'Z': -0.00012448713823687285}, {'X': 0.773840606212616, 'Y': 0.6686160564422607, 'Z': 0.016235768795013428}, {'X': 0.7300609350204468, 'Y': 0.5961512923240662, 'Z': 0.04014274850487709}, {'X': 0.7108998894691467, 'Y': 0.5216379165649414, 'Z': 0.04770404472947121}, {'X': 0.7164041996002197, 'Y': 0.470725953578949, 'Z': 0.059738293290138245}, {'X': 0.7774020433425903, 'Y': 0.5465244054794312, 'Z': 0.1371694952249527}, {'X': 0.7634215950965881, 'Y': 0.45951521396636963, 'Z': 0.15939414501190186}, {'X': 0.7574790716171265, 'Y': 0.4283002018928528, 'Z': 0.1506083756685257}, {'X': 0.7557730674743652, 'Y': 0.411912202835083, 'Z': 0.1384124457836151}, {'X': 0.8072283864021301, 'Y': 0.536208987236023, 'Z': 0.12145765870809555}, {'X': 0.7976203560829163, 'Y': 0.4403712749481201, 'Z': 0.1439363807439804}, {'X': 0.7885331511497498, 'Y': 0.4054946005344391, 'Z': 0.1317325234413147}, {'X': 0.7852211594581604, 'Y': 0.39416754245758057, 'Z': 0.12255963683128357}, {'X': 0.8347699046134949, 'Y': 0.5384573340415955, 'Z': 0.09507899731397629}, {'X': 0.8226444721221924, 'Y': 0.45155394077301025, 'Z': 0.11081229895353317}, {'X': 0.8046051859855652, 'Y': 0.41711682081222534, 'Z': 0.09657824784517288}, {'X': 0.7898639440536499, 'Y': 0.39803215861320496, 'Z': 0.08345310389995575}, {'X': 0.8616371154785156, 'Y': 0.5501209497451782, 'Z': 0.06950167566537857}, {'X': 0.8525902628898621, 'Y': 0.4876560568809509, 'Z': 0.08073872327804565}, {'X': 0.8400770425796509, 'Y': 0.4491771459579468, 'Z': 0.08018645644187927}, {'X': 0.8243616819381714, 'Y': 0.4173873960971832, 'Z': 0.07593505084514618}]
