[{'X': 0.7796670198440552, 'Y': 0.583540141582489, 'Z': -5.530787166208029e-05}, {'X': 0.7137823700904846, 'Y': 0.5688197016716003, 'Z': -0.011830693110823631}, {'X': 0.6627871990203857, 'Y': 0.5086032748222351, 'Z': -0.008523291908204556}, {'X': 0.6318948268890381, 'Y': 0.44728216528892517, 'Z': -0.009433048777282238}, {'X': 0.6011648774147034, 'Y': 0.4220016598701477, 'Z': -0.009172392077744007}, {'X': 0.687268853187561, 'Y': 0.405196875333786, 'Z': 0.013052710331976414}, {'X': 0.6507200598716736, 'Y': 0.3324049711227417, 'Z': 0.009332237765192986}, {'X': 0.6308722496032715, 'Y': 0.28903576731681824, 'Z': 0.0010867174714803696}, {'X': 0.6155754327774048, 'Y': 0.25282052159309387, 'Z': -0.00869325827807188}, {'X': 0.7255257964134216, 'Y': 0.3797571659088135, 'Z': 0.005790109746158123}, {'X': 0.6979638338088989, 'Y': 0.28985822200775146, 'Z': 0.009979789145290852}, {'X': 0.6804497241973877, 'Y': 0.23751041293144226, 'Z': -0.006856460124254227}, {'X': 0.667301595211029, 'Y': 0.19436770677566528, 'Z': -0.023603271692991257}, {'X': 0.7663964629173279, 'Y': 0.37539395689964294, 'Z': -0.0040102615021169186}, {'X': 0.7486310005187988, 'Y': 0.2891330122947693, 'Z': -0.005506486166268587}, {'X': 0.738813579082489, 'Y': 0.23871055245399475, 'Z': -0.021282926201820374}, {'X': 0.7297540307044983, 'Y': 0.19561690092086792, 'Z': -0.035694196820259094}, {'X': 0.8096246123313904, 'Y': 0.38761886954307556, 'Z': -0.01622769795358181}, {'X': 0.8103479743003845, 'Y': 0.31736981868743896, 'Z': -0.026939047500491142}, {'X': 0.8088770508766174, 'Y': 0.27536073327064514, 'Z': -0.0405418761074543}, {'X': 0.8042864799499512, 'Y': 0.23625364899635315, 'Z': -0.05075306445360184}]
[{'X': 0.7840439677238464, 'Y': 0.5870405435562134, 'Z': -6.688286521239206e-05}, {'X': 0.7167434096336365, 'Y': 0.5696358680725098, 'Z': -0.01005716435611248}, {'X': 0.6639664173126221, 'Y': 0.5095587968826294, 'Z': -0.005037879571318626}, {'X': 0.6309104561805725, 'Y': 0.4473225474357605, 'Z': -0.004580054897814989}, {'X': 0.5987197756767273, 'Y': 0.4206189215183258, 'Z': -0.001330993720330298}, {'X': 0.6884437203407288, 'Y': 0.4070027470588684, 'Z': 0.018326178193092346}, {'X': 0.6511918902397156, 'Y': 0.3335314989089966, 'Z': 0.018149038776755333}, {'X': 0.6319229006767273, 'Y': 0.2901187241077423, 'Z': 0.012319431640207767}, {'X': 0.6169261336326599, 'Y': 0.25283247232437134, 'Z': 0.0037962154019623995}, {'X': 0.7268104553222656, 'Y': 0.38098374009132385, 'Z': 0.011606337502598763}, {'X': 0.6980581283569336, 'Y': 0.2890227138996124, 'Z': 0.019720356911420822}, {'X': 0.6812760233879089, 'Y': 0.2373654991388321, 'Z': 0.004631491377949715}, {'X': 0.6687549948692322, 'Y': 0.1944260150194168, 'Z': -0.010735572315752506}, {'X': 0.7675238847732544, 'Y': 0.3759204149246216, 'Z': 0.002358820987865329}, {'X': 0.7480266690254211, 'Y': 0.287676602602005, 'Z': 0.003703890135511756}, {'X': 0.7370839715003967, 'Y': 0.2370249181985855, 'Z': -0.010381566360592842}, {'X': 0.7264474630355835, 'Y': 0.19337308406829834, 'Z': -0.024086810648441315}, {'X': 0.8102730512619019, 'Y': 0.3872112035751343, 'Z': -0.008632010780274868}, {'X': 0.8104543685913086, 'Y': 0.3175668716430664, 'Z': -0.016900597140192986}, {'X': 0.8083451986312866, 'Y': 0.2771487832069397, 'Z': -0.029806967824697495}, {'X': 0.8025581240653992, 'Y': 0.23933815956115723, 'Z': -0.039275817573070526}]
[{'X': 0.7840439677238464, 'Y': 0.5870405435562134, 'Z': -6.688286521239206e-05}, {'X': 0.7167434096336365, 'Y': 0.5696358680725098, 'Z': -0.01005716435611248}, {'X': 0.6639664173126221, 'Y': 0.5095587968826294, 'Z': -0.005037879571318626}, {'X': 0.6309104561805725, 'Y': 0.4473225474357605, 'Z': -0.004580054897814989}, {'X': 0.5987197756767273, 'Y': 0.4206189215183258, 'Z': -0.001330993720330298}, {'X': 0.6884437203407288, 'Y': 0.4070027470588684, 'Z': 0.018326178193092346}, {'X': 0.6511918902397156, 'Y': 0.3335314989089966, 'Z': 0.018149038776755333}, {'X': 0.6319229006767273, 'Y': 0.2901187241077423, 'Z': 0.012319431640207767}, {'X': 0.6169261336326599, 'Y': 0.25283247232437134, 'Z': 0.0037962154019623995}, {'X': 0.7268104553222656, 'Y': 0.38098374009132385, 'Z': 0.011606337502598763}, {'X': 0.6980581283569336, 'Y': 0.2890227138996124, 'Z': 0.019720356911420822}, {'X': 0.6812760233879089, 'Y': 0.2373654991388321, 'Z': 0.004631491377949715}, {'X': 0.6687549948692322, 'Y': 0.1944260150194168, 'Z': -0.010735572315752506}, {'X': 0.7675238847732544, 'Y': 0.3759204149246216, 'Z': 0.002358820987865329}, {'X': 0.7480266690254211, 'Y': 0.287676602602005, 'Z': 0.003703890135511756}, {'X': 0.7370839715003967, 'Y': 0.2370249181985855, 'Z': -0.010381566360592842}, {'X': 0.7264474630355835, 'Y': 0.19337308406829834, 'Z': -0.024086810648441315}, {'X': 0.8102730512619019, 'Y': 0.3872112035751343, 'Z': -0.008632010780274868}, {'X': 0.8104543685913086, 'Y': 0.3175668716430664, 'Z': -0.016900597140192986}, {'X': 0.8083451986312866, 'Y': 0.2771487832069397, 'Z': -0.029806967824697495}, {'X': 0.8025581240653992, 'Y': 0.23933815956115723, 'Z': -0.039275817573070526}]
[{'X': 0.7833129167556763, 'Y': 0.5932862758636475, 'Z': -7.050221029203385e-05}, {'X': 0.7164822816848755, 'Y': 0.5744166970252991, 'Z': -0.015508636832237244}, {'X': 0.6642647981643677, 'Y': 0.513621985912323, 'Z': -0.01574019528925419}, {'X': 0.6332960724830627, 'Y': 0.45113202929496765, 'Z': -0.018806099891662598}, {'X': 0.6012963056564331, 'Y': 0.4236942231655121, 'Z': -0.018603693693876266}, {'X': 0.6870002746582031, 'Y': 0.40608128905296326, 'Z': 0.005462805740535259}, {'X': 0.6503634452819824, 'Y': 0.3343118727207184, 'Z': -0.00043753060162998736}, {'X': 0.6313909888267517, 'Y': 0.2909902036190033, 'Z': -0.009549395181238651}, {'X': 0.6167329549789429, 'Y': 0.25261253118515015, 'Z': -0.020124828442931175}, {'X': 0.7263439893722534, 'Y': 0.3796153664588928, 'Z': -0.0007670449558645487}, {'X': 0.6987540125846863, 'Y': 0.2896149456501007, 'Z': 0.0023396313190460205}, {'X': 0.6814077496528625, 'Y': 0.23752455413341522, 'Z': -0.015011923387646675}, {'X': 0.6684374213218689, 'Y': 0.1935494989156723, 'Z': -0.03266303613781929}, {'X': 0.7677978277206421, 'Y': 0.3756355941295624, 'Z': -0.009990393184125423}, {'X': 0.7493047714233398, 'Y': 0.2884729206562042, 'Z': -0.013661038130521774}, {'X': 0.7376757860183716, 'Y': 0.23799580335617065, 'Z': -0.030266817659139633}, {'X': 0.7276131510734558, 'Y': 0.19351935386657715, 'Z': -0.0459442213177681}, {'X': 0.8114033341407776, 'Y': 0.38863348960876465, 'Z': -0.020835863426327705}, {'X': 0.8113300800323486, 'Y': 0.32000452280044556, 'Z': -0.032781921327114105}, {'X': 0.8093948364257812, 'Y': 0.27921774983406067, 'Z': -0.04800354316830635}, {'X': 0.8053113222122192, 'Y': 0.24052095413208008, 'Z': -0.059888504445552826}]
[{'X': 0.7783303260803223, 'Y': 0.5779037475585938, 'Z': -6.483201286755502e-05}, {'X': 0.712223470211029, 'Y': 0.5666378140449524, 'Z': -0.015755625441670418}, {'X': 0.6604935526847839, 'Y': 0.5082110166549683, 'Z': -0.015213224105536938}, {'X': 0.6306615471839905, 'Y': 0.4488557279109955, 'Z': -0.019049620255827904}, {'X': 0.5991196632385254, 'Y': 0.4228290617465973, 'Z': -0.02279871329665184}, {'X': 0.6850157976150513, 'Y': 0.40451207756996155, 'Z': 0.006813830696046352}, {'X': 0.6518529057502747, 'Y': 0.32890528440475464, 'Z': -0.0017548889154568315}, {'X': 0.6318817734718323, 'Y': 0.28380823135375977, 'Z': -0.013307172805070877}, {'X': 0.6148738265037537, 'Y': 0.24607126414775848, 'Z': -0.02269781194627285}, {'X': 0.7244306802749634, 'Y': 0.38008877635002136, 'Z': 0.00034574020537547767}, {'X': 0.7000240683555603, 'Y': 0.28972241282463074, 'Z': 0.003105580573901534}, {'X': 0.683089017868042, 'Y': 0.23660942912101746, 'Z': -0.016750870272517204}, {'X': 0.6690430641174316, 'Y': 0.1942310631275177, 'Z': -0.034964706748723984}, {'X': 0.7656686305999756, 'Y': 0.3771476745605469, 'Z': -0.009193266741931438}, {'X': 0.7494494915008545, 'Y': 0.2895132303237915, 'Z': -0.011173411272466183}, {'X': 0.7388792634010315, 'Y': 0.23773472011089325, 'Z': -0.02961043268442154}, {'X': 0.7285905480384827, 'Y': 0.19413834810256958, 'Z': -0.046841301023960114}, {'X': 0.8092299699783325, 'Y': 0.38981080055236816, 'Z': -0.022207580506801605}, {'X': 0.8113912343978882, 'Y': 0.3198739290237427, 'Z': -0.03183789923787117}, {'X': 0.8098446726799011, 'Y': 0.2778218388557434, 'Z': -0.046386830508708954}, {'X': 0.8052756786346436, 'Y': 0.23853996396064758, 'Z': -0.05843261629343033}]
[{'X': 0.7811216711997986, 'Y': 0.5785406231880188, 'Z': -6.929146911716089e-05}, {'X': 0.7162119746208191, 'Y': 0.5652973651885986, 'Z': -0.018195953220129013}, {'X': 0.6644918918609619, 'Y': 0.5067344307899475, 'Z': -0.018689483404159546}, {'X': 0.6331818699836731, 'Y': 0.44676673412323, 'Z': -0.021792879328131676}, {'X': 0.6013033986091614, 'Y': 0.4226051867008209, 'Z': -0.02541283890604973}, {'X': 0.6860182285308838, 'Y': 0.4055701494216919, 'Z': -0.0013379977317526937}, {'X': 0.6499210596084595, 'Y': 0.3331080377101898, 'Z': -0.012082066386938095}, {'X': 0.6295104026794434, 'Y': 0.2886647582054138, 'Z': -0.025213586166501045}, {'X': 0.6138049960136414, 'Y': 0.2495696097612381, 'Z': -0.03620145097374916}, {'X': 0.7246490716934204, 'Y': 0.37887299060821533, 'Z': -0.006494090426713228}, {'X': 0.697799563407898, 'Y': 0.2916170358657837, 'Z': -0.006809917278587818}, {'X': 0.6802560687065125, 'Y': 0.23936715722084045, 'Z': -0.025855036452412605}, {'X': 0.6675063967704773, 'Y': 0.19544394314289093, 'Z': -0.04357190057635307}, {'X': 0.7662181258201599, 'Y': 0.37443429231643677, 'Z': -0.014417306520044804}, {'X': 0.7502316832542419, 'Y': 0.2886105179786682, 'Z': -0.020188460126519203}, {'X': 0.7413607239723206, 'Y': 0.23687459528446198, 'Z': -0.03827541321516037}, {'X': 0.7340682744979858, 'Y': 0.19208726286888123, 'Z': -0.05519246309995651}, {'X': 0.8100624680519104, 'Y': 0.3863890767097473, 'Z': -0.02545461617410183}, {'X': 0.8118773102760315, 'Y': 0.3182359039783478, 'Z': -0.03878917545080185}, {'X': 0.8111065030097961, 'Y': 0.2768856883049011, 'Z': -0.05499417334794998}, {'X': 0.8080529570579529, 'Y': 0.23777061700820923, 'Z': -0.06856384128332138}]
[{'X': 0.7811216711997986, 'Y': 0.5785406231880188, 'Z': -6.929146911716089e-05}, {'X': 0.7162119746208191, 'Y': 0.5652973651885986, 'Z': -0.018195953220129013}, {'X': 0.6644918918609619, 'Y': 0.5067344307899475, 'Z': -0.018689483404159546}, {'X': 0.6331818699836731, 'Y': 0.44676673412323, 'Z': -0.021792879328131676}, {'X': 0.6013033986091614, 'Y': 0.4226051867008209, 'Z': -0.02541283890604973}, {'X': 0.6860182285308838, 'Y': 0.4055701494216919, 'Z': -0.0013379977317526937}, {'X': 0.6499210596084595, 'Y': 0.3331080377101898, 'Z': -0.012082066386938095}, {'X': 0.6295104026794434, 'Y': 0.2886647582054138, 'Z': -0.025213586166501045}, {'X': 0.6138049960136414, 'Y': 0.2495696097612381, 'Z': -0.03620145097374916}, {'X': 0.7246490716934204, 'Y': 0.37887299060821533, 'Z': -0.006494090426713228}, {'X': 0.697799563407898, 'Y': 0.2916170358657837, 'Z': -0.006809917278587818}, {'X': 0.6802560687065125, 'Y': 0.23936715722084045, 'Z': -0.025855036452412605}, {'X': 0.6675063967704773, 'Y': 0.19544394314289093, 'Z': -0.04357190057635307}, {'X': 0.7662181258201599, 'Y': 0.37443429231643677, 'Z': -0.014417306520044804}, {'X': 0.7502316832542419, 'Y': 0.2886105179786682, 'Z': -0.020188460126519203}, {'X': 0.7413607239723206, 'Y': 0.23687459528446198, 'Z': -0.03827541321516037}, {'X': 0.7340682744979858, 'Y': 0.19208726286888123, 'Z': -0.05519246309995651}, {'X': 0.8100624680519104, 'Y': 0.3863890767097473, 'Z': -0.02545461617410183}, {'X': 0.8118773102760315, 'Y': 0.3182359039783478, 'Z': -0.03878917545080185}, {'X': 0.8111065030097961, 'Y': 0.2768856883049011, 'Z': -0.05499417334794998}, {'X': 0.8080529570579529, 'Y': 0.23777061700820923, 'Z': -0.06856384128332138}]
[{'X': 0.7789208292961121, 'Y': 0.5704619884490967, 'Z': -6.559424218721688e-05}, {'X': 0.7132735848426819, 'Y': 0.5640785098075867, 'Z': -0.023036416620016098}, {'X': 0.6616134643554688, 'Y': 0.5084210634231567, 'Z': -0.026502689346671104}, {'X': 0.630934476852417, 'Y': 0.44809865951538086, 'Z': -0.0337313711643219}, {'X': 0.5991324782371521, 'Y': 0.421017587184906, 'Z': -0.04155675321817398}, {'X': 0.6838078498840332, 'Y': 0.4038811922073364, 'Z': -0.0012633954174816608}, {'X': 0.6494460105895996, 'Y': 0.33035385608673096, 'Z': -0.013022078201174736}, {'X': 0.630278468132019, 'Y': 0.28558647632598877, 'Z': -0.026062535122036934}, {'X': 0.6161693334579468, 'Y': 0.24683304131031036, 'Z': -0.034026484936475754}, {'X': 0.7226372957229614, 'Y': 0.37733691930770874, 'Z': -0.005165583454072475}, {'X': 0.6992284655570984, 'Y': 0.289547860622406, 'Z': -0.006508330348879099}, {'X': 0.6827066540718079, 'Y': 0.23597845435142517, 'Z': -0.02532869577407837}, {'X': 0.6705223917961121, 'Y': 0.1918250024318695, 'Z': -0.04169078543782234}, {'X': 0.7646019458770752, 'Y': 0.37401387095451355, 'Z': -0.013025200925767422}, {'X': 0.7556511163711548, 'Y': 0.28662288188934326, 'Z': -0.01966429501771927}, {'X': 0.7513715624809265, 'Y': 0.2329118251800537, 'Z': -0.038575612008571625}, {'X': 0.7480633854866028, 'Y': 0.18728876113891602, 'Z': -0.054610494524240494}, {'X': 0.8082143664360046, 'Y': 0.3872487246990204, 'Z': -0.025244737043976784}, {'X': 0.811874270439148, 'Y': 0.316924124956131, 'Z': -0.03986000269651413}, {'X': 0.8121623396873474, 'Y': 0.2734845280647278, 'Z': -0.05698968842625618}, {'X': 0.8098580241203308, 'Y': 0.23276925086975098, 'Z': -0.07032003253698349}]
[{'X': 0.7854150533676147, 'Y': 0.5745289921760559, 'Z': -6.458476855186746e-05}, {'X': 0.718980610370636, 'Y': 0.5653755068778992, 'Z': -0.024278772994875908}, {'X': 0.664071798324585, 'Y': 0.5079871416091919, 'Z': -0.027398400008678436}, {'X': 0.6306235790252686, 'Y': 0.4446954131126404, 'Z': -0.03383680805563927}, {'X': 0.5978323817253113, 'Y': 0.4165954887866974, 'Z': -0.0382959246635437}, {'X': 0.6852326989173889, 'Y': 0.40181848406791687, 'Z': -0.007521809544414282}, {'X': 0.6487928628921509, 'Y': 0.3295338451862335, 'Z': -0.020539071410894394}, {'X': 0.6287561058998108, 'Y': 0.28778916597366333, 'Z': -0.034058090299367905}, {'X': 0.6150034070014954, 'Y': 0.25058096647262573, 'Z': -0.04542434215545654}, {'X': 0.7241140007972717, 'Y': 0.3766056001186371, 'Z': -0.011998259462416172}, {'X': 0.6999661326408386, 'Y': 0.28191521763801575, 'Z': -0.018673362210392952}, {'X': 0.6853890419006348, 'Y': 0.2293640375137329, 'Z': -0.036990970373153687}, {'X': 0.6754080653190613, 'Y': 0.18419474363327026, 'Z': -0.051210109144449234}, {'X': 0.7651206254959106, 'Y': 0.37513163685798645, 'Z': -0.020040396600961685}, {'X': 0.7620038986206055, 'Y': 0.28552645444869995, 'Z': -0.034061286598443985}, {'X': 0.7625731229782104, 'Y': 0.2333420366048813, 'Z': -0.05353314429521561}, {'X': 0.7620972394943237, 'Y': 0.18550096452236176, 'Z': -0.06755776703357697}, {'X': 0.8073330521583557, 'Y': 0.3900206685066223, 'Z': -0.030677609145641327}, {'X': 0.8137038946151733, 'Y': 0.3207553029060364, 'Z': -0.04963069409132004}, {'X': 0.8184857964515686, 'Y': 0.2792714536190033, 'Z': -0.06660158187150955}, {'X': 0.8200836777687073, 'Y': 0.23562952876091003, 'Z': -0.07529061287641525}]
[{'X': 0.7898841500282288, 'Y': 0.5795495510101318, 'Z': -8.161922596627846e-05}, {'X': 0.7211714386940002, 'Y': 0.5655421018600464, 'Z': -0.01900123618543148}, {'X': 0.6633028388023376, 'Y': 0.510658323764801, 'Z': -0.02207125350832939}, {'X': 0.6266571283340454, 'Y': 0.4520110487937927, 'Z': -0.027905350551009178}, {'X': 0.5940965414047241, 'Y': 0.42684441804885864, 'Z': -0.029831480234861374}, {'X': 0.6872395277023315, 'Y': 0.4055357873439789, 'Z': -0.003179623046889901}, {'X': 0.6499086618423462, 'Y': 0.33198070526123047, 'Z': -0.017140941694378853}, {'X': 0.6305919885635376, 'Y': 0.291193425655365, 'Z': -0.03457606956362724}, {'X': 0.6167798638343811, 'Y': 0.25647738575935364, 'Z': -0.049829136580228806}, {'X': 0.7264940142631531, 'Y': 0.38284531235694885, 'Z': -0.008506478741765022}, {'X': 0.7025490403175354, 'Y': 0.28478601574897766, 'Z': -0.018949104472994804}, {'X': 0.6882559061050415, 'Y': 0.22910362482070923, 'Z': -0.03914635628461838}, {'X': 0.6789196729660034, 'Y': 0.18196170032024384, 'Z': -0.05597372353076935}, {'X': 0.7665757536888123, 'Y': 0.38262173533439636, 'Z': -0.017185313627123833}, {'X': 0.7597692012786865, 'Y': 0.29448407888412476, 'Z': -0.031156601384282112}, {'X': 0.759583592414856, 'Y': 0.2492639124393463, 'Z': -0.04739521071314812}, {'X': 0.7597537040710449, 'Y': 0.20810236036777496, 'Z': -0.058976370841264725}, {'X': 0.8066808581352234, 'Y': 0.3964574337005615, 'Z': -0.027901189401745796}, {'X': 0.81170654296875, 'Y': 0.32727766036987305, 'Z': -0.04463864862918854}, {'X': 0.8159977793693542, 'Y': 0.2858729064464569, 'Z': -0.058210525661706924}, {'X': 0.8185467720031738, 'Y': 0.24144786596298218, 'Z': -0.06438058614730835}]
[{'X': 0.7879143953323364, 'Y': 0.5826978087425232, 'Z': -0.0001459003397030756}, {'X': 0.7272979021072388, 'Y': 0.5689622163772583, 'Z': -0.023170599713921547}, {'X': 0.6676690578460693, 'Y': 0.5178872346878052, 'Z': -0.027717750519514084}, {'X': 0.6294795274734497, 'Y': 0.47077006101608276, 'Z': -0.03646242618560791}, {'X': 0.6064509153366089, 'Y': 0.4440889358520508, 'Z': -0.03985922783613205}, {'X': 0.6836693286895752, 'Y': 0.41129007935523987, 'Z': -0.02097325026988983}, {'X': 0.6449151635169983, 'Y': 0.3351347744464874, 'Z': -0.04017402231693268}, {'X': 0.625551700592041, 'Y': 0.29514431953430176, 'Z': -0.042437922209501266}, {'X': 0.6099533438682556, 'Y': 0.25731173157691956, 'Z': -0.03721914812922478}, {'X': 0.7215771079063416, 'Y': 0.39468228816986084, 'Z': -0.027120450511574745}, {'X': 0.6941978335380554, 'Y': 0.29453250765800476, 'Z': -0.05780664086341858}, {'X': 0.6813163161277771, 'Y': 0.24520447850227356, 'Z': -0.07524455338716507}, {'X': 0.6714321374893188, 'Y': 0.206701397895813, 'Z': -0.084670290350914}, {'X': 0.7580388784408569, 'Y': 0.3936685025691986, 'Z': -0.038916584104299545}, {'X': 0.7474039196968079, 'Y': 0.38415640592575073, 'Z': -0.08831475675106049}, {'X': 0.7468065619468689, 'Y': 0.44955626130104065, 'Z': -0.09088950604200363}, {'X': 0.7458082437515259, 'Y': 0.49156320095062256, 'Z': -0.07751939445734024}, {'X': 0.796048641204834, 'Y': 0.4066133201122284, 'Z': -0.05203280970454216}, {'X': 0.797267496585846, 'Y': 0.34429556131362915, 'Z': -0.0697057768702507}, {'X': 0.7990378737449646, 'Y': 0.304956316947937, 'Z': -0.07463347911834717}, {'X': 0.7971317172050476, 'Y': 0.26772287487983704, 'Z': -0.07433135062456131}]
