[{'X': 0.646870493888855, 'Y': 0.7864720225334167, 'Z': -9.575318108545616e-05}, {'X': 0.5775536894798279, 'Y': 0.7567055225372314, 'Z': -0.02097613550722599}, {'X': 0.5269237160682678, 'Y': 0.6856406331062317, 'Z': -0.021445704624056816}, {'X': 0.5012574195861816, 'Y': 0.6157814264297485, 'Z': -0.024971097707748413}, {'X': 0.4837031364440918, 'Y': 0.5677788257598877, 'Z': -0.01886017993092537}, {'X': 0.5822036862373352, 'Y': 0.5847283601760864, 'Z': 0.004011258017271757}, {'X': 0.5677241683006287, 'Y': 0.48899105191230774, 'Z': 0.0031681708060204983}, {'X': 0.562001645565033, 'Y': 0.43796586990356445, 'Z': 0.002422905759885907}, {'X': 0.5597589015960693, 'Y': 0.3966013789176941, 'Z': -0.0018184237414970994}, {'X': 0.6269581317901611, 'Y': 0.5780519247055054, 'Z': 0.005261139944195747}, {'X': 0.6199111342430115, 'Y': 0.47303199768066406, 'Z': 0.008047745563089848}, {'X': 0.6150087118148804, 'Y': 0.4205710291862488, 'Z': -0.002612333744764328}, {'X': 0.6136286854743958, 'Y': 0.38197654485702515, 'Z': -0.012083342298865318}, {'X': 0.6667662262916565, 'Y': 0.587199330329895, 'Z': 0.0033125397749245167}, {'X': 0.6672784686088562, 'Y': 0.4923687279224396, 'Z': 0.006248081102967262}, {'X': 0.6656605005264282, 'Y': 0.44048237800598145, 'Z': -0.00030041494756005704}, {'X': 0.6623198390007019, 'Y': 0.3982027471065521, 'Z': -0.009021216072142124}, {'X': 0.7050479054450989, 'Y': 0.6105817556381226, 'Z': -0.0005749655538238585}, {'X': 0.7139186263084412, 'Y': 0.5379433631896973, 'Z': -0.0007389450911432505}, {'X': 0.7172598838806152, 'Y': 0.49702125787734985, 'Z': -0.005346227902919054}, {'X': 0.7156029343605042, 'Y': 0.4580852687358856, 'Z': -0.005621354095637798}]
[{'X': 0.6433969140052795, 'Y': 0.7855127453804016, 'Z': -6.565127114299685e-05}, {'X': 0.5745818018913269, 'Y': 0.7565358877182007, 'Z': -0.0260072760283947}, {'X': 0.5262733697891235, 'Y': 0.6857361197471619, 'Z': -0.029232628643512726}, {'X': 0.5040980577468872, 'Y': 0.6161819100379944, 'Z': -0.035043276846408844}, {'X': 0.4884176552295685, 'Y': 0.5687470436096191, 'Z': -0.033600497990846634}, {'X': 0.5823468565940857, 'Y': 0.5840834379196167, 'Z': -0.002046144800260663}, {'X': 0.5694356560707092, 'Y': 0.4889156222343445, 'Z': -0.008149554021656513}, {'X': 0.5638206005096436, 'Y': 0.4371908903121948, 'Z': -0.012555195949971676}, {'X': 0.562015175819397, 'Y': 0.3954819440841675, 'Z': -0.017456889152526855}, {'X': 0.6268965601921082, 'Y': 0.5781794190406799, 'Z': -0.001200288999825716}, {'X': 0.6211628317832947, 'Y': 0.4724675118923187, 'Z': -0.002261699642986059}, {'X': 0.617058277130127, 'Y': 0.41871875524520874, 'Z': -0.01624550297856331}, {'X': 0.6169319748878479, 'Y': 0.3780326843261719, 'Z': -0.026954924687743187}, {'X': 0.666473388671875, 'Y': 0.5891752243041992, 'Z': -0.004087984561920166}, {'X': 0.6682446599006653, 'Y': 0.4937916398048401, 'Z': -0.0051209283992648125}, {'X': 0.6681482195854187, 'Y': 0.44233566522598267, 'Z': -0.016384029760956764}, {'X': 0.666984498500824, 'Y': 0.4001004993915558, 'Z': -0.027941130101680756}, {'X': 0.7047509551048279, 'Y': 0.6140884160995483, 'Z': -0.009532908909022808}, {'X': 0.7168750166893005, 'Y': 0.540109395980835, 'Z': -0.013931007124483585}, {'X': 0.7222005724906921, 'Y': 0.4984996020793915, 'Z': -0.02259643003344536}, {'X': 0.722650945186615, 'Y': 0.45872846245765686, 'Z': -0.026375900954008102}]
[{'X': 0.6433969140052795, 'Y': 0.7855127453804016, 'Z': -6.565127114299685e-05}, {'X': 0.5745818018913269, 'Y': 0.7565358877182007, 'Z': -0.0260072760283947}, {'X': 0.5262733697891235, 'Y': 0.6857361197471619, 'Z': -0.029232628643512726}, {'X': 0.5040980577468872, 'Y': 0.6161819100379944, 'Z': -0.035043276846408844}, {'X': 0.4884176552295685, 'Y': 0.5687470436096191, 'Z': -0.033600497990846634}, {'X': 0.5823468565940857, 'Y': 0.5840834379196167, 'Z': -0.002046144800260663}, {'X': 0.5694356560707092, 'Y': 0.4889156222343445, 'Z': -0.008149554021656513}, {'X': 0.5638206005096436, 'Y': 0.4371908903121948, 'Z': -0.012555195949971676}, {'X': 0.562015175819397, 'Y': 0.3954819440841675, 'Z': -0.017456889152526855}, {'X': 0.6268965601921082, 'Y': 0.5781794190406799, 'Z': -0.001200288999825716}, {'X': 0.6211628317832947, 'Y': 0.4724675118923187, 'Z': -0.002261699642986059}, {'X': 0.617058277130127, 'Y': 0.41871875524520874, 'Z': -0.01624550297856331}, {'X': 0.6169319748878479, 'Y': 0.3780326843261719, 'Z': -0.026954924687743187}, {'X': 0.666473388671875, 'Y': 0.5891752243041992, 'Z': -0.004087984561920166}, {'X': 0.6682446599006653, 'Y': 0.4937916398048401, 'Z': -0.0051209283992648125}, {'X': 0.6681482195854187, 'Y': 0.44233566522598267, 'Z': -0.016384029760956764}, {'X': 0.666984498500824, 'Y': 0.4001004993915558, 'Z': -0.027941130101680756}, {'X': 0.7047509551048279, 'Y': 0.6140884160995483, 'Z': -0.009532908909022808}, {'X': 0.7168750166893005, 'Y': 0.540109395980835, 'Z': -0.013931007124483585}, {'X': 0.7222005724906921, 'Y': 0.4984996020793915, 'Z': -0.02259643003344536}, {'X': 0.722650945186615, 'Y': 0.45872846245765686, 'Z': -0.026375900954008102}]
[{'X': 0.6469025611877441, 'Y': 0.7878537178039551, 'Z': -7.854100840631872e-05}, {'X': 0.5787624716758728, 'Y': 0.7568660378456116, 'Z': -0.02589864283800125}, {'X': 0.5303664803504944, 'Y': 0.6856997013092041, 'Z': -0.028272317722439766}, {'X': 0.5060038566589355, 'Y': 0.6148216128349304, 'Z': -0.03352748975157738}, {'X': 0.4883623719215393, 'Y': 0.566816508769989, 'Z': -0.03323662653565407}, {'X': 0.5852382779121399, 'Y': 0.5856876969337463, 'Z': -0.0032511365134269}, {'X': 0.5720845460891724, 'Y': 0.49255555868148804, 'Z': -0.006428977940231562}, {'X': 0.5664742588996887, 'Y': 0.4406106472015381, 'Z': -0.010533464141190052}, {'X': 0.5643911361694336, 'Y': 0.39806991815567017, 'Z': -0.016817668452858925}, {'X': 0.6288641095161438, 'Y': 0.5784121751785278, 'Z': -0.0020408201962709427}, {'X': 0.6210201382637024, 'Y': 0.47630393505096436, 'Z': 0.000820905261207372}, {'X': 0.6152501106262207, 'Y': 0.42189478874206543, 'Z': -0.012326685711741447}, {'X': 0.6128172874450684, 'Y': 0.37867552042007446, 'Z': -0.02335449494421482}, {'X': 0.6688897609710693, 'Y': 0.5886631608009338, 'Z': -0.004463805351406336}, {'X': 0.6691521406173706, 'Y': 0.49495625495910645, 'Z': -0.003655807813629508}, {'X': 0.6670536994934082, 'Y': 0.44257229566574097, 'Z': -0.015126056969165802}, {'X': 0.6635409593582153, 'Y': 0.3990004062652588, 'Z': -0.026181576773524284}, {'X': 0.7078718543052673, 'Y': 0.6141161918640137, 'Z': -0.009457512758672237}, {'X': 0.7207919359207153, 'Y': 0.5416522026062012, 'Z': -0.015207990072667599}, {'X': 0.7272700071334839, 'Y': 0.5004718899726868, 'Z': -0.02474834956228733}, {'X': 0.7279406785964966, 'Y': 0.46110212802886963, 'Z': -0.029411043971776962}]
[{'X': 0.6535127758979797, 'Y': 0.7907745838165283, 'Z': -9.044053149409592e-05}, {'X': 0.5788035988807678, 'Y': 0.7515279650688171, 'Z': -0.015836777165532112}, {'X': 0.5313045978546143, 'Y': 0.6799955368041992, 'Z': -0.011305770836770535}, {'X': 0.5090161561965942, 'Y': 0.608664333820343, 'Z': -0.009798077866435051}, {'X': 0.49486857652664185, 'Y': 0.5605430006980896, 'Z': 0.0023018191568553448}, {'X': 0.5860835313796997, 'Y': 0.5847193598747253, 'Z': 0.01672711968421936}, {'X': 0.5736042857170105, 'Y': 0.489253968000412, 'Z': 0.017975227907299995}, {'X': 0.5694235563278198, 'Y': 0.4357773959636688, 'Z': 0.013578172773122787}, {'X': 0.5685832500457764, 'Y': 0.392680287361145, 'Z': 0.00708411680534482}, {'X': 0.6301380395889282, 'Y': 0.5772770047187805, 'Z': 0.014889429323375225}, {'X': 0.6233053803443909, 'Y': 0.47039371728897095, 'Z': 0.024120420217514038}, {'X': 0.6187388300895691, 'Y': 0.415927529335022, 'Z': 0.009972156025469303}, {'X': 0.6171536445617676, 'Y': 0.37416017055511475, 'Z': -0.0036167555954307318}, {'X': 0.6710338592529297, 'Y': 0.5882500410079956, 'Z': 0.009318660013377666}, {'X': 0.6711843013763428, 'Y': 0.48940593004226685, 'Z': 0.01436876691877842}, {'X': 0.6719599366188049, 'Y': 0.43619051575660706, 'Z': 0.0023966922890394926}, {'X': 0.6714208126068115, 'Y': 0.39087823033332825, 'Z': -0.009950577281415462}, {'X': 0.7115243077278137, 'Y': 0.6153268218040466, 'Z': 0.0028428835794329643}, {'X': 0.7289124727249146, 'Y': 0.5417888760566711, 'Z': -0.0016053622821345925}, {'X': 0.7394837141036987, 'Y': 0.5009649395942688, 'Z': -0.010472343303263187}, {'X': 0.7451134920120239, 'Y': 0.4596599340438843, 'Z': -0.014753089286386967}]
[{'X': 0.6530216932296753, 'Y': 0.7895950675010681, 'Z': -6.533934356411919e-05}, {'X': 0.5864796042442322, 'Y': 0.7494688034057617, 'Z': -0.02235288918018341}, {'X': 0.5403413772583008, 'Y': 0.6793482899665833, 'Z': -0.022425752133131027}, {'X': 0.518552303314209, 'Y': 0.6094071865081787, 'Z': -0.02570163644850254}, {'X': 0.5026882290840149, 'Y': 0.5628613829612732, 'Z': -0.0240669883787632}, {'X': 0.5904555320739746, 'Y': 0.5836343169212341, 'Z': 0.008742332458496094}, {'X': 0.581292450428009, 'Y': 0.4939766824245453, 'Z': 0.005184001289308071}, {'X': 0.5787114500999451, 'Y': 0.4419199228286743, 'Z': -0.0042514679953455925}, {'X': 0.5796875357627869, 'Y': 0.3976632356643677, 'Z': -0.014875907450914383}, {'X': 0.633766233921051, 'Y': 0.5759218335151672, 'Z': 0.00761380884796381}, {'X': 0.6254026889801025, 'Y': 0.4795379638671875, 'Z': 0.012336972169578075}, {'X': 0.6211787462234497, 'Y': 0.42458778619766235, 'Z': -0.004483412019908428}, {'X': 0.6204981803894043, 'Y': 0.3772958219051361, 'Z': -0.020192798227071762}, {'X': 0.6750747561454773, 'Y': 0.587141215801239, 'Z': 0.0016045384109020233}, {'X': 0.678919792175293, 'Y': 0.50063556432724, 'Z': 0.0021876427344977856}, {'X': 0.6811598539352417, 'Y': 0.45013627409935, 'Z': -0.013018807396292686}, {'X': 0.6821595430374146, 'Y': 0.407578706741333, 'Z': -0.02786073461174965}, {'X': 0.71563720703125, 'Y': 0.6150497198104858, 'Z': -0.006690064910799265}, {'X': 0.7370641231536865, 'Y': 0.5491875410079956, 'Z': -0.01639939285814762}, {'X': 0.7491029500961304, 'Y': 0.5084861516952515, 'Z': -0.029913680627942085}, {'X': 0.7555776238441467, 'Y': 0.46778538823127747, 'Z': -0.04097793623805046}]
[{'X': 0.6548775434494019, 'Y': 0.7648335695266724, 'Z': -9.776363003766164e-05}, {'X': 0.590869128704071, 'Y': 0.7320005893707275, 'Z': -0.029852397739887238}, {'X': 0.5446531772613525, 'Y': 0.6665846109390259, 'Z': -0.03269731253385544}, {'X': 0.5240473747253418, 'Y': 0.6019263863563538, 'Z': -0.038925331085920334}, {'X': 0.5081626176834106, 'Y': 0.5559919476509094, 'Z': -0.03785540163516998}, {'X': 0.593013346195221, 'Y': 0.578416109085083, 'Z': 0.009509194642305374}, {'X': 0.5840157866477966, 'Y': 0.49350425601005554, 'Z': 0.004424917511641979}, {'X': 0.5806266665458679, 'Y': 0.44312193989753723, 'Z': -0.0034531792625784874}, {'X': 0.5806757211685181, 'Y': 0.39877158403396606, 'Z': -0.011887634173035622}, {'X': 0.6367958784103394, 'Y': 0.5732755661010742, 'Z': 0.008134379051625729}, {'X': 0.6278932094573975, 'Y': 0.48764294385910034, 'Z': 0.005795973353087902}, {'X': 0.6244045495986938, 'Y': 0.43770095705986023, 'Z': -0.016863524913787842}, {'X': 0.6262496113777161, 'Y': 0.39657601714134216, 'Z': -0.035612426698207855}, {'X': 0.6781592965126038, 'Y': 0.5849490761756897, 'Z': 0.000695684808306396}, {'X': 0.6813463568687439, 'Y': 0.5102740526199341, 'Z': -0.009330193512141705}, {'X': 0.6803845167160034, 'Y': 0.47884923219680786, 'Z': -0.03507214039564133}, {'X': 0.6792681217193604, 'Y': 0.4570868909358978, 'Z': -0.05282482132315636}, {'X': 0.7185556888580322, 'Y': 0.6097822189331055, 'Z': -0.008454776369035244}, {'X': 0.7357684373855591, 'Y': 0.5510607957839966, 'Z': -0.020005257800221443}, {'X': 0.7461167573928833, 'Y': 0.5145201086997986, 'Z': -0.03367992118000984}, {'X': 0.7520171999931335, 'Y': 0.4782394766807556, 'Z': -0.045764654874801636}]
[{'X': 0.6529605388641357, 'Y': 0.7472741603851318, 'Z': -6.875293183838949e-05}, {'X': 0.5912635922431946, 'Y': 0.7159255146980286, 'Z': -0.018464524298906326}, {'X': 0.552096962928772, 'Y': 0.6513500213623047, 'Z': -0.013186906464397907}, {'X': 0.5329422354698181, 'Y': 0.5928550958633423, 'Z': -0.013938107527792454}, {'X': 0.5195408463478088, 'Y': 0.5498384237289429, 'Z': -0.00909764226526022}, {'X': 0.5968993306159973, 'Y': 0.5645483136177063, 'Z': 0.046132225543260574}, {'X': 0.5898430943489075, 'Y': 0.48889702558517456, 'Z': 0.046975862234830856}, {'X': 0.5883696675300598, 'Y': 0.4413621127605438, 'Z': 0.0356748029589653}, {'X': 0.586861252784729, 'Y': 0.3981386423110962, 'Z': 0.026452817022800446}, {'X': 0.6377352476119995, 'Y': 0.5663087964057922, 'Z': 0.037774186581373215}, {'X': 0.6375153660774231, 'Y': 0.49656301736831665, 'Z': 0.028657544404268265}, {'X': 0.6350101828575134, 'Y': 0.46155914664268494, 'Z': -0.014410139061510563}, {'X': 0.631781816482544, 'Y': 0.4393817186355591, 'Z': -0.04474521055817604}, {'X': 0.6784828901290894, 'Y': 0.5810374021530151, 'Z': 0.024053260684013367}, {'X': 0.6873083114624023, 'Y': 0.5202893018722534, 'Z': 0.007359758950769901}, {'X': 0.6848869919776917, 'Y': 0.5035926103591919, 'Z': -0.039035286754369736}, {'X': 0.67706298828125, 'Y': 0.500922679901123, 'Z': -0.06750403344631195}, {'X': 0.7174900770187378, 'Y': 0.6057155132293701, 'Z': 0.0093685332685709}, {'X': 0.7309356927871704, 'Y': 0.554037868976593, 'Z': 0.004187397658824921}, {'X': 0.73757404088974, 'Y': 0.5141687989234924, 'Z': -0.011239135637879372}, {'X': 0.7364040017127991, 'Y': 0.4796304702758789, 'Z': -0.024211382493376732}]
[{'X': 0.661527156829834, 'Y': 0.7161754965782166, 'Z': -7.478732004528865e-05}, {'X': 0.5984907150268555, 'Y': 0.6918326020240784, 'Z': -0.024755610153079033}, {'X': 0.5589214563369751, 'Y': 0.6362124681472778, 'Z': -0.02536156214773655}, {'X': 0.5408903360366821, 'Y': 0.5834906697273254, 'Z': -0.025140374898910522}, {'X': 0.5308079719543457, 'Y': 0.5439082384109497, 'Z': -0.018879443407058716}, {'X': 0.6025663018226624, 'Y': 0.5542818307876587, 'Z': 0.0075418162159621716}, {'X': 0.5981594920158386, 'Y': 0.4774892330169678, 'Z': -0.011778821237385273}, {'X': 0.5964934825897217, 'Y': 0.4268587529659271, 'Z': -0.027718560770154}, {'X': 0.5941793322563171, 'Y': 0.3841955363750458, 'Z': -0.03842810168862343}, {'X': 0.6431279182434082, 'Y': 0.5557072162628174, 'Z': 0.0010733014205470681}, {'X': 0.6486639380455017, 'Y': 0.48199766874313354, 'Z': -0.038718778640031815}, {'X': 0.6503279209136963, 'Y': 0.45928218960762024, 'Z': -0.09540335088968277}, {'X': 0.6489871144294739, 'Y': 0.4550820589065552, 'Z': -0.128395214676857}, {'X': 0.6836776733398438, 'Y': 0.5681220889091492, 'Z': -0.00884211529046297}, {'X': 0.694779098033905, 'Y': 0.5094010829925537, 'Z': -0.05256618559360504}, {'X': 0.6895765066146851, 'Y': 0.5164985060691833, 'Z': -0.1012539267539978}, {'X': 0.6787467002868652, 'Y': 0.5359034538269043, 'Z': -0.1222359761595726}, {'X': 0.7220705151557922, 'Y': 0.5911414623260498, 'Z': -0.01842806488275528}, {'X': 0.7387031316757202, 'Y': 0.5410861372947693, 'Z': -0.041763871908187866}, {'X': 0.7465784549713135, 'Y': 0.5043330192565918, 'Z': -0.06342075765132904}, {'X': 0.7461165189743042, 'Y': 0.4742606282234192, 'Z': -0.0734800472855568}]
[{'X': 0.6735064387321472, 'Y': 0.716751217842102, 'Z': 7.3478627200529445e-06}, {'X': 0.6131861209869385, 'Y': 0.6813606023788452, 'Z': -0.019368253648281097}, {'X': 0.5769503712654114, 'Y': 0.6208495497703552, 'Z': -0.018437372520565987}, {'X': 0.5603571534156799, 'Y': 0.568621039390564, 'Z': -0.017397312447428703}, {'X': 0.5511981844902039, 'Y': 0.5286842584609985, 'Z': -0.012948098592460155}, {'X': 0.6195849776268005, 'Y': 0.5495538115501404, 'Z': 0.017749397084116936}, {'X': 0.6109404563903809, 'Y': 0.47285348176956177, 'Z': -0.006169440224766731}, {'X': 0.6093143224716187, 'Y': 0.42567843198776245, 'Z': -0.028401780873537064}, {'X': 0.608694851398468, 'Y': 0.3837169110774994, 'Z': -0.04136068746447563}, {'X': 0.658941388130188, 'Y': 0.5551853775978088, 'Z': 0.009191137738525867}, {'X': 0.6632094383239746, 'Y': 0.481292188167572, 'Z': -0.03897092863917351}, {'X': 0.6608760356903076, 'Y': 0.464605450630188, 'Z': -0.09283873438835144}, {'X': 0.6562008261680603, 'Y': 0.46339115500450134, 'Z': -0.12136565148830414}, {'X': 0.6969217658042908, 'Y': 0.5694640278816223, 'Z': -0.004695113282650709}, {'X': 0.7016975283622742, 'Y': 0.5167014598846436, 'Z': -0.055709369480609894}, {'X': 0.6855530142784119, 'Y': 0.553408682346344, 'Z': -0.09490396827459335}, {'X': 0.6695767641067505, 'Y': 0.5939684510231018, 'Z': -0.10366585850715637}, {'X': 0.73246169090271, 'Y': 0.5929403305053711, 'Z': -0.01825554668903351}, {'X': 0.747719943523407, 'Y': 0.5425499677658081, 'Z': -0.03987690806388855}, {'X': 0.7542189955711365, 'Y': 0.5060648322105408, 'Z': -0.058214861899614334}, {'X': 0.7559797763824463, 'Y': 0.4708862900733948, 'Z': -0.06616005301475525}]
[{'X': 0.6735064387321472, 'Y': 0.716751217842102, 'Z': 7.3478627200529445e-06}, {'X': 0.6131861209869385, 'Y': 0.6813606023788452, 'Z': -0.019368253648281097}, {'X': 0.5769503712654114, 'Y': 0.6208495497703552, 'Z': -0.018437372520565987}, {'X': 0.5603571534156799, 'Y': 0.568621039390564, 'Z': -0.017397312447428703}, {'X': 0.5511981844902039, 'Y': 0.5286842584609985, 'Z': -0.012948098592460155}, {'X': 0.6195849776268005, 'Y': 0.5495538115501404, 'Z': 0.017749397084116936}, {'X': 0.6109404563903809, 'Y': 0.47285348176956177, 'Z': -0.006169440224766731}, {'X': 0.6093143224716187, 'Y': 0.42567843198776245, 'Z': -0.028401780873537064}, {'X': 0.608694851398468, 'Y': 0.3837169110774994, 'Z': -0.04136068746447563}, {'X': 0.658941388130188, 'Y': 0.5551853775978088, 'Z': 0.009191137738525867}, {'X': 0.6632094383239746, 'Y': 0.481292188167572, 'Z': -0.03897092863917351}, {'X': 0.6608760356903076, 'Y': 0.464605450630188, 'Z': -0.09283873438835144}, {'X': 0.6562008261680603, 'Y': 0.46339115500450134, 'Z': -0.12136565148830414}, {'X': 0.6969217658042908, 'Y': 0.5694640278816223, 'Z': -0.004695113282650709}, {'X': 0.7016975283622742, 'Y': 0.5167014598846436, 'Z': -0.055709369480609894}, {'X': 0.6855530142784119, 'Y': 0.553408682346344, 'Z': -0.09490396827459335}, {'X': 0.6695767641067505, 'Y': 0.5939684510231018, 'Z': -0.10366585850715637}, {'X': 0.73246169090271, 'Y': 0.5929403305053711, 'Z': -0.01825554668903351}, {'X': 0.747719943523407, 'Y': 0.5425499677658081, 'Z': -0.03987690806388855}, {'X': 0.7542189955711365, 'Y': 0.5060648322105408, 'Z': -0.058214861899614334}, {'X': 0.7559797763824463, 'Y': 0.4708862900733948, 'Z': -0.06616005301475525}]
