[{'X': 0.7397363781929016, 'Y': 0.6989759206771851, 'Z': -5.1177761633880436e-05}, {'X': 0.6646831631660461, 'Y': 0.6721172332763672, 'Z': -0.0064511909149587154}, {'X': 0.6173290610313416, 'Y': 0.6055712699890137, 'Z': 0.0053794910199940205}, {'X': 0.5932519435882568, 'Y': 0.5329088568687439, 'Z': 0.010604497976601124}, {'X': 0.5765427350997925, 'Y': 0.47935065627098083, 'Z': 0.01949087157845497}, {'X': 0.6444233655929565, 'Y': 0.5211247205734253, 'Z': 0.048495884984731674}, {'X': 0.6129651069641113, 'Y': 0.43805137276649475, 'Z': 0.052054960280656815}, {'X': 0.5964576005935669, 'Y': 0.3870682716369629, 'Z': 0.04819445684552193}, {'X': 0.5851359963417053, 'Y': 0.3422940969467163, 'Z': 0.04067137837409973}, {'X': 0.6830363869667053, 'Y': 0.49923646450042725, 'Z': 0.03957170620560646}, {'X': 0.6548468470573425, 'Y': 0.4041014015674591, 'Z': 0.04865070804953575}, {'X': 0.6393191814422607, 'Y': 0.34654897451400757, 'Z': 0.02935745380818844}, {'X': 0.6270465850830078, 'Y': 0.30022650957107544, 'Z': 0.01298818551003933}, {'X': 0.7244492769241333, 'Y': 0.4924575984477997, 'Z': 0.025875328108668327}, {'X': 0.7060965895652771, 'Y': 0.40230441093444824, 'Z': 0.032171186059713364}, {'X': 0.6924299597740173, 'Y': 0.34799227118492126, 'Z': 0.015923602506518364}, {'X': 0.679331362247467, 'Y': 0.3056710362434387, 'Z': 0.002303711138665676}, {'X': 0.7680302262306213, 'Y': 0.5001653432846069, 'Z': 0.011275378055870533}, {'X': 0.7595401406288147, 'Y': 0.42531296610832214, 'Z': 0.005812305491417646}, {'X': 0.7496587634086609, 'Y': 0.37745749950408936, 'Z': -0.0071627735160291195}, {'X': 0.7353470921516418, 'Y': 0.33721494674682617, 'Z': -0.01658242754638195}]
[{'X': 0.739980936050415, 'Y': 0.7013727426528931, 'Z': -5.646667705150321e-05}, {'X': 0.6637986302375793, 'Y': 0.6703304648399353, 'Z': -0.006011365447193384}, {'X': 0.6170887351036072, 'Y': 0.6031750440597534, 'Z': 0.00635930709540844}, {'X': 0.5941134095191956, 'Y': 0.5289802551269531, 'Z': 0.0117464829236269}, {'X': 0.5780565738677979, 'Y': 0.47355231642723083, 'Z': 0.021780679002404213}, {'X': 0.6448249220848083, 'Y': 0.5194013714790344, 'Z': 0.05365108326077461}, {'X': 0.613399088382721, 'Y': 0.43543481826782227, 'Z': 0.056947872042655945}, {'X': 0.5973153710365295, 'Y': 0.3842073678970337, 'Z': 0.05282660573720932}, {'X': 0.5864402055740356, 'Y': 0.3393523395061493, 'Z': 0.04642010107636452}, {'X': 0.6840094923973083, 'Y': 0.49816423654556274, 'Z': 0.045046158134937286}, {'X': 0.6562060117721558, 'Y': 0.4019983112812042, 'Z': 0.05311637744307518}, {'X': 0.6413388848304749, 'Y': 0.34543073177337646, 'Z': 0.033165160566568375}, {'X': 0.6294470429420471, 'Y': 0.29855579137802124, 'Z': 0.01758035458624363}, {'X': 0.725464403629303, 'Y': 0.49206072092056274, 'Z': 0.031109465286135674}, {'X': 0.70772784948349, 'Y': 0.40078404545783997, 'Z': 0.03755435720086098}, {'X': 0.6942191123962402, 'Y': 0.34666338562965393, 'Z': 0.022014271467924118}, {'X': 0.6814342141151428, 'Y': 0.30328333377838135, 'Z': 0.009480779990553856}, {'X': 0.7687065601348877, 'Y': 0.5006277561187744, 'Z': 0.016366032883524895}, {'X': 0.760394275188446, 'Y': 0.4260860085487366, 'Z': 0.013432850129902363}, {'X': 0.7501487731933594, 'Y': 0.3776954412460327, 'Z': 0.0017038544174283743}, {'X': 0.7350871562957764, 'Y': 0.3353714942932129, 'Z': -0.006722643505781889}]
[{'X': 0.7459971904754639, 'Y': 0.6995889544487, 'Z': -6.106848741183057e-05}, {'X': 0.6681653261184692, 'Y': 0.6713082790374756, 'Z': 0.0010471884161233902}, {'X': 0.6202570796012878, 'Y': 0.6031705141067505, 'Z': 0.016205117106437683}, {'X': 0.5966213345527649, 'Y': 0.5300729274749756, 'Z': 0.023250974714756012}, {'X': 0.5794967412948608, 'Y': 0.4777827262878418, 'Z': 0.03457939252257347}, {'X': 0.6467256546020508, 'Y': 0.5189589262008667, 'Z': 0.05564461648464203}, {'X': 0.6157240867614746, 'Y': 0.43621042370796204, 'Z': 0.06280303001403809}, {'X': 0.6004900336265564, 'Y': 0.3839341700077057, 'Z': 0.061340585350990295}, {'X': 0.58980792760849, 'Y': 0.33859992027282715, 'Z': 0.056118402630090714}, {'X': 0.6858640313148499, 'Y': 0.4965500235557556, 'Z': 0.044045042246580124}, {'X': 0.6581571698188782, 'Y': 0.40216270089149475, 'Z': 0.05811317637562752}, {'X': 0.6421772837638855, 'Y': 0.3448512852191925, 'Z': 0.04304612800478935}, {'X': 0.6291987895965576, 'Y': 0.2992658317089081, 'Z': 0.029348820447921753}, {'X': 0.7274723052978516, 'Y': 0.4900355935096741, 'Z': 0.028068002313375473}, {'X': 0.7084333300590515, 'Y': 0.40142351388931274, 'Z': 0.0375223234295845}, {'X': 0.6940014362335205, 'Y': 0.3476693034172058, 'Z': 0.026786379516124725}, {'X': 0.6804486513137817, 'Y': 0.3058655261993408, 'Z': 0.017818612977862358}, {'X': 0.7710961699485779, 'Y': 0.4986567199230194, 'Z': 0.01150553673505783}, {'X': 0.7617124915122986, 'Y': 0.42303869128227234, 'Z': 0.00886375643312931}, {'X': 0.7516712546348572, 'Y': 0.3763836622238159, 'Z': -0.00047966185957193375}, {'X': 0.7377068400382996, 'Y': 0.33617937564849854, 'Z': -0.006258968263864517}]
[{'X': 0.7485700845718384, 'Y': 0.7023419737815857, 'Z': -6.0952788771828637e-05}, {'X': 0.6709976196289062, 'Y': 0.6745067834854126, 'Z': -0.0020934550557285547}, {'X': 0.6224300861358643, 'Y': 0.6033076643943787, 'Z': 0.011641855351626873}, {'X': 0.5986763834953308, 'Y': 0.5282331705093384, 'Z': 0.017104150727391243}, {'X': 0.5799567103385925, 'Y': 0.4752340614795685, 'Z': 0.027506424114108086}, {'X': 0.6466907262802124, 'Y': 0.5166225433349609, 'Z': 0.05316583067178726}, {'X': 0.6165581941604614, 'Y': 0.43260496854782104, 'Z': 0.061647929251194}, {'X': 0.6020066738128662, 'Y': 0.3805917203426361, 'Z': 0.06224159523844719}, {'X': 0.5919594168663025, 'Y': 0.3359413743019104, 'Z': 0.058394528925418854}, {'X': 0.6862384676933289, 'Y': 0.49355363845825195, 'Z': 0.04400409385561943}, {'X': 0.658865749835968, 'Y': 0.3979273736476898, 'Z': 0.06006036698818207}, {'X': 0.6430653929710388, 'Y': 0.34246087074279785, 'Z': 0.046824127435684204}, {'X': 0.6310614943504333, 'Y': 0.29819372296333313, 'Z': 0.03428896516561508}, {'X': 0.7281337976455688, 'Y': 0.48694220185279846, 'Z': 0.030664801597595215}, {'X': 0.7097583413124084, 'Y': 0.39659836888313293, 'Z': 0.041349735110998154}, {'X': 0.6956069469451904, 'Y': 0.344005823135376, 'Z': 0.032463189214468}, {'X': 0.682903528213501, 'Y': 0.30236172676086426, 'Z': 0.024409204721450806}, {'X': 0.7720990180969238, 'Y': 0.4961288273334503, 'Z': 0.016210127621889114}, {'X': 0.7634403109550476, 'Y': 0.420721173286438, 'Z': 0.015683218836784363}, {'X': 0.7541693449020386, 'Y': 0.37509214878082275, 'Z': 0.008243896998465061}, {'X': 0.7411020994186401, 'Y': 0.3342099189758301, 'Z': 0.003741820342838764}]
[{'X': 0.7426682114601135, 'Y': 0.698703408241272, 'Z': -3.846510298899375e-05}, {'X': 0.6686275601387024, 'Y': 0.6682935953140259, 'Z': -0.006321254651993513}, {'X': 0.6206382513046265, 'Y': 0.5983334183692932, 'Z': 0.0076570091769099236}, {'X': 0.5966427326202393, 'Y': 0.5240113735198975, 'Z': 0.015789739787578583}, {'X': 0.5807486176490784, 'Y': 0.47358438372612, 'Z': 0.029184581711888313}, {'X': 0.6476519107818604, 'Y': 0.5161948800086975, 'Z': 0.04342276602983475}, {'X': 0.6167049407958984, 'Y': 0.43066975474357605, 'Z': 0.04611263424158096}, {'X': 0.6004906296730042, 'Y': 0.3793596029281616, 'Z': 0.04209284111857414}, {'X': 0.5891926288604736, 'Y': 0.3351500630378723, 'Z': 0.03481085225939751}, {'X': 0.687019407749176, 'Y': 0.4947991967201233, 'Z': 0.03454829752445221}, {'X': 0.6592944264411926, 'Y': 0.3970456123352051, 'Z': 0.041990749537944794}, {'X': 0.6436662077903748, 'Y': 0.3402729034423828, 'Z': 0.022162172943353653}, {'X': 0.6315740942955017, 'Y': 0.29498547315597534, 'Z': 0.005443189293146133}, {'X': 0.7292963266372681, 'Y': 0.48905500769615173, 'Z': 0.021153630688786507}, {'X': 0.712189257144928, 'Y': 0.39686375856399536, 'Z': 0.02441789209842682}, {'X': 0.6995362639427185, 'Y': 0.34086090326309204, 'Z': 0.006682840641587973}, {'X': 0.68650221824646, 'Y': 0.29620832204818726, 'Z': -0.007490190211683512}, {'X': 0.7738975286483765, 'Y': 0.49942684173583984, 'Z': 0.007265964988619089}, {'X': 0.7676023244857788, 'Y': 0.4241926074028015, 'Z': 0.0014595385873690248}, {'X': 0.7590163946151733, 'Y': 0.37524133920669556, 'Z': -0.01165731344372034}, {'X': 0.7444396018981934, 'Y': 0.3319348692893982, 'Z': -0.019769180566072464}]
[{'X': 0.747299313545227, 'Y': 0.697208821773529, 'Z': -5.6658784160390496e-05}, {'X': 0.6720086932182312, 'Y': 0.667485773563385, 'Z': -0.008813248947262764}, {'X': 0.6234242916107178, 'Y': 0.5971083641052246, 'Z': 0.0026186497416347265}, {'X': 0.5997282266616821, 'Y': 0.5226532220840454, 'Z': 0.00796334445476532}, {'X': 0.5834026336669922, 'Y': 0.4699726104736328, 'Z': 0.01955142617225647}, {'X': 0.6494423747062683, 'Y': 0.5150424242019653, 'Z': 0.03865436092019081}, {'X': 0.618781328201294, 'Y': 0.4278450906276703, 'Z': 0.039869848638772964}, {'X': 0.6046831607818604, 'Y': 0.37647828459739685, 'Z': 0.03633471578359604}, {'X': 0.5949828624725342, 'Y': 0.3315296471118927, 'Z': 0.029864517971873283}, {'X': 0.6897081732749939, 'Y': 0.49266335368156433, 'Z': 0.029977958649396896}, {'X': 0.6626211404800415, 'Y': 0.39425215125083923, 'Z': 0.03818900138139725}, {'X': 0.647702693939209, 'Y': 0.33947980403900146, 'Z': 0.020269935950636864}, {'X': 0.6366177797317505, 'Y': 0.2963074743747711, 'Z': 0.005227650050073862}, {'X': 0.7318602800369263, 'Y': 0.4865929186344147, 'Z': 0.017037544399499893}, {'X': 0.7144284248352051, 'Y': 0.3944944441318512, 'Z': 0.019683999940752983}, {'X': 0.700203001499176, 'Y': 0.33841004967689514, 'Z': 0.0029081564862281084}, {'X': 0.6861763596534729, 'Y': 0.2930852174758911, 'Z': -0.01017501950263977}, {'X': 0.7758339643478394, 'Y': 0.49717235565185547, 'Z': 0.003075028071179986}, {'X': 0.7711199522018433, 'Y': 0.4230615198612213, 'Z': -0.0029215833637863398}, {'X': 0.7620006799697876, 'Y': 0.3762511610984802, 'Z': -0.014863810501992702}, {'X': 0.7469751238822937, 'Y': 0.33412718772888184, 'Z': -0.021934160962700844}]
[{'X': 0.7414893507957458, 'Y': 0.6916713714599609, 'Z': -6.4832107455004e-05}, {'X': 0.6670998334884644, 'Y': 0.6588553190231323, 'Z': -0.002363898092880845}, {'X': 0.6200515627861023, 'Y': 0.5911844372749329, 'Z': 0.014856134541332722}, {'X': 0.5978088974952698, 'Y': 0.5199215412139893, 'Z': 0.0233612023293972}, {'X': 0.5890706181526184, 'Y': 0.4661857485771179, 'Z': 0.03709754720330238}, {'X': 0.650824248790741, 'Y': 0.5095886588096619, 'Z': 0.06358963996171951}, {'X': 0.6240994334220886, 'Y': 0.42432543635368347, 'Z': 0.07197214663028717}, {'X': 0.6104381084442139, 'Y': 0.37569570541381836, 'Z': 0.073008231818676}, {'X': 0.6009371280670166, 'Y': 0.33444809913635254, 'Z': 0.06926174461841583}, {'X': 0.6899421811103821, 'Y': 0.48848527669906616, 'Z': 0.05469115823507309}, {'X': 0.6671545505523682, 'Y': 0.3979961574077606, 'Z': 0.06783165037631989}, {'X': 0.6513247489929199, 'Y': 0.34725451469421387, 'Z': 0.05570174753665924}, {'X': 0.6387286186218262, 'Y': 0.3101118206977844, 'Z': 0.04555126279592514}, {'X': 0.7300423383712769, 'Y': 0.48231425881385803, 'Z': 0.03904253616929054}, {'X': 0.7181038856506348, 'Y': 0.3971400260925293, 'Z': 0.04976195469498634}, {'X': 0.7049599289894104, 'Y': 0.3422355651855469, 'Z': 0.037159357219934464}, {'X': 0.6902855634689331, 'Y': 0.2995956540107727, 'Z': 0.025132721289992332}, {'X': 0.7718702554702759, 'Y': 0.4919620454311371, 'Z': 0.02238893322646618}, {'X': 0.7683137655258179, 'Y': 0.42417433857917786, 'Z': 0.02258187159895897}, {'X': 0.7597496509552002, 'Y': 0.3790423274040222, 'Z': 0.011686508543789387}, {'X': 0.743906557559967, 'Y': 0.3404521346092224, 'Z': 0.004677203483879566}]
[{'X': 0.748672366142273, 'Y': 0.6859645247459412, 'Z': -8.65889887791127e-05}, {'X': 0.6740301847457886, 'Y': 0.6500459909439087, 'Z': -0.004586004186421633}, {'X': 0.6230250597000122, 'Y': 0.5772338509559631, 'Z': 0.01530000101774931}, {'X': 0.6001039147377014, 'Y': 0.5073067545890808, 'Z': 0.024315286427736282}, {'X': 0.5948640704154968, 'Y': 0.4544965326786041, 'Z': 0.0405421257019043}, {'X': 0.6568657755851746, 'Y': 0.5035649538040161, 'Z': 0.07208144664764404}, {'X': 0.6299055814743042, 'Y': 0.4205717444419861, 'Z': 0.0835203006863594}, {'X': 0.6190505623817444, 'Y': 0.3734986484050751, 'Z': 0.08622178435325623}, {'X': 0.6102321147918701, 'Y': 0.3363990783691406, 'Z': 0.08024443686008453}, {'X': 0.6963186264038086, 'Y': 0.48448628187179565, 'Z': 0.06279901415109634}, {'X': 0.6768736839294434, 'Y': 0.3995136618614197, 'Z': 0.07846912741661072}, {'X': 0.6632567644119263, 'Y': 0.3568618595600128, 'Z': 0.06490146368741989}, {'X': 0.6502387523651123, 'Y': 0.3337690830230713, 'Z': 0.05194076895713806}, {'X': 0.734583854675293, 'Y': 0.4788476526737213, 'Z': 0.046999894082546234}, {'X': 0.7222060561180115, 'Y': 0.4027435779571533, 'Z': 0.05869691073894501}, {'X': 0.7067193388938904, 'Y': 0.3619941473007202, 'Z': 0.04339952766895294}, {'X': 0.6885827779769897, 'Y': 0.33844730257987976, 'Z': 0.028750400990247726}, {'X': 0.7759423851966858, 'Y': 0.48630741238594055, 'Z': 0.028605662286281586}, {'X': 0.7701697945594788, 'Y': 0.4282466769218445, 'Z': 0.02609577216207981}, {'X': 0.7559412121772766, 'Y': 0.3977341055870056, 'Z': 0.012790445238351822}, {'X': 0.7355344891548157, 'Y': 0.379644513130188, 'Z': 0.004288944881409407}]
[{'X': 0.758391797542572, 'Y': 0.6722702383995056, 'Z': -7.181417458923534e-05}, {'X': 0.6863545775413513, 'Y': 0.6376829147338867, 'Z': 0.01568649522960186}, {'X': 0.6353714466094971, 'Y': 0.5589936971664429, 'Z': 0.03337292745709419}, {'X': 0.6108366847038269, 'Y': 0.4927290380001068, 'Z': 0.03808009997010231}, {'X': 0.6089074611663818, 'Y': 0.44585520029067993, 'Z': 0.043907128274440765}, {'X': 0.6573907732963562, 'Y': 0.4885382652282715, 'Z': 0.07477516680955887}, {'X': 0.6342126131057739, 'Y': 0.41316354274749756, 'Z': 0.07088155299425125}, {'X': 0.6279146075248718, 'Y': 0.37113112211227417, 'Z': 0.056547123938798904}, {'X': 0.6273511648178101, 'Y': 0.3416728377342224, 'Z': 0.043204911053180695}, {'X': 0.6907594203948975, 'Y': 0.47463423013687134, 'Z': 0.051842160522937775}, {'X': 0.6777052879333496, 'Y': 0.3868001103401184, 'Z': 0.03005480207502842}, {'X': 0.6679443717002869, 'Y': 0.4055868685245514, 'Z': -0.0032382679637521505}, {'X': 0.668506383895874, 'Y': 0.44229748845100403, 'Z': -0.016814321279525757}, {'X': 0.7265049815177917, 'Y': 0.477981299161911, 'Z': 0.025772996246814728}, {'X': 0.7144947648048401, 'Y': 0.39772629737854004, 'Z': -0.006945259403437376}, {'X': 0.7022329568862915, 'Y': 0.4294074475765228, 'Z': -0.03618235886096954}, {'X': 0.6998843550682068, 'Y': 0.4658604562282562, 'Z': -0.0438556969165802}, {'X': 0.7659304141998291, 'Y': 0.4927715063095093, 'Z': 0.003077714703977108}, {'X': 0.7479898929595947, 'Y': 0.44525712728500366, 'Z': -0.028344500809907913}, {'X': 0.7321018576622009, 'Y': 0.4748004674911499, 'Z': -0.047733373939991}, {'X': 0.7230278253555298, 'Y': 0.5082765221595764, 'Z': -0.053070563822984695}]
[{'X': 0.7520177364349365, 'Y': 0.6651038527488708, 'Z': -7.579405792057514e-05}, {'X': 0.6843369007110596, 'Y': 0.6328898072242737, 'Z': 0.004044060595333576}, {'X': 0.6407134532928467, 'Y': 0.5577030181884766, 'Z': 0.010061915032565594}, {'X': 0.6185680031776428, 'Y': 0.49241018295288086, 'Z': 0.007331259083002806}, {'X': 0.6119728684425354, 'Y': 0.44097888469696045, 'Z': -0.0021443148143589497}, {'X': 0.6573032736778259, 'Y': 0.48723796010017395, 'Z': 0.04261958599090576}, {'X': 0.6346695423126221, 'Y': 0.41744741797447205, 'Z': 0.02337990328669548}, {'X': 0.6288973689079285, 'Y': 0.3730982542037964, 'Z': -0.005826923530548811}, {'X': 0.6286370158195496, 'Y': 0.3438568115234375, 'Z': -0.029539335519075394}, {'X': 0.6913377642631531, 'Y': 0.4781845510005951, 'Z': 0.01995190978050232}, {'X': 0.6794220805168152, 'Y': 0.3914256691932678, 'Z': -0.005840288940817118}, {'X': 0.6657581925392151, 'Y': 0.39689141511917114, 'Z': -0.04463361203670502}, {'X': 0.6634030342102051, 'Y': 0.43113112449645996, 'Z': -0.06722422689199448}, {'X': 0.7272109985351562, 'Y': 0.48667559027671814, 'Z': -0.005965812131762505}, {'X': 0.721321702003479, 'Y': 0.4040863513946533, 'Z': -0.05030831694602966}, {'X': 0.7070331573486328, 'Y': 0.4178372323513031, 'Z': -0.09718429297208786}, {'X': 0.7015834450721741, 'Y': 0.45141729712486267, 'Z': -0.11994854360818863}, {'X': 0.7642388939857483, 'Y': 0.5071331262588501, 'Z': -0.029934179037809372}, {'X': 0.7525059580802917, 'Y': 0.4719982445240021, 'Z': -0.08396130800247192}, {'X': 0.734292209148407, 'Y': 0.502243161201477, 'Z': -0.12280096113681793}, {'X': 0.7196478843688965, 'Y': 0.5430253148078918, 'Z': -0.1446332484483719}]
[{'X': 0.7722926735877991, 'Y': 0.6872683763504028, 'Z': -4.7200159315252677e-05}, {'X': 0.6960156559944153, 'Y': 0.6362643241882324, 'Z': 0.00893047358840704}, {'X': 0.6484740972518921, 'Y': 0.5539013147354126, 'Z': 0.015000649727880955}, {'X': 0.6262050867080688, 'Y': 0.4840077757835388, 'Z': 0.0110963499173522}, {'X': 0.6088430881500244, 'Y': 0.43109405040740967, 'Z': 0.0037742150016129017}, {'X': 0.6630873084068298, 'Y': 0.49131500720977783, 'Z': 0.042209964245557785}, {'X': 0.6476504802703857, 'Y': 0.4214930534362793, 'Z': 0.02376987412571907}, {'X': 0.6424622535705566, 'Y': 0.3777863383293152, 'Z': -0.0005906012956984341}, {'X': 0.6343346834182739, 'Y': 0.3426465392112732, 'Z': -0.02297125570476055}, {'X': 0.6995197534561157, 'Y': 0.48426344990730286, 'Z': 0.02222946099936962}, {'X': 0.6877633333206177, 'Y': 0.4045987129211426, 'Z': -0.014456644654273987}, {'X': 0.6729975342750549, 'Y': 0.3980431854724884, 'Z': -0.06137363240122795}, {'X': 0.6646206378936768, 'Y': 0.4183623790740967, 'Z': -0.09054982662200928}, {'X': 0.7381446361541748, 'Y': 0.49545758962631226, 'Z': -0.0025789961218833923}, {'X': 0.730782151222229, 'Y': 0.4196200370788574, 'Z': -0.047226063907146454}, {'X': 0.7118629217147827, 'Y': 0.42018988728523254, 'Z': -0.09203062951564789}, {'X': 0.6964198350906372, 'Y': 0.44159096479415894, 'Z': -0.11574625968933105}, {'X': 0.7805435657501221, 'Y': 0.5193321704864502, 'Z': -0.023269854485988617}, {'X': 0.7612759470939636, 'Y': 0.4868730902671814, 'Z': -0.07502686232328415}, {'X': 0.7385600805282593, 'Y': 0.5135748386383057, 'Z': -0.11491386592388153}, {'X': 0.7210899591445923, 'Y': 0.5504285097122192, 'Z': -0.13853736221790314}]
