[{'X': 0.7163242697715759, 'Y': 0.8506801724433899, 'Z': -7.382492913166061e-05}, {'X': 0.6483073234558105, 'Y': 0.8380391597747803, 'Z': -0.03533453494310379}, {'X': 0.5942269563674927, 'Y': 0.7587814331054688, 'Z': -0.049641210585832596}, {'X': 0.5774721503257751, 'Y': 0.6681026220321655, 'Z': -0.06821179389953613}, {'X': 0.5817924737930298, 'Y': 0.6048794984817505, 'Z': -0.08363273739814758}, {'X': 0.6304038166999817, 'Y': 0.6469868421554565, 'Z': 0.018724657595157623}, {'X': 0.615860104560852, 'Y': 0.5452629327774048, 'Z': 0.01727418601512909}, {'X': 0.6142857670783997, 'Y': 0.48903048038482666, 'Z': 0.007969642989337444}, {'X': 0.6151424050331116, 'Y': 0.4428997039794922, 'Z': -0.00404190830886364}, {'X': 0.6695608496665955, 'Y': 0.6325501203536987, 'Z': 0.013349030166864395}, {'X': 0.6534994840621948, 'Y': 0.519190788269043, 'Z': 0.01902356557548046}, {'X': 0.6481735110282898, 'Y': 0.4559428095817566, 'Z': 0.0038598934188485146}, {'X': 0.6476290225982666, 'Y': 0.4045616388320923, 'Z': -0.009570872411131859}, {'X': 0.7083547711372375, 'Y': 0.6341543793678284, 'Z': 0.0012480461737141013}, {'X': 0.6949751973152161, 'Y': 0.529636561870575, 'Z': 0.0062660034745931625}, {'X': 0.6847655177116394, 'Y': 0.47061777114868164, 'Z': -0.008604521863162518}, {'X': 0.6755432486534119, 'Y': 0.4211617112159729, 'Z': -0.027156902477145195}, {'X': 0.7507844567298889, 'Y': 0.650131106376648, 'Z': -0.017506863921880722}, {'X': 0.7445743680000305, 'Y': 0.5706093311309814, 'Z': -0.019533393904566765}, {'X': 0.7374216914176941, 'Y': 0.521194338798523, 'Z': -0.031591661274433136}, {'X': 0.7281449437141418, 'Y': 0.4754102826118469, 'Z': -0.04511173442006111}]
[{'X': 0.7159274816513062, 'Y': 0.8553125858306885, 'Z': -9.039390715770423e-05}, {'X': 0.6489401459693909, 'Y': 0.8414644598960876, 'Z': -0.033852413296699524}, {'X': 0.5951008796691895, 'Y': 0.7616304159164429, 'Z': -0.046832360327243805}, {'X': 0.5772207379341125, 'Y': 0.6701368093490601, 'Z': -0.06465335190296173}, {'X': 0.577965497970581, 'Y': 0.6055788993835449, 'Z': -0.07913004606962204}, {'X': 0.6298812627792358, 'Y': 0.6522970199584961, 'Z': 0.021069468930363655}, {'X': 0.615506112575531, 'Y': 0.5513908267021179, 'Z': 0.01912005804479122}, {'X': 0.6127715110778809, 'Y': 0.49485957622528076, 'Z': 0.007821538485586643}, {'X': 0.6125581860542297, 'Y': 0.44912004470825195, 'Z': -0.005624469369649887}, {'X': 0.6694789528846741, 'Y': 0.6365628838539124, 'Z': 0.015193121507763863}, {'X': 0.6532320976257324, 'Y': 0.5240556001663208, 'Z': 0.02149505540728569}, {'X': 0.6470572352409363, 'Y': 0.46050283312797546, 'Z': 0.005040711257606745}, {'X': 0.6460344791412354, 'Y': 0.4082881808280945, 'Z': -0.010268631391227245}, {'X': 0.7090387940406799, 'Y': 0.6374932527542114, 'Z': 0.002055119490250945}, {'X': 0.6950027942657471, 'Y': 0.5331317186355591, 'Z': 0.007184595800936222}, {'X': 0.6839810013771057, 'Y': 0.47440749406814575, 'Z': -0.0076377964578568935}, {'X': 0.6753308773040771, 'Y': 0.42484959959983826, 'Z': -0.026628533378243446}, {'X': 0.7516399025917053, 'Y': 0.6535046696662903, 'Z': -0.016852082684636116}, {'X': 0.7448800206184387, 'Y': 0.5721606016159058, 'Z': -0.019669657573103905}, {'X': 0.7375167608261108, 'Y': 0.5220039486885071, 'Z': -0.031130099669098854}, {'X': 0.7287637591362, 'Y': 0.475607693195343, 'Z': -0.044487740844488144}]
[{'X': 0.715495228767395, 'Y': 0.8518828749656677, 'Z': -8.112619980238378e-05}, {'X': 0.6478055715560913, 'Y': 0.8379241228103638, 'Z': -0.03369124233722687}, {'X': 0.5929911732673645, 'Y': 0.7593562602996826, 'Z': -0.04734562709927559}, {'X': 0.5751907825469971, 'Y': 0.6688998937606812, 'Z': -0.06581857055425644}, {'X': 0.5791054368019104, 'Y': 0.6064664721488953, 'Z': -0.08013297617435455}, {'X': 0.6302846074104309, 'Y': 0.6505829691886902, 'Z': 0.020147284492850304}, {'X': 0.6165234446525574, 'Y': 0.5501698851585388, 'Z': 0.01928909309208393}, {'X': 0.6139178276062012, 'Y': 0.4943463206291199, 'Z': 0.009678245522081852}, {'X': 0.6135216951370239, 'Y': 0.44857823848724365, 'Z': -0.0029843137599527836}, {'X': 0.6697059869766235, 'Y': 0.6360042691230774, 'Z': 0.015154478140175343}, {'X': 0.6542026400566101, 'Y': 0.5236377716064453, 'Z': 0.021518809720873833}, {'X': 0.6479483842849731, 'Y': 0.4604266285896301, 'Z': 0.006693962495774031}, {'X': 0.6462613940238953, 'Y': 0.40758615732192993, 'Z': -0.007411819417029619}, {'X': 0.7087400555610657, 'Y': 0.6371392607688904, 'Z': 0.0035553276538848877}, {'X': 0.6955508589744568, 'Y': 0.5340806841850281, 'Z': 0.009020023047924042}, {'X': 0.6844495534896851, 'Y': 0.47519075870513916, 'Z': -0.004283687565475702}, {'X': 0.6747888326644897, 'Y': 0.42466628551483154, 'Z': -0.02187412790954113}, {'X': 0.7508929371833801, 'Y': 0.6526599526405334, 'Z': -0.014133919030427933}, {'X': 0.744214653968811, 'Y': 0.5735933780670166, 'Z': -0.01555616408586502}, {'X': 0.7367715239524841, 'Y': 0.5241475701332092, 'Z': -0.025846553966403008}, {'X': 0.7281060814857483, 'Y': 0.47788482904434204, 'Z': -0.03739374503493309}]
[{'X': 0.715495228767395, 'Y': 0.8518828749656677, 'Z': -8.112619980238378e-05}, {'X': 0.6478055715560913, 'Y': 0.8379241228103638, 'Z': -0.03369124233722687}, {'X': 0.5929911732673645, 'Y': 0.7593562602996826, 'Z': -0.04734562709927559}, {'X': 0.5751907825469971, 'Y': 0.6688998937606812, 'Z': -0.06581857055425644}, {'X': 0.5791054368019104, 'Y': 0.6064664721488953, 'Z': -0.08013297617435455}, {'X': 0.6302846074104309, 'Y': 0.6505829691886902, 'Z': 0.020147284492850304}, {'X': 0.6165234446525574, 'Y': 0.5501698851585388, 'Z': 0.01928909309208393}, {'X': 0.6139178276062012, 'Y': 0.4943463206291199, 'Z': 0.009678245522081852}, {'X': 0.6135216951370239, 'Y': 0.44857823848724365, 'Z': -0.0029843137599527836}, {'X': 0.6697059869766235, 'Y': 0.6360042691230774, 'Z': 0.015154478140175343}, {'X': 0.6542026400566101, 'Y': 0.5236377716064453, 'Z': 0.021518809720873833}, {'X': 0.6479483842849731, 'Y': 0.4604266285896301, 'Z': 0.006693962495774031}, {'X': 0.6462613940238953, 'Y': 0.40758615732192993, 'Z': -0.007411819417029619}, {'X': 0.7087400555610657, 'Y': 0.6371392607688904, 'Z': 0.0035553276538848877}, {'X': 0.6955508589744568, 'Y': 0.5340806841850281, 'Z': 0.009020023047924042}, {'X': 0.6844495534896851, 'Y': 0.47519075870513916, 'Z': -0.004283687565475702}, {'X': 0.6747888326644897, 'Y': 0.42466628551483154, 'Z': -0.02187412790954113}, {'X': 0.7508929371833801, 'Y': 0.6526599526405334, 'Z': -0.014133919030427933}, {'X': 0.744214653968811, 'Y': 0.5735933780670166, 'Z': -0.01555616408586502}, {'X': 0.7367715239524841, 'Y': 0.5241475701332092, 'Z': -0.025846553966403008}, {'X': 0.7281060814857483, 'Y': 0.47788482904434204, 'Z': -0.03739374503493309}]
[{'X': 0.7114048004150391, 'Y': 0.8510149121284485, 'Z': -8.788477134658024e-05}, {'X': 0.6452320218086243, 'Y': 0.838221549987793, 'Z': -0.03842763975262642}, {'X': 0.5938122868537903, 'Y': 0.7580116987228394, 'Z': -0.05287470668554306}, {'X': 0.5776973366737366, 'Y': 0.6663864850997925, 'Z': -0.07049219310283661}, {'X': 0.5777541399002075, 'Y': 0.6017214059829712, 'Z': -0.08607833832502365}, {'X': 0.6273555755615234, 'Y': 0.6472603678703308, 'Z': 0.01550509687513113}, {'X': 0.6139406561851501, 'Y': 0.5465455055236816, 'Z': 0.01251048780977726}, {'X': 0.6110320091247559, 'Y': 0.4901828169822693, 'Z': -0.00044259210699237883}, {'X': 0.6108132600784302, 'Y': 0.4416666030883789, 'Z': -0.015771424397826195}, {'X': 0.6669713854789734, 'Y': 0.6326494216918945, 'Z': 0.012111688032746315}, {'X': 0.65028977394104, 'Y': 0.522156298160553, 'Z': 0.017361696809530258}, {'X': 0.6435173153877258, 'Y': 0.4600949287414551, 'Z': -0.0016937210457399487}, {'X': 0.6413412690162659, 'Y': 0.4061397314071655, 'Z': -0.018349317833781242}, {'X': 0.7066287398338318, 'Y': 0.6344203948974609, 'Z': 0.0013021243503317237}, {'X': 0.6930520534515381, 'Y': 0.53057861328125, 'Z': 0.006227666046470404}, {'X': 0.6835190057754517, 'Y': 0.47171878814697266, 'Z': -0.012508390471339226}, {'X': 0.6761860847473145, 'Y': 0.4197133779525757, 'Z': -0.03309943154454231}, {'X': 0.7497714161872864, 'Y': 0.6514734029769897, 'Z': -0.015926916152238846}, {'X': 0.7429592609405518, 'Y': 0.570498526096344, 'Z': -0.020669933408498764}, {'X': 0.7358783483505249, 'Y': 0.5208653211593628, 'Z': -0.03309958055615425}, {'X': 0.7273073196411133, 'Y': 0.4739888906478882, 'Z': -0.0474482886493206}]
[{'X': 0.7128599286079407, 'Y': 0.8496482372283936, 'Z': -8.907918527256697e-05}, {'X': 0.6460431814193726, 'Y': 0.8376439809799194, 'Z': -0.035765863955020905}, {'X': 0.5931052565574646, 'Y': 0.758269190788269, 'Z': -0.049121495336294174}, {'X': 0.577770471572876, 'Y': 0.6662852168083191, 'Z': -0.06682130694389343}, {'X': 0.5796067118644714, 'Y': 0.6013365387916565, 'Z': -0.08121279627084732}, {'X': 0.6278526186943054, 'Y': 0.6489880084991455, 'Z': 0.017838291823863983}, {'X': 0.6136686205863953, 'Y': 0.5478779673576355, 'Z': 0.014765859581530094}, {'X': 0.6112715005874634, 'Y': 0.49119624495506287, 'Z': 0.0028099275659769773}, {'X': 0.6120318174362183, 'Y': 0.44458886981010437, 'Z': -0.011637859977781773}, {'X': 0.6672539114952087, 'Y': 0.6337454915046692, 'Z': 0.013162082992494106}, {'X': 0.6509973406791687, 'Y': 0.5223376750946045, 'Z': 0.017718223854899406}, {'X': 0.6449875831604004, 'Y': 0.46005260944366455, 'Z': -0.0002260355104226619}, {'X': 0.6445062160491943, 'Y': 0.4076661169528961, 'Z': -0.016872551292181015}, {'X': 0.7065083384513855, 'Y': 0.6348690986633301, 'Z': 0.0016044826479628682}, {'X': 0.6928051114082336, 'Y': 0.5318285226821899, 'Z': 0.006271003745496273}, {'X': 0.6819384098052979, 'Y': 0.4738602638244629, 'Z': -0.009478730149567127}, {'X': 0.673799455165863, 'Y': 0.42387816309928894, 'Z': -0.028787365183234215}, {'X': 0.7490535378456116, 'Y': 0.6507672071456909, 'Z': -0.016203466802835464}, {'X': 0.7421796917915344, 'Y': 0.5700032114982605, 'Z': -0.018684567883610725}, {'X': 0.7345108985900879, 'Y': 0.5206030607223511, 'Z': -0.030073724687099457}, {'X': 0.7259113192558289, 'Y': 0.47435131669044495, 'Z': -0.043248310685157776}]
[{'X': 0.713222324848175, 'Y': 0.8457748889923096, 'Z': -8.479177631670609e-05}, {'X': 0.6458156108856201, 'Y': 0.8339447975158691, 'Z': -0.03397942706942558}, {'X': 0.5938111543655396, 'Y': 0.7563095688819885, 'Z': -0.046996623277664185}, {'X': 0.5783575773239136, 'Y': 0.6668614745140076, 'Z': -0.06517945975065231}, {'X': 0.5793225765228271, 'Y': 0.6028494238853455, 'Z': -0.0812232717871666}, {'X': 0.628334105014801, 'Y': 0.649859607219696, 'Z': 0.022209545597434044}, {'X': 0.6135461926460266, 'Y': 0.5498165488243103, 'Z': 0.019358916208148003}, {'X': 0.6102476119995117, 'Y': 0.4933217763900757, 'Z': 0.007103085983544588}, {'X': 0.6105102896690369, 'Y': 0.4471858739852905, 'Z': -0.007594118360430002}, {'X': 0.6675674915313721, 'Y': 0.6348199248313904, 'Z': 0.016589442268013954}, {'X': 0.6510463356971741, 'Y': 0.5253596305847168, 'Z': 0.022665340453386307}, {'X': 0.6445042490959167, 'Y': 0.4625365138053894, 'Z': 0.005736164283007383}, {'X': 0.6431764960289001, 'Y': 0.40991783142089844, 'Z': -0.010183414444327354}, {'X': 0.7072271108627319, 'Y': 0.6359535455703735, 'Z': 0.0037037250585854053}, {'X': 0.6937553286552429, 'Y': 0.5340211987495422, 'Z': 0.009828794747591019}, {'X': 0.6829505562782288, 'Y': 0.4755007028579712, 'Z': -0.0073995403945446014}, {'X': 0.6749870181083679, 'Y': 0.4260838031768799, 'Z': -0.026655958965420723}, {'X': 0.7501433491706848, 'Y': 0.6512916088104248, 'Z': -0.015065361745655537}, {'X': 0.7425132393836975, 'Y': 0.5716671347618103, 'Z': -0.018612120300531387}, {'X': 0.73478102684021, 'Y': 0.5220977067947388, 'Z': -0.030703015625476837}, {'X': 0.7263216376304626, 'Y': 0.4761475622653961, 'Z': -0.04443801939487457}]
[{'X': 0.7130866050720215, 'Y': 0.8460224866867065, 'Z': -9.550651157042012e-05}, {'X': 0.6456618905067444, 'Y': 0.8350805640220642, 'Z': -0.03652335703372955}, {'X': 0.5929509997367859, 'Y': 0.7570809721946716, 'Z': -0.04965998977422714}, {'X': 0.5763067007064819, 'Y': 0.6666638851165771, 'Z': -0.06699369847774506}, {'X': 0.5780178308486938, 'Y': 0.6014267802238464, 'Z': -0.08133088052272797}, {'X': 0.6275107264518738, 'Y': 0.6488109827041626, 'Z': 0.019205061718821526}, {'X': 0.6129471659660339, 'Y': 0.5489349961280823, 'Z': 0.01728666201233864}, {'X': 0.6098929047584534, 'Y': 0.4928138256072998, 'Z': 0.006036350037902594}, {'X': 0.6101775765419006, 'Y': 0.44659674167633057, 'Z': -0.008015009574592113}, {'X': 0.6665887832641602, 'Y': 0.6332927346229553, 'Z': 0.015630442649126053}, {'X': 0.6506868004798889, 'Y': 0.5235501527786255, 'Z': 0.021169869229197502}, {'X': 0.6450029611587524, 'Y': 0.4616378843784332, 'Z': 0.0037658577784895897}, {'X': 0.6443578600883484, 'Y': 0.4098927676677704, 'Z': -0.012026057578623295}, {'X': 0.7059714198112488, 'Y': 0.6341800689697266, 'Z': 0.0047329687513411045}, {'X': 0.6923668384552002, 'Y': 0.5319384336471558, 'Z': 0.010234545916318893}, {'X': 0.6822149157524109, 'Y': 0.47387591004371643, 'Z': -0.006527084857225418}, {'X': 0.6746028661727905, 'Y': 0.42421919107437134, 'Z': -0.02574296109378338}, {'X': 0.7485723495483398, 'Y': 0.6497012972831726, 'Z': -0.012119431048631668}, {'X': 0.7409656047821045, 'Y': 0.5695300698280334, 'Z': -0.01524170208722353}, {'X': 0.7332429885864258, 'Y': 0.5204538702964783, 'Z': -0.027152543887495995}, {'X': 0.7244098782539368, 'Y': 0.4748194217681885, 'Z': -0.04116182401776314}]
[{'X': 0.7130866050720215, 'Y': 0.8460224866867065, 'Z': -9.550651157042012e-05}, {'X': 0.6456618905067444, 'Y': 0.8350805640220642, 'Z': -0.03652335703372955}, {'X': 0.5929509997367859, 'Y': 0.7570809721946716, 'Z': -0.04965998977422714}, {'X': 0.5763067007064819, 'Y': 0.6666638851165771, 'Z': -0.06699369847774506}, {'X': 0.5780178308486938, 'Y': 0.6014267802238464, 'Z': -0.08133088052272797}, {'X': 0.6275107264518738, 'Y': 0.6488109827041626, 'Z': 0.019205061718821526}, {'X': 0.6129471659660339, 'Y': 0.5489349961280823, 'Z': 0.01728666201233864}, {'X': 0.6098929047584534, 'Y': 0.4928138256072998, 'Z': 0.006036350037902594}, {'X': 0.6101775765419006, 'Y': 0.44659674167633057, 'Z': -0.008015009574592113}, {'X': 0.6665887832641602, 'Y': 0.6332927346229553, 'Z': 0.015630442649126053}, {'X': 0.6506868004798889, 'Y': 0.5235501527786255, 'Z': 0.021169869229197502}, {'X': 0.6450029611587524, 'Y': 0.4616378843784332, 'Z': 0.0037658577784895897}, {'X': 0.6443578600883484, 'Y': 0.4098927676677704, 'Z': -0.012026057578623295}, {'X': 0.7059714198112488, 'Y': 0.6341800689697266, 'Z': 0.0047329687513411045}, {'X': 0.6923668384552002, 'Y': 0.5319384336471558, 'Z': 0.010234545916318893}, {'X': 0.6822149157524109, 'Y': 0.47387591004371643, 'Z': -0.006527084857225418}, {'X': 0.6746028661727905, 'Y': 0.42421919107437134, 'Z': -0.02574296109378338}, {'X': 0.7485723495483398, 'Y': 0.6497012972831726, 'Z': -0.012119431048631668}, {'X': 0.7409656047821045, 'Y': 0.5695300698280334, 'Z': -0.01524170208722353}, {'X': 0.7332429885864258, 'Y': 0.5204538702964783, 'Z': -0.027152543887495995}, {'X': 0.7244098782539368, 'Y': 0.4748194217681885, 'Z': -0.04116182401776314}]
[{'X': 0.7141904234886169, 'Y': 0.8424904942512512, 'Z': -8.06179887149483e-05}, {'X': 0.6450979709625244, 'Y': 0.8316823244094849, 'Z': -0.032029446214437485}, {'X': 0.590375542640686, 'Y': 0.7531057596206665, 'Z': -0.04414975643157959}, {'X': 0.5738805532455444, 'Y': 0.6615157723426819, 'Z': -0.061478111892938614}, {'X': 0.5778189897537231, 'Y': 0.5991383790969849, 'Z': -0.07562683522701263}, {'X': 0.6276400685310364, 'Y': 0.6466046571731567, 'Z': 0.022752854973077774}, {'X': 0.6129603385925293, 'Y': 0.5458236932754517, 'Z': 0.022465195506811142}, {'X': 0.6105818748474121, 'Y': 0.4891003370285034, 'Z': 0.012461983598768711}, {'X': 0.6111716628074646, 'Y': 0.4432010054588318, 'Z': -0.0011548209004104137}, {'X': 0.6670367121696472, 'Y': 0.6310078501701355, 'Z': 0.0164802223443985}, {'X': 0.6503156423568726, 'Y': 0.5184811353683472, 'Z': 0.023000840097665787}, {'X': 0.6443071961402893, 'Y': 0.45475703477859497, 'Z': 0.0073531693778932095}, {'X': 0.6435495018959045, 'Y': 0.4019741117954254, 'Z': -0.007679126691073179}, {'X': 0.7062766551971436, 'Y': 0.6311473846435547, 'Z': 0.0039139725267887115}, {'X': 0.6921208500862122, 'Y': 0.5280970335006714, 'Z': 0.009740853682160378}, {'X': 0.6806234121322632, 'Y': 0.46881866455078125, 'Z': -0.0035799716133624315}, {'X': 0.6714402437210083, 'Y': 0.4187548756599426, 'Z': -0.021188978105783463}, {'X': 0.7489321231842041, 'Y': 0.645798921585083, 'Z': -0.01483841985464096}, {'X': 0.741722047328949, 'Y': 0.5657809972763062, 'Z': -0.016374170780181885}, {'X': 0.7338112592697144, 'Y': 0.5161384344100952, 'Z': -0.02582443878054619}, {'X': 0.7251653671264648, 'Y': 0.4695914387702942, 'Z': -0.036615896970033646}]
[{'X': 0.7137340307235718, 'Y': 0.8395062685012817, 'Z': -8.024773705983534e-05}, {'X': 0.6444571614265442, 'Y': 0.8287900686264038, 'Z': -0.03484472632408142}, {'X': 0.5889345407485962, 'Y': 0.7506805658340454, 'Z': -0.048092782497406006}, {'X': 0.5707916021347046, 'Y': 0.658876359462738, 'Z': -0.06541669368743896}, {'X': 0.5757244825363159, 'Y': 0.5942471027374268, 'Z': -0.07907038927078247}, {'X': 0.6260187029838562, 'Y': 0.6400920152664185, 'Z': 0.020583191886544228}, {'X': 0.6135172247886658, 'Y': 0.5367926359176636, 'Z': 0.023660533130168915}, {'X': 0.611629068851471, 'Y': 0.4811268448829651, 'Z': 0.017680782824754715}, {'X': 0.611606240272522, 'Y': 0.43593084812164307, 'Z': 0.006291225086897612}, {'X': 0.6652179956436157, 'Y': 0.6251907348632812, 'Z': 0.01630198396742344}, {'X': 0.6503530740737915, 'Y': 0.5112239122390747, 'Z': 0.025992995128035545}, {'X': 0.6443853378295898, 'Y': 0.45042651891708374, 'Z': 0.012426130473613739}, {'X': 0.642504096031189, 'Y': 0.4012174904346466, 'Z': -0.0016912330174818635}, {'X': 0.7037442326545715, 'Y': 0.6258851289749146, 'Z': 0.005967036355286837}, {'X': 0.6914286017417908, 'Y': 0.522331178188324, 'Z': 0.012444926425814629}, {'X': 0.6808221936225891, 'Y': 0.46292442083358765, 'Z': -0.0006022710585966706}, {'X': 0.671200156211853, 'Y': 0.4120293855667114, 'Z': -0.01870601251721382}, {'X': 0.7455339431762695, 'Y': 0.6415179967880249, 'Z': -0.010731269605457783}, {'X': 0.7388652563095093, 'Y': 0.5623512268066406, 'Z': -0.011006531305611134}, {'X': 0.7320019006729126, 'Y': 0.5131263136863708, 'Z': -0.020662426948547363}, {'X': 0.7237012386322021, 'Y': 0.4664939045906067, 'Z': -0.032030437141656876}]
