[{'X': 0.7389101982116699, 'Y': 0.9529275894165039, 'Z': -5.2503906772471964e-05}, {'X': 0.6653448939323425, 'Y': 0.9240545630455017, 'Z': -0.03950843960046768}, {'X': 0.6095756888389587, 'Y': 0.8306325674057007, 'Z': -0.05267316848039627}, {'X': 0.5782045722007751, 'Y': 0.741453230381012, 'Z': -0.07307971268892288}, {'X': 0.5488861203193665, 'Y': 0.6685273051261902, 'Z': -0.09478344768285751}, {'X': 0.6486107707023621, 'Y': 0.7022969722747803, 'Z': 0.006309077143669128}, {'X': 0.6263344883918762, 'Y': 0.5995630621910095, 'Z': -0.009357145987451077}, {'X': 0.6163144707679749, 'Y': 0.5340973138809204, 'Z': -0.03140341117978096}, {'X': 0.6122727394104004, 'Y': 0.4759035110473633, 'Z': -0.04816017299890518}, {'X': 0.6925179362297058, 'Y': 0.687113881111145, 'Z': 0.002143390476703644}, {'X': 0.6661989092826843, 'Y': 0.5735256671905518, 'Z': 0.00014502416888717562}, {'X': 0.6506640911102295, 'Y': 0.5025395750999451, 'Z': -0.023123063147068024}, {'X': 0.6396133303642273, 'Y': 0.44257915019989014, 'Z': -0.04146994277834892}, {'X': 0.7390104532241821, 'Y': 0.6958763599395752, 'Z': -0.009908100590109825}, {'X': 0.7424355149269104, 'Y': 0.5855380892753601, 'Z': -0.020314844325184822}, {'X': 0.741423487663269, 'Y': 0.5150320529937744, 'Z': -0.050357840955257416}, {'X': 0.7375660538673401, 'Y': 0.4538622796535492, 'Z': -0.07270622998476028}, {'X': 0.7854194641113281, 'Y': 0.7253363132476807, 'Z': -0.026237627491354942}, {'X': 0.7863407135009766, 'Y': 0.639853835105896, 'Z': -0.04977341368794441}, {'X': 0.7807762026786804, 'Y': 0.5840657353401184, 'Z': -0.07296974211931229}, {'X': 0.7709704637527466, 'Y': 0.5267777442932129, 'Z': -0.09055021405220032}]
[{'X': 0.7403241395950317, 'Y': 0.9566841721534729, 'Z': -6.075346391298808e-05}, {'X': 0.6652815937995911, 'Y': 0.9276260137557983, 'Z': -0.04365072771906853}, {'X': 0.608166515827179, 'Y': 0.8332726955413818, 'Z': -0.05840812250971794}, {'X': 0.5770127177238464, 'Y': 0.7431854009628296, 'Z': -0.08033008128404617}, {'X': 0.5481915473937988, 'Y': 0.6714386940002441, 'Z': -0.10135547071695328}, {'X': 0.6468229293823242, 'Y': 0.699452817440033, 'Z': 0.006640239153057337}, {'X': 0.6230025291442871, 'Y': 0.5969353914260864, 'Z': -0.008596906438469887}, {'X': 0.6135291457176208, 'Y': 0.5314900875091553, 'Z': -0.030922409147024155}, {'X': 0.6102210283279419, 'Y': 0.47252893447875977, 'Z': -0.04764168709516525}, {'X': 0.691521406173706, 'Y': 0.68416827917099, 'Z': 0.005183752626180649}, {'X': 0.6640772819519043, 'Y': 0.5719848275184631, 'Z': 0.004398402292281389}, {'X': 0.6498003602027893, 'Y': 0.501242458820343, 'Z': -0.01801515370607376}, {'X': 0.6403827667236328, 'Y': 0.4405871629714966, 'Z': -0.03509785979986191}, {'X': 0.7377398014068604, 'Y': 0.6929118037223816, 'Z': -0.0046888734214007854}, {'X': 0.7401424646377563, 'Y': 0.584885835647583, 'Z': -0.012411307543516159}, {'X': 0.7401334047317505, 'Y': 0.5147595405578613, 'Z': -0.041886016726493835}, {'X': 0.7368968725204468, 'Y': 0.45325931906700134, 'Z': -0.06394059956073761}, {'X': 0.7845790386199951, 'Y': 0.7219899892807007, 'Z': -0.019221721217036247}, {'X': 0.7855866551399231, 'Y': 0.6389321088790894, 'Z': -0.04076158255338669}, {'X': 0.7804533243179321, 'Y': 0.585314929485321, 'Z': -0.0639810711145401}, {'X': 0.771129846572876, 'Y': 0.5298161506652832, 'Z': -0.08205679804086685}]
[{'X': 0.7403241395950317, 'Y': 0.9566841721534729, 'Z': -6.075346391298808e-05}, {'X': 0.6652815937995911, 'Y': 0.9276260137557983, 'Z': -0.04365072771906853}, {'X': 0.608166515827179, 'Y': 0.8332726955413818, 'Z': -0.05840812250971794}, {'X': 0.5770127177238464, 'Y': 0.7431854009628296, 'Z': -0.08033008128404617}, {'X': 0.5481915473937988, 'Y': 0.6714386940002441, 'Z': -0.10135547071695328}, {'X': 0.6468229293823242, 'Y': 0.699452817440033, 'Z': 0.006640239153057337}, {'X': 0.6230025291442871, 'Y': 0.5969353914260864, 'Z': -0.008596906438469887}, {'X': 0.6135291457176208, 'Y': 0.5314900875091553, 'Z': -0.030922409147024155}, {'X': 0.6102210283279419, 'Y': 0.47252893447875977, 'Z': -0.04764168709516525}, {'X': 0.691521406173706, 'Y': 0.68416827917099, 'Z': 0.005183752626180649}, {'X': 0.6640772819519043, 'Y': 0.5719848275184631, 'Z': 0.004398402292281389}, {'X': 0.6498003602027893, 'Y': 0.501242458820343, 'Z': -0.01801515370607376}, {'X': 0.6403827667236328, 'Y': 0.4405871629714966, 'Z': -0.03509785979986191}, {'X': 0.7377398014068604, 'Y': 0.6929118037223816, 'Z': -0.0046888734214007854}, {'X': 0.7401424646377563, 'Y': 0.584885835647583, 'Z': -0.012411307543516159}, {'X': 0.7401334047317505, 'Y': 0.5147595405578613, 'Z': -0.041886016726493835}, {'X': 0.7368968725204468, 'Y': 0.45325931906700134, 'Z': -0.06394059956073761}, {'X': 0.7845790386199951, 'Y': 0.7219899892807007, 'Z': -0.019221721217036247}, {'X': 0.7855866551399231, 'Y': 0.6389321088790894, 'Z': -0.04076158255338669}, {'X': 0.7804533243179321, 'Y': 0.585314929485321, 'Z': -0.0639810711145401}, {'X': 0.771129846572876, 'Y': 0.5298161506652832, 'Z': -0.08205679804086685}]
[{'X': 0.736258327960968, 'Y': 0.9576423168182373, 'Z': -2.788695383060258e-05}, {'X': 0.6628878712654114, 'Y': 0.9292314052581787, 'Z': -0.04257421940565109}, {'X': 0.6074900031089783, 'Y': 0.834334135055542, 'Z': -0.05703666806221008}, {'X': 0.5785789489746094, 'Y': 0.7425211071968079, 'Z': -0.07744526863098145}, {'X': 0.550115704536438, 'Y': 0.6715813875198364, 'Z': -0.09645375609397888}, {'X': 0.6453125476837158, 'Y': 0.7001112699508667, 'Z': 0.006458342541009188}, {'X': 0.6229310035705566, 'Y': 0.5994390845298767, 'Z': -0.009771106764674187}, {'X': 0.6132698059082031, 'Y': 0.5344065427780151, 'Z': -0.03515612706542015}, {'X': 0.6093713641166687, 'Y': 0.47482359409332275, 'Z': -0.05442197993397713}, {'X': 0.6902585029602051, 'Y': 0.6843011379241943, 'Z': 0.0035085200797766447}, {'X': 0.6634306311607361, 'Y': 0.5731459856033325, 'Z': 0.003174722194671631}, {'X': 0.647438108921051, 'Y': 0.5019317865371704, 'Z': -0.022491570562124252}, {'X': 0.6380501985549927, 'Y': 0.44108909368515015, 'Z': -0.042289022356271744}, {'X': 0.7373436093330383, 'Y': 0.6932937502861023, 'Z': -0.007555641233921051}, {'X': 0.7391207814216614, 'Y': 0.5847487449645996, 'Z': -0.01515472587198019}, {'X': 0.7355801463127136, 'Y': 0.5157188177108765, 'Z': -0.04790222644805908}, {'X': 0.7297128438949585, 'Y': 0.4566868245601654, 'Z': -0.07107260078191757}, {'X': 0.7852575778961182, 'Y': 0.7231353521347046, 'Z': -0.02285335399210453}, {'X': 0.7868587970733643, 'Y': 0.6414509415626526, 'Z': -0.04487941041588783}, {'X': 0.7812287211418152, 'Y': 0.5854822993278503, 'Z': -0.07011280208826065}, {'X': 0.7712025046348572, 'Y': 0.5276414155960083, 'Z': -0.08918388932943344}]
[{'X': 0.7364089488983154, 'Y': 0.9572952389717102, 'Z': -3.9669252146268263e-05}, {'X': 0.6619399189949036, 'Y': 0.9269070029258728, 'Z': -0.03944086655974388}, {'X': 0.6061804294586182, 'Y': 0.8317935466766357, 'Z': -0.05175729840993881}, {'X': 0.576665997505188, 'Y': 0.7399843335151672, 'Z': -0.07123827189207077}, {'X': 0.5490065217018127, 'Y': 0.6689016222953796, 'Z': -0.0899895429611206}, {'X': 0.6448991894721985, 'Y': 0.6994125843048096, 'Z': 0.011875387281179428}, {'X': 0.6224396824836731, 'Y': 0.5983972549438477, 'Z': -0.003084976924583316}, {'X': 0.6126967072486877, 'Y': 0.5333141088485718, 'Z': -0.02753947675228119}, {'X': 0.608711302280426, 'Y': 0.473730206489563, 'Z': -0.04596420004963875}, {'X': 0.689702570438385, 'Y': 0.6831445097923279, 'Z': 0.008442704565823078}, {'X': 0.6629589796066284, 'Y': 0.572996973991394, 'Z': 0.008868028409779072}, {'X': 0.6471558809280396, 'Y': 0.5016012787818909, 'Z': -0.014418630860745907}, {'X': 0.6373819708824158, 'Y': 0.440525621175766, 'Z': -0.03264997899532318}, {'X': 0.7366123795509338, 'Y': 0.6914856433868408, 'Z': -0.003151541342958808}, {'X': 0.7390295267105103, 'Y': 0.5839112997055054, 'Z': -0.009665106423199177}, {'X': 0.7365418076515198, 'Y': 0.5139443278312683, 'Z': -0.039619121700525284}, {'X': 0.7315040826797485, 'Y': 0.4534963071346283, 'Z': -0.06107964366674423}, {'X': 0.7845001220703125, 'Y': 0.7206310629844666, 'Z': -0.01884886808693409}, {'X': 0.7862257361412048, 'Y': 0.6383848190307617, 'Z': -0.039560940116643906}, {'X': 0.780766487121582, 'Y': 0.5832252502441406, 'Z': -0.06229251250624657}, {'X': 0.7712355256080627, 'Y': 0.5260626077651978, 'Z': -0.07963094860315323}]
[{'X': 0.7366424798965454, 'Y': 0.9515388607978821, 'Z': -3.143558933516033e-05}, {'X': 0.6639254689216614, 'Y': 0.9244444966316223, 'Z': -0.041924599558115005}, {'X': 0.607387125492096, 'Y': 0.8312593102455139, 'Z': -0.05633597820997238}, {'X': 0.5756247639656067, 'Y': 0.7421066164970398, 'Z': -0.07812900841236115}, {'X': 0.5472263693809509, 'Y': 0.6710523962974548, 'Z': -0.10066039115190506}, {'X': 0.6473495960235596, 'Y': 0.6981441378593445, 'Z': 0.006885046139359474}, {'X': 0.6227613091468811, 'Y': 0.5964663028717041, 'Z': -0.009118800982832909}, {'X': 0.6118921041488647, 'Y': 0.531038761138916, 'Z': -0.033452313393354416}, {'X': 0.6079427599906921, 'Y': 0.4722255766391754, 'Z': -0.052130356431007385}, {'X': 0.6913619637489319, 'Y': 0.682009756565094, 'Z': 0.004128740169107914}, {'X': 0.6626183390617371, 'Y': 0.5710991024971008, 'Z': 0.0029068340081721544}, {'X': 0.6466025710105896, 'Y': 0.4997219741344452, 'Z': -0.020569657906889915}, {'X': 0.6367245316505432, 'Y': 0.43901923298835754, 'Z': -0.03862139210104942}, {'X': 0.7378963232040405, 'Y': 0.690311849117279, 'Z': -0.006687921471893787}, {'X': 0.7404493689537048, 'Y': 0.5818427801132202, 'Z': -0.014816200360655785}, {'X': 0.7393943667411804, 'Y': 0.5109829902648926, 'Z': -0.044640135020017624}, {'X': 0.7356240153312683, 'Y': 0.4495469033718109, 'Z': -0.06620321422815323}, {'X': 0.7845509648323059, 'Y': 0.7194960117340088, 'Z': -0.022189825773239136}, {'X': 0.785656213760376, 'Y': 0.6359304785728455, 'Z': -0.044456832110881805}, {'X': 0.7800873517990112, 'Y': 0.5809930562973022, 'Z': -0.06726732850074768}, {'X': 0.7702125310897827, 'Y': 0.5244336724281311, 'Z': -0.08438975363969803}]
[{'X': 0.7389898300170898, 'Y': 0.9592692852020264, 'Z': -4.537125278147869e-05}, {'X': 0.6642745733261108, 'Y': 0.9285725951194763, 'Z': -0.04009125754237175}, {'X': 0.606746256351471, 'Y': 0.8311330676078796, 'Z': -0.052275653928518295}, {'X': 0.5762189030647278, 'Y': 0.7382526993751526, 'Z': -0.07185500115156174}, {'X': 0.5478042364120483, 'Y': 0.666254460811615, 'Z': -0.09065943211317062}, {'X': 0.6459250450134277, 'Y': 0.6980288624763489, 'Z': 0.01108179334551096}, {'X': 0.6221595406532288, 'Y': 0.5977314114570618, 'Z': -0.0027509976644068956}, {'X': 0.6125110387802124, 'Y': 0.5332815647125244, 'Z': -0.025241337716579437}, {'X': 0.6088393330574036, 'Y': 0.4736517071723938, 'Z': -0.042603787034749985}, {'X': 0.6911369562149048, 'Y': 0.6825148463249207, 'Z': 0.008200163021683693}, {'X': 0.6647624969482422, 'Y': 0.5722429752349854, 'Z': 0.008669111877679825}, {'X': 0.6498900651931763, 'Y': 0.5012331008911133, 'Z': -0.013363780453801155}, {'X': 0.6405935287475586, 'Y': 0.4393216371536255, 'Z': -0.030831335112452507}, {'X': 0.7379261255264282, 'Y': 0.6914616227149963, 'Z': -0.003148753196001053}, {'X': 0.7392978072166443, 'Y': 0.5840946435928345, 'Z': -0.010084588080644608}, {'X': 0.7381778359413147, 'Y': 0.5145052075386047, 'Z': -0.039378441870212555}, {'X': 0.7342861890792847, 'Y': 0.4532710015773773, 'Z': -0.06105858087539673}, {'X': 0.7856693267822266, 'Y': 0.721165120601654, 'Z': -0.018374400213360786}, {'X': 0.785883367061615, 'Y': 0.639411985874176, 'Z': -0.039482228457927704}, {'X': 0.7802188396453857, 'Y': 0.5856987833976746, 'Z': -0.062369272112846375}, {'X': 0.7701606750488281, 'Y': 0.5293902158737183, 'Z': -0.0793682262301445}]
[{'X': 0.7389804720878601, 'Y': 0.9540399312973022, 'Z': -5.615914051304571e-05}, {'X': 0.6652292013168335, 'Y': 0.9272340536117554, 'Z': -0.04323764517903328}, {'X': 0.6085504293441772, 'Y': 0.8320707082748413, 'Z': -0.057480037212371826}, {'X': 0.5784855484962463, 'Y': 0.7411972284317017, 'Z': -0.07793302088975906}, {'X': 0.550721287727356, 'Y': 0.6703659892082214, 'Z': -0.098338782787323}, {'X': 0.6469849944114685, 'Y': 0.6991809606552124, 'Z': 0.004123029299080372}, {'X': 0.6228238940238953, 'Y': 0.5983960628509521, 'Z': -0.012209000065922737}, {'X': 0.6119347810745239, 'Y': 0.5335443615913391, 'Z': -0.03607618063688278}, {'X': 0.6079208254814148, 'Y': 0.47387829422950745, 'Z': -0.05458361282944679}, {'X': 0.6914955377578735, 'Y': 0.6824572086334229, 'Z': 0.0017348170513287187}, {'X': 0.6639957427978516, 'Y': 0.5723507404327393, 'Z': -1.4219610420695972e-05}, {'X': 0.6477509140968323, 'Y': 0.5016127228736877, 'Z': -0.024023935198783875}, {'X': 0.6378418207168579, 'Y': 0.4397594928741455, 'Z': -0.043046917766332626}, {'X': 0.7383674383163452, 'Y': 0.6907746195793152, 'Z': -0.008960990235209465}, {'X': 0.7402952313423157, 'Y': 0.582462728023529, 'Z': -0.018143758177757263}, {'X': 0.7378862500190735, 'Y': 0.51305091381073, 'Z': -0.04926101490855217}, {'X': 0.7334364652633667, 'Y': 0.45213112235069275, 'Z': -0.07192671298980713}, {'X': 0.7860187888145447, 'Y': 0.7202215790748596, 'Z': -0.023878036066889763}, {'X': 0.7875556349754333, 'Y': 0.6369298696517944, 'Z': -0.046969614923000336}, {'X': 0.7821524143218994, 'Y': 0.5822084546089172, 'Z': -0.07108993083238602}, {'X': 0.7727127075195312, 'Y': 0.5248281955718994, 'Z': -0.08962836116552353}]
[{'X': 0.7379093766212463, 'Y': 0.9511864185333252, 'Z': -5.652284744428471e-05}, {'X': 0.6657974123954773, 'Y': 0.926629900932312, 'Z': -0.04569278657436371}, {'X': 0.6095729470252991, 'Y': 0.8321291208267212, 'Z': -0.06167025864124298}, {'X': 0.5787237882614136, 'Y': 0.7416237592697144, 'Z': -0.08341021835803986}, {'X': 0.5499433875083923, 'Y': 0.6714445948600769, 'Z': -0.1055692657828331}, {'X': 0.6474937796592712, 'Y': 0.699824869632721, 'Z': -0.0009814031654968858}, {'X': 0.6232696771621704, 'Y': 0.5986408591270447, 'Z': -0.018588639795780182}, {'X': 0.612149178981781, 'Y': 0.5333040952682495, 'Z': -0.04294169694185257}, {'X': 0.6080411076545715, 'Y': 0.4744865894317627, 'Z': -0.06116250902414322}, {'X': 0.6916295886039734, 'Y': 0.6833844184875488, 'Z': -0.002810449106618762}, {'X': 0.663399875164032, 'Y': 0.5715165138244629, 'Z': -0.005602756515145302}, {'X': 0.6469365358352661, 'Y': 0.500498354434967, 'Z': -0.030093839392066002}, {'X': 0.6373217701911926, 'Y': 0.43908941745758057, 'Z': -0.04869161918759346}, {'X': 0.7386044263839722, 'Y': 0.6918935775756836, 'Z': -0.012641617096960545}, {'X': 0.7409636378288269, 'Y': 0.5817193984985352, 'Z': -0.023361610248684883}, {'X': 0.7384611964225769, 'Y': 0.5115883946418762, 'Z': -0.05544495955109596}, {'X': 0.7338728308677673, 'Y': 0.4503685235977173, 'Z': -0.07827674597501755}, {'X': 0.7860579490661621, 'Y': 0.7213908433914185, 'Z': -0.02701715938746929}, {'X': 0.7875155210494995, 'Y': 0.6376487016677856, 'Z': -0.05179706588387489}, {'X': 0.7820357084274292, 'Y': 0.5826784372329712, 'Z': -0.07655590027570724}, {'X': 0.7724094986915588, 'Y': 0.5251531600952148, 'Z': -0.09528502076864243}]
[{'X': 0.7374885082244873, 'Y': 0.9521116018295288, 'Z': -4.602679837262258e-05}, {'X': 0.6642802357673645, 'Y': 0.9261212348937988, 'Z': -0.04455800727009773}, {'X': 0.608381986618042, 'Y': 0.8298999071121216, 'Z': -0.059805870056152344}, {'X': 0.5786328315734863, 'Y': 0.7377306222915649, 'Z': -0.08091724663972855}, {'X': 0.5485364198684692, 'Y': 0.6672841906547546, 'Z': -0.10172072798013687}, {'X': 0.6470964550971985, 'Y': 0.6977681517601013, 'Z': 0.0011635705595836043}, {'X': 0.6230685710906982, 'Y': 0.5959746837615967, 'Z': -0.015938902273774147}, {'X': 0.612480878829956, 'Y': 0.530659019947052, 'Z': -0.03987778350710869}, {'X': 0.6086029410362244, 'Y': 0.4715396761894226, 'Z': -0.05765225738286972}, {'X': 0.6918467879295349, 'Y': 0.6815750002861023, 'Z': -0.0006017056293785572}, {'X': 0.664034366607666, 'Y': 0.5696715116500854, 'Z': -0.0021350837778300047}, {'X': 0.648215115070343, 'Y': 0.49899184703826904, 'Z': -0.026356227695941925}, {'X': 0.638857364654541, 'Y': 0.43806591629981995, 'Z': -0.044219158589839935}, {'X': 0.7388449311256409, 'Y': 0.6900831460952759, 'Z': -0.010381351225078106}, {'X': 0.7402997016906738, 'Y': 0.5799098014831543, 'Z': -0.019381891936063766}, {'X': 0.7376364469528198, 'Y': 0.51022869348526, 'Z': -0.05132954195141792}, {'X': 0.7321552038192749, 'Y': 0.44961145520210266, 'Z': -0.07342212647199631}, {'X': 0.786284863948822, 'Y': 0.7192928791046143, 'Z': -0.02414662577211857}, {'X': 0.7883062362670898, 'Y': 0.6361188292503357, 'Z': -0.04798194020986557}, {'X': 0.7833372354507446, 'Y': 0.5808674693107605, 'Z': -0.0727156475186348}, {'X': 0.7737921476364136, 'Y': 0.5235359072685242, 'Z': -0.09091794490814209}]
[{'X': 0.7374885082244873, 'Y': 0.9521116018295288, 'Z': -4.602679837262258e-05}, {'X': 0.6642802357673645, 'Y': 0.9261212348937988, 'Z': -0.04455800727009773}, {'X': 0.608381986618042, 'Y': 0.8298999071121216, 'Z': -0.059805870056152344}, {'X': 0.5786328315734863, 'Y': 0.7377306222915649, 'Z': -0.08091724663972855}, {'X': 0.5485364198684692, 'Y': 0.6672841906547546, 'Z': -0.10172072798013687}, {'X': 0.6470964550971985, 'Y': 0.6977681517601013, 'Z': 0.0011635705595836043}, {'X': 0.6230685710906982, 'Y': 0.5959746837615967, 'Z': -0.015938902273774147}, {'X': 0.612480878829956, 'Y': 0.530659019947052, 'Z': -0.03987778350710869}, {'X': 0.6086029410362244, 'Y': 0.4715396761894226, 'Z': -0.05765225738286972}, {'X': 0.6918467879295349, 'Y': 0.6815750002861023, 'Z': -0.0006017056293785572}, {'X': 0.664034366607666, 'Y': 0.5696715116500854, 'Z': -0.0021350837778300047}, {'X': 0.648215115070343, 'Y': 0.49899184703826904, 'Z': -0.026356227695941925}, {'X': 0.638857364654541, 'Y': 0.43806591629981995, 'Z': -0.044219158589839935}, {'X': 0.7388449311256409, 'Y': 0.6900831460952759, 'Z': -0.010381351225078106}, {'X': 0.7402997016906738, 'Y': 0.5799098014831543, 'Z': -0.019381891936063766}, {'X': 0.7376364469528198, 'Y': 0.51022869348526, 'Z': -0.05132954195141792}, {'X': 0.7321552038192749, 'Y': 0.44961145520210266, 'Z': -0.07342212647199631}, {'X': 0.786284863948822, 'Y': 0.7192928791046143, 'Z': -0.02414662577211857}, {'X': 0.7883062362670898, 'Y': 0.6361188292503357, 'Z': -0.04798194020986557}, {'X': 0.7833372354507446, 'Y': 0.5808674693107605, 'Z': -0.0727156475186348}, {'X': 0.7737921476364136, 'Y': 0.5235359072685242, 'Z': -0.09091794490814209}]
