[{'X': 0.6693757772445679, 'Y': 0.659818172454834, 'Z': -9.927089558914304e-05}, {'X': 0.6085482835769653, 'Y': 0.63711017370224, 'Z': -0.0240109171718359}, {'X': 0.5589643716812134, 'Y': 0.5729098916053772, 'Z': -0.031210104003548622}, {'X': 0.5427188277244568, 'Y': 0.5011744499206543, 'Z': -0.04262322187423706}, {'X': 0.5576046109199524, 'Y': 0.45438089966773987, 'Z': -0.04642847925424576}, {'X': 0.6014898419380188, 'Y': 0.4710087776184082, 'Z': 0.027679862454533577}, {'X': 0.5915369987487793, 'Y': 0.38454410433769226, 'Z': 0.03426529839634895}, {'X': 0.5900015234947205, 'Y': 0.33507293462753296, 'Z': 0.03282381221652031}, {'X': 0.5896300077438354, 'Y': 0.2959662079811096, 'Z': 0.02713029831647873}, {'X': 0.6372585892677307, 'Y': 0.4589695334434509, 'Z': 0.025381362065672874}, {'X': 0.6258895993232727, 'Y': 0.3609064519405365, 'Z': 0.03745178133249283}, {'X': 0.6211303472518921, 'Y': 0.30814632773399353, 'Z': 0.02814433164894581}, {'X': 0.6189364194869995, 'Y': 0.26784276962280273, 'Z': 0.019609589129686356}, {'X': 0.670696496963501, 'Y': 0.46150222420692444, 'Z': 0.017658157274127007}, {'X': 0.6617251634597778, 'Y': 0.3726004362106323, 'Z': 0.026637570932507515}, {'X': 0.6546900868415833, 'Y': 0.32403430342674255, 'Z': 0.017444821074604988}, {'X': 0.6481013298034668, 'Y': 0.28549206256866455, 'Z': 0.006788440048694611}, {'X': 0.7067187428474426, 'Y': 0.4784011244773865, 'Z': 0.005205405410379171}, {'X': 0.7031296491622925, 'Y': 0.4131213426589966, 'Z': 0.007241073064506054}, {'X': 0.6984654068946838, 'Y': 0.37455621361732483, 'Z': -0.0007329683867283165}, {'X': 0.6919700503349304, 'Y': 0.342284232378006, 'Z': -0.007759974338114262}]
[{'X': 0.668726921081543, 'Y': 0.659172534942627, 'Z': -9.601756755728275e-05}, {'X': 0.6073757410049438, 'Y': 0.6373968124389648, 'Z': -0.024950440973043442}, {'X': 0.5571392774581909, 'Y': 0.574152410030365, 'Z': -0.03133886307477951}, {'X': 0.5415805578231812, 'Y': 0.5008877515792847, 'Z': -0.040658265352249146}, {'X': 0.5609805583953857, 'Y': 0.4536537528038025, 'Z': -0.04106340929865837}, {'X': 0.6013754606246948, 'Y': 0.4724290668964386, 'Z': 0.02769053913652897}, {'X': 0.5914657711982727, 'Y': 0.3849603235721588, 'Z': 0.03369206190109253}, {'X': 0.5910520553588867, 'Y': 0.335518479347229, 'Z': 0.03196955844759941}, {'X': 0.5922943949699402, 'Y': 0.29586613178253174, 'Z': 0.02556111104786396}, {'X': 0.637384831905365, 'Y': 0.45974987745285034, 'Z': 0.025544725358486176}, {'X': 0.6253832578659058, 'Y': 0.36023610830307007, 'Z': 0.03510335460305214}, {'X': 0.6206257939338684, 'Y': 0.30858293175697327, 'Z': 0.024018632248044014}, {'X': 0.6194191575050354, 'Y': 0.269597589969635, 'Z': 0.01356001291424036}, {'X': 0.6707757115364075, 'Y': 0.4617917537689209, 'Z': 0.01815524697303772}, {'X': 0.6616994142532349, 'Y': 0.3720565140247345, 'Z': 0.02527790702879429}, {'X': 0.6549055576324463, 'Y': 0.32464462518692017, 'Z': 0.014823183417320251}, {'X': 0.6495528817176819, 'Y': 0.28804969787597656, 'Z': 0.002908603521063924}, {'X': 0.7064375877380371, 'Y': 0.47864818572998047, 'Z': 0.006044375244528055}, {'X': 0.7032206654548645, 'Y': 0.4129354655742645, 'Z': 0.008038998581469059}, {'X': 0.6986142992973328, 'Y': 0.37341076135635376, 'Z': -0.00014169944915920496}, {'X': 0.6923876404762268, 'Y': 0.3404667377471924, 'Z': -0.006804713048040867}]
[{'X': 0.668726921081543, 'Y': 0.659172534942627, 'Z': -9.601756755728275e-05}, {'X': 0.6073757410049438, 'Y': 0.6373968124389648, 'Z': -0.024950440973043442}, {'X': 0.5571392774581909, 'Y': 0.574152410030365, 'Z': -0.03133886307477951}, {'X': 0.5415805578231812, 'Y': 0.5008877515792847, 'Z': -0.040658265352249146}, {'X': 0.5609805583953857, 'Y': 0.4536537528038025, 'Z': -0.04106340929865837}, {'X': 0.6013754606246948, 'Y': 0.4724290668964386, 'Z': 0.02769053913652897}, {'X': 0.5914657711982727, 'Y': 0.3849603235721588, 'Z': 0.03369206190109253}, {'X': 0.5910520553588867, 'Y': 0.335518479347229, 'Z': 0.03196955844759941}, {'X': 0.5922943949699402, 'Y': 0.29586613178253174, 'Z': 0.02556111104786396}, {'X': 0.637384831905365, 'Y': 0.45974987745285034, 'Z': 0.025544725358486176}, {'X': 0.6253832578659058, 'Y': 0.36023610830307007, 'Z': 0.03510335460305214}, {'X': 0.6206257939338684, 'Y': 0.30858293175697327, 'Z': 0.024018632248044014}, {'X': 0.6194191575050354, 'Y': 0.269597589969635, 'Z': 0.01356001291424036}, {'X': 0.6707757115364075, 'Y': 0.4617917537689209, 'Z': 0.01815524697303772}, {'X': 0.6616994142532349, 'Y': 0.3720565140247345, 'Z': 0.02527790702879429}, {'X': 0.6549055576324463, 'Y': 0.32464462518692017, 'Z': 0.014823183417320251}, {'X': 0.6495528817176819, 'Y': 0.28804969787597656, 'Z': 0.002908603521063924}, {'X': 0.7064375877380371, 'Y': 0.47864818572998047, 'Z': 0.006044375244528055}, {'X': 0.7032206654548645, 'Y': 0.4129354655742645, 'Z': 0.008038998581469059}, {'X': 0.6986142992973328, 'Y': 0.37341076135635376, 'Z': -0.00014169944915920496}, {'X': 0.6923876404762268, 'Y': 0.3404667377471924, 'Z': -0.006804713048040867}]
[{'X': 0.6673457026481628, 'Y': 0.6541242599487305, 'Z': -8.648580114822835e-05}, {'X': 0.6070922017097473, 'Y': 0.6352341175079346, 'Z': -0.025745507329702377}, {'X': 0.557750940322876, 'Y': 0.5731058120727539, 'Z': -0.03456359729170799}, {'X': 0.542933464050293, 'Y': 0.5009118914604187, 'Z': -0.04712614789605141}, {'X': 0.5609244704246521, 'Y': 0.45165687799453735, 'Z': -0.05245930328965187}, {'X': 0.6012750267982483, 'Y': 0.4716031551361084, 'Z': 0.029633978381752968}, {'X': 0.5919058918952942, 'Y': 0.38494473695755005, 'Z': 0.03456203266978264}, {'X': 0.5915772318840027, 'Y': 0.335920512676239, 'Z': 0.0313064344227314}, {'X': 0.5932721495628357, 'Y': 0.2974833846092224, 'Z': 0.024512939155101776}, {'X': 0.6368094086647034, 'Y': 0.45957013964653015, 'Z': 0.02607065625488758}, {'X': 0.6251007318496704, 'Y': 0.362779438495636, 'Z': 0.03670729696750641}, {'X': 0.620742678642273, 'Y': 0.3098262548446655, 'Z': 0.0248127318918705}, {'X': 0.6196540594100952, 'Y': 0.26919320225715637, 'Z': 0.01322896871715784}, {'X': 0.6709893941879272, 'Y': 0.46235954761505127, 'Z': 0.016925916075706482}, {'X': 0.6615332365036011, 'Y': 0.3739374876022339, 'Z': 0.02574942633509636}, {'X': 0.6543527245521545, 'Y': 0.3261205554008484, 'Z': 0.013937637209892273}, {'X': 0.6484501361846924, 'Y': 0.28911519050598145, 'Z': 0.0013465721858665347}, {'X': 0.7083879709243774, 'Y': 0.4791140556335449, 'Z': 0.0022516679018735886}, {'X': 0.7032633423805237, 'Y': 0.41255778074264526, 'Z': 0.005220550112426281}, {'X': 0.6978535056114197, 'Y': 0.3724261522293091, 'Z': -0.003097555600106716}, {'X': 0.6913560628890991, 'Y': 0.33879178762435913, 'Z': -0.011485527269542217}]
[{'X': 0.6664804220199585, 'Y': 0.6539633870124817, 'Z': -8.497913222527131e-05}, {'X': 0.6060678362846375, 'Y': 0.6311980485916138, 'Z': -0.012142240069806576}, {'X': 0.559310793876648, 'Y': 0.5658389329910278, 'Z': -0.008520360104739666}, {'X': 0.5465855598449707, 'Y': 0.49434134364128113, 'Z': -0.010029093362390995}, {'X': 0.5619314312934875, 'Y': 0.449275940656662, 'Z': -0.0047705406323075294}, {'X': 0.6015170812606812, 'Y': 0.4709329307079315, 'Z': 0.048531945794820786}, {'X': 0.5935614109039307, 'Y': 0.38304266333580017, 'Z': 0.059397343546152115}, {'X': 0.592906653881073, 'Y': 0.33359095454216003, 'Z': 0.057928431779146194}, {'X': 0.5943827033042908, 'Y': 0.2955172657966614, 'Z': 0.05168159678578377}, {'X': 0.6364023685455322, 'Y': 0.4585203230381012, 'Z': 0.042015139013528824}, {'X': 0.6257250905036926, 'Y': 0.36018964648246765, 'Z': 0.05829155072569847}, {'X': 0.6214407086372375, 'Y': 0.3077070116996765, 'Z': 0.05051647871732712}, {'X': 0.6202272176742554, 'Y': 0.26965582370758057, 'Z': 0.04063175246119499}, {'X': 0.6698077917098999, 'Y': 0.4601244032382965, 'Z': 0.030075695365667343}, {'X': 0.6617844700813293, 'Y': 0.3710179924964905, 'Z': 0.04225311055779457}, {'X': 0.6549668312072754, 'Y': 0.3232671022415161, 'Z': 0.03552687168121338}, {'X': 0.6499417424201965, 'Y': 0.2882309556007385, 'Z': 0.025451933965086937}, {'X': 0.7057754993438721, 'Y': 0.4759919047355652, 'Z': 0.013884715735912323}, {'X': 0.7022024989128113, 'Y': 0.4084679186344147, 'Z': 0.018900269642472267}, {'X': 0.6972658634185791, 'Y': 0.3681086599826813, 'Z': 0.014181817881762981}, {'X': 0.6914496421813965, 'Y': 0.3362200856208801, 'Z': 0.00942035112529993}]
[{'X': 0.6669043898582458, 'Y': 0.649131715297699, 'Z': -8.987921319203451e-05}, {'X': 0.6064487099647522, 'Y': 0.6241308450698853, 'Z': -0.01389852911233902}, {'X': 0.5620788335800171, 'Y': 0.5548819899559021, 'Z': -0.011029553599655628}, {'X': 0.5545720458030701, 'Y': 0.4785062372684479, 'Z': -0.012591666541993618}, {'X': 0.5729901194572449, 'Y': 0.4355912506580353, 'Z': -0.008439743891358376}, {'X': 0.5974629521369934, 'Y': 0.4698241949081421, 'Z': 0.04714123159646988}, {'X': 0.5904716849327087, 'Y': 0.38372501730918884, 'Z': 0.05537087097764015}, {'X': 0.59026038646698, 'Y': 0.335844486951828, 'Z': 0.05101786181330681}, {'X': 0.5915996432304382, 'Y': 0.2982718050479889, 'Z': 0.041992753744125366}, {'X': 0.6336898803710938, 'Y': 0.4570731222629547, 'Z': 0.03971147909760475}, {'X': 0.6217870712280273, 'Y': 0.36039942502975464, 'Z': 0.05055294185876846}, {'X': 0.6168014407157898, 'Y': 0.30914294719696045, 'Z': 0.040026143193244934}, {'X': 0.6158357262611389, 'Y': 0.2717354893684387, 'Z': 0.028071952983736992}, {'X': 0.6674662828445435, 'Y': 0.4579850733280182, 'Z': 0.02631663903594017}, {'X': 0.6573562622070312, 'Y': 0.3699556589126587, 'Z': 0.034647129476070404}, {'X': 0.6493188738822937, 'Y': 0.32216188311576843, 'Z': 0.02687687985599041}, {'X': 0.6439435482025146, 'Y': 0.28573131561279297, 'Z': 0.01627158373594284}, {'X': 0.7035516500473022, 'Y': 0.4738396406173706, 'Z': 0.008682556450366974}, {'X': 0.6981057524681091, 'Y': 0.40691086649894714, 'Z': 0.01366462092846632}, {'X': 0.692620038986206, 'Y': 0.3670901358127594, 'Z': 0.00964987650513649}, {'X': 0.6873427033424377, 'Y': 0.33295831084251404, 'Z': 0.005288211163133383}]
[{'X': 0.6669043898582458, 'Y': 0.649131715297699, 'Z': -8.987921319203451e-05}, {'X': 0.6064487099647522, 'Y': 0.6241308450698853, 'Z': -0.01389852911233902}, {'X': 0.5620788335800171, 'Y': 0.5548819899559021, 'Z': -0.011029553599655628}, {'X': 0.5545720458030701, 'Y': 0.4785062372684479, 'Z': -0.012591666541993618}, {'X': 0.5729901194572449, 'Y': 0.4355912506580353, 'Z': -0.008439743891358376}, {'X': 0.5974629521369934, 'Y': 0.4698241949081421, 'Z': 0.04714123159646988}, {'X': 0.5904716849327087, 'Y': 0.38372501730918884, 'Z': 0.05537087097764015}, {'X': 0.59026038646698, 'Y': 0.335844486951828, 'Z': 0.05101786181330681}, {'X': 0.5915996432304382, 'Y': 0.2982718050479889, 'Z': 0.041992753744125366}, {'X': 0.6336898803710938, 'Y': 0.4570731222629547, 'Z': 0.03971147909760475}, {'X': 0.6217870712280273, 'Y': 0.36039942502975464, 'Z': 0.05055294185876846}, {'X': 0.6168014407157898, 'Y': 0.30914294719696045, 'Z': 0.040026143193244934}, {'X': 0.6158357262611389, 'Y': 0.2717354893684387, 'Z': 0.028071952983736992}, {'X': 0.6674662828445435, 'Y': 0.4579850733280182, 'Z': 0.02631663903594017}, {'X': 0.6573562622070312, 'Y': 0.3699556589126587, 'Z': 0.034647129476070404}, {'X': 0.6493188738822937, 'Y': 0.32216188311576843, 'Z': 0.02687687985599041}, {'X': 0.6439435482025146, 'Y': 0.28573131561279297, 'Z': 0.01627158373594284}, {'X': 0.7035516500473022, 'Y': 0.4738396406173706, 'Z': 0.008682556450366974}, {'X': 0.6981057524681091, 'Y': 0.40691086649894714, 'Z': 0.01366462092846632}, {'X': 0.692620038986206, 'Y': 0.3670901358127594, 'Z': 0.00964987650513649}, {'X': 0.6873427033424377, 'Y': 0.33295831084251404, 'Z': 0.005288211163133383}]
[{'X': 0.6673004627227783, 'Y': 0.6406657695770264, 'Z': -0.00010661988926585764}, {'X': 0.6060387492179871, 'Y': 0.6130396127700806, 'Z': -0.013817625120282173}, {'X': 0.5658853054046631, 'Y': 0.5397911071777344, 'Z': -0.003277652896940708}, {'X': 0.56977778673172, 'Y': 0.4621935188770294, 'Z': 0.005290545057505369}, {'X': 0.5947654843330383, 'Y': 0.4256752133369446, 'Z': 0.022720862179994583}, {'X': 0.5959215760231018, 'Y': 0.46432456374168396, 'Z': 0.04687536507844925}, {'X': 0.5876954793930054, 'Y': 0.37900206446647644, 'Z': 0.0555984191596508}, {'X': 0.5865156054496765, 'Y': 0.33361536264419556, 'Z': 0.05637885630130768}, {'X': 0.5882174372673035, 'Y': 0.29786813259124756, 'Z': 0.05228378623723984}, {'X': 0.6313538551330566, 'Y': 0.4530309736728668, 'Z': 0.04298676177859306}, {'X': 0.6219102740287781, 'Y': 0.3557145893573761, 'Z': 0.04917742684483528}, {'X': 0.6181056499481201, 'Y': 0.3068796992301941, 'Z': 0.039233457297086716}, {'X': 0.6187340617179871, 'Y': 0.2732408046722412, 'Z': 0.02956697717308998}, {'X': 0.6638623476028442, 'Y': 0.45525214076042175, 'Z': 0.034720178693532944}, {'X': 0.6595933437347412, 'Y': 0.36977332830429077, 'Z': 0.039494503289461136}, {'X': 0.6531262397766113, 'Y': 0.32272812724113464, 'Z': 0.03389411419630051}, {'X': 0.6486240029335022, 'Y': 0.28640204668045044, 'Z': 0.027977067977190018}, {'X': 0.6981358528137207, 'Y': 0.47235387563705444, 'Z': 0.021664492785930634}, {'X': 0.697046160697937, 'Y': 0.4104730784893036, 'Z': 0.026369212195277214}, {'X': 0.6926801800727844, 'Y': 0.37112075090408325, 'Z': 0.02456469088792801}, {'X': 0.6879504323005676, 'Y': 0.33576446771621704, 'Z': 0.025989120826125145}]
[{'X': 0.6709157824516296, 'Y': 0.628160834312439, 'Z': -9.766624862095341e-05}, {'X': 0.610174298286438, 'Y': 0.5981831550598145, 'Z': -0.02127133682370186}, {'X': 0.577377438545227, 'Y': 0.5257441401481628, 'Z': -0.007998403161764145}, {'X': 0.5884997844696045, 'Y': 0.4524485766887665, 'Z': 0.005269557237625122}, {'X': 0.6076450347900391, 'Y': 0.41493815183639526, 'Z': 0.03129632771015167}, {'X': 0.5943832397460938, 'Y': 0.45865464210510254, 'Z': 0.04656671732664108}, {'X': 0.5843178629875183, 'Y': 0.3813565671443939, 'Z': 0.05018968507647514}, {'X': 0.5833780169487, 'Y': 0.3391573429107666, 'Z': 0.045189257711172104}, {'X': 0.5855084657669067, 'Y': 0.30618059635162354, 'Z': 0.03621966019272804}, {'X': 0.6276141405105591, 'Y': 0.4471011459827423, 'Z': 0.04588307440280914}, {'X': 0.618774950504303, 'Y': 0.35499483346939087, 'Z': 0.04694913327693939}, {'X': 0.6177168488502502, 'Y': 0.3108401298522949, 'Z': 0.029594048857688904}, {'X': 0.61826092004776, 'Y': 0.2831827402114868, 'Z': 0.0193223487585783}, {'X': 0.6588922739028931, 'Y': 0.4487471580505371, 'Z': 0.03775487840175629}, {'X': 0.6557586789131165, 'Y': 0.36820220947265625, 'Z': 0.038240887224674225}, {'X': 0.6513554453849792, 'Y': 0.32495394349098206, 'Z': 0.02252858318388462}, {'X': 0.6472263336181641, 'Y': 0.29123377799987793, 'Z': 0.011843913234770298}, {'X': 0.6932291984558105, 'Y': 0.4648182690143585, 'Z': 0.02559692971408367}, {'X': 0.6912487745285034, 'Y': 0.4087049067020416, 'Z': 0.02290469780564308}, {'X': 0.6870964169502258, 'Y': 0.3719733953475952, 'Z': 0.01461728848516941}, {'X': 0.6820843815803528, 'Y': 0.3382163643836975, 'Z': 0.013760548084974289}]
[{'X': 0.6675459742546082, 'Y': 0.6300958395004272, 'Z': -9.223055531037971e-05}, {'X': 0.6121763586997986, 'Y': 0.593681275844574, 'Z': -0.02026667259633541}, {'X': 0.5878307819366455, 'Y': 0.5175232887268066, 'Z': -0.007018705364316702}, {'X': 0.6050973534584045, 'Y': 0.4388467073440552, 'Z': 0.005875588394701481}, {'X': 0.6243642568588257, 'Y': 0.39611226320266724, 'Z': 0.024325961247086525}, {'X': 0.5960615277290344, 'Y': 0.46616795659065247, 'Z': 0.056702665984630585}, {'X': 0.587740957736969, 'Y': 0.3901875615119934, 'Z': 0.06475772708654404}, {'X': 0.5865486860275269, 'Y': 0.3478246331214905, 'Z': 0.06282747536897659}, {'X': 0.5881757736206055, 'Y': 0.3109787106513977, 'Z': 0.05844777822494507}, {'X': 0.6268005967140198, 'Y': 0.45331451296806335, 'Z': 0.055470291525125504}, {'X': 0.6191833019256592, 'Y': 0.3689732849597931, 'Z': 0.05887863039970398}, {'X': 0.6167399287223816, 'Y': 0.3230188488960266, 'Z': 0.040515296161174774}, {'X': 0.6180213689804077, 'Y': 0.28874433040618896, 'Z': 0.02981807291507721}, {'X': 0.6571349501609802, 'Y': 0.4546048641204834, 'Z': 0.04757745563983917}, {'X': 0.6537943482398987, 'Y': 0.37809568643569946, 'Z': 0.04911968857049942}, {'X': 0.647558331489563, 'Y': 0.33362287282943726, 'Z': 0.02751476876437664}, {'X': 0.644259512424469, 'Y': 0.29478052258491516, 'Z': 0.0139224948361516}, {'X': 0.6889851093292236, 'Y': 0.47032710909843445, 'Z': 0.035315729677677155}, {'X': 0.6877854466438293, 'Y': 0.416482150554657, 'Z': 0.028887221589684486}, {'X': 0.6837632060050964, 'Y': 0.3770334720611572, 'Z': 0.01648542284965515}, {'X': 0.6801673173904419, 'Y': 0.33869361877441406, 'Z': 0.011731443926692009}]
[{'X': 0.6641560792922974, 'Y': 0.620418131351471, 'Z': -8.570563659304753e-05}, {'X': 0.6149460673332214, 'Y': 0.5799983143806458, 'Z': -0.026301350444555283}, {'X': 0.5966629981994629, 'Y': 0.5069742798805237, 'Z': -0.020946592092514038}, {'X': 0.6159002780914307, 'Y': 0.43268558382987976, 'Z': -0.016524892300367355}, {'X': 0.6335707902908325, 'Y': 0.38743212819099426, 'Z': -0.004777746740728617}, {'X': 0.5965521931648254, 'Y': 0.4562104642391205, 'Z': 0.043737296015024185}, {'X': 0.5910220742225647, 'Y': 0.3847210109233856, 'Z': 0.04472409933805466}, {'X': 0.592930793762207, 'Y': 0.3457263112068176, 'Z': 0.040908727794885635}, {'X': 0.5955356359481812, 'Y': 0.31090497970581055, 'Z': 0.0365673266351223}, {'X': 0.6261003613471985, 'Y': 0.44488081336021423, 'Z': 0.04154609516263008}, {'X': 0.6212396621704102, 'Y': 0.3693758249282837, 'Z': 0.04055607691407204}, {'X': 0.6200848817825317, 'Y': 0.32661306858062744, 'Z': 0.019778752699494362}, {'X': 0.6213223338127136, 'Y': 0.29525601863861084, 'Z': 0.009714854881167412}, {'X': 0.6553511023521423, 'Y': 0.4501985013484955, 'Z': 0.03157983720302582}, {'X': 0.6524227261543274, 'Y': 0.37987643480300903, 'Z': 0.02390819415450096}, {'X': 0.6474422812461853, 'Y': 0.3386763334274292, 'Z': -0.006050316616892815}, {'X': 0.6452711224555969, 'Y': 0.30432412028312683, 'Z': -0.023773416876792908}, {'X': 0.6862180233001709, 'Y': 0.47091981768608093, 'Z': 0.017858663573861122}, {'X': 0.6828970909118652, 'Y': 0.4207875430583954, 'Z': 0.0004315155674703419}, {'X': 0.6786515712738037, 'Y': 0.3819808065891266, 'Z': -0.022408846765756607}, {'X': 0.6746007204055786, 'Y': 0.34156903624534607, 'Z': -0.0364324152469635}]
