[{'X': 0.6424458026885986, 'Y': 0.9016857147216797, 'Z': -1.1981547913819668e-06}, {'X': 0.5453481674194336, 'Y': 0.8223352432250977, 'Z': -0.03460131213068962}, {'X': 0.45980703830718994, 'Y': 0.6785263419151306, 'Z': -0.05405645817518234}, {'X': 0.4697178602218628, 'Y': 0.5282317399978638, 'Z': -0.07987722754478455}, {'X': 0.565528392791748, 'Y': 0.4924306273460388, 'Z': -0.09604213386774063}, {'X': 0.5333932042121887, 'Y': 0.536694347858429, 'Z': 0.015901152044534683}, {'X': 0.5059146881103516, 'Y': 0.4288049638271332, 'Z': -0.05288257822394371}, {'X': 0.5029155015945435, 'Y': 0.5504213571548462, 'Z': -0.08463289588689804}, {'X': 0.5240598917007446, 'Y': 0.5970275402069092, 'Z': -0.0954635888338089}, {'X': 0.6034969687461853, 'Y': 0.5380844473838806, 'Z': 0.005213893484324217}, {'X': 0.5779120326042175, 'Y': 0.42501863837242126, 'Z': -0.068931445479393}, {'X': 0.5688996315002441, 'Y': 0.5797098875045776, 'Z': -0.0739625096321106}, {'X': 0.5912020206451416, 'Y': 0.6236340999603271, 'Z': -0.054233796894550323}, {'X': 0.6728845238685608, 'Y': 0.5558814406394958, 'Z': -0.020072130486369133}, {'X': 0.6482970118522644, 'Y': 0.4581405520439148, 'Z': -0.09600839018821716}, {'X': 0.6263042092323303, 'Y': 0.6130417585372925, 'Z': -0.07027242332696915}, {'X': 0.6421349048614502, 'Y': 0.6661671996116638, 'Z': -0.027087843045592308}, {'X': 0.7481316328048706, 'Y': 0.5901721715927124, 'Z': -0.04960494861006737}, {'X': 0.7201167941093445, 'Y': 0.49827077984809875, 'Z': -0.08517210185527802}, {'X': 0.6889756321907043, 'Y': 0.5996232628822327, 'Z': -0.06077386438846588}, {'X': 0.6924131512641907, 'Y': 0.6549378037452698, 'Z': -0.029254622757434845}]
[{'X': 0.6432783603668213, 'Y': 0.9021921157836914, 'Z': -1.2542906233647955e-06}, {'X': 0.5468268990516663, 'Y': 0.8170772790908813, 'Z': -0.03419361263513565}, {'X': 0.4611973166465759, 'Y': 0.6769063472747803, 'Z': -0.05561777949333191}, {'X': 0.4711076021194458, 'Y': 0.5292207598686218, 'Z': -0.08349788933992386}, {'X': 0.5645830631256104, 'Y': 0.4831487834453583, 'Z': -0.10117096453905106}, {'X': 0.538188636302948, 'Y': 0.5362862348556519, 'Z': 0.013407939113676548}, {'X': 0.5109232068061829, 'Y': 0.42396312952041626, 'Z': -0.05888275429606438}, {'X': 0.5065991282463074, 'Y': 0.5496965050697327, 'Z': -0.09209611266851425}, {'X': 0.5259709358215332, 'Y': 0.5956488847732544, 'Z': -0.1034800335764885}, {'X': 0.6076936721801758, 'Y': 0.5408720970153809, 'Z': 0.0016759587451815605}, {'X': 0.5811191201210022, 'Y': 0.4300100803375244, 'Z': -0.07648419588804245}, {'X': 0.5735733509063721, 'Y': 0.5889769196510315, 'Z': -0.08201970905065536}, {'X': 0.5966395139694214, 'Y': 0.6287339925765991, 'Z': -0.06245521456003189}, {'X': 0.67613685131073, 'Y': 0.5574586987495422, 'Z': -0.02484804205596447}, {'X': 0.6502464413642883, 'Y': 0.4601189196109772, 'Z': -0.10322397202253342}, {'X': 0.6298301219940186, 'Y': 0.6172747015953064, 'Z': -0.07560283690690994}, {'X': 0.6476351022720337, 'Y': 0.6640024781227112, 'Z': -0.031130267307162285}, {'X': 0.7502195239067078, 'Y': 0.5892830491065979, 'Z': -0.05567604675889015}, {'X': 0.7209214568138123, 'Y': 0.4980727434158325, 'Z': -0.09162389487028122}, {'X': 0.6913307905197144, 'Y': 0.6032056212425232, 'Z': -0.06525804102420807}, {'X': 0.6967371702194214, 'Y': 0.6550512313842773, 'Z': -0.03237512335181236}]
[{'X': 0.6420450806617737, 'Y': 0.9017210006713867, 'Z': -1.2265193163329968e-06}, {'X': 0.5444381237030029, 'Y': 0.8209086060523987, 'Z': -0.032575830817222595}, {'X': 0.4577046036720276, 'Y': 0.6813970804214478, 'Z': -0.052627697587013245}, {'X': 0.4656809866428375, 'Y': 0.5329475998878479, 'Z': -0.07964959740638733}, {'X': 0.5607628226280212, 'Y': 0.4902372360229492, 'Z': -0.09705236554145813}, {'X': 0.5325779914855957, 'Y': 0.5360762476921082, 'Z': 0.01604725979268551}, {'X': 0.5038691163063049, 'Y': 0.42825034260749817, 'Z': -0.051774825900793076}, {'X': 0.5014734864234924, 'Y': 0.5539688467979431, 'Z': -0.08303499221801758}, {'X': 0.522591769695282, 'Y': 0.5994150638580322, 'Z': -0.09394260495901108}, {'X': 0.6022658348083496, 'Y': 0.5380491614341736, 'Z': 0.004145879298448563}, {'X': 0.5759528279304504, 'Y': 0.4320744276046753, 'Z': -0.06837810575962067}, {'X': 0.5689451694488525, 'Y': 0.5885098576545715, 'Z': -0.07247166335582733}, {'X': 0.5916014909744263, 'Y': 0.6299290060997009, 'Z': -0.053261853754520416}, {'X': 0.6717649698257446, 'Y': 0.5556167364120483, 'Z': -0.022166455164551735}, {'X': 0.6459155082702637, 'Y': 0.4560684561729431, 'Z': -0.09556356817483902}, {'X': 0.6260075569152832, 'Y': 0.6116452217102051, 'Z': -0.06804726272821426}, {'X': 0.6425951719284058, 'Y': 0.6652617454528809, 'Z': -0.025051040574908257}, {'X': 0.7474390864372253, 'Y': 0.5902190208435059, 'Z': -0.05279935896396637}, {'X': 0.7185654640197754, 'Y': 0.49765536189079285, 'Z': -0.08707809448242188}, {'X': 0.6879299283027649, 'Y': 0.6000353097915649, 'Z': -0.061870258301496506}, {'X': 0.6918083429336548, 'Y': 0.6559625864028931, 'Z': -0.030432259663939476}]
[{'X': 0.642493486404419, 'Y': 0.8971900939941406, 'Z': -1.2346135918051004e-06}, {'X': 0.5427040457725525, 'Y': 0.8141067028045654, 'Z': -0.03268556669354439}, {'X': 0.4568302631378174, 'Y': 0.6778714656829834, 'Z': -0.05196485295891762}, {'X': 0.46103769540786743, 'Y': 0.5297793745994568, 'Z': -0.07860656827688217}, {'X': 0.5500656366348267, 'Y': 0.4775591492652893, 'Z': -0.09634233266115189}, {'X': 0.5310124158859253, 'Y': 0.5335671305656433, 'Z': 0.0206223763525486}, {'X': 0.5054123997688293, 'Y': 0.42299410700798035, 'Z': -0.04579060524702072}, {'X': 0.5046430230140686, 'Y': 0.5440159440040588, 'Z': -0.07926097512245178}, {'X': 0.5227192640304565, 'Y': 0.5959377884864807, 'Z': -0.09116273373365402}, {'X': 0.6002353429794312, 'Y': 0.5357775092124939, 'Z': 0.009926576167345047}, {'X': 0.5777806043624878, 'Y': 0.4261508285999298, 'Z': -0.060050394386053085}, {'X': 0.5715548396110535, 'Y': 0.5800626277923584, 'Z': -0.06754356622695923}, {'X': 0.5886492729187012, 'Y': 0.6340690851211548, 'Z': -0.05119612067937851}, {'X': 0.6701971292495728, 'Y': 0.5532164573669434, 'Z': -0.015035810880362988}, {'X': 0.6480410099029541, 'Y': 0.44526493549346924, 'Z': -0.0871945321559906}, {'X': 0.627757728099823, 'Y': 0.5987139344215393, 'Z': -0.0629805475473404}, {'X': 0.6372749209403992, 'Y': 0.6685354709625244, 'Z': -0.021982131525874138}, {'X': 0.7448996901512146, 'Y': 0.5888869762420654, 'Z': -0.04418376088142395}, {'X': 0.7220636606216431, 'Y': 0.4872399866580963, 'Z': -0.07982154190540314}, {'X': 0.6908736824989319, 'Y': 0.5869235396385193, 'Z': -0.05644438415765762}, {'X': 0.6886960864067078, 'Y': 0.6538152098655701, 'Z': -0.0257248617708683}]
[{'X': 0.6352839469909668, 'Y': 0.9018482565879822, 'Z': -8.277559118141653e-07}, {'X': 0.5355173349380493, 'Y': 0.8007986545562744, 'Z': -0.03841150179505348}, {'X': 0.4551156163215637, 'Y': 0.6727789640426636, 'Z': -0.0652695968747139}, {'X': 0.42368680238723755, 'Y': 0.5426821112632751, 'Z': -0.09849723428487778}, {'X': 0.4635787308216095, 'Y': 0.4330112934112549, 'Z': -0.1255587488412857}, {'X': 0.5426620244979858, 'Y': 0.524296224117279, 'Z': 0.016337160021066666}, {'X': 0.5326356887817383, 'Y': 0.3964942395687103, 'Z': -0.04323897138237953}, {'X': 0.5054007172584534, 'Y': 0.4346587359905243, 'Z': -0.08910532295703888}, {'X': 0.499470978975296, 'Y': 0.498664915561676, 'Z': -0.11215867102146149}, {'X': 0.607649564743042, 'Y': 0.5175654888153076, 'Z': 0.007247188128530979}, {'X': 0.6041803956031799, 'Y': 0.3636486530303955, 'Z': -0.05508013442158699}, {'X': 0.568278968334198, 'Y': 0.4401359558105469, 'Z': -0.08699492365121841}, {'X': 0.5616005659103394, 'Y': 0.5316612124443054, 'Z': -0.09310580790042877}, {'X': 0.6737188100814819, 'Y': 0.5333675742149353, 'Z': -0.014118947088718414}, {'X': 0.6772840619087219, 'Y': 0.39462968707084656, 'Z': -0.06998956948518753}, {'X': 0.6359217762947083, 'Y': 0.46951743960380554, 'Z': -0.07548929750919342}, {'X': 0.6257887482643127, 'Y': 0.559184730052948, 'Z': -0.06222524866461754}, {'X': 0.7424401640892029, 'Y': 0.5693234205245972, 'Z': -0.04041355848312378}, {'X': 0.7448680400848389, 'Y': 0.45258229970932007, 'Z': -0.0708889439702034}, {'X': 0.7079761028289795, 'Y': 0.48942482471466064, 'Z': -0.06709928810596466}, {'X': 0.6910366415977478, 'Y': 0.5572721362113953, 'Z': -0.054749131202697754}]
[{'X': 0.6498661041259766, 'Y': 0.9122227430343628, 'Z': 1.5102256156751537e-07}, {'X': 0.5360281467437744, 'Y': 0.8148065805435181, 'Z': -0.04398948699235916}, {'X': 0.4562802016735077, 'Y': 0.6795897483825684, 'Z': -0.0607580803334713}, {'X': 0.4224740266799927, 'Y': 0.5470024347305298, 'Z': -0.0755770355463028}, {'X': 0.42257431149482727, 'Y': 0.4290521740913391, 'Z': -0.08615853637456894}, {'X': 0.5493683218955994, 'Y': 0.5045607089996338, 'Z': 0.010059450753033161}, {'X': 0.5252531170845032, 'Y': 0.3731621503829956, 'Z': -0.014906883239746094}, {'X': 0.5040537118911743, 'Y': 0.29875651001930237, 'Z': -0.04582740366458893}, {'X': 0.4800397753715515, 'Y': 0.22909417748451233, 'Z': -0.07256614416837692}, {'X': 0.623731791973114, 'Y': 0.4956393837928772, 'Z': 0.007897291332483292}, {'X': 0.6128193140029907, 'Y': 0.35911238193511963, 'Z': -0.014790027402341366}, {'X': 0.5976855754852295, 'Y': 0.2800331711769104, 'Z': -0.044862568378448486}, {'X': 0.5728872418403625, 'Y': 0.20973455905914307, 'Z': -0.069439597427845}, {'X': 0.6900104284286499, 'Y': 0.5201461315155029, 'Z': -0.004808759316802025}, {'X': 0.6917519569396973, 'Y': 0.3897424340248108, 'Z': -0.03608500584959984}, {'X': 0.67730712890625, 'Y': 0.3143390417098999, 'Z': -0.06049928814172745}, {'X': 0.651556134223938, 'Y': 0.25025254487991333, 'Z': -0.07803510129451752}, {'X': 0.7585541605949402, 'Y': 0.5709807276725769, 'Z': -0.02262738160789013}, {'X': 0.782627284526825, 'Y': 0.4670025706291199, 'Z': -0.054130394011735916}, {'X': 0.7836206555366516, 'Y': 0.40275004506111145, 'Z': -0.07221124321222305}, {'X': 0.7704018354415894, 'Y': 0.3443366289138794, 'Z': -0.0848718136548996}]
[{'X': 0.6514691710472107, 'Y': 0.9275898933410645, 'Z': 4.8746119318821e-07}, {'X': 0.5357975363731384, 'Y': 0.8483238220214844, 'Z': -0.045764584094285965}, {'X': 0.44839638471603394, 'Y': 0.7065937519073486, 'Z': -0.06685475260019302}, {'X': 0.4007646143436432, 'Y': 0.5798284411430359, 'Z': -0.08614698797464371}, {'X': 0.3577345609664917, 'Y': 0.47561511397361755, 'Z': -0.1042223870754242}, {'X': 0.5521405935287476, 'Y': 0.49140554666519165, 'Z': -0.02783738076686859}, {'X': 0.5078604817390442, 'Y': 0.33285897970199585, 'Z': -0.06277169287204742}, {'X': 0.48068875074386597, 'Y': 0.22949545085430145, 'Z': -0.09455490857362747}, {'X': 0.45919519662857056, 'Y': 0.13849705457687378, 'Z': -0.12018418312072754}, {'X': 0.6323381662368774, 'Y': 0.4718831181526184, 'Z': -0.03729967400431633}, {'X': 0.620316207408905, 'Y': 0.2838844060897827, 'Z': -0.06823839992284775}, {'X': 0.6123164296150208, 'Y': 0.16227465867996216, 'Z': -0.10028300434350967}, {'X': 0.603453516960144, 'Y': 0.06154245138168335, 'Z': -0.12475723773241043}, {'X': 0.7067156434059143, 'Y': 0.49607300758361816, 'Z': -0.05497585982084274}, {'X': 0.7154587507247925, 'Y': 0.31855127215385437, 'Z': -0.09681668132543564}, {'X': 0.7122361660003662, 'Y': 0.19863960146903992, 'Z': -0.13131694495677948}, {'X': 0.7051542401313782, 'Y': 0.0938681960105896, 'Z': -0.1554105281829834}, {'X': 0.7781247496604919, 'Y': 0.5586351752281189, 'Z': -0.07654109597206116}, {'X': 0.8408686518669128, 'Y': 0.4426749348640442, 'Z': -0.11899067461490631}, {'X': 0.8751497268676758, 'Y': 0.3527924120426178, 'Z': -0.14424297213554382}, {'X': 0.8999243974685669, 'Y': 0.2678588628768921, 'Z': -0.1614820510149002}]
[{'X': 0.6487504839897156, 'Y': 0.9348677396774292, 'Z': 5.635080242427648e-07}, {'X': 0.5347592234611511, 'Y': 0.8577385544776917, 'Z': -0.04487038403749466}, {'X': 0.4483078718185425, 'Y': 0.7175979018211365, 'Z': -0.06515950709581375}, {'X': 0.3974108397960663, 'Y': 0.5965558290481567, 'Z': -0.08353050798177719}, {'X': 0.34314507246017456, 'Y': 0.5047743320465088, 'Z': -0.10174691677093506}, {'X': 0.5486974716186523, 'Y': 0.4869064390659332, 'Z': -0.029496438801288605}, {'X': 0.5008988976478577, 'Y': 0.3320004940032959, 'Z': -0.06014158949255943}, {'X': 0.47361865639686584, 'Y': 0.22916407883167267, 'Z': -0.08799940347671509}, {'X': 0.4534854590892792, 'Y': 0.14166274666786194, 'Z': -0.11091563105583191}, {'X': 0.6332380175590515, 'Y': 0.46796703338623047, 'Z': -0.039764467626810074}, {'X': 0.6181062459945679, 'Y': 0.28039687871932983, 'Z': -0.06389953196048737}, {'X': 0.6082596778869629, 'Y': 0.16215839982032776, 'Z': -0.09088285267353058}, {'X': 0.5989891886711121, 'Y': 0.06615647673606873, 'Z': -0.11220904439687729}, {'X': 0.7123163938522339, 'Y': 0.4960672855377197, 'Z': -0.058058418333530426}, {'X': 0.7219904661178589, 'Y': 0.32027286291122437, 'Z': -0.09756280481815338}, {'X': 0.7175387740135193, 'Y': 0.20025143027305603, 'Z': -0.13210435211658478}, {'X': 0.7120041847229004, 'Y': 0.09663069248199463, 'Z': -0.15674430131912231}, {'X': 0.7864202260971069, 'Y': 0.5645780563354492, 'Z': -0.07990312576293945}, {'X': 0.8581309914588928, 'Y': 0.45634448528289795, 'Z': -0.1246415302157402}, {'X': 0.9020510911941528, 'Y': 0.37105971574783325, 'Z': -0.15146738290786743}, {'X': 0.9380028247833252, 'Y': 0.2900698482990265, 'Z': -0.1693490594625473}]
[{'X': 0.6472234725952148, 'Y': 0.9345858097076416, 'Z': 5.473702913150191e-07}, {'X': 0.5350213050842285, 'Y': 0.8638226985931396, 'Z': -0.043433405458927155}, {'X': 0.4466499984264374, 'Y': 0.7241983413696289, 'Z': -0.06102479249238968}, {'X': 0.39498090744018555, 'Y': 0.6038359999656677, 'Z': -0.07660430669784546}, {'X': 0.33905521035194397, 'Y': 0.5182762145996094, 'Z': -0.09231457114219666}, {'X': 0.5437641143798828, 'Y': 0.4854034185409546, 'Z': -0.027561787515878677}, {'X': 0.4959373474121094, 'Y': 0.3345070481300354, 'Z': -0.05499326437711716}, {'X': 0.47036200761795044, 'Y': 0.23536044359207153, 'Z': -0.08102921396493912}, {'X': 0.4511865973472595, 'Y': 0.1513950526714325, 'Z': -0.10279352962970734}, {'X': 0.6294976472854614, 'Y': 0.4663753807544708, 'Z': -0.03765016049146652}, {'X': 0.6147252917289734, 'Y': 0.2778080701828003, 'Z': -0.058408964425325394}, {'X': 0.6045344471931458, 'Y': 0.16027474403381348, 'Z': -0.08373355865478516}, {'X': 0.5952156782150269, 'Y': 0.06574413180351257, 'Z': -0.10400969535112381}, {'X': 0.7102805376052856, 'Y': 0.49444347620010376, 'Z': -0.05549250543117523}, {'X': 0.720397412776947, 'Y': 0.31907111406326294, 'Z': -0.09243861585855484}, {'X': 0.7155923843383789, 'Y': 0.2005060911178589, 'Z': -0.12680372595787048}, {'X': 0.710716724395752, 'Y': 0.09795194864273071, 'Z': -0.15157969295978546}, {'X': 0.7861537933349609, 'Y': 0.5624603033065796, 'Z': -0.07685171812772751}, {'X': 0.8577555418014526, 'Y': 0.4548814296722412, 'Z': -0.12111278623342514}, {'X': 0.9033058881759644, 'Y': 0.37425702810287476, 'Z': -0.14783304929733276}, {'X': 0.9418683052062988, 'Y': 0.29889610409736633, 'Z': -0.16533607244491577}]
[{'X': 0.6489999890327454, 'Y': 0.9327964782714844, 'Z': 5.355291250452865e-07}, {'X': 0.5361112952232361, 'Y': 0.86434406042099, 'Z': -0.04140520840883255}, {'X': 0.44626152515411377, 'Y': 0.7287508845329285, 'Z': -0.05894870683550835}, {'X': 0.3951442539691925, 'Y': 0.6095089912414551, 'Z': -0.07490066438913345}, {'X': 0.3383829593658447, 'Y': 0.5266682505607605, 'Z': -0.09097213298082352}, {'X': 0.5423945784568787, 'Y': 0.48644131422042847, 'Z': -0.026023445650935173}, {'X': 0.4953487813472748, 'Y': 0.33811450004577637, 'Z': -0.051791541278362274}, {'X': 0.47028642892837524, 'Y': 0.24137139320373535, 'Z': -0.07637283951044083}, {'X': 0.451593279838562, 'Y': 0.16075670719146729, 'Z': -0.09689891338348389}, {'X': 0.6280196905136108, 'Y': 0.46667271852493286, 'Z': -0.036398835480213165}, {'X': 0.6125547885894775, 'Y': 0.27927932143211365, 'Z': -0.055128298699855804}, {'X': 0.6019843816757202, 'Y': 0.16332650184631348, 'Z': -0.07853337377309799}, {'X': 0.592322051525116, 'Y': 0.07148575782775879, 'Z': -0.09742067009210587}, {'X': 0.7097209692001343, 'Y': 0.49318695068359375, 'Z': -0.054383065551519394}, {'X': 0.717765212059021, 'Y': 0.3204038441181183, 'Z': -0.08915930241346359}, {'X': 0.7112241983413696, 'Y': 0.20278075337409973, 'Z': -0.1222694143652916}, {'X': 0.7046482563018799, 'Y': 0.10255590081214905, 'Z': -0.14639770984649658}, {'X': 0.7870628833770752, 'Y': 0.5588749647140503, 'Z': -0.07576727867126465}, {'X': 0.8588677644729614, 'Y': 0.45051878690719604, 'Z': -0.11749287694692612}, {'X': 0.9038629531860352, 'Y': 0.37049445509910583, 'Z': -0.14312052726745605}, {'X': 0.9417825937271118, 'Y': 0.2968038320541382, 'Z': -0.16012342274188995}]
[{'X': 0.6520214676856995, 'Y': 0.9350515007972717, 'Z': 5.552695938604302e-07}, {'X': 0.537270188331604, 'Y': 0.8671702146530151, 'Z': -0.04268745332956314}, {'X': 0.44841110706329346, 'Y': 0.7258985638618469, 'Z': -0.06041324511170387}, {'X': 0.3984377682209015, 'Y': 0.6037935018539429, 'Z': -0.07615290582180023}, {'X': 0.3400381803512573, 'Y': 0.521844744682312, 'Z': -0.09217519313097}, {'X': 0.5435389280319214, 'Y': 0.487222820520401, 'Z': -0.02808169461786747}, {'X': 0.49763309955596924, 'Y': 0.3372498154640198, 'Z': -0.0554543174803257}, {'X': 0.47186172008514404, 'Y': 0.2394331693649292, 'Z': -0.08109578490257263}, {'X': 0.4522157609462738, 'Y': 0.15767934918403625, 'Z': -0.10239623486995697}, {'X': 0.6298412084579468, 'Y': 0.46786946058273315, 'Z': -0.03871225565671921}, {'X': 0.6159093379974365, 'Y': 0.2795156240463257, 'Z': -0.05953570082783699}, {'X': 0.6048738360404968, 'Y': 0.16256433725357056, 'Z': -0.08455369621515274}, {'X': 0.5947084426879883, 'Y': 0.06817075610160828, 'Z': -0.10438258945941925}, {'X': 0.7117721438407898, 'Y': 0.4955546259880066, 'Z': -0.056944578886032104}, {'X': 0.7219295501708984, 'Y': 0.3207257390022278, 'Z': -0.09352285414934158}, {'X': 0.7160236835479736, 'Y': 0.20221707224845886, 'Z': -0.12730082869529724}, {'X': 0.7102070450782776, 'Y': 0.09871035814285278, 'Z': -0.15173621475696564}, {'X': 0.7885512113571167, 'Y': 0.5627910494804382, 'Z': -0.07860327512025833}, {'X': 0.8599553108215332, 'Y': 0.45335379242897034, 'Z': -0.12203049659729004}, {'X': 0.9050029516220093, 'Y': 0.3713234066963196, 'Z': -0.14789946377277374}, {'X': 0.9434108734130859, 'Y': 0.2942872941493988, 'Z': -0.16493484377861023}]
