[{'X': 0.7630223035812378, 'Y': 0.8171524405479431, 'Z': -3.1357740226667374e-05}, {'X': 0.7098450660705566, 'Y': 0.8042536973953247, 'Z': 0.007343550678342581}, {'X': 0.6678504943847656, 'Y': 0.739780843257904, 'Z': 0.017595335841178894}, {'X': 0.6409846544265747, 'Y': 0.6731200814247131, 'Z': 0.020207805559039116}, {'X': 0.6153825521469116, 'Y': 0.6376121044158936, 'Z': 0.01888337917625904}, {'X': 0.7018588185310364, 'Y': 0.6278187036514282, 'Z': 0.0429692380130291}, {'X': 0.6928896903991699, 'Y': 0.5325429439544678, 'Z': 0.05731173977255821}, {'X': 0.6901301145553589, 'Y': 0.47882354259490967, 'Z': 0.06080417335033417}, {'X': 0.6888532638549805, 'Y': 0.4353693127632141, 'Z': 0.05885908007621765}, {'X': 0.7332938313484192, 'Y': 0.6092438697814941, 'Z': 0.03662537783384323}, {'X': 0.7242267727851868, 'Y': 0.5060055255889893, 'Z': 0.0524437353014946}, {'X': 0.7193709015846252, 'Y': 0.4418323040008545, 'Z': 0.045980166643857956}, {'X': 0.7172501087188721, 'Y': 0.3907225728034973, 'Z': 0.03957748785614967}, {'X': 0.7656393051147461, 'Y': 0.6103464365005493, 'Z': 0.02922499179840088}, {'X': 0.7615596652030945, 'Y': 0.5078566074371338, 'Z': 0.04056117311120033}, {'X': 0.7579212784767151, 'Y': 0.4479255676269531, 'Z': 0.03561940789222717}, {'X': 0.7552391886711121, 'Y': 0.4007182717323303, 'Z': 0.03045652061700821}, {'X': 0.7985525727272034, 'Y': 0.6291700005531311, 'Z': 0.023425288498401642}, {'X': 0.8067028522491455, 'Y': 0.5511088967323303, 'Z': 0.02521391585469246}, {'X': 0.8109350204467773, 'Y': 0.5045977830886841, 'Z': 0.02165369875729084}, {'X': 0.8117361664772034, 'Y': 0.4643385410308838, 'Z': 0.019187310710549355}]
[{'X': 0.7631542682647705, 'Y': 0.8190662264823914, 'Z': -4.075322794960812e-05}, {'X': 0.7102900147438049, 'Y': 0.8058092594146729, 'Z': 0.007546273525804281}, {'X': 0.6685113310813904, 'Y': 0.740520179271698, 'Z': 0.016498109325766563}, {'X': 0.6413309574127197, 'Y': 0.6736171245574951, 'Z': 0.018183011561632156}, {'X': 0.6153396368026733, 'Y': 0.6384032368659973, 'Z': 0.015893276780843735}, {'X': 0.7023736834526062, 'Y': 0.6293842196464539, 'Z': 0.039262931793928146}, {'X': 0.6928114891052246, 'Y': 0.5333792567253113, 'Z': 0.053245462477207184}, {'X': 0.6899020671844482, 'Y': 0.47925102710723877, 'Z': 0.05612347647547722}, {'X': 0.6882897615432739, 'Y': 0.4355481266975403, 'Z': 0.05370287969708443}, {'X': 0.7337036728858948, 'Y': 0.6108161807060242, 'Z': 0.0330263115465641}, {'X': 0.7242735028266907, 'Y': 0.5064984560012817, 'Z': 0.04814525693655014}, {'X': 0.719193696975708, 'Y': 0.4413023293018341, 'Z': 0.04215140640735626}, {'X': 0.7168805599212646, 'Y': 0.3897644877433777, 'Z': 0.035940591245889664}, {'X': 0.7658056020736694, 'Y': 0.6118701100349426, 'Z': 0.026258200407028198}, {'X': 0.760880708694458, 'Y': 0.5076851844787598, 'Z': 0.03763899579644203}, {'X': 0.7565730214118958, 'Y': 0.44666585326194763, 'Z': 0.03362731635570526}, {'X': 0.7533426284790039, 'Y': 0.3990764617919922, 'Z': 0.02892518974840641}, {'X': 0.7984707355499268, 'Y': 0.6303980350494385, 'Z': 0.021223807707428932}, {'X': 0.8058514595031738, 'Y': 0.5500262379646301, 'Z': 0.023472599685192108}, {'X': 0.8094343543052673, 'Y': 0.5028362274169922, 'Z': 0.021020790562033653}, {'X': 0.8099111318588257, 'Y': 0.4630194306373596, 'Z': 0.01912357285618782}]
[{'X': 0.7618046402931213, 'Y': 0.8154733777046204, 'Z': -1.987196083064191e-05}, {'X': 0.7086610794067383, 'Y': 0.8031388521194458, 'Z': 0.018436456099152565}, {'X': 0.669222354888916, 'Y': 0.7404569983482361, 'Z': 0.03294152021408081}, {'X': 0.642689049243927, 'Y': 0.6737877130508423, 'Z': 0.039173003286123276}, {'X': 0.6160596013069153, 'Y': 0.6412761211395264, 'Z': 0.041346825659275055}, {'X': 0.7016928195953369, 'Y': 0.6291185021400452, 'Z': 0.048226602375507355}, {'X': 0.692775547504425, 'Y': 0.5328704714775085, 'Z': 0.06558394432067871}, {'X': 0.690821647644043, 'Y': 0.47772663831710815, 'Z': 0.06958061456680298}, {'X': 0.6891851425170898, 'Y': 0.43354037404060364, 'Z': 0.06867082417011261}, {'X': 0.7331914305686951, 'Y': 0.610436201095581, 'Z': 0.03893806040287018}, {'X': 0.7242752313613892, 'Y': 0.5076606273651123, 'Z': 0.05606110394001007}, {'X': 0.7191838026046753, 'Y': 0.4416089951992035, 'Z': 0.04977038502693176}, {'X': 0.7163578271865845, 'Y': 0.3894287347793579, 'Z': 0.0429023876786232}, {'X': 0.7660958170890808, 'Y': 0.611962080001831, 'Z': 0.030407056212425232}, {'X': 0.7615135908126831, 'Y': 0.5086716413497925, 'Z': 0.043200984597206116}, {'X': 0.7568233609199524, 'Y': 0.4473879337310791, 'Z': 0.03817357122898102}, {'X': 0.753176212310791, 'Y': 0.39997678995132446, 'Z': 0.034301429986953735}, {'X': 0.7992486357688904, 'Y': 0.6316247582435608, 'Z': 0.025401899591088295}, {'X': 0.8075907230377197, 'Y': 0.5524942874908447, 'Z': 0.029263043776154518}, {'X': 0.8121967911720276, 'Y': 0.504217803478241, 'Z': 0.027266910299658775}, {'X': 0.8129396438598633, 'Y': 0.4625641703605652, 'Z': 0.025527065619826317}]
[{'X': 0.763439416885376, 'Y': 0.8211058974266052, 'Z': -3.2749867386883125e-05}, {'X': 0.7110098004341125, 'Y': 0.8056264519691467, 'Z': 0.008394009433686733}, {'X': 0.669429361820221, 'Y': 0.7391192317008972, 'Z': 0.01804393157362938}, {'X': 0.6421656012535095, 'Y': 0.6703325510025024, 'Z': 0.02037452720105648}, {'X': 0.6153838634490967, 'Y': 0.6359139680862427, 'Z': 0.017742963507771492}, {'X': 0.7019039392471313, 'Y': 0.6286698579788208, 'Z': 0.04317570850253105}, {'X': 0.6926091909408569, 'Y': 0.5335659980773926, 'Z': 0.05742239952087402}, {'X': 0.6904142498970032, 'Y': 0.47906970977783203, 'Z': 0.05872946232557297}, {'X': 0.6888137459754944, 'Y': 0.43416550755500793, 'Z': 0.05571790412068367}, {'X': 0.7332141399383545, 'Y': 0.6099090576171875, 'Z': 0.03620201349258423}, {'X': 0.724470317363739, 'Y': 0.5073770880699158, 'Z': 0.05192195624113083}, {'X': 0.719203531742096, 'Y': 0.44248533248901367, 'Z': 0.04470245540142059}, {'X': 0.7165066599845886, 'Y': 0.39028117060661316, 'Z': 0.037459924817085266}, {'X': 0.7659047245979309, 'Y': 0.6113372445106506, 'Z': 0.02856278046965599}, {'X': 0.7608432769775391, 'Y': 0.508424699306488, 'Z': 0.04019880294799805}, {'X': 0.7558507323265076, 'Y': 0.44777512550354004, 'Z': 0.034324631094932556}, {'X': 0.7520920038223267, 'Y': 0.3999122977256775, 'Z': 0.029295653104782104}, {'X': 0.7991922497749329, 'Y': 0.630872368812561, 'Z': 0.022972239181399345}, {'X': 0.8069815039634705, 'Y': 0.5512730479240417, 'Z': 0.025312526151537895}, {'X': 0.8109077215194702, 'Y': 0.5030545592308044, 'Z': 0.02208438143134117}, {'X': 0.8114982843399048, 'Y': 0.46119624376296997, 'Z': 0.019064664840698242}]
[{'X': 0.7640815377235413, 'Y': 0.81978440284729, 'Z': -1.7639671568758786e-05}, {'X': 0.7113601565361023, 'Y': 0.8034427165985107, 'Z': 0.0034751149360090494}, {'X': 0.6685590147972107, 'Y': 0.7369586825370789, 'Z': 0.01261230744421482}, {'X': 0.6414797902107239, 'Y': 0.667610764503479, 'Z': 0.0150175541639328}, {'X': 0.6169266700744629, 'Y': 0.6317259669303894, 'Z': 0.012709814123809338}, {'X': 0.7016451358795166, 'Y': 0.6305050253868103, 'Z': 0.042905811220407486}, {'X': 0.6920424103736877, 'Y': 0.5336315631866455, 'Z': 0.05611690878868103}, {'X': 0.6901223063468933, 'Y': 0.4782463312149048, 'Z': 0.056906163692474365}, {'X': 0.6893316507339478, 'Y': 0.43265092372894287, 'Z': 0.053489651530981064}, {'X': 0.7332554459571838, 'Y': 0.6118702292442322, 'Z': 0.03791201114654541}, {'X': 0.723500669002533, 'Y': 0.509067952632904, 'Z': 0.053858332335948944}, {'X': 0.7188723683357239, 'Y': 0.44564783573150635, 'Z': 0.04708971455693245}, {'X': 0.717044472694397, 'Y': 0.3934567868709564, 'Z': 0.039930641651153564}, {'X': 0.7659416198730469, 'Y': 0.6123478412628174, 'Z': 0.031274035573005676}, {'X': 0.7602457404136658, 'Y': 0.5104284882545471, 'Z': 0.04277234524488449}, {'X': 0.7553912997245789, 'Y': 0.45130592584609985, 'Z': 0.03612787276506424}, {'X': 0.7514376044273376, 'Y': 0.4038003981113434, 'Z': 0.030569035559892654}, {'X': 0.7990715503692627, 'Y': 0.6304858922958374, 'Z': 0.026119152083992958}, {'X': 0.8072437047958374, 'Y': 0.5515753626823425, 'Z': 0.028228070586919785}, {'X': 0.8119628429412842, 'Y': 0.5035017728805542, 'Z': 0.024440445005893707}, {'X': 0.8130930066108704, 'Y': 0.46170133352279663, 'Z': 0.020697424188256264}]
[{'X': 0.7637189626693726, 'Y': 0.8192715048789978, 'Z': -2.9869877835153602e-05}, {'X': 0.7108767032623291, 'Y': 0.8025398850440979, 'Z': -0.0015388012398034334}, {'X': 0.6659055352210999, 'Y': 0.733298122882843, 'Z': 0.004194342531263828}, {'X': 0.6367775201797485, 'Y': 0.6629965305328369, 'Z': 0.003230263013392687}, {'X': 0.6096909642219543, 'Y': 0.6267417073249817, 'Z': -0.0022749039344489574}, {'X': 0.7022651433944702, 'Y': 0.6238209009170532, 'Z': 0.03902224078774452}, {'X': 0.6931560635566711, 'Y': 0.5276974439620972, 'Z': 0.053314369171857834}, {'X': 0.6913018226623535, 'Y': 0.47471100091934204, 'Z': 0.05503463372588158}, {'X': 0.6907828450202942, 'Y': 0.43010208010673523, 'Z': 0.05109567940235138}, {'X': 0.7338995337486267, 'Y': 0.6069207191467285, 'Z': 0.035404615104198456}, {'X': 0.7246432900428772, 'Y': 0.5040932893753052, 'Z': 0.05203820765018463}, {'X': 0.7205806374549866, 'Y': 0.4425289034843445, 'Z': 0.046337973326444626}, {'X': 0.7192358374595642, 'Y': 0.39145636558532715, 'Z': 0.04011145979166031}, {'X': 0.7661084532737732, 'Y': 0.6088116765022278, 'Z': 0.029709331691265106}, {'X': 0.7600922584533691, 'Y': 0.5074476599693298, 'Z': 0.040762800723314285}, {'X': 0.7552933692932129, 'Y': 0.4501659870147705, 'Z': 0.035335034132003784}, {'X': 0.7515667080879211, 'Y': 0.4033641219139099, 'Z': 0.030085163190960884}, {'X': 0.799036979675293, 'Y': 0.6278438568115234, 'Z': 0.02456383779644966}, {'X': 0.8067717552185059, 'Y': 0.5493661165237427, 'Z': 0.026097772642970085}, {'X': 0.810949444770813, 'Y': 0.503614068031311, 'Z': 0.022893495857715607}, {'X': 0.8121269941329956, 'Y': 0.46242839097976685, 'Z': 0.020581092685461044}]
[{'X': 0.7634119987487793, 'Y': 0.8204137086868286, 'Z': -2.4513201424269937e-05}, {'X': 0.7115293741226196, 'Y': 0.802421510219574, 'Z': 0.005076064728200436}, {'X': 0.6693016886711121, 'Y': 0.7377784848213196, 'Z': 0.012238622643053532}, {'X': 0.6410579085350037, 'Y': 0.6703461408615112, 'Z': 0.01308593712747097}, {'X': 0.6150456666946411, 'Y': 0.6365891695022583, 'Z': 0.008080738596618176}, {'X': 0.701314389705658, 'Y': 0.6304253935813904, 'Z': 0.037618596106767654}, {'X': 0.691912829875946, 'Y': 0.5347527861595154, 'Z': 0.0511343739926815}, {'X': 0.6902453899383545, 'Y': 0.4794522821903229, 'Z': 0.05242383852601051}, {'X': 0.688787579536438, 'Y': 0.43443089723587036, 'Z': 0.04987413436174393}, {'X': 0.7329765558242798, 'Y': 0.6109206080436707, 'Z': 0.03279779478907585}, {'X': 0.7241538166999817, 'Y': 0.509192168712616, 'Z': 0.04822171479463577}, {'X': 0.7192990779876709, 'Y': 0.4446462392807007, 'Z': 0.04225285351276398}, {'X': 0.7161335349082947, 'Y': 0.392575204372406, 'Z': 0.03498103469610214}, {'X': 0.7658785581588745, 'Y': 0.6119672656059265, 'Z': 0.02712353877723217}, {'X': 0.7601794004440308, 'Y': 0.5095740556716919, 'Z': 0.03869406133890152}, {'X': 0.7548385858535767, 'Y': 0.44989076256752014, 'Z': 0.03351621329784393}, {'X': 0.7502169609069824, 'Y': 0.4030638337135315, 'Z': 0.029170582070946693}, {'X': 0.799441933631897, 'Y': 0.6315435171127319, 'Z': 0.023222031071782112}, {'X': 0.8072832822799683, 'Y': 0.5507791042327881, 'Z': 0.025495324283838272}, {'X': 0.811161994934082, 'Y': 0.5020690560340881, 'Z': 0.02198142372071743}, {'X': 0.8112683296203613, 'Y': 0.4607018530368805, 'Z': 0.018467361107468605}]
[{'X': 0.7626482844352722, 'Y': 0.8165109157562256, 'Z': -2.403458893240895e-05}, {'X': 0.71049565076828, 'Y': 0.8005585074424744, 'Z': 0.009571108035743237}, {'X': 0.6696858406066895, 'Y': 0.7374117374420166, 'Z': 0.020625580102205276}, {'X': 0.6423825025558472, 'Y': 0.6720209717750549, 'Z': 0.0243612639605999}, {'X': 0.61617112159729, 'Y': 0.6407293677330017, 'Z': 0.022530443966388702}, {'X': 0.7015768885612488, 'Y': 0.6294279098510742, 'Z': 0.0450170673429966}, {'X': 0.6921535730361938, 'Y': 0.5345023274421692, 'Z': 0.059892766177654266}, {'X': 0.6900603771209717, 'Y': 0.4796205759048462, 'Z': 0.06171055883169174}, {'X': 0.6880963444709778, 'Y': 0.43490928411483765, 'Z': 0.059607408940792084}, {'X': 0.7327260971069336, 'Y': 0.6103181838989258, 'Z': 0.038122378289699554}, {'X': 0.723788857460022, 'Y': 0.5096622109413147, 'Z': 0.0541236512362957}, {'X': 0.7185138463973999, 'Y': 0.4446917176246643, 'Z': 0.046511899679899216}, {'X': 0.7148107290267944, 'Y': 0.3928961157798767, 'Z': 0.03863595426082611}, {'X': 0.7656015157699585, 'Y': 0.6111799478530884, 'Z': 0.030331403017044067}, {'X': 0.7599481344223022, 'Y': 0.5100281238555908, 'Z': 0.04248393699526787}, {'X': 0.7542849779129028, 'Y': 0.45025044679641724, 'Z': 0.036280397325754166}, {'X': 0.7493684887886047, 'Y': 0.40414080023765564, 'Z': 0.0316477008163929}, {'X': 0.7992320656776428, 'Y': 0.6301769614219666, 'Z': 0.024897955358028412}, {'X': 0.807490348815918, 'Y': 0.5510770082473755, 'Z': 0.02743610180914402}, {'X': 0.8117280602455139, 'Y': 0.5019740462303162, 'Z': 0.023943671956658363}, {'X': 0.8116602897644043, 'Y': 0.4603332281112671, 'Z': 0.02059858664870262}]
[{'X': 0.7637806534767151, 'Y': 0.8177139163017273, 'Z': -2.8068232495570555e-05}, {'X': 0.7101576924324036, 'Y': 0.7972640991210938, 'Z': 0.0050463140942156315}, {'X': 0.6675926446914673, 'Y': 0.7316515445709229, 'Z': 0.013358097523450851}, {'X': 0.6400942802429199, 'Y': 0.6639339327812195, 'Z': 0.01520850695669651}, {'X': 0.6158234477043152, 'Y': 0.6292678117752075, 'Z': 0.011276368983089924}, {'X': 0.7012926340103149, 'Y': 0.6284469962120056, 'Z': 0.03862721472978592}, {'X': 0.6921364068984985, 'Y': 0.5305320620536804, 'Z': 0.053071022033691406}, {'X': 0.6903479099273682, 'Y': 0.47509312629699707, 'Z': 0.05679726600646973}, {'X': 0.6890807747840881, 'Y': 0.4314184784889221, 'Z': 0.0559835210442543}, {'X': 0.7332181334495544, 'Y': 0.6103362441062927, 'Z': 0.03440902382135391}, {'X': 0.7241621613502502, 'Y': 0.507459819316864, 'Z': 0.05032506585121155}, {'X': 0.719566822052002, 'Y': 0.4439605474472046, 'Z': 0.04658730328083038}, {'X': 0.7167612314224243, 'Y': 0.39399439096450806, 'Z': 0.04188414290547371}, {'X': 0.7662330865859985, 'Y': 0.6109122633934021, 'Z': 0.028838038444519043}, {'X': 0.7597867250442505, 'Y': 0.5098492503166199, 'Z': 0.041109874844551086}, {'X': 0.7534392476081848, 'Y': 0.4521416425704956, 'Z': 0.037830911576747894}, {'X': 0.7476702928543091, 'Y': 0.40718644857406616, 'Z': 0.03541509434580803}, {'X': 0.7997919917106628, 'Y': 0.6295116543769836, 'Z': 0.025044700130820274}, {'X': 0.8075888752937317, 'Y': 0.5493965744972229, 'Z': 0.027704013511538506}, {'X': 0.8114404678344727, 'Y': 0.5007991194725037, 'Z': 0.024487314745783806}, {'X': 0.8109835982322693, 'Y': 0.4592481255531311, 'Z': 0.021363185718655586}]
[{'X': 0.7648227214813232, 'Y': 0.8021401166915894, 'Z': -2.360648795729503e-05}, {'X': 0.7115409970283508, 'Y': 0.7917609810829163, 'Z': 0.00027957314159721136}, {'X': 0.6679103374481201, 'Y': 0.7312941551208496, 'Z': 0.007031286600977182}, {'X': 0.6398519277572632, 'Y': 0.6655875444412231, 'Z': 0.006942367181181908}, {'X': 0.6138127446174622, 'Y': 0.6300358176231384, 'Z': 0.0030077751725912094}, {'X': 0.7029005885124207, 'Y': 0.6236931681632996, 'Z': 0.03833533450961113}, {'X': 0.6927664875984192, 'Y': 0.5289720296859741, 'Z': 0.05132781341671944}, {'X': 0.6894572973251343, 'Y': 0.47679147124290466, 'Z': 0.05369182676076889}, {'X': 0.6875260472297668, 'Y': 0.43368643522262573, 'Z': 0.0509745292365551}, {'X': 0.7342991828918457, 'Y': 0.6075334548950195, 'Z': 0.034984830766916275}, {'X': 0.7249025702476501, 'Y': 0.506901741027832, 'Z': 0.04993940889835358}, {'X': 0.7200846076011658, 'Y': 0.446499764919281, 'Z': 0.04383480176329613}, {'X': 0.717216432094574, 'Y': 0.3960477113723755, 'Z': 0.037014756351709366}, {'X': 0.7663539052009583, 'Y': 0.6082407236099243, 'Z': 0.02949702925980091}, {'X': 0.7613818645477295, 'Y': 0.5123451352119446, 'Z': 0.04240516573190689}, {'X': 0.7549857497215271, 'Y': 0.46117034554481506, 'Z': 0.03891124576330185}, {'X': 0.748897910118103, 'Y': 0.4216781258583069, 'Z': 0.034964822232723236}, {'X': 0.798542320728302, 'Y': 0.6225236654281616, 'Z': 0.024563265964388847}, {'X': 0.8066225647926331, 'Y': 0.5464136004447937, 'Z': 0.028944557532668114}, {'X': 0.8113133311271667, 'Y': 0.5005806088447571, 'Z': 0.027016157284379005}, {'X': 0.811797022819519, 'Y': 0.4590455889701843, 'Z': 0.026571674272418022}]
[{'X': 0.7605381608009338, 'Y': 0.8130093216896057, 'Z': -2.8942804419784807e-05}, {'X': 0.713168740272522, 'Y': 0.7935113310813904, 'Z': -0.0008969658520072699}, {'X': 0.6729496121406555, 'Y': 0.727940559387207, 'Z': -0.00042151627712883055}, {'X': 0.644424557685852, 'Y': 0.6627888083457947, 'Z': -0.006662784609943628}, {'X': 0.6215441823005676, 'Y': 0.6298484206199646, 'Z': -0.01601940393447876}, {'X': 0.6999505162239075, 'Y': 0.6255061030387878, 'Z': 0.03616746887564659}, {'X': 0.6935571432113647, 'Y': 0.5355419516563416, 'Z': 0.05122637376189232}, {'X': 0.6909188032150269, 'Y': 0.485230416059494, 'Z': 0.05576188117265701}, {'X': 0.6877102255821228, 'Y': 0.4448195695877075, 'Z': 0.05951230227947235}, {'X': 0.7318758964538574, 'Y': 0.6092084646224976, 'Z': 0.03177691623568535}, {'X': 0.7246337532997131, 'Y': 0.5155408978462219, 'Z': 0.04033828526735306}, {'X': 0.7210292220115662, 'Y': 0.45252320170402527, 'Z': 0.036266155540943146}, {'X': 0.718418538570404, 'Y': 0.39963623881340027, 'Z': 0.03183700144290924}, {'X': 0.7644950151443481, 'Y': 0.6141829490661621, 'Z': 0.025363555178046227}, {'X': 0.7622369527816772, 'Y': 0.5342130661010742, 'Z': 0.02833729237318039}, {'X': 0.7563758492469788, 'Y': 0.5440419912338257, 'Z': 0.02157643623650074}, {'X': 0.7507044076919556, 'Y': 0.5630218386650085, 'Z': 0.02081749401986599}, {'X': 0.7962135672569275, 'Y': 0.6308009028434753, 'Z': 0.02015260048210621}, {'X': 0.8044487237930298, 'Y': 0.5569062232971191, 'Z': 0.024117404595017433}, {'X': 0.8047118186950684, 'Y': 0.5069020986557007, 'Z': 0.023791968822479248}, {'X': 0.8012162446975708, 'Y': 0.465699166059494, 'Z': 0.023006223142147064}]
