[{'X': 0.7141567468643188, 'Y': 0.767115592956543, 'Z': -4.527064083958976e-05}, {'X': 0.6646047234535217, 'Y': 0.7318203449249268, 'Z': -0.020649351179599762}, {'X': 0.626443088054657, 'Y': 0.6444128155708313, 'Z': -0.022622764110565186}, {'X': 0.6002671718597412, 'Y': 0.5695343017578125, 'Z': -0.02687736414372921}, {'X': 0.5669665932655334, 'Y': 0.5374851226806641, 'Z': -0.03658611327409744}, {'X': 0.6697710752487183, 'Y': 0.5457953214645386, 'Z': 0.0017904355190694332}, {'X': 0.6605784296989441, 'Y': 0.44946449995040894, 'Z': 0.0034020019229501486}, {'X': 0.6574153304100037, 'Y': 0.3959552049636841, 'Z': -0.0012755385832861066}, {'X': 0.6566864848136902, 'Y': 0.34592437744140625, 'Z': -0.009394506923854351}, {'X': 0.7054902911186218, 'Y': 0.541343629360199, 'Z': 0.0033423439599573612}, {'X': 0.7053511142730713, 'Y': 0.4346897006034851, 'Z': 0.008105156011879444}, {'X': 0.7058284878730774, 'Y': 0.370890349149704, 'Z': -0.006854616571217775}, {'X': 0.7079092264175415, 'Y': 0.3150918483734131, 'Z': -0.02029285579919815}, {'X': 0.7388237118721008, 'Y': 0.5569452047348022, 'Z': 0.0018462254665791988}, {'X': 0.7444387078285217, 'Y': 0.455232173204422, 'Z': 0.0003488192451186478}, {'X': 0.746863067150116, 'Y': 0.39516913890838623, 'Z': -0.01794716902077198}, {'X': 0.7488219738006592, 'Y': 0.34253716468811035, 'Z': -0.033073265105485916}, {'X': 0.7700940370559692, 'Y': 0.5888130068778992, 'Z': -0.00015477562556043267}, {'X': 0.7872602343559265, 'Y': 0.5172171592712402, 'Z': -0.007737081963568926}, {'X': 0.7983904480934143, 'Y': 0.47358161211013794, 'Z': -0.01982375979423523}, {'X': 0.8052113056182861, 'Y': 0.430936336517334, 'Z': -0.028859732672572136}]
[{'X': 0.7142789363861084, 'Y': 0.7645117044448853, 'Z': -4.963821265846491e-05}, {'X': 0.6648905277252197, 'Y': 0.7318207025527954, 'Z': -0.01907307282090187}, {'X': 0.6272132992744446, 'Y': 0.6456326246261597, 'Z': -0.020755715668201447}, {'X': 0.6013458967208862, 'Y': 0.5698415040969849, 'Z': -0.024167999625205994}, {'X': 0.5688700079917908, 'Y': 0.5367710590362549, 'Z': -0.03291596099734306}, {'X': 0.6705156564712524, 'Y': 0.5500681400299072, 'Z': -0.0010401532053947449}, {'X': 0.6607325077056885, 'Y': 0.45331794023513794, 'Z': -0.000920118298381567}, {'X': 0.6576200127601624, 'Y': 0.3984699249267578, 'Z': -0.007169276010245085}, {'X': 0.6572364568710327, 'Y': 0.34714794158935547, 'Z': -0.015680139884352684}, {'X': 0.7059100866317749, 'Y': 0.5453879237174988, 'Z': 0.0006152774440124631}, {'X': 0.7052549123764038, 'Y': 0.4383825957775116, 'Z': 0.003807149128988385}, {'X': 0.7057925462722778, 'Y': 0.37456029653549194, 'Z': -0.012679984793066978}, {'X': 0.7086745500564575, 'Y': 0.31889820098876953, 'Z': -0.026339348405599594}, {'X': 0.7389598488807678, 'Y': 0.560608446598053, 'Z': 0.00010162511898670346}, {'X': 0.7443482875823975, 'Y': 0.45757177472114563, 'Z': -0.0028456817381083965}, {'X': 0.7471237778663635, 'Y': 0.3959132432937622, 'Z': -0.022923503071069717}, {'X': 0.7495389580726624, 'Y': 0.3423055410385132, 'Z': -0.03837387636303902}, {'X': 0.769771933555603, 'Y': 0.5921697616577148, 'Z': -0.00012970178795512766}, {'X': 0.7875075936317444, 'Y': 0.5211633443832397, 'Z': -0.008414534851908684}, {'X': 0.7989085912704468, 'Y': 0.47629910707473755, 'Z': -0.021142851561307907}, {'X': 0.8060420155525208, 'Y': 0.4321933388710022, 'Z': -0.030278615653514862}]
[{'X': 0.7136127948760986, 'Y': 0.7631179094314575, 'Z': -3.700754314195365e-05}, {'X': 0.664534330368042, 'Y': 0.7319123148918152, 'Z': -0.015622533857822418}, {'X': 0.6277826428413391, 'Y': 0.6460153460502625, 'Z': -0.015570229850709438}, {'X': 0.6027501821517944, 'Y': 0.5700134038925171, 'Z': -0.017949147149920464}, {'X': 0.5696430802345276, 'Y': 0.5374711155891418, 'Z': -0.025858020409941673}, {'X': 0.6700537204742432, 'Y': 0.5508542060852051, 'Z': 0.003779831575229764}, {'X': 0.6611148118972778, 'Y': 0.4541175067424774, 'Z': 0.004982360638678074}, {'X': 0.6587652564048767, 'Y': 0.39911025762557983, 'Z': -0.0007451603887602687}, {'X': 0.6585718989372253, 'Y': 0.3485605716705322, 'Z': -0.00851272139698267}, {'X': 0.7060335278511047, 'Y': 0.5455078482627869, 'Z': 0.004205216653645039}, {'X': 0.706306517124176, 'Y': 0.4388013780117035, 'Z': 0.008486798033118248}, {'X': 0.7074291706085205, 'Y': 0.3746304512023926, 'Z': -0.007991270162165165}, {'X': 0.7109735012054443, 'Y': 0.3193824887275696, 'Z': -0.021590573713183403}, {'X': 0.7394862771034241, 'Y': 0.5609264969825745, 'Z': 0.002800591988489032}, {'X': 0.7452412843704224, 'Y': 0.45825040340423584, 'Z': 0.0009716794593259692}, {'X': 0.7485088109970093, 'Y': 0.39651066064834595, 'Z': -0.01921474002301693}, {'X': 0.7517770528793335, 'Y': 0.3435039818286896, 'Z': -0.03493938967585564}, {'X': 0.7703657150268555, 'Y': 0.5930027365684509, 'Z': 0.001973759150132537}, {'X': 0.7877591252326965, 'Y': 0.5231602191925049, 'Z': -0.005665910430252552}, {'X': 0.7990896105766296, 'Y': 0.4791147708892822, 'Z': -0.018641477450728416}, {'X': 0.8062827587127686, 'Y': 0.43558645248413086, 'Z': -0.027974702417850494}]
[{'X': 0.7137237191200256, 'Y': 0.763187050819397, 'Z': -3.690737139550038e-05}, {'X': 0.6646090149879456, 'Y': 0.7338041067123413, 'Z': -0.020098252221941948}, {'X': 0.6282045841217041, 'Y': 0.6472844481468201, 'Z': -0.022430380806326866}, {'X': 0.603497326374054, 'Y': 0.5705590844154358, 'Z': -0.02707194909453392}, {'X': 0.5702163577079773, 'Y': 0.5361524820327759, 'Z': -0.03788977861404419}, {'X': 0.6709858179092407, 'Y': 0.5488002300262451, 'Z': 0.003749380586668849}, {'X': 0.6606811881065369, 'Y': 0.4537566304206848, 'Z': 0.002740616677328944}, {'X': 0.6571400165557861, 'Y': 0.3998171091079712, 'Z': -0.0050839995965361595}, {'X': 0.6561593413352966, 'Y': 0.34984296560287476, 'Z': -0.014033768326044083}, {'X': 0.706498920917511, 'Y': 0.5429210662841797, 'Z': 0.004642725456506014}, {'X': 0.7059877514839172, 'Y': 0.4359742999076843, 'Z': 0.008205086924135685}, {'X': 0.7064856886863708, 'Y': 0.3734571933746338, 'Z': -0.009416880086064339}, {'X': 0.7097789645195007, 'Y': 0.3190535306930542, 'Z': -0.023591352626681328}, {'X': 0.7392024993896484, 'Y': 0.5577727556228638, 'Z': 0.0023356678429991007}, {'X': 0.7446836829185486, 'Y': 0.45501452684402466, 'Z': -0.0001708534109639004}, {'X': 0.7472629547119141, 'Y': 0.39463645219802856, 'Z': -0.021091321483254433}, {'X': 0.7502007484436035, 'Y': 0.34180405735969543, 'Z': -0.037527814507484436}, {'X': 0.7699395418167114, 'Y': 0.5898717045783997, 'Z': -0.0004202229611109942}, {'X': 0.7873541116714478, 'Y': 0.5198606252670288, 'Z': -0.008944414556026459}, {'X': 0.7984715104103088, 'Y': 0.47612252831459045, 'Z': -0.02231966145336628}, {'X': 0.806035578250885, 'Y': 0.432498574256897, 'Z': -0.03222013637423515}]
[{'X': 0.7138277888298035, 'Y': 0.7566195130348206, 'Z': -2.002012297452893e-05}, {'X': 0.667237401008606, 'Y': 0.7243934869766235, 'Z': -0.012887522578239441}, {'X': 0.6310977935791016, 'Y': 0.6438074111938477, 'Z': -0.013690551742911339}, {'X': 0.604295015335083, 'Y': 0.5705347061157227, 'Z': -0.016707442700862885}, {'X': 0.5712249279022217, 'Y': 0.5393530130386353, 'Z': -0.0245155431330204}, {'X': 0.6718426942825317, 'Y': 0.5517890453338623, 'Z': -0.00040743715362623334}, {'X': 0.6617469787597656, 'Y': 0.4558453857898712, 'Z': -0.0006135776056908071}, {'X': 0.6590784192085266, 'Y': 0.3992905616760254, 'Z': -0.008605840615928173}, {'X': 0.6580935716629028, 'Y': 0.34788626432418823, 'Z': -0.018214493989944458}, {'X': 0.7078552842140198, 'Y': 0.5459527373313904, 'Z': -0.0006557601154781878}, {'X': 0.7078486680984497, 'Y': 0.4399736225605011, 'Z': 0.0036541589070111513}, {'X': 0.7083739042282104, 'Y': 0.3726283013820648, 'Z': -0.014666533097624779}, {'X': 0.7108755111694336, 'Y': 0.3158644437789917, 'Z': -0.03277350962162018}, {'X': 0.7421050667762756, 'Y': 0.5598095059394836, 'Z': -0.0020649053622037172}, {'X': 0.7478700876235962, 'Y': 0.4598025977611542, 'Z': -0.0024655156303197145}, {'X': 0.7498941421508789, 'Y': 0.3959794044494629, 'Z': -0.02274811826646328}, {'X': 0.7519749402999878, 'Y': 0.34047263860702515, 'Z': -0.038839273154735565}, {'X': 0.7738468647003174, 'Y': 0.5910106897354126, 'Z': -0.0028282024431973696}, {'X': 0.7896799445152283, 'Y': 0.5214019417762756, 'Z': -0.0102552380412817}, {'X': 0.800308883190155, 'Y': 0.4751027822494507, 'Z': -0.02226950228214264}, {'X': 0.8070186376571655, 'Y': 0.42974019050598145, 'Z': -0.03211924433708191}]
[{'X': 0.7127933502197266, 'Y': 0.7601476311683655, 'Z': -3.283787373220548e-05}, {'X': 0.6662970185279846, 'Y': 0.7289003133773804, 'Z': -0.021750472486019135}, {'X': 0.6301349997520447, 'Y': 0.6432174444198608, 'Z': -0.02582809329032898}, {'X': 0.6052128076553345, 'Y': 0.5684642195701599, 'Z': -0.03197534382343292}, {'X': 0.5710601806640625, 'Y': 0.5354825258255005, 'Z': -0.04490180313587189}, {'X': 0.6713420152664185, 'Y': 0.5467565655708313, 'Z': -0.003711284138262272}, {'X': 0.6609528660774231, 'Y': 0.4521203637123108, 'Z': -0.006117186974734068}, {'X': 0.6572691202163696, 'Y': 0.39799755811691284, 'Z': -0.013786467723548412}, {'X': 0.6563612222671509, 'Y': 0.34767580032348633, 'Z': -0.02318667061626911}, {'X': 0.7068361639976501, 'Y': 0.541042685508728, 'Z': -0.003666697535663843}, {'X': 0.706153154373169, 'Y': 0.43453535437583923, 'Z': -0.0018675397150218487}, {'X': 0.7064337134361267, 'Y': 0.3706461191177368, 'Z': -0.020049629732966423}, {'X': 0.7092822790145874, 'Y': 0.31540340185165405, 'Z': -0.03629382327198982}, {'X': 0.739895761013031, 'Y': 0.555737316608429, 'Z': -0.006522388197481632}, {'X': 0.7452950477600098, 'Y': 0.4541962444782257, 'Z': -0.010553674772381783}, {'X': 0.7474618554115295, 'Y': 0.3931567072868347, 'Z': -0.032387807965278625}, {'X': 0.7497318387031555, 'Y': 0.3398946523666382, 'Z': -0.05010293424129486}, {'X': 0.7712010145187378, 'Y': 0.5871885418891907, 'Z': -0.010323950089514256}, {'X': 0.788326621055603, 'Y': 0.5175062417984009, 'Z': -0.020656254142522812}, {'X': 0.799684464931488, 'Y': 0.47286829352378845, 'Z': -0.03465325012803078}, {'X': 0.8072546720504761, 'Y': 0.42880621552467346, 'Z': -0.04560638964176178}]
[{'X': 0.7129025459289551, 'Y': 0.7597360014915466, 'Z': -2.1583115085377358e-05}, {'X': 0.6666250228881836, 'Y': 0.7279711961746216, 'Z': -0.020750002935528755}, {'X': 0.6304174661636353, 'Y': 0.6422104835510254, 'Z': -0.02258102409541607}, {'X': 0.6051594018936157, 'Y': 0.5682405829429626, 'Z': -0.026944518089294434}, {'X': 0.571218729019165, 'Y': 0.5370172262191772, 'Z': -0.03780556470155716}, {'X': 0.671722948551178, 'Y': 0.5466867685317993, 'Z': 0.004199042916297913}, {'X': 0.661405086517334, 'Y': 0.45400673151016235, 'Z': 0.003562305122613907}, {'X': 0.6577351689338684, 'Y': 0.4006512761116028, 'Z': -0.0033799507655203342}, {'X': 0.6566054224967957, 'Y': 0.35182055830955505, 'Z': -0.012396961450576782}, {'X': 0.7067767977714539, 'Y': 0.5400729179382324, 'Z': 0.004572809208184481}, {'X': 0.7060990929603577, 'Y': 0.4352709949016571, 'Z': 0.008231423795223236}, {'X': 0.7060500383377075, 'Y': 0.3725522756576538, 'Z': -0.009457760490477085}, {'X': 0.7083098888397217, 'Y': 0.31800100207328796, 'Z': -0.024252180010080338}, {'X': 0.7394700646400452, 'Y': 0.553640604019165, 'Z': 0.0015895619289949536}, {'X': 0.744798481464386, 'Y': 0.45294708013534546, 'Z': -0.00077952875290066}, {'X': 0.7471781373023987, 'Y': 0.392349511384964, 'Z': -0.02209443226456642}, {'X': 0.7496809959411621, 'Y': 0.3391484022140503, 'Z': -0.03908940404653549}, {'X': 0.7703606486320496, 'Y': 0.5840921401977539, 'Z': -0.0020237944554537535}, {'X': 0.7883811593055725, 'Y': 0.5163971781730652, 'Z': -0.010531201958656311}, {'X': 0.8002282381057739, 'Y': 0.47248002886772156, 'Z': -0.023606913164258003}, {'X': 0.8085116147994995, 'Y': 0.42852041125297546, 'Z': -0.03377671167254448}]
[{'X': 0.7121363282203674, 'Y': 0.762489914894104, 'Z': -6.208104605320841e-05}, {'X': 0.6666398644447327, 'Y': 0.7275917530059814, 'Z': -0.016414884477853775}, {'X': 0.6299611330032349, 'Y': 0.635675311088562, 'Z': -0.017539747059345245}, {'X': 0.6031274795532227, 'Y': 0.5631954073905945, 'Z': -0.021426020190119743}, {'X': 0.5672858357429504, 'Y': 0.5388003587722778, 'Z': -0.031573016196489334}, {'X': 0.6731346249580383, 'Y': 0.5518844127655029, 'Z': 0.010876711457967758}, {'X': 0.6655059456825256, 'Y': 0.46889370679855347, 'Z': 0.010432453826069832}, {'X': 0.6620967388153076, 'Y': 0.4278550148010254, 'Z': 2.541087451390922e-05}, {'X': 0.6601272225379944, 'Y': 0.3925325870513916, 'Z': -0.013970817439258099}, {'X': 0.7070186734199524, 'Y': 0.543563723564148, 'Z': 0.008627538569271564}, {'X': 0.7070105671882629, 'Y': 0.4406462013721466, 'Z': 0.014981365762650967}, {'X': 0.7069585919380188, 'Y': 0.37957367300987244, 'Z': 0.0012003957526758313}, {'X': 0.7079731225967407, 'Y': 0.32547712326049805, 'Z': -0.012996688485145569}, {'X': 0.7388314008712769, 'Y': 0.5553736090660095, 'Z': 0.0023185494355857372}, {'X': 0.7438903450965881, 'Y': 0.4527488350868225, 'Z': 0.003250507637858391}, {'X': 0.7447164058685303, 'Y': 0.393649160861969, 'Z': -0.009133446030318737}, {'X': 0.7453691959381104, 'Y': 0.3407406210899353, 'Z': -0.02234143204987049}, {'X': 0.7693944573402405, 'Y': 0.5849566459655762, 'Z': -0.00483766570687294}, {'X': 0.7866560220718384, 'Y': 0.5118631720542908, 'Z': -0.008766640909016132}, {'X': 0.7965668439865112, 'Y': 0.4688451886177063, 'Z': -0.016043558716773987}, {'X': 0.8031050562858582, 'Y': 0.4258529245853424, 'Z': -0.0219999048858881}]
[{'X': 0.7104577422142029, 'Y': 0.7561691999435425, 'Z': -2.8398198992363177e-05}, {'X': 0.6645323038101196, 'Y': 0.7236911058425903, 'Z': -0.010645485483109951}, {'X': 0.6290121078491211, 'Y': 0.6357672214508057, 'Z': -0.012046691961586475}, {'X': 0.6028682589530945, 'Y': 0.5659596920013428, 'Z': -0.01652131974697113}, {'X': 0.5677781105041504, 'Y': 0.5381993651390076, 'Z': -0.026115380227565765}, {'X': 0.672199547290802, 'Y': 0.5511890649795532, 'Z': 0.02242758497595787}, {'X': 0.6691065430641174, 'Y': 0.47461533546447754, 'Z': 0.01940002664923668}, {'X': 0.6656652688980103, 'Y': 0.4470467269420624, 'Z': 0.001765641150996089}, {'X': 0.6642929315567017, 'Y': 0.43191882967948914, 'Z': -0.01758640632033348}, {'X': 0.7051706314086914, 'Y': 0.5413074493408203, 'Z': 0.018536651507019997}, {'X': 0.7068785429000854, 'Y': 0.44698065519332886, 'Z': 0.030730977654457092}, {'X': 0.7060821652412415, 'Y': 0.39173424243927, 'Z': 0.01863744668662548}, {'X': 0.7052208781242371, 'Y': 0.34549349546432495, 'Z': 0.0055350931361317635}, {'X': 0.7360172271728516, 'Y': 0.5513761043548584, 'Z': 0.009429793804883957}, {'X': 0.7423405647277832, 'Y': 0.4525912404060364, 'Z': 0.016510339453816414}, {'X': 0.7434248328208923, 'Y': 0.39431771636009216, 'Z': 0.004934749566018581}, {'X': 0.7440370917320251, 'Y': 0.34296470880508423, 'Z': -0.007431600708514452}, {'X': 0.7666382789611816, 'Y': 0.5788496732711792, 'Z': 2.554101956775412e-05}, {'X': 0.7843959331512451, 'Y': 0.5081489086151123, 'Z': 0.002642265288159251}, {'X': 0.7941634654998779, 'Y': 0.463809072971344, 'Z': -0.0011748066172003746}, {'X': 0.8011868596076965, 'Y': 0.41813796758651733, 'Z': -0.004707969259470701}]
[{'X': 0.7066124677658081, 'Y': 0.7358850240707397, 'Z': -6.53443785267882e-05}, {'X': 0.6569024324417114, 'Y': 0.7122933864593506, 'Z': -0.0031145040411502123}, {'X': 0.6229327917098999, 'Y': 0.6345444917678833, 'Z': -0.0022674575448036194}, {'X': 0.5990341305732727, 'Y': 0.5714430212974548, 'Z': -0.004845461808145046}, {'X': 0.5689479112625122, 'Y': 0.5410711169242859, 'Z': -0.012454647570848465}, {'X': 0.6724199652671814, 'Y': 0.5394343137741089, 'Z': 0.0233446191996336}, {'X': 0.673671305179596, 'Y': 0.4588783383369446, 'Z': 0.02125539258122444}, {'X': 0.672712504863739, 'Y': 0.4536719024181366, 'Z': 0.008397587575018406}, {'X': 0.6727271676063538, 'Y': 0.4661442041397095, 'Z': -0.004367229528725147}, {'X': 0.7043853402137756, 'Y': 0.5328556299209595, 'Z': 0.01813548430800438}, {'X': 0.7061155438423157, 'Y': 0.4435822367668152, 'Z': 0.03132348880171776}, {'X': 0.7044643759727478, 'Y': 0.4071038067340851, 'Z': 0.028003942221403122}, {'X': 0.702835202217102, 'Y': 0.3836153745651245, 'Z': 0.01937330700457096}, {'X': 0.7336984276771545, 'Y': 0.5461597442626953, 'Z': 0.008383484557271004}, {'X': 0.7399209141731262, 'Y': 0.45368698239326477, 'Z': 0.01669684424996376}, {'X': 0.7412674427032471, 'Y': 0.40293052792549133, 'Z': 0.008686462417244911}, {'X': 0.741251528263092, 'Y': 0.35890841484069824, 'Z': -0.0006567589589394629}, {'X': 0.7631964087486267, 'Y': 0.5755261778831482, 'Z': -0.0012273170286789536}, {'X': 0.7820817828178406, 'Y': 0.5083231925964355, 'Z': 0.003159408923238516}, {'X': 0.7903228998184204, 'Y': 0.46725234389305115, 'Z': -0.00027311156736686826}, {'X': 0.7948113679885864, 'Y': 0.4220302104949951, 'Z': -0.004098853096365929}]
[{'X': 0.7079319357872009, 'Y': 0.7365290522575378, 'Z': -3.920159360859543e-05}, {'X': 0.6571584343910217, 'Y': 0.7105059027671814, 'Z': 0.0025717359967529774}, {'X': 0.6230586171150208, 'Y': 0.6308010220527649, 'Z': 0.004043403547257185}, {'X': 0.5980461835861206, 'Y': 0.5677635073661804, 'Z': 0.0036569812800735235}, {'X': 0.5662474632263184, 'Y': 0.5419578552246094, 'Z': -0.0011061978293582797}, {'X': 0.6700227856636047, 'Y': 0.5412087440490723, 'Z': 0.015807446092367172}, {'X': 0.6714869737625122, 'Y': 0.4588223099708557, 'Z': 0.019153118133544922}, {'X': 0.6722359657287598, 'Y': 0.4601037800312042, 'Z': 0.013599569909274578}, {'X': 0.6737285256385803, 'Y': 0.4793310761451721, 'Z': 0.005432664882391691}, {'X': 0.7045904397964478, 'Y': 0.5363625288009644, 'Z': 0.011744966730475426}, {'X': 0.7082375288009644, 'Y': 0.4455777704715729, 'Z': 0.030222436413168907}, {'X': 0.7080962657928467, 'Y': 0.41105249524116516, 'Z': 0.03346968814730644}, {'X': 0.7066319584846497, 'Y': 0.39270153641700745, 'Z': 0.032191067934036255}, {'X': 0.7361429333686829, 'Y': 0.5498641133308411, 'Z': 0.005767954513430595}, {'X': 0.742935836315155, 'Y': 0.4565814137458801, 'Z': 0.017049599438905716}, {'X': 0.744481086730957, 'Y': 0.40905529260635376, 'Z': 0.016166703775525093}, {'X': 0.7446979284286499, 'Y': 0.37206631898880005, 'Z': 0.014908293262124062}, {'X': 0.7664167284965515, 'Y': 0.5778350830078125, 'Z': 0.001577757648192346}, {'X': 0.782913863658905, 'Y': 0.507565438747406, 'Z': 0.010019971057772636}, {'X': 0.7906808853149414, 'Y': 0.4649704694747925, 'Z': 0.012128965929150581}, {'X': 0.795140266418457, 'Y': 0.4211243689060211, 'Z': 0.014397290535271168}]
