[{'X': 0.8398948907852173, 'Y': 0.7404291033744812, 'Z': -5.480552863446064e-05}, {'X': 0.7611078023910522, 'Y': 0.7054038047790527, 'Z': -0.007309966254979372}, {'X': 0.7118897438049316, 'Y': 0.6266543865203857, 'Z': 0.005277195479720831}, {'X': 0.6862848997116089, 'Y': 0.5478174686431885, 'Z': 0.00957043468952179}, {'X': 0.6645258665084839, 'Y': 0.4967377185821533, 'Z': 0.019535930827260017}, {'X': 0.7505731582641602, 'Y': 0.5314634442329407, 'Z': 0.049735572189092636}, {'X': 0.7312590479850769, 'Y': 0.43389466404914856, 'Z': 0.05785546079277992}, {'X': 0.7244998812675476, 'Y': 0.37759456038475037, 'Z': 0.05694800615310669}, {'X': 0.7192938923835754, 'Y': 0.3294825553894043, 'Z': 0.05254692956805229}, {'X': 0.7935397624969482, 'Y': 0.5170888900756836, 'Z': 0.0392460897564888}, {'X': 0.7759189009666443, 'Y': 0.4036358892917633, 'Z': 0.052023451775312424}, {'X': 0.7684289216995239, 'Y': 0.34328725934028625, 'Z': 0.03564367815852165}, {'X': 0.7625519037246704, 'Y': 0.29571887850761414, 'Z': 0.023148147389292717}, {'X': 0.8361829519271851, 'Y': 0.5193209052085876, 'Z': 0.023515913635492325}, {'X': 0.8233335614204407, 'Y': 0.415920615196228, 'Z': 0.030605914071202278}, {'X': 0.8157175183296204, 'Y': 0.35861605405807495, 'Z': 0.01690833456814289}, {'X': 0.8083376884460449, 'Y': 0.31085115671157837, 'Z': 0.0031150132417678833}, {'X': 0.8796837329864502, 'Y': 0.536910355091095, 'Z': 0.006780443247407675}, {'X': 0.8733662366867065, 'Y': 0.4586196839809418, 'Z': 0.003661742666736245}, {'X': 0.866866409778595, 'Y': 0.4123461842536926, 'Z': -0.00732764508575201}, {'X': 0.8566910624504089, 'Y': 0.36862194538116455, 'Z': -0.014109841547906399}]
[{'X': 0.8421015739440918, 'Y': 0.730937123298645, 'Z': -8.803248783806339e-05}, {'X': 0.7591977715492249, 'Y': 0.694704532623291, 'Z': -0.0008372014854103327}, {'X': 0.709061324596405, 'Y': 0.6198549866676331, 'Z': 0.02507314831018448}, {'X': 0.683326244354248, 'Y': 0.5451858639717102, 'Z': 0.04344514384865761}, {'X': 0.6634788513183594, 'Y': 0.5009283423423767, 'Z': 0.06980028748512268}, {'X': 0.751149594783783, 'Y': 0.5314592123031616, 'Z': 0.06653722375631332}, {'X': 0.7329126000404358, 'Y': 0.4307492673397064, 'Z': 0.08021704852581024}, {'X': 0.7283258438110352, 'Y': 0.37203481793403625, 'Z': 0.08112001419067383}, {'X': 0.7245641350746155, 'Y': 0.3236181139945984, 'Z': 0.07650483399629593}, {'X': 0.7933903336524963, 'Y': 0.5166531205177307, 'Z': 0.056955691426992416}, {'X': 0.7770164012908936, 'Y': 0.4005501866340637, 'Z': 0.06983181834220886}, {'X': 0.7706224322319031, 'Y': 0.339481920003891, 'Z': 0.0509648360311985}, {'X': 0.766206681728363, 'Y': 0.29446470737457275, 'Z': 0.03571905568242073}, {'X': 0.8355302810668945, 'Y': 0.5181976556777954, 'Z': 0.04282814636826515}, {'X': 0.8236616253852844, 'Y': 0.414089173078537, 'Z': 0.051016755402088165}, {'X': 0.8181427121162415, 'Y': 0.3551860749721527, 'Z': 0.03782752528786659}, {'X': 0.8111580610275269, 'Y': 0.30723339319229126, 'Z': 0.023143822327256203}, {'X': 0.8781439065933228, 'Y': 0.5331954956054688, 'Z': 0.027795689180493355}, {'X': 0.8728480339050293, 'Y': 0.4534688889980316, 'Z': 0.02598818764090538}, {'X': 0.8683786988258362, 'Y': 0.4058419167995453, 'Z': 0.016940820962190628}, {'X': 0.8588377237319946, 'Y': 0.36064374446868896, 'Z': 0.012110700830817223}]
[{'X': 0.8421015739440918, 'Y': 0.730937123298645, 'Z': -8.803248783806339e-05}, {'X': 0.7591977715492249, 'Y': 0.694704532623291, 'Z': -0.0008372014854103327}, {'X': 0.709061324596405, 'Y': 0.6198549866676331, 'Z': 0.02507314831018448}, {'X': 0.683326244354248, 'Y': 0.5451858639717102, 'Z': 0.04344514384865761}, {'X': 0.6634788513183594, 'Y': 0.5009283423423767, 'Z': 0.06980028748512268}, {'X': 0.751149594783783, 'Y': 0.5314592123031616, 'Z': 0.06653722375631332}, {'X': 0.7329126000404358, 'Y': 0.4307492673397064, 'Z': 0.08021704852581024}, {'X': 0.7283258438110352, 'Y': 0.37203481793403625, 'Z': 0.08112001419067383}, {'X': 0.7245641350746155, 'Y': 0.3236181139945984, 'Z': 0.07650483399629593}, {'X': 0.7933903336524963, 'Y': 0.5166531205177307, 'Z': 0.056955691426992416}, {'X': 0.7770164012908936, 'Y': 0.4005501866340637, 'Z': 0.06983181834220886}, {'X': 0.7706224322319031, 'Y': 0.339481920003891, 'Z': 0.0509648360311985}, {'X': 0.766206681728363, 'Y': 0.29446470737457275, 'Z': 0.03571905568242073}, {'X': 0.8355302810668945, 'Y': 0.5181976556777954, 'Z': 0.04282814636826515}, {'X': 0.8236616253852844, 'Y': 0.414089173078537, 'Z': 0.051016755402088165}, {'X': 0.8181427121162415, 'Y': 0.3551860749721527, 'Z': 0.03782752528786659}, {'X': 0.8111580610275269, 'Y': 0.30723339319229126, 'Z': 0.023143822327256203}, {'X': 0.8781439065933228, 'Y': 0.5331954956054688, 'Z': 0.027795689180493355}, {'X': 0.8728480339050293, 'Y': 0.4534688889980316, 'Z': 0.02598818764090538}, {'X': 0.8683786988258362, 'Y': 0.4058419167995453, 'Z': 0.016940820962190628}, {'X': 0.8588377237319946, 'Y': 0.36064374446868896, 'Z': 0.012110700830817223}]
[{'X': 0.8459933996200562, 'Y': 0.7344769239425659, 'Z': -9.432920342078432e-05}, {'X': 0.7630268335342407, 'Y': 0.700098991394043, 'Z': -0.0015077934367582202}, {'X': 0.7129935026168823, 'Y': 0.6224745512008667, 'Z': 0.022235147655010223}, {'X': 0.6876412630081177, 'Y': 0.5455992817878723, 'Z': 0.0381258986890316}, {'X': 0.6674361228942871, 'Y': 0.4981875419616699, 'Z': 0.06101890653371811}, {'X': 0.7529311180114746, 'Y': 0.5318834185600281, 'Z': 0.0676221176981926}, {'X': 0.7340470552444458, 'Y': 0.43174999952316284, 'Z': 0.08270974457263947}, {'X': 0.7288026809692383, 'Y': 0.3733194172382355, 'Z': 0.0859609991312027}, {'X': 0.7243779301643372, 'Y': 0.3254806399345398, 'Z': 0.08447518944740295}, {'X': 0.7949325442314148, 'Y': 0.5160670280456543, 'Z': 0.058528393507003784}, {'X': 0.7789074778556824, 'Y': 0.4013027846813202, 'Z': 0.07644866406917572}, {'X': 0.7730081081390381, 'Y': 0.34047892689704895, 'Z': 0.06271058320999146}, {'X': 0.7689866423606873, 'Y': 0.29564106464385986, 'Z': 0.050576526671648026}, {'X': 0.8365076780319214, 'Y': 0.51677405834198, 'Z': 0.04436740279197693}, {'X': 0.8240469098091125, 'Y': 0.4130544364452362, 'Z': 0.05564035847783089}, {'X': 0.8184946775436401, 'Y': 0.3521609306335449, 'Z': 0.04441196843981743}, {'X': 0.8118971586227417, 'Y': 0.3029128909111023, 'Z': 0.03125307336449623}, {'X': 0.8787308931350708, 'Y': 0.5313060283660889, 'Z': 0.028838470578193665}, {'X': 0.8727155923843384, 'Y': 0.4528658092021942, 'Z': 0.027900993824005127}, {'X': 0.8682399988174438, 'Y': 0.40573787689208984, 'Z': 0.018609382212162018}, {'X': 0.8596152663230896, 'Y': 0.3612808883190155, 'Z': 0.01320705283433199}]
[{'X': 0.8439443707466125, 'Y': 0.7305613160133362, 'Z': -8.166473708115518e-05}, {'X': 0.7634501457214355, 'Y': 0.6954265236854553, 'Z': -3.259981440351112e-06}, {'X': 0.715539276599884, 'Y': 0.6177809834480286, 'Z': 0.02573406510055065}, {'X': 0.692013144493103, 'Y': 0.5422956943511963, 'Z': 0.04382489249110222}, {'X': 0.6731255054473877, 'Y': 0.4905242621898651, 'Z': 0.0704132691025734}, {'X': 0.7561823725700378, 'Y': 0.5293951034545898, 'Z': 0.08149416744709015}, {'X': 0.7400994896888733, 'Y': 0.43582621216773987, 'Z': 0.09328603744506836}, {'X': 0.734866738319397, 'Y': 0.38395974040031433, 'Z': 0.0914716050028801}, {'X': 0.7300962805747986, 'Y': 0.33925437927246094, 'Z': 0.08479313552379608}, {'X': 0.7965906858444214, 'Y': 0.5161798000335693, 'Z': 0.06933911144733429}, {'X': 0.7840054035186768, 'Y': 0.409643292427063, 'Z': 0.07911471277475357}, {'X': 0.7797706127166748, 'Y': 0.3582645058631897, 'Z': 0.05605164170265198}, {'X': 0.7778621315956116, 'Y': 0.31992000341415405, 'Z': 0.036579299718141556}, {'X': 0.8363949060440063, 'Y': 0.5178266763687134, 'Z': 0.05156653746962547}, {'X': 0.8267512917518616, 'Y': 0.4215781092643738, 'Z': 0.05778113380074501}, {'X': 0.8212763071060181, 'Y': 0.36476075649261475, 'Z': 0.0407145731151104}, {'X': 0.8154677152633667, 'Y': 0.3165817856788635, 'Z': 0.02246219292283058}, {'X': 0.8778735995292664, 'Y': 0.534594714641571, 'Z': 0.033462971448898315}, {'X': 0.8720380067825317, 'Y': 0.4592359662055969, 'Z': 0.0321173220872879}, {'X': 0.8662789463996887, 'Y': 0.4101789891719818, 'Z': 0.022333024069666862}, {'X': 0.8569881319999695, 'Y': 0.3626140356063843, 'Z': 0.013940216042101383}]
[{'X': 0.841476321220398, 'Y': 0.7560087442398071, 'Z': -8.954247459769249e-05}, {'X': 0.7603167295455933, 'Y': 0.702412486076355, 'Z': 0.027556218206882477}, {'X': 0.7172786593437195, 'Y': 0.6190443634986877, 'Z': 0.061522532254457474}, {'X': 0.6987114548683167, 'Y': 0.5491756200790405, 'Z': 0.08203086256980896}, {'X': 0.6904809474945068, 'Y': 0.5004721283912659, 'Z': 0.10732197761535645}, {'X': 0.7630345225334167, 'Y': 0.5354767441749573, 'Z': 0.12316468358039856}, {'X': 0.7609068155288696, 'Y': 0.4526403546333313, 'Z': 0.1268870234489441}, {'X': 0.758489727973938, 'Y': 0.43141627311706543, 'Z': 0.10261274874210358}, {'X': 0.7581108808517456, 'Y': 0.4293544590473175, 'Z': 0.08597347140312195}, {'X': 0.7982825040817261, 'Y': 0.5234858393669128, 'Z': 0.0997832864522934}, {'X': 0.7957684993743896, 'Y': 0.4220190644264221, 'Z': 0.11500635743141174}, {'X': 0.7917830348014832, 'Y': 0.38299989700317383, 'Z': 0.09283420443534851}, {'X': 0.7885127067565918, 'Y': 0.36204656958580017, 'Z': 0.07337532192468643}, {'X': 0.8334269523620605, 'Y': 0.5254584550857544, 'Z': 0.06925102323293686}, {'X': 0.8284183740615845, 'Y': 0.4277336299419403, 'Z': 0.08136092126369476}, {'X': 0.8243916630744934, 'Y': 0.3749538064002991, 'Z': 0.06801042705774307}, {'X': 0.8189502358436584, 'Y': 0.3355562686920166, 'Z': 0.05460212379693985}, {'X': 0.871167004108429, 'Y': 0.5432425141334534, 'Z': 0.03862934559583664}, {'X': 0.8647060990333557, 'Y': 0.46249905228614807, 'Z': 0.04934091120958328}, {'X': 0.8593109250068665, 'Y': 0.41416871547698975, 'Z': 0.048609986901283264}, {'X': 0.8517501950263977, 'Y': 0.36523500084877014, 'Z': 0.04501493275165558}]
[{'X': 0.841476321220398, 'Y': 0.7560087442398071, 'Z': -8.954247459769249e-05}, {'X': 0.7603167295455933, 'Y': 0.702412486076355, 'Z': 0.027556218206882477}, {'X': 0.7172786593437195, 'Y': 0.6190443634986877, 'Z': 0.061522532254457474}, {'X': 0.6987114548683167, 'Y': 0.5491756200790405, 'Z': 0.08203086256980896}, {'X': 0.6904809474945068, 'Y': 0.5004721283912659, 'Z': 0.10732197761535645}, {'X': 0.7630345225334167, 'Y': 0.5354767441749573, 'Z': 0.12316468358039856}, {'X': 0.7609068155288696, 'Y': 0.4526403546333313, 'Z': 0.1268870234489441}, {'X': 0.758489727973938, 'Y': 0.43141627311706543, 'Z': 0.10261274874210358}, {'X': 0.7581108808517456, 'Y': 0.4293544590473175, 'Z': 0.08597347140312195}, {'X': 0.7982825040817261, 'Y': 0.5234858393669128, 'Z': 0.0997832864522934}, {'X': 0.7957684993743896, 'Y': 0.4220190644264221, 'Z': 0.11500635743141174}, {'X': 0.7917830348014832, 'Y': 0.38299989700317383, 'Z': 0.09283420443534851}, {'X': 0.7885127067565918, 'Y': 0.36204656958580017, 'Z': 0.07337532192468643}, {'X': 0.8334269523620605, 'Y': 0.5254584550857544, 'Z': 0.06925102323293686}, {'X': 0.8284183740615845, 'Y': 0.4277336299419403, 'Z': 0.08136092126369476}, {'X': 0.8243916630744934, 'Y': 0.3749538064002991, 'Z': 0.06801042705774307}, {'X': 0.8189502358436584, 'Y': 0.3355562686920166, 'Z': 0.05460212379693985}, {'X': 0.871167004108429, 'Y': 0.5432425141334534, 'Z': 0.03862934559583664}, {'X': 0.8647060990333557, 'Y': 0.46249905228614807, 'Z': 0.04934091120958328}, {'X': 0.8593109250068665, 'Y': 0.41416871547698975, 'Z': 0.048609986901283264}, {'X': 0.8517501950263977, 'Y': 0.36523500084877014, 'Z': 0.04501493275165558}]
[{'X': 0.847643256187439, 'Y': 0.7439019083976746, 'Z': -0.00011174188693985343}, {'X': 0.7654588222503662, 'Y': 0.6910034418106079, 'Z': 0.023049915209412575}, {'X': 0.7193663120269775, 'Y': 0.6206722259521484, 'Z': 0.04894694685935974}, {'X': 0.6977015137672424, 'Y': 0.5538368821144104, 'Z': 0.0629524290561676}, {'X': 0.7035406827926636, 'Y': 0.505618155002594, 'Z': 0.08522171527147293}, {'X': 0.7738417387008667, 'Y': 0.5330576300621033, 'Z': 0.12850072979927063}, {'X': 0.7654889225959778, 'Y': 0.45214933156967163, 'Z': 0.1358460783958435}, {'X': 0.7613254189491272, 'Y': 0.4452379643917084, 'Z': 0.11218871176242828}, {'X': 0.7610471248626709, 'Y': 0.4564891755580902, 'Z': 0.09675749391317368}, {'X': 0.8080708384513855, 'Y': 0.5209722518920898, 'Z': 0.10720643401145935}, {'X': 0.8084361553192139, 'Y': 0.42077094316482544, 'Z': 0.12558746337890625}, {'X': 0.8021342158317566, 'Y': 0.38206642866134644, 'Z': 0.10974273085594177}, {'X': 0.7953706383705139, 'Y': 0.3678138852119446, 'Z': 0.09521041065454483}, {'X': 0.84102463722229, 'Y': 0.5240639448165894, 'Z': 0.0763641819357872}, {'X': 0.8343682885169983, 'Y': 0.4314284026622772, 'Z': 0.08396027982234955}, {'X': 0.823371171951294, 'Y': 0.40765851736068726, 'Z': 0.06531721353530884}, {'X': 0.8140299916267395, 'Y': 0.40693747997283936, 'Z': 0.052344001829624176}, {'X': 0.8736698031425476, 'Y': 0.5382801294326782, 'Z': 0.04734392464160919}, {'X': 0.8655461072921753, 'Y': 0.4625413417816162, 'Z': 0.06247599795460701}, {'X': 0.857298731803894, 'Y': 0.41349029541015625, 'Z': 0.06645909696817398}, {'X': 0.8476412296295166, 'Y': 0.37192922830581665, 'Z': 0.06785506755113602}]
[{'X': 0.859672486782074, 'Y': 0.7483252882957458, 'Z': -8.892705227481201e-05}, {'X': 0.7744482159614563, 'Y': 0.6873937249183655, 'Z': 0.03667343035340309}, {'X': 0.7264721393585205, 'Y': 0.6217195987701416, 'Z': 0.06275638937950134}, {'X': 0.7042652368545532, 'Y': 0.5513871908187866, 'Z': 0.07437111437320709}, {'X': 0.7194200754165649, 'Y': 0.5118988752365112, 'Z': 0.09133101999759674}, {'X': 0.7832200527191162, 'Y': 0.5496207475662231, 'Z': 0.14247705042362213}, {'X': 0.7745877504348755, 'Y': 0.4614565968513489, 'Z': 0.1567831188440323}, {'X': 0.7676699757575989, 'Y': 0.4617597460746765, 'Z': 0.14692524075508118}, {'X': 0.7676219940185547, 'Y': 0.4747394025325775, 'Z': 0.1489555388689041}, {'X': 0.812837541103363, 'Y': 0.5399477481842041, 'Z': 0.11237213760614395}, {'X': 0.8071334362030029, 'Y': 0.4376037120819092, 'Z': 0.10720362514257431}, {'X': 0.7954052686691284, 'Y': 0.44198349118232727, 'Z': 0.0724261999130249}, {'X': 0.7948266863822937, 'Y': 0.46561354398727417, 'Z': 0.055648088455200195}, {'X': 0.8438441157341003, 'Y': 0.5387197732925415, 'Z': 0.0768771767616272}, {'X': 0.8315131068229675, 'Y': 0.4470803141593933, 'Z': 0.06928221881389618}, {'X': 0.8141870498657227, 'Y': 0.45019716024398804, 'Z': 0.03064229153096676}, {'X': 0.8087310791015625, 'Y': 0.46927157044410706, 'Z': 0.012137292884290218}, {'X': 0.8750947713851929, 'Y': 0.54359370470047, 'Z': 0.047343429177999496}, {'X': 0.8664994239807129, 'Y': 0.4646153151988983, 'Z': 0.07019142806529999}, {'X': 0.8530798554420471, 'Y': 0.4161849915981293, 'Z': 0.07536496967077255}, {'X': 0.8417755365371704, 'Y': 0.37705618143081665, 'Z': 0.0773565024137497}]
[{'X': 0.85663902759552, 'Y': 0.7300951480865479, 'Z': -8.513285138178617e-05}, {'X': 0.7765683531761169, 'Y': 0.6818867325782776, 'Z': 0.017616786062717438}, {'X': 0.725944995880127, 'Y': 0.6217765212059021, 'Z': 0.03344529867172241}, {'X': 0.700950026512146, 'Y': 0.555849552154541, 'Z': 0.03562084585428238}, {'X': 0.7108906507492065, 'Y': 0.5167175531387329, 'Z': 0.040647007524967194}, {'X': 0.7764970660209656, 'Y': 0.5554333329200745, 'Z': 0.10252976417541504}, {'X': 0.7606885433197021, 'Y': 0.46672630310058594, 'Z': 0.11190664023160934}, {'X': 0.7550523281097412, 'Y': 0.46645480394363403, 'Z': 0.09693555533885956}, {'X': 0.755169153213501, 'Y': 0.47830280661582947, 'Z': 0.08738195151090622}, {'X': 0.8126268982887268, 'Y': 0.5484838485717773, 'Z': 0.08428838849067688}, {'X': 0.8005667924880981, 'Y': 0.46204620599746704, 'Z': 0.06298252195119858}, {'X': 0.7912371158599854, 'Y': 0.48392629623413086, 'Z': 0.022481324151158333}, {'X': 0.7898381948471069, 'Y': 0.5124594569206238, 'Z': 0.006651684176176786}, {'X': 0.8432732820510864, 'Y': 0.5476657152175903, 'Z': 0.06319121271371841}, {'X': 0.8375675678253174, 'Y': 0.4605102837085724, 'Z': 0.062305010855197906}, {'X': 0.823948860168457, 'Y': 0.434985488653183, 'Z': 0.034437838941812515}, {'X': 0.8166123032569885, 'Y': 0.41469642519950867, 'Z': 0.017727162688970566}, {'X': 0.8710460662841797, 'Y': 0.553337574005127, 'Z': 0.04417445510625839}, {'X': 0.8690466284751892, 'Y': 0.483462393283844, 'Z': 0.0653207078576088}, {'X': 0.8577828407287598, 'Y': 0.4418935775756836, 'Z': 0.06632279604673386}, {'X': 0.844235360622406, 'Y': 0.40163353085517883, 'Z': 0.06513705849647522}]
[{'X': 0.85663902759552, 'Y': 0.7300951480865479, 'Z': -8.513285138178617e-05}, {'X': 0.7765683531761169, 'Y': 0.6818867325782776, 'Z': 0.017616786062717438}, {'X': 0.725944995880127, 'Y': 0.6217765212059021, 'Z': 0.03344529867172241}, {'X': 0.700950026512146, 'Y': 0.555849552154541, 'Z': 0.03562084585428238}, {'X': 0.7108906507492065, 'Y': 0.5167175531387329, 'Z': 0.040647007524967194}, {'X': 0.7764970660209656, 'Y': 0.5554333329200745, 'Z': 0.10252976417541504}, {'X': 0.7606885433197021, 'Y': 0.46672630310058594, 'Z': 0.11190664023160934}, {'X': 0.7550523281097412, 'Y': 0.46645480394363403, 'Z': 0.09693555533885956}, {'X': 0.755169153213501, 'Y': 0.47830280661582947, 'Z': 0.08738195151090622}, {'X': 0.8126268982887268, 'Y': 0.5484838485717773, 'Z': 0.08428838849067688}, {'X': 0.8005667924880981, 'Y': 0.46204620599746704, 'Z': 0.06298252195119858}, {'X': 0.7912371158599854, 'Y': 0.48392629623413086, 'Z': 0.022481324151158333}, {'X': 0.7898381948471069, 'Y': 0.5124594569206238, 'Z': 0.006651684176176786}, {'X': 0.8432732820510864, 'Y': 0.5476657152175903, 'Z': 0.06319121271371841}, {'X': 0.8375675678253174, 'Y': 0.4605102837085724, 'Z': 0.062305010855197906}, {'X': 0.823948860168457, 'Y': 0.434985488653183, 'Z': 0.034437838941812515}, {'X': 0.8166123032569885, 'Y': 0.41469642519950867, 'Z': 0.017727162688970566}, {'X': 0.8710460662841797, 'Y': 0.553337574005127, 'Z': 0.04417445510625839}, {'X': 0.8690466284751892, 'Y': 0.483462393283844, 'Z': 0.0653207078576088}, {'X': 0.8577828407287598, 'Y': 0.4418935775756836, 'Z': 0.06632279604673386}, {'X': 0.844235360622406, 'Y': 0.40163353085517883, 'Z': 0.06513705849647522}]
