[{'X': 0.6962299346923828, 'Y': 0.7419857382774353, 'Z': -8.185023762052879e-05}, {'X': 0.6492608189582825, 'Y': 0.7314345240592957, 'Z': -0.021226538345217705}, {'X': 0.6047607064247131, 'Y': 0.6722181439399719, 'Z': -0.032063622027635574}, {'X': 0.5712131261825562, 'Y': 0.6188985705375671, 'Z': -0.04569721221923828}, {'X': 0.5383852124214172, 'Y': 0.5881597399711609, 'Z': -0.06347866356372833}, {'X': 0.6314918994903564, 'Y': 0.5339496731758118, 'Z': 0.011642808094620705}, {'X': 0.6208816170692444, 'Y': 0.4480457305908203, 'Z': 0.006122987251728773}, {'X': 0.6177034974098206, 'Y': 0.3921200633049011, 'Z': -0.006970019545406103}, {'X': 0.6170136332511902, 'Y': 0.3410477042198181, 'Z': -0.01936669833958149}, {'X': 0.660539984703064, 'Y': 0.5183640718460083, 'Z': 0.008635913953185081}, {'X': 0.651924192905426, 'Y': 0.42062708735466003, 'Z': 0.008261451497673988}, {'X': 0.6483980417251587, 'Y': 0.355731338262558, 'Z': -0.009141759015619755}, {'X': 0.647417426109314, 'Y': 0.3033084273338318, 'Z': -0.02289741300046444}, {'X': 0.6926131248474121, 'Y': 0.5223437547683716, 'Z': 0.0016477820463478565}, {'X': 0.6839162707328796, 'Y': 0.42568719387054443, 'Z': -0.0010008176323026419}, {'X': 0.678061842918396, 'Y': 0.3691847324371338, 'Z': -0.01829702965915203}, {'X': 0.673585832118988, 'Y': 0.32180070877075195, 'Z': -0.030194217339158058}, {'X': 0.7273993492126465, 'Y': 0.5433553457260132, 'Z': -0.008970794267952442}, {'X': 0.7215301394462585, 'Y': 0.4687923789024353, 'Z': -0.01622684858739376}, {'X': 0.7150485515594482, 'Y': 0.4221375584602356, 'Z': -0.027069609612226486}, {'X': 0.7070286870002747, 'Y': 0.3788573443889618, 'Z': -0.0358111672103405}]
[{'X': 0.6964306831359863, 'Y': 0.7420156002044678, 'Z': -7.25149511708878e-05}, {'X': 0.6475253105163574, 'Y': 0.7264422178268433, 'Z': -0.015147246420383453}, {'X': 0.6029094457626343, 'Y': 0.6679099798202515, 'Z': -0.022954434156417847}, {'X': 0.5697028040885925, 'Y': 0.6149400472640991, 'Z': -0.03463847190141678}, {'X': 0.5382151007652283, 'Y': 0.5853574275970459, 'Z': -0.05097651854157448}, {'X': 0.6318612098693848, 'Y': 0.5319738388061523, 'Z': 0.018938789144158363}, {'X': 0.6219365000724792, 'Y': 0.4457847476005554, 'Z': 0.015082058496773243}, {'X': 0.6181821227073669, 'Y': 0.39009472727775574, 'Z': 0.0015948968939483166}, {'X': 0.6164197325706482, 'Y': 0.339708149433136, 'Z': -0.011118876747786999}, {'X': 0.6608743667602539, 'Y': 0.5166772603988647, 'Z': 0.014116109348833561}, {'X': 0.6530642509460449, 'Y': 0.4168655276298523, 'Z': 0.015158822759985924}, {'X': 0.6491889953613281, 'Y': 0.35092318058013916, 'Z': -0.0024619915056973696}, {'X': 0.6476748585700989, 'Y': 0.29824525117874146, 'Z': -0.017561879009008408}, {'X': 0.6923058032989502, 'Y': 0.52057945728302, 'Z': 0.005207947921007872}, {'X': 0.683629035949707, 'Y': 0.4227418303489685, 'Z': 0.003573297755792737}, {'X': 0.6780131459236145, 'Y': 0.3653581738471985, 'Z': -0.01148646604269743}, {'X': 0.6735827922821045, 'Y': 0.31780532002449036, 'Z': -0.02277826890349388}, {'X': 0.7263849973678589, 'Y': 0.5408975481987, 'Z': -0.006401650607585907}, {'X': 0.7207301259040833, 'Y': 0.4650704860687256, 'Z': -0.0126753905788064}, {'X': 0.7149662375450134, 'Y': 0.4189743101596832, 'Z': -0.021606728434562683}, {'X': 0.7082901000976562, 'Y': 0.3781469762325287, 'Z': -0.02870219573378563}]
[{'X': 0.6963845491409302, 'Y': 0.7403922080993652, 'Z': -6.727606523782015e-05}, {'X': 0.6474143266677856, 'Y': 0.7251700162887573, 'Z': -0.016764001920819283}, {'X': 0.6034995317459106, 'Y': 0.6662132740020752, 'Z': -0.026255520060658455}, {'X': 0.5708038210868835, 'Y': 0.6127297282218933, 'Z': -0.039430171251297}, {'X': 0.5391491651535034, 'Y': 0.5822685956954956, 'Z': -0.05704481527209282}, {'X': 0.632316529750824, 'Y': 0.5302849411964417, 'Z': 0.014989908784627914}, {'X': 0.6214768886566162, 'Y': 0.4442266523838043, 'Z': 0.009228582493960857}, {'X': 0.6173024773597717, 'Y': 0.3883235454559326, 'Z': -0.004971676040440798}, {'X': 0.6152642369270325, 'Y': 0.3370140790939331, 'Z': -0.018065059557557106}, {'X': 0.6615824699401855, 'Y': 0.5147083401679993, 'Z': 0.010276934131979942}, {'X': 0.6533857583999634, 'Y': 0.41442787647247314, 'Z': 0.00923064909875393}, {'X': 0.6495965123176575, 'Y': 0.34828323125839233, 'Z': -0.009295270778238773}, {'X': 0.6484884023666382, 'Y': 0.29484835267066956, 'Z': -0.02488185279071331}, {'X': 0.6932631134986877, 'Y': 0.5185787677764893, 'Z': 0.00146478449460119}, {'X': 0.6843534708023071, 'Y': 0.419584184885025, 'Z': -0.0014953864738345146}, {'X': 0.6785027384757996, 'Y': 0.36149078607559204, 'Z': -0.017359988763928413}, {'X': 0.674075722694397, 'Y': 0.31289142370224, 'Z': -0.02930489182472229}, {'X': 0.7275082468986511, 'Y': 0.53920578956604, 'Z': -0.01012188196182251}, {'X': 0.7214197516441345, 'Y': 0.4630890190601349, 'Z': -0.017014101147651672}, {'X': 0.7150957584381104, 'Y': 0.4167318344116211, 'Z': -0.026611091569066048}, {'X': 0.7079458832740784, 'Y': 0.3753476142883301, 'Z': -0.03450627252459526}]
[{'X': 0.6963769197463989, 'Y': 0.7395414113998413, 'Z': -5.9453159337863326e-05}, {'X': 0.6483809351921082, 'Y': 0.73389732837677, 'Z': -0.026175985112786293}, {'X': 0.6050039529800415, 'Y': 0.6721826791763306, 'Z': -0.038733165711164474}, {'X': 0.5733632445335388, 'Y': 0.6157714128494263, 'Z': -0.052676137536764145}, {'X': 0.541799783706665, 'Y': 0.5814183354377747, 'Z': -0.06969956308603287}, {'X': 0.6313836574554443, 'Y': 0.5360887050628662, 'Z': 0.005772066302597523}, {'X': 0.6194930076599121, 'Y': 0.45133814215660095, 'Z': -0.0014640522422268987}, {'X': 0.6148521304130554, 'Y': 0.3953307867050171, 'Z': -0.015906861051917076}, {'X': 0.6128391623497009, 'Y': 0.34297746419906616, 'Z': -0.029855450615286827}, {'X': 0.661561131477356, 'Y': 0.5203399062156677, 'Z': 0.003890949534252286}, {'X': 0.6529561281204224, 'Y': 0.42152196168899536, 'Z': 0.001667867647483945}, {'X': 0.6490470170974731, 'Y': 0.3562783896923065, 'Z': -0.017064882442355156}, {'X': 0.6471647620201111, 'Y': 0.30165764689445496, 'Z': -0.03141406178474426}, {'X': 0.6945384740829468, 'Y': 0.5232275724411011, 'Z': -0.0022150578442960978}, {'X': 0.686351478099823, 'Y': 0.4270005524158478, 'Z': -0.006142245605587959}, {'X': 0.679113507270813, 'Y': 0.3696749210357666, 'Z': -0.025347452610731125}, {'X': 0.6729877591133118, 'Y': 0.31992048025131226, 'Z': -0.03851541876792908}, {'X': 0.730291485786438, 'Y': 0.5430671572685242, 'Z': -0.012259767390787601}, {'X': 0.7237797975540161, 'Y': 0.46853503584861755, 'Z': -0.020143091678619385}, {'X': 0.7157211303710938, 'Y': 0.42082059383392334, 'Z': -0.03203647583723068}, {'X': 0.705950140953064, 'Y': 0.37623289227485657, 'Z': -0.04103757068514824}]
[{'X': 0.698033332824707, 'Y': 0.7481556534767151, 'Z': -5.4792566515970975e-05}, {'X': 0.6498667001724243, 'Y': 0.7360923290252686, 'Z': -0.019816100597381592}, {'X': 0.6056572198867798, 'Y': 0.6734446883201599, 'Z': -0.029133375734090805}, {'X': 0.5742123126983643, 'Y': 0.6158994436264038, 'Z': -0.04175921902060509}, {'X': 0.5442894697189331, 'Y': 0.5815144777297974, 'Z': -0.058156903833150864}, {'X': 0.6331853866577148, 'Y': 0.5373968482017517, 'Z': 0.017121145501732826}, {'X': 0.6209129095077515, 'Y': 0.4546951651573181, 'Z': 0.015925459563732147}, {'X': 0.6169100999832153, 'Y': 0.4007863998413086, 'Z': 0.004755373578518629}, {'X': 0.6152063608169556, 'Y': 0.35068750381469727, 'Z': -0.007213713601231575}, {'X': 0.662153959274292, 'Y': 0.521019458770752, 'Z': 0.013320126570761204}, {'X': 0.6535232663154602, 'Y': 0.42390793561935425, 'Z': 0.01717633567750454}, {'X': 0.650153636932373, 'Y': 0.3591468334197998, 'Z': 0.0014341508504003286}, {'X': 0.6488242149353027, 'Y': 0.30601972341537476, 'Z': -0.012772268615663052}, {'X': 0.6930662989616394, 'Y': 0.5234808921813965, 'Z': 0.005046254489570856}, {'X': 0.6843892335891724, 'Y': 0.4277157783508301, 'Z': 0.006425024475902319}, {'X': 0.6780257821083069, 'Y': 0.3705492615699768, 'Z': -0.009649730287492275}, {'X': 0.6731384992599487, 'Y': 0.3230844736099243, 'Z': -0.021959181874990463}, {'X': 0.7269466519355774, 'Y': 0.5428082942962646, 'Z': -0.0064087845385074615}, {'X': 0.7196139693260193, 'Y': 0.468154639005661, 'Z': -0.011242426931858063}, {'X': 0.7120019197463989, 'Y': 0.4218607544898987, 'Z': -0.021964596584439278}, {'X': 0.7031645178794861, 'Y': 0.38042598962783813, 'Z': -0.031658560037612915}]
[{'X': 0.697499692440033, 'Y': 0.738998532295227, 'Z': -4.8714366130298004e-05}, {'X': 0.6503958106040955, 'Y': 0.7302350401878357, 'Z': -0.02497434802353382}, {'X': 0.6092318892478943, 'Y': 0.665048360824585, 'Z': -0.03733864426612854}, {'X': 0.5826609134674072, 'Y': 0.6016353368759155, 'Z': -0.05287334322929382}, {'X': 0.5557810068130493, 'Y': 0.5547171235084534, 'Z': -0.07219743728637695}, {'X': 0.6340683698654175, 'Y': 0.5334063768386841, 'Z': 0.013221093453466892}, {'X': 0.6230677366256714, 'Y': 0.4514361023902893, 'Z': 0.006853977683931589}, {'X': 0.6198244094848633, 'Y': 0.39694342017173767, 'Z': -0.007342866621911526}, {'X': 0.6180135607719421, 'Y': 0.3447887897491455, 'Z': -0.019942231476306915}, {'X': 0.6626346707344055, 'Y': 0.5179553627967834, 'Z': 0.010166071355342865}, {'X': 0.6539771556854248, 'Y': 0.42211365699768066, 'Z': 0.010076338425278664}, {'X': 0.6510261297225952, 'Y': 0.35832440853118896, 'Z': -0.007821735925972462}, {'X': 0.6495249271392822, 'Y': 0.30281850695610046, 'Z': -0.0222631748765707}, {'X': 0.6938382387161255, 'Y': 0.5214642882347107, 'Z': 0.002296539954841137}, {'X': 0.6851577162742615, 'Y': 0.427866667509079, 'Z': 0.0008176482515409589}, {'X': 0.679252564907074, 'Y': 0.369834303855896, 'Z': -0.01810663565993309}, {'X': 0.6750036478042603, 'Y': 0.319100022315979, 'Z': -0.03219318762421608}, {'X': 0.727770984172821, 'Y': 0.5419050455093384, 'Z': -0.009510576725006104}, {'X': 0.719514787197113, 'Y': 0.4682999849319458, 'Z': -0.016046328470110893}, {'X': 0.7114204168319702, 'Y': 0.4210972189903259, 'Z': -0.028489401564002037}, {'X': 0.7022129893302917, 'Y': 0.37732014060020447, 'Z': -0.03890102729201317}]
[{'X': 0.6951843500137329, 'Y': 0.7246776223182678, 'Z': -6.510104867629707e-05}, {'X': 0.6474789381027222, 'Y': 0.714448094367981, 'Z': -0.034631118178367615}, {'X': 0.6170789003372192, 'Y': 0.6433740854263306, 'Z': -0.05108847841620445}, {'X': 0.6102213263511658, 'Y': 0.5682931542396545, 'Z': -0.06647443771362305}, {'X': 0.6075878143310547, 'Y': 0.5022115707397461, 'Z': -0.08294238150119781}, {'X': 0.6329156756401062, 'Y': 0.5407958030700684, 'Z': -0.0030648193787783384}, {'X': 0.6238695383071899, 'Y': 0.45355352759361267, 'Z': -0.022920189425349236}, {'X': 0.6221629977226257, 'Y': 0.3931681513786316, 'Z': -0.044219836592674255}, {'X': 0.6235082745552063, 'Y': 0.33798277378082275, 'Z': -0.06079687550663948}, {'X': 0.6621430516242981, 'Y': 0.5265515446662903, 'Z': -0.0017849801806733012}, {'X': 0.6525971293449402, 'Y': 0.43377959728240967, 'Z': -0.013485719449818134}, {'X': 0.6495838165283203, 'Y': 0.3683018386363983, 'Z': -0.03540481999516487}, {'X': 0.6476575136184692, 'Y': 0.30541419982910156, 'Z': -0.049171850085258484}, {'X': 0.6932629346847534, 'Y': 0.530677318572998, 'Z': -0.007674961816519499}, {'X': 0.6834439635276794, 'Y': 0.4382936358451843, 'Z': -0.014963710680603981}, {'X': 0.6776278018951416, 'Y': 0.37777167558670044, 'Z': -0.03522808849811554}, {'X': 0.6732903718948364, 'Y': 0.32040050625801086, 'Z': -0.049511197954416275}, {'X': 0.7268375754356384, 'Y': 0.5509663224220276, 'Z': -0.018147742375731468}, {'X': 0.7181143164634705, 'Y': 0.4778759777545929, 'Z': -0.02843753807246685}, {'X': 0.7089184522628784, 'Y': 0.4279298782348633, 'Z': -0.0444442518055439}, {'X': 0.6986278295516968, 'Y': 0.3787284195423126, 'Z': -0.05648484826087952}]
[{'X': 0.6950859427452087, 'Y': 0.732358455657959, 'Z': -7.524027751060203e-05}, {'X': 0.652683675289154, 'Y': 0.7025290727615356, 'Z': -0.02490115538239479}, {'X': 0.6252219080924988, 'Y': 0.6163560152053833, 'Z': -0.026054831221699715}, {'X': 0.6355443596839905, 'Y': 0.5310468077659607, 'Z': -0.02815123461186886}, {'X': 0.6509477496147156, 'Y': 0.4715448021888733, 'Z': -0.03023485466837883}, {'X': 0.6326624751091003, 'Y': 0.5512852072715759, 'Z': 0.03348863497376442}, {'X': 0.6215399503707886, 'Y': 0.46917033195495605, 'Z': 0.017361478880047798}, {'X': 0.6180858612060547, 'Y': 0.4102727174758911, 'Z': 0.002658539917320013}, {'X': 0.617613673210144, 'Y': 0.3545325994491577, 'Z': -0.008689510636031628}, {'X': 0.6590256690979004, 'Y': 0.5350885987281799, 'Z': 0.03281427547335625}, {'X': 0.6479222178459167, 'Y': 0.4535585343837738, 'Z': 0.024417055770754814}, {'X': 0.6418864727020264, 'Y': 0.39136767387390137, 'Z': 0.010898992419242859}, {'X': 0.6379917860031128, 'Y': 0.3357880115509033, 'Z': 0.00718180974945426}, {'X': 0.688224732875824, 'Y': 0.5367394089698792, 'Z': 0.020850757136940956}, {'X': 0.6792759299278259, 'Y': 0.45003050565719604, 'Z': 0.012040335685014725}, {'X': 0.6707941293716431, 'Y': 0.39237603545188904, 'Z': -0.010212969966232777}, {'X': 0.6643199920654297, 'Y': 0.336333304643631, 'Z': -0.02334260381758213}, {'X': 0.7208269238471985, 'Y': 0.5543622970581055, 'Z': 0.00590452179312706}, {'X': 0.7131025195121765, 'Y': 0.48947086930274963, 'Z': -0.008390226401388645}, {'X': 0.7034338712692261, 'Y': 0.4426414370536804, 'Z': -0.027849296107888222}, {'X': 0.6925190687179565, 'Y': 0.396089643239975, 'Z': -0.03985700383782387}]
[{'X': 0.6976094841957092, 'Y': 0.7393662929534912, 'Z': -6.905684858793393e-05}, {'X': 0.6532415151596069, 'Y': 0.7042141556739807, 'Z': -0.020692352205514908}, {'X': 0.6250293850898743, 'Y': 0.6189502477645874, 'Z': -0.018901795148849487}, {'X': 0.6409885287284851, 'Y': 0.5362588167190552, 'Z': -0.018040351569652557}, {'X': 0.6647365689277649, 'Y': 0.4822014570236206, 'Z': -0.016411321237683296}, {'X': 0.6317012906074524, 'Y': 0.5556023716926575, 'Z': 0.037772227078676224}, {'X': 0.619316577911377, 'Y': 0.47867998480796814, 'Z': 0.020227482542395592}, {'X': 0.6166572570800781, 'Y': 0.42275679111480713, 'Z': 0.0063883718103170395}, {'X': 0.6163411736488342, 'Y': 0.36768272519111633, 'Z': -0.0013280839193612337}, {'X': 0.6574085354804993, 'Y': 0.5393667221069336, 'Z': 0.03623844310641289}, {'X': 0.645610511302948, 'Y': 0.46145278215408325, 'Z': 0.028522292152047157}, {'X': 0.6398928761482239, 'Y': 0.4019990563392639, 'Z': 0.014978501945734024}, {'X': 0.6352341175079346, 'Y': 0.3483017385005951, 'Z': 0.012105346657335758}, {'X': 0.6867629289627075, 'Y': 0.541320264339447, 'Z': 0.023519961163401604}, {'X': 0.6787366271018982, 'Y': 0.45929163694381714, 'Z': 0.015876436606049538}, {'X': 0.670171856880188, 'Y': 0.4042133688926697, 'Z': -0.004893148317933083}, {'X': 0.6624788045883179, 'Y': 0.3509167432785034, 'Z': -0.016890542581677437}, {'X': 0.7197257876396179, 'Y': 0.559899091720581, 'Z': 0.00785159319639206}, {'X': 0.713383674621582, 'Y': 0.4982750415802002, 'Z': -0.004086002707481384}, {'X': 0.7029048204421997, 'Y': 0.45064955949783325, 'Z': -0.0223870649933815}, {'X': 0.6901525259017944, 'Y': 0.4033229351043701, 'Z': -0.03287958353757858}]
[{'X': 0.6967154741287231, 'Y': 0.7337554097175598, 'Z': -6.937557918718085e-05}, {'X': 0.6539697647094727, 'Y': 0.7013081312179565, 'Z': -0.02166248857975006}, {'X': 0.6270146369934082, 'Y': 0.6170090436935425, 'Z': -0.018596971407532692}, {'X': 0.642848014831543, 'Y': 0.5347867012023926, 'Z': -0.01616521179676056}, {'X': 0.6649864912033081, 'Y': 0.4785592555999756, 'Z': -0.012362523935735226}, {'X': 0.6312300562858582, 'Y': 0.5560346841812134, 'Z': 0.040888071060180664}, {'X': 0.6192997694015503, 'Y': 0.47780701518058777, 'Z': 0.025203878059983253}, {'X': 0.616484522819519, 'Y': 0.42289507389068604, 'Z': 0.01156560704112053}, {'X': 0.6161310076713562, 'Y': 0.3702278137207031, 'Z': 0.003507856046780944}, {'X': 0.6567728519439697, 'Y': 0.53873211145401, 'Z': 0.040471188724040985}, {'X': 0.6460301876068115, 'Y': 0.4590657353401184, 'Z': 0.03423226252198219}, {'X': 0.640285074710846, 'Y': 0.40079137682914734, 'Z': 0.020434189587831497}, {'X': 0.6357044577598572, 'Y': 0.3499821424484253, 'Z': 0.018146337941288948}, {'X': 0.6857089400291443, 'Y': 0.5392296314239502, 'Z': 0.028922179713845253}, {'X': 0.6787362098693848, 'Y': 0.4553682208061218, 'Z': 0.02156289666891098}, {'X': 0.6704739332199097, 'Y': 0.4018838405609131, 'Z': -0.0012617663014680147}, {'X': 0.6632032990455627, 'Y': 0.3505319654941559, 'Z': -0.013033276423811913}, {'X': 0.7179742455482483, 'Y': 0.5566158294677734, 'Z': 0.014049154706299305}, {'X': 0.7122882008552551, 'Y': 0.4944797456264496, 'Z': 0.0013624043203890324}, {'X': 0.70228111743927, 'Y': 0.4483228325843811, 'Z': -0.017995022237300873}, {'X': 0.6902472376823425, 'Y': 0.40335971117019653, 'Z': -0.02813146263360977}]
[{'X': 0.6972445249557495, 'Y': 0.735116183757782, 'Z': -6.37896591797471e-05}, {'X': 0.6541832685470581, 'Y': 0.7043712139129639, 'Z': -0.021729839965701103}, {'X': 0.6269806027412415, 'Y': 0.6177756190299988, 'Z': -0.01867508329451084}, {'X': 0.644922137260437, 'Y': 0.5339181423187256, 'Z': -0.016188587993383408}, {'X': 0.6682847142219543, 'Y': 0.4787595868110657, 'Z': -0.01198722142726183}, {'X': 0.6308349370956421, 'Y': 0.5535457730293274, 'Z': 0.03941471502184868}, {'X': 0.6186894774436951, 'Y': 0.47504371404647827, 'Z': 0.023624170571565628}, {'X': 0.6165310740470886, 'Y': 0.4210010766983032, 'Z': 0.010429331101477146}, {'X': 0.6163493394851685, 'Y': 0.369257390499115, 'Z': 0.0034939830657094717}, {'X': 0.6566872000694275, 'Y': 0.5356375575065613, 'Z': 0.03851472958922386}, {'X': 0.6460492610931396, 'Y': 0.4543609023094177, 'Z': 0.03254822641611099}, {'X': 0.6407415270805359, 'Y': 0.3954184949398041, 'Z': 0.019642746075987816}, {'X': 0.6361679434776306, 'Y': 0.3451945185661316, 'Z': 0.018932826817035675}, {'X': 0.6856938600540161, 'Y': 0.5362026691436768, 'Z': 0.026646576821804047}, {'X': 0.6789088845252991, 'Y': 0.45136308670043945, 'Z': 0.019198782742023468}, {'X': 0.6702668070793152, 'Y': 0.39769572019577026, 'Z': -0.003407662268728018}, {'X': 0.6627570390701294, 'Y': 0.3472657799720764, 'Z': -0.013657990843057632}, {'X': 0.7177416086196899, 'Y': 0.5546903014183044, 'Z': 0.01106643583625555}, {'X': 0.7116957306861877, 'Y': 0.49203765392303467, 'Z': -0.0015009976923465729}, {'X': 0.7014798521995544, 'Y': 0.4452807307243347, 'Z': -0.020381169393658638}, {'X': 0.6891040205955505, 'Y': 0.40037137269973755, 'Z': -0.029192790389060974}]
