[{'X': 0.8096312284469604, 'Y': 0.41418880224227905, 'Z': -7.585043204016984e-05}, {'X': 0.7490057945251465, 'Y': 0.3952884078025818, 'Z': -0.01576252281665802}, {'X': 0.7074706554412842, 'Y': 0.345050185918808, 'Z': -0.014792333357036114}, {'X': 0.6871164441108704, 'Y': 0.28613564372062683, 'Z': -0.0191956777125597}, {'X': 0.6767840385437012, 'Y': 0.23906749486923218, 'Z': -0.01813819445669651}, {'X': 0.7416206002235413, 'Y': 0.2664426267147064, 'Z': 0.029211577028036118}, {'X': 0.731169581413269, 'Y': 0.19280937314033508, 'Z': 0.03617371991276741}, {'X': 0.7303492426872253, 'Y': 0.15030968189239502, 'Z': 0.03583713248372078}, {'X': 0.7300741076469421, 'Y': 0.115590900182724, 'Z': 0.0318358913064003}, {'X': 0.7727842330932617, 'Y': 0.25645211338996887, 'Z': 0.02600576914846897}, {'X': 0.7635532021522522, 'Y': 0.17269834876060486, 'Z': 0.03350188583135605}, {'X': 0.7608734369277954, 'Y': 0.1290544867515564, 'Z': 0.022314904257655144}, {'X': 0.759738564491272, 'Y': 0.09502892196178436, 'Z': 0.013087525963783264}, {'X': 0.8033332824707031, 'Y': 0.259416401386261, 'Z': 0.018353458493947983}, {'X': 0.7954444885253906, 'Y': 0.18626928329467773, 'Z': 0.023608574643731117}, {'X': 0.7898723483085632, 'Y': 0.14378570020198822, 'Z': 0.014295120723545551}, {'X': 0.7830355167388916, 'Y': 0.11057060956954956, 'Z': 0.0044738780707120895}, {'X': 0.83537757396698, 'Y': 0.27204349637031555, 'Z': 0.009091503918170929}, {'X': 0.8309651017189026, 'Y': 0.21730870008468628, 'Z': 0.006120871752500534}, {'X': 0.8260139226913452, 'Y': 0.18358877301216125, 'Z': 0.00017315061995759606}, {'X': 0.8183603286743164, 'Y': 0.15271325409412384, 'Z': -0.0031000336166471243}]
[{'X': 0.8082500696182251, 'Y': 0.4196699857711792, 'Z': -7.44026037864387e-05}, {'X': 0.7499364614486694, 'Y': 0.4021497666835785, 'Z': -0.015211524441838264}, {'X': 0.7101009488105774, 'Y': 0.35260748863220215, 'Z': -0.014627448283135891}, {'X': 0.6912915706634521, 'Y': 0.29577040672302246, 'Z': -0.017163122072815895}, {'X': 0.6806238293647766, 'Y': 0.2489689588546753, 'Z': -0.0154500100761652}, {'X': 0.7418326139450073, 'Y': 0.2760055661201477, 'Z': 0.02624249830842018}, {'X': 0.7329192161560059, 'Y': 0.20187567174434662, 'Z': 0.030988292768597603}, {'X': 0.7315546870231628, 'Y': 0.15875717997550964, 'Z': 0.028807733207941055}, {'X': 0.730927050113678, 'Y': 0.12361466884613037, 'Z': 0.025575848296284676}, {'X': 0.7730762362480164, 'Y': 0.2644161880016327, 'Z': 0.025120040401816368}, {'X': 0.7613093852996826, 'Y': 0.18380945920944214, 'Z': 0.034200627356767654}, {'X': 0.7587142586708069, 'Y': 0.13777950406074524, 'Z': 0.025781070813536644}, {'X': 0.7566879391670227, 'Y': 0.10132689774036407, 'Z': 0.017483077943325043}, {'X': 0.8042951226234436, 'Y': 0.26606249809265137, 'Z': 0.020281629636883736}, {'X': 0.7936161756515503, 'Y': 0.19306743144989014, 'Z': 0.0274098739027977}, {'X': 0.7880293130874634, 'Y': 0.15136411786079407, 'Z': 0.017452334985136986}, {'X': 0.7819395065307617, 'Y': 0.11977890133857727, 'Z': 0.008245304226875305}, {'X': 0.8363664150238037, 'Y': 0.27860376238822937, 'Z': 0.012798603624105453}, {'X': 0.8315473198890686, 'Y': 0.22227098047733307, 'Z': 0.012288158759474754}, {'X': 0.8257289528846741, 'Y': 0.1880589723587036, 'Z': 0.004136126488447189}, {'X': 0.8172372579574585, 'Y': 0.15896350145339966, 'Z': -0.003705014009028673}]
[{'X': 0.8078237771987915, 'Y': 0.42426741123199463, 'Z': -7.492730946978554e-05}, {'X': 0.7473173141479492, 'Y': 0.4056329131126404, 'Z': -0.01154386531561613}, {'X': 0.7067748308181763, 'Y': 0.3543277978897095, 'Z': -0.009216919541358948}, {'X': 0.6877414584159851, 'Y': 0.2956945598125458, 'Z': -0.010972104966640472}, {'X': 0.6780586838722229, 'Y': 0.2510020136833191, 'Z': -0.008637536317110062}, {'X': 0.737993597984314, 'Y': 0.2769984006881714, 'Z': 0.0299313273280859}, {'X': 0.729362428188324, 'Y': 0.2031145691871643, 'Z': 0.03700777515769005}, {'X': 0.7282610535621643, 'Y': 0.1604723036289215, 'Z': 0.037155672907829285}, {'X': 0.7279160618782043, 'Y': 0.1262327879667282, 'Z': 0.03555089980363846}, {'X': 0.7696293592453003, 'Y': 0.26604294776916504, 'Z': 0.028017587959766388}, {'X': 0.7566311359405518, 'Y': 0.1848718374967575, 'Z': 0.038231853395700455}, {'X': 0.7533451914787292, 'Y': 0.1391051560640335, 'Z': 0.03209817036986351}, {'X': 0.7513841390609741, 'Y': 0.10285107791423798, 'Z': 0.025718314573168755}, {'X': 0.8006539344787598, 'Y': 0.2674548625946045, 'Z': 0.022466400638222694}, {'X': 0.7895632386207581, 'Y': 0.1942111849784851, 'Z': 0.030827587470412254}, {'X': 0.7841445803642273, 'Y': 0.15359625220298767, 'Z': 0.024353813380002975}, {'X': 0.7780715227127075, 'Y': 0.1219218522310257, 'Z': 0.01683138683438301}, {'X': 0.8323214054107666, 'Y': 0.2795323133468628, 'Z': 0.015071677044034004}, {'X': 0.8263669610023499, 'Y': 0.2240719497203827, 'Z': 0.01608075201511383}, {'X': 0.8211520910263062, 'Y': 0.19118472933769226, 'Z': 0.00948857981711626}, {'X': 0.8134463429450989, 'Y': 0.16146129369735718, 'Z': 0.0028354781679809093}]
[{'X': 0.8004814982414246, 'Y': 0.41941940784454346, 'Z': -6.94249538355507e-05}, {'X': 0.7426542043685913, 'Y': 0.4032767415046692, 'Z': -0.015565873123705387}, {'X': 0.7034691572189331, 'Y': 0.3543696701526642, 'Z': -0.016164299100637436}, {'X': 0.6855142116546631, 'Y': 0.29849308729171753, 'Z': -0.02008896693587303}, {'X': 0.6745845675468445, 'Y': 0.25371041893959045, 'Z': -0.019472656771540642}, {'X': 0.7361929416656494, 'Y': 0.2764516770839691, 'Z': 0.027424030005931854}, {'X': 0.7266782522201538, 'Y': 0.20387053489685059, 'Z': 0.031178263947367668}, {'X': 0.7249966263771057, 'Y': 0.161334827542305, 'Z': 0.028514685109257698}, {'X': 0.7247570753097534, 'Y': 0.12690511345863342, 'Z': 0.02421777881681919}, {'X': 0.76749587059021, 'Y': 0.26564764976501465, 'Z': 0.025459878146648407}, {'X': 0.7551328539848328, 'Y': 0.18695279955863953, 'Z': 0.034638822078704834}, {'X': 0.7516323924064636, 'Y': 0.14211499691009521, 'Z': 0.026825377717614174}, {'X': 0.7491939067840576, 'Y': 0.10627990961074829, 'Z': 0.018910832703113556}, {'X': 0.7987431287765503, 'Y': 0.26754677295684814, 'Z': 0.019227933138608932}, {'X': 0.7883070707321167, 'Y': 0.19570320844650269, 'Z': 0.026702236384153366}, {'X': 0.7820836305618286, 'Y': 0.15417036414146423, 'Z': 0.017461022362113}, {'X': 0.7757015824317932, 'Y': 0.12249250710010529, 'Z': 0.00861746072769165}, {'X': 0.830756664276123, 'Y': 0.2803056836128235, 'Z': 0.010436282493174076}, {'X': 0.8254261612892151, 'Y': 0.22420430183410645, 'Z': 0.010168811306357384}, {'X': 0.8194788694381714, 'Y': 0.18981598317623138, 'Z': 0.002777290530502796}, {'X': 0.8111898303031921, 'Y': 0.16119033098220825, 'Z': -0.0046518538147211075}]
[{'X': 0.8039867281913757, 'Y': 0.41296806931495667, 'Z': -9.91821798379533e-05}, {'X': 0.7439051866531372, 'Y': 0.3967519998550415, 'Z': -0.016167426481842995}, {'X': 0.7004206776618958, 'Y': 0.3489888310432434, 'Z': -0.011388259008526802}, {'X': 0.6794654726982117, 'Y': 0.291677325963974, 'Z': -0.010258578695356846}, {'X': 0.6729812026023865, 'Y': 0.24707582592964172, 'Z': 0.0010506466496735811}, {'X': 0.7319351434707642, 'Y': 0.274728000164032, 'Z': 0.03287151828408241}, {'X': 0.7214780449867249, 'Y': 0.20211118459701538, 'Z': 0.04343970865011215}, {'X': 0.7201351523399353, 'Y': 0.16050395369529724, 'Z': 0.046510033309459686}, {'X': 0.7204973101615906, 'Y': 0.12949258089065552, 'Z': 0.044778868556022644}, {'X': 0.7630752921104431, 'Y': 0.261832594871521, 'Z': 0.0337456651031971}, {'X': 0.7507504224777222, 'Y': 0.17795352637767792, 'Z': 0.047129541635513306}, {'X': 0.7474489808082581, 'Y': 0.13576748967170715, 'Z': 0.042752742767333984}, {'X': 0.7454829216003418, 'Y': 0.10518898069858551, 'Z': 0.038664184510707855}, {'X': 0.7931833863258362, 'Y': 0.26100417971611023, 'Z': 0.0307634100317955}, {'X': 0.7850286364555359, 'Y': 0.1887645274400711, 'Z': 0.04002301022410393}, {'X': 0.7804576754570007, 'Y': 0.14900757372379303, 'Z': 0.03808553144335747}, {'X': 0.7729778289794922, 'Y': 0.11952363699674606, 'Z': 0.0331156924366951}, {'X': 0.8245116472244263, 'Y': 0.2699759900569916, 'Z': 0.025691991671919823}, {'X': 0.8209167122840881, 'Y': 0.2189820110797882, 'Z': 0.02860388718545437}, {'X': 0.8161962628364563, 'Y': 0.18740542232990265, 'Z': 0.02731839194893837}, {'X': 0.8082612156867981, 'Y': 0.160486102104187, 'Z': 0.02837526798248291}]
[{'X': 0.8031822443008423, 'Y': 0.4170553684234619, 'Z': -8.212492684833705e-05}, {'X': 0.7441828846931458, 'Y': 0.3980267643928528, 'Z': -0.01662077195942402}, {'X': 0.7027153968811035, 'Y': 0.3495047390460968, 'Z': -0.015728896483778954}, {'X': 0.6809409260749817, 'Y': 0.2927601635456085, 'Z': -0.0192085113376379}, {'X': 0.6689672470092773, 'Y': 0.24954088032245636, 'Z': -0.016659850254654884}, {'X': 0.7335677742958069, 'Y': 0.2712125778198242, 'Z': 0.023178115487098694}, {'X': 0.7222915887832642, 'Y': 0.19902053475379944, 'Z': 0.02959234081208706}, {'X': 0.7199857831001282, 'Y': 0.1573825180530548, 'Z': 0.030024642124772072}, {'X': 0.7187334895133972, 'Y': 0.12426268309354782, 'Z': 0.027389205992221832}, {'X': 0.764956533908844, 'Y': 0.2605559229850769, 'Z': 0.021832633763551712}, {'X': 0.751943051815033, 'Y': 0.17854353785514832, 'Z': 0.028355641290545464}, {'X': 0.747757077217102, 'Y': 0.1366264969110489, 'Z': 0.019347602501511574}, {'X': 0.7453127503395081, 'Y': 0.10396438837051392, 'Z': 0.011939008720219135}, {'X': 0.7951945066452026, 'Y': 0.2620367109775543, 'Z': 0.017102045938372612}, {'X': 0.7849030494689941, 'Y': 0.1907918006181717, 'Z': 0.022215252742171288}, {'X': 0.7782710790634155, 'Y': 0.15204426646232605, 'Z': 0.015977857634425163}, {'X': 0.770195484161377, 'Y': 0.12204858660697937, 'Z': 0.008618445135653019}, {'X': 0.8262771368026733, 'Y': 0.2737898528575897, 'Z': 0.010432378388941288}, {'X': 0.8212388753890991, 'Y': 0.22049957513809204, 'Z': 0.009247652254998684}, {'X': 0.8155196309089661, 'Y': 0.1876516491174698, 'Z': 0.003620254574343562}, {'X': 0.8067224025726318, 'Y': 0.15763702988624573, 'Z': -0.0008555321837775409}]
[{'X': 0.8065890073776245, 'Y': 0.416714608669281, 'Z': -8.50976284709759e-05}, {'X': 0.7461056113243103, 'Y': 0.39797243475914, 'Z': -0.015983954071998596}, {'X': 0.7031533718109131, 'Y': 0.34968626499176025, 'Z': -0.013903999701142311}, {'X': 0.6815330386161804, 'Y': 0.2912903428077698, 'Z': -0.015590070746839046}, {'X': 0.673992395401001, 'Y': 0.24539215862751007, 'Z': -0.009863334707915783}, {'X': 0.7345529794692993, 'Y': 0.2722296714782715, 'Z': 0.02761847898364067}, {'X': 0.7240243554115295, 'Y': 0.1987851858139038, 'Z': 0.03759439289569855}, {'X': 0.7223457098007202, 'Y': 0.15760084986686707, 'Z': 0.04099797457456589}, {'X': 0.7216356992721558, 'Y': 0.1256406605243683, 'Z': 0.04034976288676262}, {'X': 0.765886127948761, 'Y': 0.26127511262893677, 'Z': 0.028710663318634033}, {'X': 0.7532850503921509, 'Y': 0.17843922972679138, 'Z': 0.04068009555339813}, {'X': 0.7492517828941345, 'Y': 0.13635924458503723, 'Z': 0.036269716918468475}, {'X': 0.7467827796936035, 'Y': 0.10389856994152069, 'Z': 0.03206786513328552}, {'X': 0.795972466468811, 'Y': 0.26181504130363464, 'Z': 0.02623564377427101}, {'X': 0.786271870136261, 'Y': 0.18998382985591888, 'Z': 0.03557377681136131}, {'X': 0.7796620726585388, 'Y': 0.1500028669834137, 'Z': 0.03332595154643059}, {'X': 0.7713690996170044, 'Y': 0.11920148134231567, 'Z': 0.028055870905518532}, {'X': 0.826854944229126, 'Y': 0.2721368968486786, 'Z': 0.02165970951318741}, {'X': 0.8222556114196777, 'Y': 0.2199874371290207, 'Z': 0.02455565519630909}, {'X': 0.8166329264640808, 'Y': 0.1871887594461441, 'Z': 0.02196061797440052}, {'X': 0.8081390261650085, 'Y': 0.15750037133693695, 'Z': 0.01962604559957981}]
[{'X': 0.8092176914215088, 'Y': 0.42912399768829346, 'Z': -7.876868767198175e-05}, {'X': 0.748989999294281, 'Y': 0.40717649459838867, 'Z': -0.014161203056573868}, {'X': 0.7073948383331299, 'Y': 0.3557776212692261, 'Z': -0.012627690099179745}, {'X': 0.686316192150116, 'Y': 0.30027908086776733, 'Z': -0.015562903136014938}, {'X': 0.674030601978302, 'Y': 0.25795799493789673, 'Z': -0.015969492495059967}, {'X': 0.7366147637367249, 'Y': 0.27644777297973633, 'Z': 0.027926446869969368}, {'X': 0.7269440293312073, 'Y': 0.2053530514240265, 'Z': 0.03548387065529823}, {'X': 0.7250673770904541, 'Y': 0.1644883155822754, 'Z': 0.03535797819495201}, {'X': 0.7242639064788818, 'Y': 0.1304497867822647, 'Z': 0.033050473779439926}, {'X': 0.7675716280937195, 'Y': 0.26588863134384155, 'Z': 0.026516828685998917}, {'X': 0.754989743232727, 'Y': 0.18656781315803528, 'Z': 0.03724421188235283}, {'X': 0.7510741353034973, 'Y': 0.14317816495895386, 'Z': 0.030166110023856163}, {'X': 0.7487236857414246, 'Y': 0.1086740642786026, 'Z': 0.024394188076257706}, {'X': 0.7978197932243347, 'Y': 0.26743030548095703, 'Z': 0.021277213469147682}, {'X': 0.7879142165184021, 'Y': 0.19713062047958374, 'Z': 0.028934421017766}, {'X': 0.7820141315460205, 'Y': 0.15860885381698608, 'Z': 0.021339772269129753}, {'X': 0.7758841514587402, 'Y': 0.12890565395355225, 'Z': 0.014056791551411152}, {'X': 0.8292487859725952, 'Y': 0.27983683347702026, 'Z': 0.01385068241506815}, {'X': 0.8252171277999878, 'Y': 0.22804588079452515, 'Z': 0.012675408273935318}, {'X': 0.8200864791870117, 'Y': 0.1980612576007843, 'Z': 0.0053320387378335}, {'X': 0.812688410282135, 'Y': 0.17179885506629944, 'Z': -0.0006044224719516933}]
[{'X': 0.8056180477142334, 'Y': 0.43998977541923523, 'Z': -7.887359242886305e-05}, {'X': 0.7490109801292419, 'Y': 0.41762614250183105, 'Z': -0.019177455455064774}, {'X': 0.7087799310684204, 'Y': 0.3680526614189148, 'Z': -0.02488497830927372}, {'X': 0.6875367760658264, 'Y': 0.3142017424106598, 'Z': -0.03371557593345642}, {'X': 0.6722953915596008, 'Y': 0.27095308899879456, 'Z': -0.04094589129090309}, {'X': 0.7393831014633179, 'Y': 0.28707200288772583, 'Z': 0.012525406666100025}, {'X': 0.7266984581947327, 'Y': 0.21829882264137268, 'Z': 0.01322141569107771}, {'X': 0.7232398390769958, 'Y': 0.17949163913726807, 'Z': 0.007584122940897942}, {'X': 0.7216236591339111, 'Y': 0.14721570909023285, 'Z': 0.00030013357172720134}, {'X': 0.7698259949684143, 'Y': 0.27848881483078003, 'Z': 0.010589642450213432}, {'X': 0.7555088996887207, 'Y': 0.20158782601356506, 'Z': 0.01199846900999546}, {'X': 0.7508154511451721, 'Y': 0.1611390858888626, 'Z': -0.001370948157273233}, {'X': 0.747809648513794, 'Y': 0.1282806396484375, 'Z': -0.012003160081803799}, {'X': 0.7993900179862976, 'Y': 0.28217437863349915, 'Z': 0.004975687246769667}, {'X': 0.7885048985481262, 'Y': 0.21329131722450256, 'Z': 0.006387483328580856}, {'X': 0.7823639512062073, 'Y': 0.1758975088596344, 'Z': -0.006264140829443932}, {'X': 0.7756071090698242, 'Y': 0.14655105769634247, 'Z': -0.0185101255774498}, {'X': 0.8305237889289856, 'Y': 0.2965969145298004, 'Z': -0.0029197237454354763}, {'X': 0.8259660601615906, 'Y': 0.24252980947494507, 'Z': -0.007051267195492983}, {'X': 0.8202973008155823, 'Y': 0.21087157726287842, 'Z': -0.017191950231790543}, {'X': 0.8119989037513733, 'Y': 0.18294274806976318, 'Z': -0.0268508680164814}]
[{'X': 0.815028727054596, 'Y': 0.4940294027328491, 'Z': -9.66542138485238e-05}, {'X': 0.756496250629425, 'Y': 0.47524788975715637, 'Z': -0.021629130467772484}, {'X': 0.7119587063789368, 'Y': 0.42912065982818604, 'Z': -0.030557669699192047}, {'X': 0.688930869102478, 'Y': 0.3837319612503052, 'Z': -0.041756078600883484}, {'X': 0.6766546964645386, 'Y': 0.3424571454524994, 'Z': -0.04950907081365585}, {'X': 0.7372605800628662, 'Y': 0.3426037132740021, 'Z': -0.001276038121432066}, {'X': 0.7229068875312805, 'Y': 0.2728950083255768, 'Z': -0.013207938522100449}, {'X': 0.7205488085746765, 'Y': 0.23812010884284973, 'Z': -0.025181777775287628}, {'X': 0.7215512990951538, 'Y': 0.21183399856090546, 'Z': -0.035302404314279556}, {'X': 0.7654511332511902, 'Y': 0.3327343165874481, 'Z': -0.003536878153681755}, {'X': 0.7498643398284912, 'Y': 0.2549322843551636, 'Z': -0.017552293837070465}, {'X': 0.7478507161140442, 'Y': 0.219896137714386, 'Z': -0.03755946457386017}, {'X': 0.7491419315338135, 'Y': 0.19762882590293884, 'Z': -0.05221709609031677}, {'X': 0.7938893437385559, 'Y': 0.33335062861442566, 'Z': -0.009704066440463066}, {'X': 0.781719446182251, 'Y': 0.2634250521659851, 'Z': -0.023761196061968803}, {'X': 0.7794313430786133, 'Y': 0.2326565384864807, 'Z': -0.04495684430003166}, {'X': 0.777349591255188, 'Y': 0.21510940790176392, 'Z': -0.06188929080963135}, {'X': 0.8252518773078918, 'Y': 0.3443618714809418, 'Z': -0.01797167956829071}, {'X': 0.8161250352859497, 'Y': 0.29224637150764465, 'Z': -0.034540191292762756}, {'X': 0.810817539691925, 'Y': 0.26527470350265503, 'Z': -0.05239000916481018}, {'X': 0.8052688241004944, 'Y': 0.24960680305957794, 'Z': -0.0644504576921463}]
[{'X': 0.8123104572296143, 'Y': 0.5594874024391174, 'Z': -7.372433174168691e-05}, {'X': 0.7567752003669739, 'Y': 0.5417782664299011, 'Z': -0.022424129769206047}, {'X': 0.7144762277603149, 'Y': 0.500400185585022, 'Z': -0.03567982465028763}, {'X': 0.6909062266349792, 'Y': 0.45717084407806396, 'Z': -0.051590513437986374}, {'X': 0.6740402579307556, 'Y': 0.41713759303092957, 'Z': -0.06589178740978241}, {'X': 0.7375008463859558, 'Y': 0.4189046025276184, 'Z': -0.009072443470358849}, {'X': 0.7230578064918518, 'Y': 0.3521377444267273, 'Z': -0.023436440154910088}, {'X': 0.7196614146232605, 'Y': 0.31417572498321533, 'Z': -0.038631610572338104}, {'X': 0.7179254293441772, 'Y': 0.28064149618148804, 'Z': -0.052336085587739944}, {'X': 0.765616238117218, 'Y': 0.4094042479991913, 'Z': -0.013473396189510822}, {'X': 0.750611424446106, 'Y': 0.3360838294029236, 'Z': -0.02954546920955181}, {'X': 0.7467209696769714, 'Y': 0.295754998922348, 'Z': -0.05055135115981102}, {'X': 0.7439395785331726, 'Y': 0.2617044150829315, 'Z': -0.0657283142209053}, {'X': 0.7942357063293457, 'Y': 0.4115017354488373, 'Z': -0.022075999528169632}, {'X': 0.782399594783783, 'Y': 0.3433719277381897, 'Z': -0.035488735884428024}, {'X': 0.7780097126960754, 'Y': 0.30496543645858765, 'Z': -0.05637803301215172}, {'X': 0.7723971605300903, 'Y': 0.2737060785293579, 'Z': -0.07265375554561615}, {'X': 0.8247799873352051, 'Y': 0.42338523268699646, 'Z': -0.032592494040727615}, {'X': 0.819546103477478, 'Y': 0.3710232377052307, 'Z': -0.04616105929017067}, {'X': 0.8147983551025391, 'Y': 0.339712530374527, 'Z': -0.061215344816446304}, {'X': 0.8075373768806458, 'Y': 0.3146474361419678, 'Z': -0.07286647707223892}]
