[{'X': 0.7271401882171631, 'Y': 0.6797806024551392, 'Z': -0.00010053531877929345}, {'X': 0.6597424745559692, 'Y': 0.6712746620178223, 'Z': 0.03251663222908974}, {'X': 0.6118001341819763, 'Y': 0.5987885594367981, 'Z': 0.05065654218196869}, {'X': 0.5764309763908386, 'Y': 0.531599760055542, 'Z': 0.05753791704773903}, {'X': 0.5471547842025757, 'Y': 0.5056143403053284, 'Z': 0.06311124563217163}, {'X': 0.6482744216918945, 'Y': 0.43613767623901367, 'Z': 0.05662890896201134}, {'X': 0.6372849345207214, 'Y': 0.3276512622833252, 'Z': 0.06873808056116104}, {'X': 0.6301080584526062, 'Y': 0.2575626075267792, 'Z': 0.06903998553752899}, {'X': 0.6250414848327637, 'Y': 0.2028215229511261, 'Z': 0.06320659071207047}, {'X': 0.6834030747413635, 'Y': 0.412749320268631, 'Z': 0.036007363349199295}, {'X': 0.6724926829338074, 'Y': 0.2905864119529724, 'Z': 0.04956395924091339}, {'X': 0.6603356003761292, 'Y': 0.21326133608818054, 'Z': 0.036324016749858856}, {'X': 0.6502468585968018, 'Y': 0.15509966015815735, 'Z': 0.024930674582719803}, {'X': 0.723139226436615, 'Y': 0.4137805998325348, 'Z': 0.018720099702477455}, {'X': 0.7152496576309204, 'Y': 0.29025590419769287, 'Z': 0.02723645605146885}, {'X': 0.7038565278053284, 'Y': 0.21218106150627136, 'Z': 0.012421935796737671}, {'X': 0.6930146217346191, 'Y': 0.15163975954055786, 'Z': 0.00249957712367177}, {'X': 0.7652162909507751, 'Y': 0.43692493438720703, 'Z': 0.0036731730215251446}, {'X': 0.7776955366134644, 'Y': 0.3421141505241394, 'Z': 0.007379984017461538}, {'X': 0.7875661849975586, 'Y': 0.27485156059265137, 'Z': -0.0019333052914589643}, {'X': 0.7945410013198853, 'Y': 0.2117142677307129, 'Z': -0.010213110595941544}]
[{'X': 0.7288357615470886, 'Y': 0.6852076053619385, 'Z': -5.2597035391954705e-05}, {'X': 0.6604407429695129, 'Y': 0.6739736199378967, 'Z': 0.02884991466999054}, {'X': 0.6103032231330872, 'Y': 0.5976123213768005, 'Z': 0.0486566461622715}, {'X': 0.5761229395866394, 'Y': 0.5259115695953369, 'Z': 0.05702297016978264}, {'X': 0.5489175319671631, 'Y': 0.5015526413917542, 'Z': 0.0640602707862854}, {'X': 0.6504820585250854, 'Y': 0.43587571382522583, 'Z': 0.06098369136452675}, {'X': 0.6372260451316833, 'Y': 0.3246346414089203, 'Z': 0.0762866735458374}, {'X': 0.6304697394371033, 'Y': 0.2546188235282898, 'Z': 0.07918290793895721}, {'X': 0.6254081130027771, 'Y': 0.19970308244228363, 'Z': 0.07505827397108078}, {'X': 0.6867184638977051, 'Y': 0.4132123589515686, 'Z': 0.042105719447135925}, {'X': 0.6731168031692505, 'Y': 0.29061633348464966, 'Z': 0.05831921100616455}, {'X': 0.6604423522949219, 'Y': 0.21361516416072845, 'Z': 0.047647397965192795}, {'X': 0.6504292488098145, 'Y': 0.15342378616333008, 'Z': 0.03904271870851517}, {'X': 0.7269924283027649, 'Y': 0.4133213460445404, 'Z': 0.024620171636343002}, {'X': 0.7175521850585938, 'Y': 0.2886367738246918, 'Z': 0.03433729335665703}, {'X': 0.7052187919616699, 'Y': 0.21220329403877258, 'Z': 0.01928217150270939}, {'X': 0.6942935585975647, 'Y': 0.15114164352416992, 'Z': 0.0083075650036335}, {'X': 0.7696071267127991, 'Y': 0.4350075125694275, 'Z': 0.009546271525323391}, {'X': 0.7813480496406555, 'Y': 0.3355836272239685, 'Z': 0.013476453721523285}, {'X': 0.7899750471115112, 'Y': 0.26788628101348877, 'Z': 0.0037874102126806974}, {'X': 0.794647216796875, 'Y': 0.2039911448955536, 'Z': -0.0056723738089203835}]
[{'X': 0.7226192355155945, 'Y': 0.6812009215354919, 'Z': -7.776204438414425e-05}, {'X': 0.6604270339012146, 'Y': 0.6702371835708618, 'Z': 0.00838610902428627}, {'X': 0.6130967736244202, 'Y': 0.597497284412384, 'Z': 0.019457660615444183}, {'X': 0.5774269700050354, 'Y': 0.5301384925842285, 'Z': 0.020741116255521774}, {'X': 0.5472756028175354, 'Y': 0.5024756193161011, 'Z': 0.019732072949409485}, {'X': 0.6496443152427673, 'Y': 0.43170469999313354, 'Z': 0.05416802689433098}, {'X': 0.6369544267654419, 'Y': 0.3267822563648224, 'Z': 0.06236247345805168}, {'X': 0.6296402812004089, 'Y': 0.2571067810058594, 'Z': 0.056947607547044754}, {'X': 0.6245455145835876, 'Y': 0.1990722417831421, 'Z': 0.045055732131004333}, {'X': 0.6835843920707703, 'Y': 0.4100293219089508, 'Z': 0.03697822988033295}, {'X': 0.6718023419380188, 'Y': 0.29222506284713745, 'Z': 0.04883787781000137}, {'X': 0.6595595479011536, 'Y': 0.21479558944702148, 'Z': 0.028522267937660217}, {'X': 0.6490809917449951, 'Y': 0.15397122502326965, 'Z': 0.012634322978556156}, {'X': 0.7230144739151001, 'Y': 0.41346466541290283, 'Z': 0.018952419981360435}, {'X': 0.7145571708679199, 'Y': 0.29363948106765747, 'Z': 0.023572109639644623}, {'X': 0.7033440470695496, 'Y': 0.2168981432914734, 'Z': -0.0011555466335266829}, {'X': 0.6921190023422241, 'Y': 0.1548478901386261, 'Z': -0.01772613450884819}, {'X': 0.7654100060462952, 'Y': 0.4398029148578644, 'Z': -0.0005394050967879593}, {'X': 0.7775933146476746, 'Y': 0.3483522832393646, 'Z': -0.004321878310292959}, {'X': 0.7857145667076111, 'Y': 0.28152140974998474, 'Z': -0.018805135041475296}, {'X': 0.7896363735198975, 'Y': 0.21883244812488556, 'Z': -0.03184068575501442}]
[{'X': 0.7231628894805908, 'Y': 0.6791120767593384, 'Z': -0.00011838049249490723}, {'X': 0.6573156118392944, 'Y': 0.663906991481781, 'Z': 0.03294640779495239}, {'X': 0.6128392219543457, 'Y': 0.597500205039978, 'Z': 0.05570262297987938}, {'X': 0.5778920650482178, 'Y': 0.5342432260513306, 'Z': 0.06613127887248993}, {'X': 0.5501282811164856, 'Y': 0.5091819167137146, 'Z': 0.07520046085119247}, {'X': 0.649475634098053, 'Y': 0.4430300295352936, 'Z': 0.07671797275543213}, {'X': 0.6392895579338074, 'Y': 0.3384394645690918, 'Z': 0.09498430043458939}, {'X': 0.6314539313316345, 'Y': 0.26998865604400635, 'Z': 0.09402414411306381}, {'X': 0.6250985860824585, 'Y': 0.2165634036064148, 'Z': 0.08545248955488205}, {'X': 0.6833369731903076, 'Y': 0.42244189977645874, 'Z': 0.055830907076597214}, {'X': 0.6723299026489258, 'Y': 0.3074460029602051, 'Z': 0.07191930711269379}, {'X': 0.6594251990318298, 'Y': 0.2299554944038391, 'Z': 0.05568608269095421}, {'X': 0.6467918157577515, 'Y': 0.1713453233242035, 'Z': 0.0416431725025177}, {'X': 0.7223004102706909, 'Y': 0.4247065782546997, 'Z': 0.03669019415974617}, {'X': 0.7154347896575928, 'Y': 0.31160053610801697, 'Z': 0.0487101674079895}, {'X': 0.7031262516975403, 'Y': 0.2384389340877533, 'Z': 0.032924309372901917}, {'X': 0.6894688606262207, 'Y': 0.1817132532596588, 'Z': 0.023728225380182266}, {'X': 0.7635968923568726, 'Y': 0.4473439157009125, 'Z': 0.018236754462122917}, {'X': 0.7727068066596985, 'Y': 0.3635701835155487, 'Z': 0.0251449104398489}, {'X': 0.7795802354812622, 'Y': 0.30133485794067383, 'Z': 0.020155886188149452}, {'X': 0.783286452293396, 'Y': 0.24582044780254364, 'Z': 0.015033362433314323}]
[{'X': 0.7296467423439026, 'Y': 0.6836158633232117, 'Z': -0.00010123483662027866}, {'X': 0.664802074432373, 'Y': 0.6690561175346375, 'Z': 0.005023870151489973}, {'X': 0.6134602427482605, 'Y': 0.5951576828956604, 'Z': 0.013118986040353775}, {'X': 0.5782935619354248, 'Y': 0.5285828113555908, 'Z': 0.011045425198972225}, {'X': 0.5494779348373413, 'Y': 0.5025231838226318, 'Z': 0.006095181219279766}, {'X': 0.6506060361862183, 'Y': 0.43680205941200256, 'Z': 0.055220816284418106}, {'X': 0.6387892961502075, 'Y': 0.3400983214378357, 'Z': 0.06108156591653824}, {'X': 0.6322351098060608, 'Y': 0.2702292203903198, 'Z': 0.05211511626839638}, {'X': 0.6278781890869141, 'Y': 0.21149253845214844, 'Z': 0.03688257187604904}, {'X': 0.6856967210769653, 'Y': 0.416363000869751, 'Z': 0.03698090463876724}, {'X': 0.67242830991745, 'Y': 0.3070834279060364, 'Z': 0.04447637498378754}, {'X': 0.6610252261161804, 'Y': 0.23174415528774261, 'Z': 0.022200604900717735}, {'X': 0.6507218480110168, 'Y': 0.1699497103691101, 'Z': 0.0030549538787454367}, {'X': 0.7254170179367065, 'Y': 0.42008519172668457, 'Z': 0.016345638781785965}, {'X': 0.7156469821929932, 'Y': 0.31316208839416504, 'Z': 0.019058458507061005}, {'X': 0.7011050581932068, 'Y': 0.2515465021133423, 'Z': -0.005061914678663015}, {'X': 0.6870312690734863, 'Y': 0.20354026556015015, 'Z': -0.022242804989218712}, {'X': 0.7682098746299744, 'Y': 0.4446653127670288, 'Z': -0.006777758710086346}, {'X': 0.7768135070800781, 'Y': 0.362405389547348, 'Z': -0.009594638831913471}, {'X': 0.7833265662193298, 'Y': 0.30107754468917847, 'Z': -0.023964330554008484}, {'X': 0.786527693271637, 'Y': 0.24138808250427246, 'Z': -0.03673077002167702}]
[{'X': 0.7211427092552185, 'Y': 0.6811615228652954, 'Z': -8.34375387057662e-05}, {'X': 0.6622964143753052, 'Y': 0.6656809449195862, 'Z': -0.011305867694318295}, {'X': 0.6174485683441162, 'Y': 0.5876914262771606, 'Z': -0.010808668099343777}, {'X': 0.5834714770317078, 'Y': 0.5230318307876587, 'Z': -0.02051335759460926}, {'X': 0.5498594045639038, 'Y': 0.5018163919448853, 'Z': -0.031725119799375534}, {'X': 0.6502686738967896, 'Y': 0.4328029453754425, 'Z': 0.043094899505376816}, {'X': 0.6407751441001892, 'Y': 0.33843016624450684, 'Z': 0.049993980675935745}, {'X': 0.6330968737602234, 'Y': 0.2713889181613922, 'Z': 0.04195672646164894}, {'X': 0.6267744898796082, 'Y': 0.21697483956813812, 'Z': 0.02963966503739357}, {'X': 0.6860248446464539, 'Y': 0.4140459895133972, 'Z': 0.027118830010294914}, {'X': 0.6773301362991333, 'Y': 0.3047512173652649, 'Z': 0.032039497047662735}, {'X': 0.6638538837432861, 'Y': 0.2328663468360901, 'Z': 0.009041530080139637}, {'X': 0.6519037485122681, 'Y': 0.17471346259117126, 'Z': -0.011686562560498714}, {'X': 0.726611316204071, 'Y': 0.42331621050834656, 'Z': 0.00640548299998045}, {'X': 0.7157881259918213, 'Y': 0.3230794668197632, 'Z': -0.003386811353266239}, {'X': 0.692131757736206, 'Y': 0.30454447865486145, 'Z': -0.039041437208652496}, {'X': 0.6728633046150208, 'Y': 0.3015645742416382, 'Z': -0.06007736921310425}, {'X': 0.7695373296737671, 'Y': 0.4476687014102936, 'Z': -0.01736774668097496}, {'X': 0.7779858112335205, 'Y': 0.36541658639907837, 'Z': -0.029706018045544624}, {'X': 0.7853449583053589, 'Y': 0.29580461978912354, 'Z': -0.05721386894583702}, {'X': 0.7884963750839233, 'Y': 0.22780686616897583, 'Z': -0.07922553271055222}]
[{'X': 0.714928150177002, 'Y': 0.6853708624839783, 'Z': -0.00011609237117227167}, {'X': 0.654914915561676, 'Y': 0.6563870906829834, 'Z': 0.003466874361038208}, {'X': 0.6136664748191833, 'Y': 0.5808046460151672, 'Z': 0.009117357432842255}, {'X': 0.5819035768508911, 'Y': 0.528099775314331, 'Z': 0.005892687477171421}, {'X': 0.5495108962059021, 'Y': 0.508293628692627, 'Z': 0.00034394781687296927}, {'X': 0.6510037183761597, 'Y': 0.43703493475914, 'Z': 0.033991917967796326}, {'X': 0.6407439708709717, 'Y': 0.3367537558078766, 'Z': 0.037131521850824356}, {'X': 0.6326473355293274, 'Y': 0.27298787236213684, 'Z': 0.03078860230743885}, {'X': 0.6235741376876831, 'Y': 0.23144114017486572, 'Z': 0.02211928553879261}, {'X': 0.6857118010520935, 'Y': 0.42788583040237427, 'Z': 0.014808801002800465}, {'X': 0.6820144057273865, 'Y': 0.3238104581832886, 'Z': 0.0075940582901239395}, {'X': 0.672489583492279, 'Y': 0.27010297775268555, 'Z': -0.01748654432594776}, {'X': 0.6596912741661072, 'Y': 0.2479860484600067, 'Z': -0.032498132437467575}, {'X': 0.7223590016365051, 'Y': 0.4459019601345062, 'Z': -0.0054785097017884254}, {'X': 0.7236031889915466, 'Y': 0.35484737157821655, 'Z': -0.01901160180568695}, {'X': 0.7097012996673584, 'Y': 0.33709511160850525, 'Z': -0.057365622371435165}, {'X': 0.6960995197296143, 'Y': 0.3478190302848816, 'Z': -0.07866355776786804}, {'X': 0.7561398148536682, 'Y': 0.4843977093696594, 'Z': -0.027972493320703506}, {'X': 0.7668573260307312, 'Y': 0.42492687702178955, 'Z': -0.051844894886016846}, {'X': 0.7656248211860657, 'Y': 0.3822842836380005, 'Z': -0.08145374059677124}, {'X': 0.7593061923980713, 'Y': 0.35901206731796265, 'Z': -0.10216785222291946}]
[{'X': 0.7162914276123047, 'Y': 0.6804807782173157, 'Z': -8.64559697220102e-05}, {'X': 0.655427873134613, 'Y': 0.6591073274612427, 'Z': 0.007500567007809877}, {'X': 0.6095654368400574, 'Y': 0.5813435912132263, 'Z': 0.018419556319713593}, {'X': 0.578173041343689, 'Y': 0.5247526168823242, 'Z': 0.01911814697086811}, {'X': 0.5482087135314941, 'Y': 0.4972316324710846, 'Z': 0.01728101447224617}, {'X': 0.6519597172737122, 'Y': 0.43884146213531494, 'Z': 0.06026717275381088}, {'X': 0.6455937027931213, 'Y': 0.33721399307250977, 'Z': 0.06483767926692963}, {'X': 0.6409888863563538, 'Y': 0.2692084312438965, 'Z': 0.0571121908724308}, {'X': 0.6354756951332092, 'Y': 0.22297394275665283, 'Z': 0.04647207632660866}, {'X': 0.6861110925674438, 'Y': 0.4286452829837799, 'Z': 0.03814161196351051}, {'X': 0.6799205541610718, 'Y': 0.32388409972190857, 'Z': 0.02379632368683815}, {'X': 0.6652770042419434, 'Y': 0.28665006160736084, 'Z': -0.007952366955578327}, {'X': 0.6517797708511353, 'Y': 0.28846651315689087, 'Z': -0.024864230304956436}, {'X': 0.7227705717086792, 'Y': 0.4375564157962799, 'Z': 0.01228860393166542}, {'X': 0.717909038066864, 'Y': 0.3350534439086914, 'Z': -0.007340153679251671}, {'X': 0.6978728175163269, 'Y': 0.3382648229598999, 'Z': -0.05097080022096634}, {'X': 0.6821439862251282, 'Y': 0.37568768858909607, 'Z': -0.07239511609077454}, {'X': 0.7587890028953552, 'Y': 0.4640129506587982, 'Z': -0.01418730616569519}, {'X': 0.761766791343689, 'Y': 0.3846259117126465, 'Z': -0.03228163346648216}, {'X': 0.7562930583953857, 'Y': 0.3342905342578888, 'Z': -0.05873267352581024}, {'X': 0.7500150799751282, 'Y': 0.30786168575286865, 'Z': -0.07817930728197098}]
[{'X': 0.7257350087165833, 'Y': 0.677140474319458, 'Z': -5.9327634517103434e-05}, {'X': 0.6628126502037048, 'Y': 0.6576306819915771, 'Z': 0.003939106594771147}, {'X': 0.6149926781654358, 'Y': 0.5814682841300964, 'Z': 0.013282844796776772}, {'X': 0.5792989134788513, 'Y': 0.5272982120513916, 'Z': 0.014130549505352974}, {'X': 0.5483555793762207, 'Y': 0.5003687143325806, 'Z': 0.011558247730135918}, {'X': 0.656328558921814, 'Y': 0.4368627071380615, 'Z': 0.05804828554391861}, {'X': 0.649523913860321, 'Y': 0.3324984610080719, 'Z': 0.061002396047115326}, {'X': 0.6441106796264648, 'Y': 0.2652127742767334, 'Z': 0.053582992404699326}, {'X': 0.6375460624694824, 'Y': 0.21880000829696655, 'Z': 0.044322796165943146}, {'X': 0.690768301486969, 'Y': 0.4268706440925598, 'Z': 0.0343465581536293}, {'X': 0.6808601021766663, 'Y': 0.31615495681762695, 'Z': 0.01735587790608406}, {'X': 0.6648433208465576, 'Y': 0.28607678413391113, 'Z': -0.015677496790885925}, {'X': 0.6499614119529724, 'Y': 0.2922055125236511, 'Z': -0.033470239490270615}, {'X': 0.7276393175125122, 'Y': 0.4338928759098053, 'Z': 0.0059762997552752495}, {'X': 0.7173234224319458, 'Y': 0.3307337164878845, 'Z': -0.01900409162044525}, {'X': 0.6966873407363892, 'Y': 0.34539663791656494, 'Z': -0.06483127921819687}, {'X': 0.6820329427719116, 'Y': 0.3939487338066101, 'Z': -0.08641662448644638}, {'X': 0.764614999294281, 'Y': 0.45717141032218933, 'Z': -0.023158082738518715}, {'X': 0.7638163566589355, 'Y': 0.37337827682495117, 'Z': -0.041398581117391586}, {'X': 0.7583023905754089, 'Y': 0.31697750091552734, 'Z': -0.0677301213145256}, {'X': 0.7519994974136353, 'Y': 0.2828381061553955, 'Z': -0.08818506449460983}]
[{'X': 0.7253690958023071, 'Y': 0.6786815524101257, 'Z': -9.115032298723236e-05}, {'X': 0.6599785089492798, 'Y': 0.6623634696006775, 'Z': 0.00646786717697978}, {'X': 0.6126724481582642, 'Y': 0.5823855400085449, 'Z': 0.02079102396965027}, {'X': 0.5793010592460632, 'Y': 0.5246523022651672, 'Z': 0.026712263002991676}, {'X': 0.5494353771209717, 'Y': 0.4986081123352051, 'Z': 0.029795553535223007}, {'X': 0.6564136147499084, 'Y': 0.42886269092559814, 'Z': 0.0732915848493576}, {'X': 0.6508371829986572, 'Y': 0.32934102416038513, 'Z': 0.0847884863615036}, {'X': 0.6456895470619202, 'Y': 0.2642357349395752, 'Z': 0.08157419413328171}, {'X': 0.6414865255355835, 'Y': 0.22047215700149536, 'Z': 0.07414849102497101}, {'X': 0.6925442218780518, 'Y': 0.41858649253845215, 'Z': 0.05085809528827667}, {'X': 0.6801113486289978, 'Y': 0.3114064335823059, 'Z': 0.03993914648890495}, {'X': 0.6608061790466309, 'Y': 0.2787822186946869, 'Z': 0.010229270905256271}, {'X': 0.6448488235473633, 'Y': 0.27896302938461304, 'Z': -0.006365827284753323}, {'X': 0.731726884841919, 'Y': 0.4257620573043823, 'Z': 0.022679558023810387}, {'X': 0.7150622606277466, 'Y': 0.3294895589351654, 'Z': -0.005308353807777166}, {'X': 0.6916865110397339, 'Y': 0.36314865946769714, 'Z': -0.056872133165597916}, {'X': 0.6778991222381592, 'Y': 0.42396289110183716, 'Z': -0.08034273236989975}, {'X': 0.7720315456390381, 'Y': 0.4462544023990631, 'Z': -0.00567649956792593}, {'X': 0.7694094181060791, 'Y': 0.36448347568511963, 'Z': -0.02354445867240429}, {'X': 0.7626901268959045, 'Y': 0.31089478731155396, 'Z': -0.051196616142988205}, {'X': 0.7569433450698853, 'Y': 0.277036190032959, 'Z': -0.07090604305267334}]
[{'X': 0.7200992703437805, 'Y': 0.6887776255607605, 'Z': -0.00010077437036670744}, {'X': 0.6553559303283691, 'Y': 0.6505107879638672, 'Z': 0.012200851924717426}, {'X': 0.6113682985305786, 'Y': 0.5764058828353882, 'Z': 0.020199384540319443}, {'X': 0.5787887573242188, 'Y': 0.5289879441261292, 'Z': 0.01553098950535059}, {'X': 0.5507179498672485, 'Y': 0.5106984376907349, 'Z': 0.004121209029108286}, {'X': 0.6560416221618652, 'Y': 0.45638909935951233, 'Z': 0.05519029498100281}, {'X': 0.6500168442726135, 'Y': 0.34796905517578125, 'Z': 0.053264401853084564}, {'X': 0.6439933776855469, 'Y': 0.28221434354782104, 'Z': 0.03969498351216316}, {'X': 0.637881338596344, 'Y': 0.2377387285232544, 'Z': 0.028767380863428116}, {'X': 0.687798798084259, 'Y': 0.45092758536338806, 'Z': 0.028894640505313873}, {'X': 0.6836131811141968, 'Y': 0.3408457636833191, 'Z': 0.012681664898991585}, {'X': 0.6689114570617676, 'Y': 0.29113662242889404, 'Z': -0.02007000520825386}, {'X': 0.6540398001670837, 'Y': 0.27292394638061523, 'Z': -0.03906821832060814}, {'X': 0.7238272428512573, 'Y': 0.46265777945518494, 'Z': -0.0003436784027144313}, {'X': 0.7192702889442444, 'Y': 0.36588531732559204, 'Z': -0.02193804830312729}, {'X': 0.7016726732254028, 'Y': 0.3413676917552948, 'Z': -0.07092151045799255}, {'X': 0.6879635453224182, 'Y': 0.34236156940460205, 'Z': -0.09801318496465683}, {'X': 0.7585313320159912, 'Y': 0.49096041917800903, 'Z': -0.029001664370298386}, {'X': 0.7581200003623962, 'Y': 0.4174637496471405, 'Z': -0.0500512458384037}, {'X': 0.7529863119125366, 'Y': 0.3647659122943878, 'Z': -0.0775311216711998}, {'X': 0.7472364902496338, 'Y': 0.3238790035247803, 'Z': -0.09821260720491409}]
