[{'X': 0.7464828491210938, 'Y': 0.7425156831741333, 'Z': -6.778033275622874e-05}, {'X': 0.6773225665092468, 'Y': 0.7345349192619324, 'Z': -0.028218772262334824}, {'X': 0.6125890016555786, 'Y': 0.6882094740867615, 'Z': -0.039078306406736374}, {'X': 0.5683330297470093, 'Y': 0.6411436796188354, 'Z': -0.057327400892972946}, {'X': 0.5320677757263184, 'Y': 0.6207019090652466, 'Z': -0.07405444234609604}, {'X': 0.6336123943328857, 'Y': 0.5428323745727539, 'Z': 0.008492368273437023}, {'X': 0.5878409147262573, 'Y': 0.4690209925174713, 'Z': -0.00440855510532856}, {'X': 0.5609866380691528, 'Y': 0.4255174696445465, 'Z': -0.01946273259818554}, {'X': 0.5382674932479858, 'Y': 0.38849952816963196, 'Z': -0.034298159182071686}, {'X': 0.6763842701911926, 'Y': 0.5147965550422668, 'Z': 0.0031485885847359896}, {'X': 0.654137134552002, 'Y': 0.4138317108154297, 'Z': 0.005647188052535057}, {'X': 0.6407960057258606, 'Y': 0.3550756573677063, 'Z': -0.011333118192851543}, {'X': 0.6310726404190063, 'Y': 0.3069190979003906, 'Z': -0.026100289076566696}, {'X': 0.7201041579246521, 'Y': 0.5132861733436584, 'Z': -0.008550871163606644}, {'X': 0.7109329104423523, 'Y': 0.4189741015434265, 'Z': -0.012955395504832268}, {'X': 0.7059808373451233, 'Y': 0.3636110723018646, 'Z': -0.03164622187614441}, {'X': 0.6988592743873596, 'Y': 0.31791800260543823, 'Z': -0.048900846391916275}, {'X': 0.7660907506942749, 'Y': 0.5320367813110352, 'Z': -0.025396937504410744}, {'X': 0.7725834846496582, 'Y': 0.45870983600616455, 'Z': -0.03954462707042694}, {'X': 0.7781836986541748, 'Y': 0.41455361247062683, 'Z': -0.05630816891789436}, {'X': 0.7807043194770813, 'Y': 0.37468475103378296, 'Z': -0.0682690367102623}]
[{'X': 0.7394327521324158, 'Y': 0.7356516718864441, 'Z': -6.178651528898627e-05}, {'X': 0.6746294498443604, 'Y': 0.7349058985710144, 'Z': -0.031078718602657318}, {'X': 0.6105915904045105, 'Y': 0.6878169775009155, 'Z': -0.04001501202583313}, {'X': 0.5678421258926392, 'Y': 0.6403380036354065, 'Z': -0.054329633712768555}, {'X': 0.5336191058158875, 'Y': 0.625588595867157, 'Z': -0.06708023697137833}, {'X': 0.6331129670143127, 'Y': 0.5448585748672485, 'Z': 0.0066450233571231365}, {'X': 0.588105320930481, 'Y': 0.4701341390609741, 'Z': -0.007765450514853001}, {'X': 0.5626378059387207, 'Y': 0.42490947246551514, 'Z': -0.025895318016409874}, {'X': 0.5412152409553528, 'Y': 0.3856239914894104, 'Z': -0.04250173270702362}, {'X': 0.6755157113075256, 'Y': 0.5163582563400269, 'Z': 0.0041479310020804405}, {'X': 0.6561298370361328, 'Y': 0.4166475534439087, 'Z': 0.00332644023001194}, {'X': 0.6450441479682922, 'Y': 0.3554205298423767, 'Z': -0.017824821174144745}, {'X': 0.6366832256317139, 'Y': 0.3028172254562378, 'Z': -0.03508667275309563}, {'X': 0.7190531492233276, 'Y': 0.5153713226318359, 'Z': -0.0035496014170348644}, {'X': 0.7130749225616455, 'Y': 0.4216912090778351, 'Z': -0.008522909134626389}, {'X': 0.7105895280838013, 'Y': 0.3667812645435333, 'Z': -0.026449376717209816}, {'X': 0.7057863473892212, 'Y': 0.32027918100357056, 'Z': -0.04287485405802727}, {'X': 0.7650008201599121, 'Y': 0.5343272089958191, 'Z': -0.016216326504945755}, {'X': 0.7748370170593262, 'Y': 0.4631754755973816, 'Z': -0.031843069940805435}, {'X': 0.7815513014793396, 'Y': 0.42257359623908997, 'Z': -0.04770234227180481}, {'X': 0.7844613194465637, 'Y': 0.3846469819545746, 'Z': -0.059265416115522385}]
[{'X': 0.7358720302581787, 'Y': 0.7343774437904358, 'Z': -3.821514474111609e-05}, {'X': 0.6713882684707642, 'Y': 0.7320491075515747, 'Z': -0.0381140373647213}, {'X': 0.6099607348442078, 'Y': 0.6843184232711792, 'Z': -0.05059035122394562}, {'X': 0.5691070556640625, 'Y': 0.6343017816543579, 'Z': -0.06628091633319855}, {'X': 0.533963680267334, 'Y': 0.6163971424102783, 'Z': -0.08288349211215973}, {'X': 0.6309921145439148, 'Y': 0.5418465733528137, 'Z': -0.008774107322096825}, {'X': 0.5854249000549316, 'Y': 0.46695008873939514, 'Z': -0.029356785118579865}, {'X': 0.5607447028160095, 'Y': 0.4208349287509918, 'Z': -0.0516444630920887}, {'X': 0.5410139560699463, 'Y': 0.3785545229911804, 'Z': -0.07101557403802872}, {'X': 0.6740713715553284, 'Y': 0.5131998062133789, 'Z': -0.009083730168640614}, {'X': 0.6557464599609375, 'Y': 0.4141704738140106, 'Z': -0.014957278966903687}, {'X': 0.6463737487792969, 'Y': 0.3521695137023926, 'Z': -0.03935519978404045}, {'X': 0.6393417119979858, 'Y': 0.29932093620300293, 'Z': -0.058672793209552765}, {'X': 0.7171143293380737, 'Y': 0.5121447443962097, 'Z': -0.01494240015745163}, {'X': 0.7125337719917297, 'Y': 0.4189700782299042, 'Z': -0.022654589265584946}, {'X': 0.7103769183158875, 'Y': 0.3644154965877533, 'Z': -0.04438282549381256}, {'X': 0.7064782381057739, 'Y': 0.3190917372703552, 'Z': -0.06266236305236816}, {'X': 0.7623938918113708, 'Y': 0.5297325253486633, 'Z': -0.025944283232092857}, {'X': 0.7733461260795593, 'Y': 0.45907971262931824, 'Z': -0.0441591702401638}, {'X': 0.7800302505493164, 'Y': 0.4168548583984375, 'Z': -0.06420673429965973}, {'X': 0.7825928926467896, 'Y': 0.378417432308197, 'Z': -0.07909458875656128}]
[{'X': 0.7328506708145142, 'Y': 0.7324000597000122, 'Z': -3.7624766264343634e-05}, {'X': 0.6692854166030884, 'Y': 0.7292778491973877, 'Z': -0.0345391109585762}, {'X': 0.608306884765625, 'Y': 0.6811694502830505, 'Z': -0.046543970704078674}, {'X': 0.5664823651313782, 'Y': 0.6337414383888245, 'Z': -0.06244608014822006}, {'X': 0.5315268039703369, 'Y': 0.6195695996284485, 'Z': -0.08012843132019043}, {'X': 0.6327072978019714, 'Y': 0.5402832627296448, 'Z': -0.00660527590662241}, {'X': 0.5880047082901001, 'Y': 0.4633408486843109, 'Z': -0.026458024978637695}, {'X': 0.5633363723754883, 'Y': 0.4166785776615143, 'Z': -0.04852735623717308}, {'X': 0.5432498455047607, 'Y': 0.374883234500885, 'Z': -0.06819263845682144}, {'X': 0.6759201288223267, 'Y': 0.5144857168197632, 'Z': -0.011123336851596832}, {'X': 0.6576136946678162, 'Y': 0.4139688313007355, 'Z': -0.018385382369160652}, {'X': 0.647661030292511, 'Y': 0.35248813033103943, 'Z': -0.04445718601346016}, {'X': 0.6391169428825378, 'Y': 0.29993802309036255, 'Z': -0.06548606604337692}, {'X': 0.7186808586120605, 'Y': 0.5146200060844421, 'Z': -0.0203928854316473}, {'X': 0.7130941152572632, 'Y': 0.419342964887619, 'Z': -0.031511299312114716}, {'X': 0.710074782371521, 'Y': 0.3638441264629364, 'Z': -0.05416949465870857}, {'X': 0.7045832872390747, 'Y': 0.3162403106689453, 'Z': -0.07295132428407669}, {'X': 0.763012707233429, 'Y': 0.5330064296722412, 'Z': -0.03399614244699478}, {'X': 0.7737171649932861, 'Y': 0.46054011583328247, 'Z': -0.054124925285577774}, {'X': 0.7806341648101807, 'Y': 0.4162048101425171, 'Z': -0.07329955697059631}, {'X': 0.7828162908554077, 'Y': 0.3741842210292816, 'Z': -0.08775317668914795}]
[{'X': 0.7328506708145142, 'Y': 0.7324000597000122, 'Z': -3.7624766264343634e-05}, {'X': 0.6692854166030884, 'Y': 0.7292778491973877, 'Z': -0.0345391109585762}, {'X': 0.608306884765625, 'Y': 0.6811694502830505, 'Z': -0.046543970704078674}, {'X': 0.5664823651313782, 'Y': 0.6337414383888245, 'Z': -0.06244608014822006}, {'X': 0.5315268039703369, 'Y': 0.6195695996284485, 'Z': -0.08012843132019043}, {'X': 0.6327072978019714, 'Y': 0.5402832627296448, 'Z': -0.00660527590662241}, {'X': 0.5880047082901001, 'Y': 0.4633408486843109, 'Z': -0.026458024978637695}, {'X': 0.5633363723754883, 'Y': 0.4166785776615143, 'Z': -0.04852735623717308}, {'X': 0.5432498455047607, 'Y': 0.374883234500885, 'Z': -0.06819263845682144}, {'X': 0.6759201288223267, 'Y': 0.5144857168197632, 'Z': -0.011123336851596832}, {'X': 0.6576136946678162, 'Y': 0.4139688313007355, 'Z': -0.018385382369160652}, {'X': 0.647661030292511, 'Y': 0.35248813033103943, 'Z': -0.04445718601346016}, {'X': 0.6391169428825378, 'Y': 0.29993802309036255, 'Z': -0.06548606604337692}, {'X': 0.7186808586120605, 'Y': 0.5146200060844421, 'Z': -0.0203928854316473}, {'X': 0.7130941152572632, 'Y': 0.419342964887619, 'Z': -0.031511299312114716}, {'X': 0.710074782371521, 'Y': 0.3638441264629364, 'Z': -0.05416949465870857}, {'X': 0.7045832872390747, 'Y': 0.3162403106689453, 'Z': -0.07295132428407669}, {'X': 0.763012707233429, 'Y': 0.5330064296722412, 'Z': -0.03399614244699478}, {'X': 0.7737171649932861, 'Y': 0.46054011583328247, 'Z': -0.054124925285577774}, {'X': 0.7806341648101807, 'Y': 0.4162048101425171, 'Z': -0.07329955697059631}, {'X': 0.7828162908554077, 'Y': 0.3741842210292816, 'Z': -0.08775317668914795}]
[{'X': 0.7358434796333313, 'Y': 0.7314809560775757, 'Z': -3.927346187992953e-05}, {'X': 0.6693188548088074, 'Y': 0.7201136350631714, 'Z': -0.03377572447061539}, {'X': 0.608225405216217, 'Y': 0.6729862689971924, 'Z': -0.050419196486473083}, {'X': 0.5661600232124329, 'Y': 0.6271234750747681, 'Z': -0.07199912518262863}, {'X': 0.5312747955322266, 'Y': 0.6055002212524414, 'Z': -0.09396615624427795}, {'X': 0.634222149848938, 'Y': 0.5270121097564697, 'Z': -0.006100375670939684}, {'X': 0.589892566204071, 'Y': 0.4541635513305664, 'Z': -0.02689189277589321}, {'X': 0.56264728307724, 'Y': 0.4089645445346832, 'Z': -0.05031741037964821}, {'X': 0.5392096638679504, 'Y': 0.36989182233810425, 'Z': -0.06950730085372925}, {'X': 0.6777940988540649, 'Y': 0.5018420815467834, 'Z': -0.011783654801547527}, {'X': 0.6607622504234314, 'Y': 0.40085551142692566, 'Z': -0.01671340875327587}, {'X': 0.6499799489974976, 'Y': 0.33839839696884155, 'Z': -0.03861869126558304}, {'X': 0.6405603289604187, 'Y': 0.28883713483810425, 'Z': -0.056537777185440063}, {'X': 0.7201624512672424, 'Y': 0.5025224089622498, 'Z': -0.023903219029307365}, {'X': 0.7165442109107971, 'Y': 0.40797901153564453, 'Z': -0.03229289874434471}, {'X': 0.712385892868042, 'Y': 0.3510299026966095, 'Z': -0.05225486680865288}, {'X': 0.7045361399650574, 'Y': 0.3059154152870178, 'Z': -0.069261334836483}, {'X': 0.7641503810882568, 'Y': 0.5221742391586304, 'Z': -0.04163863882422447}, {'X': 0.7748271822929382, 'Y': 0.4486188292503357, 'Z': -0.05664566531777382}, {'X': 0.779278039932251, 'Y': 0.4027479588985443, 'Z': -0.07200364768505096}, {'X': 0.7794280052185059, 'Y': 0.3620774745941162, 'Z': -0.08304202556610107}]
[{'X': 0.7363147735595703, 'Y': 0.7324000597000122, 'Z': -4.712075678980909e-05}, {'X': 0.6691092252731323, 'Y': 0.7208594083786011, 'Z': -0.02907644584774971}, {'X': 0.6089261174201965, 'Y': 0.6725016832351685, 'Z': -0.04062210023403168}, {'X': 0.5675151944160461, 'Y': 0.6248624920845032, 'Z': -0.05799839645624161}, {'X': 0.5331393480300903, 'Y': 0.60273277759552, 'Z': -0.07423923909664154}, {'X': 0.6353915333747864, 'Y': 0.5301496982574463, 'Z': 0.008715929463505745}, {'X': 0.5922142863273621, 'Y': 0.45583778619766235, 'Z': -0.006002875044941902}, {'X': 0.5682045221328735, 'Y': 0.4106219410896301, 'Z': -0.024661635980010033}, {'X': 0.5483525991439819, 'Y': 0.3723357021808624, 'Z': -0.03957854211330414}, {'X': 0.6779170632362366, 'Y': 0.5050222873687744, 'Z': 0.003617331152781844}, {'X': 0.6614291667938232, 'Y': 0.4040379226207733, 'Z': 0.004201521631330252}, {'X': 0.6512647271156311, 'Y': 0.3448165953159332, 'Z': -0.014928342774510384}, {'X': 0.6426385045051575, 'Y': 0.2987591624259949, 'Z': -0.030177339911460876}, {'X': 0.7195359468460083, 'Y': 0.5051050186157227, 'Z': -0.009208881296217442}, {'X': 0.7181992530822754, 'Y': 0.4095883369445801, 'Z': -0.014667890965938568}, {'X': 0.7148039937019348, 'Y': 0.35543981194496155, 'Z': -0.03402630239725113}, {'X': 0.7081088423728943, 'Y': 0.31326085329055786, 'Z': -0.05014250800013542}, {'X': 0.7626765370368958, 'Y': 0.5237638354301453, 'Z': -0.02660055086016655}, {'X': 0.7752759456634521, 'Y': 0.4500647783279419, 'Z': -0.040074072778224945}, {'X': 0.7801180481910706, 'Y': 0.40658771991729736, 'Z': -0.0560225173830986}, {'X': 0.7806065082550049, 'Y': 0.3697822391986847, 'Z': -0.06637690216302872}]
[{'X': 0.7363147735595703, 'Y': 0.7324000597000122, 'Z': -4.712075678980909e-05}, {'X': 0.6691092252731323, 'Y': 0.7208594083786011, 'Z': -0.02907644584774971}, {'X': 0.6089261174201965, 'Y': 0.6725016832351685, 'Z': -0.04062210023403168}, {'X': 0.5675151944160461, 'Y': 0.6248624920845032, 'Z': -0.05799839645624161}, {'X': 0.5331393480300903, 'Y': 0.60273277759552, 'Z': -0.07423923909664154}, {'X': 0.6353915333747864, 'Y': 0.5301496982574463, 'Z': 0.008715929463505745}, {'X': 0.5922142863273621, 'Y': 0.45583778619766235, 'Z': -0.006002875044941902}, {'X': 0.5682045221328735, 'Y': 0.4106219410896301, 'Z': -0.024661635980010033}, {'X': 0.5483525991439819, 'Y': 0.3723357021808624, 'Z': -0.03957854211330414}, {'X': 0.6779170632362366, 'Y': 0.5050222873687744, 'Z': 0.003617331152781844}, {'X': 0.6614291667938232, 'Y': 0.4040379226207733, 'Z': 0.004201521631330252}, {'X': 0.6512647271156311, 'Y': 0.3448165953159332, 'Z': -0.014928342774510384}, {'X': 0.6426385045051575, 'Y': 0.2987591624259949, 'Z': -0.030177339911460876}, {'X': 0.7195359468460083, 'Y': 0.5051050186157227, 'Z': -0.009208881296217442}, {'X': 0.7181992530822754, 'Y': 0.4095883369445801, 'Z': -0.014667890965938568}, {'X': 0.7148039937019348, 'Y': 0.35543981194496155, 'Z': -0.03402630239725113}, {'X': 0.7081088423728943, 'Y': 0.31326085329055786, 'Z': -0.05014250800013542}, {'X': 0.7626765370368958, 'Y': 0.5237638354301453, 'Z': -0.02660055086016655}, {'X': 0.7752759456634521, 'Y': 0.4500647783279419, 'Z': -0.040074072778224945}, {'X': 0.7801180481910706, 'Y': 0.40658771991729736, 'Z': -0.0560225173830986}, {'X': 0.7806065082550049, 'Y': 0.3697822391986847, 'Z': -0.06637690216302872}]
[{'X': 0.7409932613372803, 'Y': 0.7271798849105835, 'Z': -3.547327287378721e-05}, {'X': 0.6716721057891846, 'Y': 0.7151687145233154, 'Z': -0.03699777275323868}, {'X': 0.6097739934921265, 'Y': 0.667473316192627, 'Z': -0.05480455234646797}, {'X': 0.5675331354141235, 'Y': 0.6185160875320435, 'Z': -0.07634839415550232}, {'X': 0.5322983264923096, 'Y': 0.5928065776824951, 'Z': -0.09664089232683182}, {'X': 0.6347015500068665, 'Y': 0.5267907381057739, 'Z': -0.013178132474422455}, {'X': 0.5936281681060791, 'Y': 0.4484027922153473, 'Z': -0.034598659723997116}, {'X': 0.5700821876525879, 'Y': 0.4003525376319885, 'Z': -0.05655622109770775}, {'X': 0.5509082078933716, 'Y': 0.36031442880630493, 'Z': -0.07253526151180267}, {'X': 0.6788398027420044, 'Y': 0.50199294090271, 'Z': -0.014780517667531967}, {'X': 0.6642946004867554, 'Y': 0.4007222056388855, 'Z': -0.020289147272706032}, {'X': 0.6559035181999207, 'Y': 0.34018975496292114, 'Z': -0.042986828833818436}, {'X': 0.6497375965118408, 'Y': 0.2926972806453705, 'Z': -0.06149250641465187}, {'X': 0.7208220362663269, 'Y': 0.5025812983512878, 'Z': -0.022687580436468124}, {'X': 0.71942138671875, 'Y': 0.4112498164176941, 'Z': -0.03362959623336792}, {'X': 0.7173606753349304, 'Y': 0.3588675260543823, 'Z': -0.05481728911399841}, {'X': 0.7128360271453857, 'Y': 0.3197714686393738, 'Z': -0.07199767976999283}, {'X': 0.763486385345459, 'Y': 0.5214075446128845, 'Z': -0.03605284541845322}, {'X': 0.7730802297592163, 'Y': 0.45141759514808655, 'Z': -0.05302735045552254}, {'X': 0.7785678505897522, 'Y': 0.4095865488052368, 'Z': -0.07040446251630783}, {'X': 0.7803236246109009, 'Y': 0.37431472539901733, 'Z': -0.08213532716035843}]
[{'X': 0.7313146591186523, 'Y': 0.7232241630554199, 'Z': -5.046339356340468e-05}, {'X': 0.6655080914497375, 'Y': 0.7134956121444702, 'Z': -0.029498040676116943}, {'X': 0.6071199178695679, 'Y': 0.6618043184280396, 'Z': -0.04047144204378128}, {'X': 0.5696499347686768, 'Y': 0.6108221411705017, 'Z': -0.05670347809791565}, {'X': 0.5368176102638245, 'Y': 0.5878024697303772, 'Z': -0.07372178882360458}, {'X': 0.6362892389297485, 'Y': 0.5265815258026123, 'Z': 0.006957901641726494}, {'X': 0.5973373651504517, 'Y': 0.4527188241481781, 'Z': -0.008210624568164349}, {'X': 0.5751245021820068, 'Y': 0.4044930934906006, 'Z': -0.028392944484949112}, {'X': 0.5570236444473267, 'Y': 0.3632235527038574, 'Z': -0.04567895457148552}, {'X': 0.6780235171318054, 'Y': 0.5029841065406799, 'Z': 0.0025546520482748747}, {'X': 0.666236162185669, 'Y': 0.4082634747028351, 'Z': 0.005185124464333057}, {'X': 0.6587622165679932, 'Y': 0.34795963764190674, 'Z': -0.0161606278270483}, {'X': 0.6530624032020569, 'Y': 0.2984633445739746, 'Z': -0.03707072511315346}, {'X': 0.7186495065689087, 'Y': 0.5035877227783203, 'Z': -0.00809807050973177}, {'X': 0.7169538736343384, 'Y': 0.41606852412223816, 'Z': -0.010347338393330574}, {'X': 0.7158862948417664, 'Y': 0.36405128240585327, 'Z': -0.02847878634929657}, {'X': 0.7131505012512207, 'Y': 0.3227168023586273, 'Z': -0.045418642461299896}, {'X': 0.7606295347213745, 'Y': 0.5212165713310242, 'Z': -0.02440168894827366}, {'X': 0.7697948217391968, 'Y': 0.4511505961418152, 'Z': -0.036788202822208405}, {'X': 0.7753403782844543, 'Y': 0.40905964374542236, 'Z': -0.050557538866996765}, {'X': 0.7777417302131653, 'Y': 0.3722488284111023, 'Z': -0.06110474467277527}]
[{'X': 0.7291938662528992, 'Y': 0.7139700055122375, 'Z': -4.580865061143413e-05}, {'X': 0.6628121733665466, 'Y': 0.7045605182647705, 'Z': -0.031209796667099}, {'X': 0.6055440306663513, 'Y': 0.6532027125358582, 'Z': -0.04560362547636032}, {'X': 0.5700263977050781, 'Y': 0.6051366329193115, 'Z': -0.06530411541461945}, {'X': 0.535141110420227, 'Y': 0.5812082290649414, 'Z': -0.08665159344673157}, {'X': 0.632592499256134, 'Y': 0.5263174176216125, 'Z': -0.007695268839597702}, {'X': 0.595106840133667, 'Y': 0.4555363655090332, 'Z': -0.028887826949357986}, {'X': 0.5749619603157043, 'Y': 0.4081851541996002, 'Z': -0.05081595107913017}, {'X': 0.5570805668830872, 'Y': 0.36485183238983154, 'Z': -0.07086322456598282}, {'X': 0.6743426322937012, 'Y': 0.5059904456138611, 'Z': -0.01352665200829506}, {'X': 0.6619828343391418, 'Y': 0.41130518913269043, 'Z': -0.020764663815498352}, {'X': 0.6575746536254883, 'Y': 0.34800973534584045, 'Z': -0.042082834988832474}, {'X': 0.6552783250808716, 'Y': 0.2944748103618622, 'Z': -0.06118346378207207}, {'X': 0.7148125767707825, 'Y': 0.5115622878074646, 'Z': -0.024711178615689278}, {'X': 0.7053420543670654, 'Y': 0.4302027225494385, 'Z': -0.037938039749860764}, {'X': 0.7024161219596863, 'Y': 0.37862110137939453, 'Z': -0.05932394787669182}, {'X': 0.6975532174110413, 'Y': 0.33645570278167725, 'Z': -0.07696113735437393}, {'X': 0.7572124600410461, 'Y': 0.5333687663078308, 'Z': -0.04139669984579086}, {'X': 0.7503196597099304, 'Y': 0.47471141815185547, 'Z': -0.06666117906570435}, {'X': 0.7411589622497559, 'Y': 0.4462629556655884, 'Z': -0.08774637430906296}, {'X': 0.7279956340789795, 'Y': 0.4250226616859436, 'Z': -0.1017581969499588}]
