[{'X': 0.721779465675354, 'Y': 0.980320155620575, 'Z': -6.680352089460939e-05}, {'X': 0.6486282348632812, 'Y': 0.97645103931427, 'Z': -0.03919871523976326}, {'X': 0.5843247771263123, 'Y': 0.9277670383453369, 'Z': -0.05687930807471275}, {'X': 0.5402677059173584, 'Y': 0.8735206127166748, 'Z': -0.07764504104852676}, {'X': 0.5044805407524109, 'Y': 0.8367866277694702, 'Z': -0.09706339240074158}, {'X': 0.613404393196106, 'Y': 0.7776402831077576, 'Z': 0.00046953128185123205}, {'X': 0.5710189342498779, 'Y': 0.7009324431419373, 'Z': -0.012966339476406574}, {'X': 0.547662079334259, 'Y': 0.6541638374328613, 'Z': -0.03213319927453995}, {'X': 0.5298669338226318, 'Y': 0.6130683422088623, 'Z': -0.04687868058681488}, {'X': 0.66072016954422, 'Y': 0.7500775456428528, 'Z': 0.0013759892899543047}, {'X': 0.6425116062164307, 'Y': 0.6516483426094055, 'Z': 0.000283743574982509}, {'X': 0.6332515478134155, 'Y': 0.5938090682029724, 'Z': -0.022089576348662376}, {'X': 0.6253470182418823, 'Y': 0.5420871376991272, 'Z': -0.04116889461874962}, {'X': 0.7070761919021606, 'Y': 0.7487934827804565, 'Z': -0.0052435207180678844}, {'X': 0.7040260434150696, 'Y': 0.6575387716293335, 'Z': -0.011877013370394707}, {'X': 0.701102614402771, 'Y': 0.6044992804527283, 'Z': -0.031851354986429214}, {'X': 0.6959436535835266, 'Y': 0.5604041814804077, 'Z': -0.05048947036266327}, {'X': 0.7546126246452332, 'Y': 0.7681170701980591, 'Z': -0.014753181487321854}, {'X': 0.7677671909332275, 'Y': 0.7000869512557983, 'Z': -0.03002973273396492}, {'X': 0.7761532068252563, 'Y': 0.656902015209198, 'Z': -0.04685851186513901}, {'X': 0.7788062691688538, 'Y': 0.6155955195426941, 'Z': -0.06097569316625595}]
[{'X': 0.723487377166748, 'Y': 0.98089200258255, 'Z': -7.437991735059768e-05}, {'X': 0.6497628688812256, 'Y': 0.9767649173736572, 'Z': -0.039632998406887054}, {'X': 0.5836709141731262, 'Y': 0.9258654117584229, 'Z': -0.058634478598833084}, {'X': 0.5384889245033264, 'Y': 0.871293842792511, 'Z': -0.07990808039903641}, {'X': 0.5045312643051147, 'Y': 0.836738109588623, 'Z': -0.10067132115364075}, {'X': 0.6152897477149963, 'Y': 0.7752116918563843, 'Z': -0.004934877157211304}, {'X': 0.5714619755744934, 'Y': 0.6966511607170105, 'Z': -0.019061261788010597}, {'X': 0.5462266206741333, 'Y': 0.6508722305297852, 'Z': -0.04001448303461075}, {'X': 0.5278381109237671, 'Y': 0.6126777529716492, 'Z': -0.057117823511362076}, {'X': 0.6612749099731445, 'Y': 0.7492433786392212, 'Z': -0.003012813860550523}, {'X': 0.6407602429389954, 'Y': 0.6474369764328003, 'Z': -0.0036475518718361855}, {'X': 0.6283189058303833, 'Y': 0.5896554589271545, 'Z': -0.023346319794654846}, {'X': 0.6199275255203247, 'Y': 0.5397626757621765, 'Z': -0.03954815864562988}, {'X': 0.7075322866439819, 'Y': 0.7494363784790039, 'Z': -0.00854951236397028}, {'X': 0.7046022415161133, 'Y': 0.6572951674461365, 'Z': -0.015564742498099804}, {'X': 0.7022644281387329, 'Y': 0.6052948236465454, 'Z': -0.03385228291153908}, {'X': 0.6984334588050842, 'Y': 0.5615410804748535, 'Z': -0.05050944909453392}, {'X': 0.7549511194229126, 'Y': 0.7701441049575806, 'Z': -0.017735863104462624}, {'X': 0.7681156396865845, 'Y': 0.7015458345413208, 'Z': -0.032244015485048294}, {'X': 0.7771064639091492, 'Y': 0.6588159799575806, 'Z': -0.04765654727816582}, {'X': 0.7807084321975708, 'Y': 0.6167023181915283, 'Z': -0.059212978929281235}]
[{'X': 0.7233110070228577, 'Y': 0.9830737113952637, 'Z': -9.200198837788776e-05}, {'X': 0.6489428281784058, 'Y': 0.9764404296875, 'Z': -0.03632494807243347}, {'X': 0.5830082893371582, 'Y': 0.9273914694786072, 'Z': -0.055481743067502975}, {'X': 0.5374401807785034, 'Y': 0.8726639747619629, 'Z': -0.07808341830968857}, {'X': 0.5019716024398804, 'Y': 0.8356265425682068, 'Z': -0.09896539151668549}, {'X': 0.6151811480522156, 'Y': 0.7743606567382812, 'Z': -0.002161311451345682}, {'X': 0.5716350078582764, 'Y': 0.6956750154495239, 'Z': -0.01733972877264023}, {'X': 0.5469793081283569, 'Y': 0.6484360694885254, 'Z': -0.03830579295754433}, {'X': 0.5284293293952942, 'Y': 0.6094680428504944, 'Z': -0.05417521670460701}, {'X': 0.6613789796829224, 'Y': 0.7478890419006348, 'Z': -0.001981726847589016}, {'X': 0.6399162411689758, 'Y': 0.6457948684692383, 'Z': -0.0029434352181851864}, {'X': 0.6287139654159546, 'Y': 0.5871230363845825, 'Z': -0.022370275110006332}, {'X': 0.6213278770446777, 'Y': 0.5367071628570557, 'Z': -0.03805863484740257}, {'X': 0.7074477076530457, 'Y': 0.7475824356079102, 'Z': -0.00864570401608944}, {'X': 0.7037417888641357, 'Y': 0.6544982194900513, 'Z': -0.01494883093982935}, {'X': 0.7017829418182373, 'Y': 0.6012362241744995, 'Z': -0.030282696709036827}, {'X': 0.6971585154533386, 'Y': 0.556635856628418, 'Z': -0.044904135167598724}, {'X': 0.7547193169593811, 'Y': 0.7677451968193054, 'Z': -0.01920255459845066}, {'X': 0.7689673900604248, 'Y': 0.6970431804656982, 'Z': -0.03261034935712814}, {'X': 0.7778795957565308, 'Y': 0.6529141068458557, 'Z': -0.046518873423337936}, {'X': 0.7805103659629822, 'Y': 0.6096336841583252, 'Z': -0.057018306106328964}]
[{'X': 0.721838653087616, 'Y': 0.9850618839263916, 'Z': -0.00010078842751681805}, {'X': 0.6465515494346619, 'Y': 0.9747832417488098, 'Z': -0.035718996077775955}, {'X': 0.581201434135437, 'Y': 0.924813449382782, 'Z': -0.05521494522690773}, {'X': 0.5380553007125854, 'Y': 0.8708946108818054, 'Z': -0.07721146941184998}, {'X': 0.5064041614532471, 'Y': 0.8345456123352051, 'Z': -0.09493700414896011}, {'X': 0.6129198670387268, 'Y': 0.7744064927101135, 'Z': -0.0010823049815371633}, {'X': 0.5696842074394226, 'Y': 0.6955174803733826, 'Z': -0.015606995671987534}, {'X': 0.5455299615859985, 'Y': 0.6487491130828857, 'Z': -0.03842126950621605}, {'X': 0.5276274681091309, 'Y': 0.6110819578170776, 'Z': -0.05785520747303963}, {'X': 0.6588107943534851, 'Y': 0.7494785189628601, 'Z': -0.0010203821584582329}, {'X': 0.6390331983566284, 'Y': 0.6467164754867554, 'Z': -0.0013794982805848122}, {'X': 0.6280372142791748, 'Y': 0.5870650410652161, 'Z': -0.020687511190772057}, {'X': 0.621941864490509, 'Y': 0.5379918813705444, 'Z': -0.038638267666101456}, {'X': 0.7042220830917358, 'Y': 0.7500817775726318, 'Z': -0.008073749020695686}, {'X': 0.6992149949073792, 'Y': 0.6591706275939941, 'Z': -0.014452662318944931}, {'X': 0.6945008635520935, 'Y': 0.6092500686645508, 'Z': -0.028737353160977364}, {'X': 0.6884995698928833, 'Y': 0.5686949491500854, 'Z': -0.04296472668647766}, {'X': 0.7512181997299194, 'Y': 0.7697427272796631, 'Z': -0.019275028258562088}, {'X': 0.7652331590652466, 'Y': 0.6987535357475281, 'Z': -0.03125588968396187}, {'X': 0.7743684649467468, 'Y': 0.6572864055633545, 'Z': -0.04030991345643997}, {'X': 0.7785018086433411, 'Y': 0.6174757480621338, 'Z': -0.04742671549320221}]
[{'X': 0.7171096205711365, 'Y': 0.9751795530319214, 'Z': -7.75780135882087e-05}, {'X': 0.6470690369606018, 'Y': 0.9706168174743652, 'Z': -0.04367956146597862}, {'X': 0.5827277302742004, 'Y': 0.9196488857269287, 'Z': -0.0672760009765625}, {'X': 0.5386226773262024, 'Y': 0.8684800267219543, 'Z': -0.09221241623163223}, {'X': 0.5053006410598755, 'Y': 0.8354332447052002, 'Z': -0.11488141119480133}, {'X': 0.615504801273346, 'Y': 0.7689118981361389, 'Z': -0.023850897327065468}, {'X': 0.5707159638404846, 'Y': 0.6922252178192139, 'Z': -0.046186599880456924}, {'X': 0.5451048612594604, 'Y': 0.647188663482666, 'Z': -0.0697869136929512}, {'X': 0.5256152153015137, 'Y': 0.6072683334350586, 'Z': -0.08906546235084534}, {'X': 0.6611684560775757, 'Y': 0.7451966404914856, 'Z': -0.024467656388878822}, {'X': 0.6426656246185303, 'Y': 0.645133376121521, 'Z': -0.03634459152817726}, {'X': 0.6317362785339355, 'Y': 0.5874963998794556, 'Z': -0.06117163971066475}, {'X': 0.6238304972648621, 'Y': 0.5367682576179504, 'Z': -0.08146961778402328}, {'X': 0.7062745690345764, 'Y': 0.7474555969238281, 'Z': -0.03251119330525398}, {'X': 0.7061591148376465, 'Y': 0.6554697155952454, 'Z': -0.05130092799663544}, {'X': 0.7045775055885315, 'Y': 0.6016863584518433, 'Z': -0.0756334513425827}, {'X': 0.7007192969322205, 'Y': 0.5544697642326355, 'Z': -0.09525134414434433}, {'X': 0.7526710629463196, 'Y': 0.7698500752449036, 'Z': -0.04327542334794998}, {'X': 0.7668465971946716, 'Y': 0.6974418759346008, 'Z': -0.06700543314218521}, {'X': 0.775669515132904, 'Y': 0.6544467806816101, 'Z': -0.08534681797027588}, {'X': 0.7787531614303589, 'Y': 0.6122302412986755, 'Z': -0.09866902977228165}]
[{'X': 0.7186998724937439, 'Y': 0.9804989695549011, 'Z': -8.836585038807243e-05}, {'X': 0.6471535563468933, 'Y': 0.9720661640167236, 'Z': -0.03874117508530617}, {'X': 0.581964910030365, 'Y': 0.9220682382583618, 'Z': -0.060129716992378235}, {'X': 0.5380032658576965, 'Y': 0.8700006604194641, 'Z': -0.08456464111804962}, {'X': 0.5062117576599121, 'Y': 0.8332658410072327, 'Z': -0.10496778041124344}, {'X': 0.6145086884498596, 'Y': 0.7700039744377136, 'Z': -0.006510777864605188}, {'X': 0.5704607367515564, 'Y': 0.6931805610656738, 'Z': -0.025182005017995834}, {'X': 0.546156644821167, 'Y': 0.6473566889762878, 'Z': -0.04626191034913063}, {'X': 0.5274177193641663, 'Y': 0.6085793972015381, 'Z': -0.06341363489627838}, {'X': 0.6608895063400269, 'Y': 0.7449724078178406, 'Z': -0.007007095031440258}, {'X': 0.642587423324585, 'Y': 0.6438126564025879, 'Z': -0.013904078863561153}, {'X': 0.6322221755981445, 'Y': 0.5845701098442078, 'Z': -0.03584112226963043}, {'X': 0.6237969398498535, 'Y': 0.5331791639328003, 'Z': -0.05346953868865967}, {'X': 0.7064844965934753, 'Y': 0.7460294961929321, 'Z': -0.01497590821236372}, {'X': 0.7068617939949036, 'Y': 0.6531369090080261, 'Z': -0.026775354519486427}, {'X': 0.7047824859619141, 'Y': 0.5993274450302124, 'Z': -0.04508533701300621}, {'X': 0.699174702167511, 'Y': 0.5537335872650146, 'Z': -0.061141904443502426}, {'X': 0.7534084320068359, 'Y': 0.7670421004295349, 'Z': -0.026432260870933533}, {'X': 0.7669594287872314, 'Y': 0.6941919326782227, 'Z': -0.043697088956832886}, {'X': 0.7747541069984436, 'Y': 0.6516180038452148, 'Z': -0.05805648863315582}, {'X': 0.7757348418235779, 'Y': 0.6112843155860901, 'Z': -0.06890898197889328}]
[{'X': 0.7158889770507812, 'Y': 0.9736461639404297, 'Z': -7.500465289922431e-05}, {'X': 0.6467691659927368, 'Y': 0.9685605764389038, 'Z': -0.04242942854762077}, {'X': 0.5821970701217651, 'Y': 0.9192691445350647, 'Z': -0.06068248674273491}, {'X': 0.5399867296218872, 'Y': 0.8651899695396423, 'Z': -0.08044515550136566}, {'X': 0.5092209577560425, 'Y': 0.8305774331092834, 'Z': -0.09578611701726913}, {'X': 0.6128135919570923, 'Y': 0.7741625905036926, 'Z': -0.006362492684274912}, {'X': 0.5717712044715881, 'Y': 0.6955000758171082, 'Z': -0.022706594318151474}, {'X': 0.5484846830368042, 'Y': 0.6487973928451538, 'Z': -0.04167575016617775}, {'X': 0.5309950113296509, 'Y': 0.6074471473693848, 'Z': -0.05759098008275032}, {'X': 0.6591284871101379, 'Y': 0.7499975562095642, 'Z': -0.005727629642933607}, {'X': 0.6387937664985657, 'Y': 0.651771068572998, 'Z': -0.010130636394023895}, {'X': 0.6294733285903931, 'Y': 0.5922776460647583, 'Z': -0.029480548575520515}, {'X': 0.6232641935348511, 'Y': 0.5372554659843445, 'Z': -0.04644409194588661}, {'X': 0.705929160118103, 'Y': 0.7500606775283813, 'Z': -0.012691080570220947}, {'X': 0.7021387815475464, 'Y': 0.6598221063613892, 'Z': -0.021658573299646378}, {'X': 0.6985881924629211, 'Y': 0.6039142608642578, 'Z': -0.039174191653728485}, {'X': 0.6940535306930542, 'Y': 0.5550380945205688, 'Z': -0.0566294863820076}, {'X': 0.754769504070282, 'Y': 0.7697710990905762, 'Z': -0.02378663420677185}, {'X': 0.7675447463989258, 'Y': 0.703696608543396, 'Z': -0.04147976264357567}, {'X': 0.7756080627441406, 'Y': 0.6614123582839966, 'Z': -0.05939599871635437}, {'X': 0.7784535884857178, 'Y': 0.6200124025344849, 'Z': -0.07403770834207535}]
[{'X': 0.7189717292785645, 'Y': 0.9792741537094116, 'Z': -8.270060789072886e-05}, {'X': 0.6488944292068481, 'Y': 0.9678725600242615, 'Z': -0.03916839882731438}, {'X': 0.5844541192054749, 'Y': 0.9166209101676941, 'Z': -0.059480346739292145}, {'X': 0.5411970615386963, 'Y': 0.8644586205482483, 'Z': -0.0813450962305069}, {'X': 0.5100757479667664, 'Y': 0.8230401873588562, 'Z': -0.09620651602745056}, {'X': 0.6145901679992676, 'Y': 0.7680413126945496, 'Z': -0.010556661523878574}, {'X': 0.5726531147956848, 'Y': 0.6901007890701294, 'Z': -0.029975078999996185}, {'X': 0.5500794053077698, 'Y': 0.6450513601303101, 'Z': -0.049090828746557236}, {'X': 0.5324573516845703, 'Y': 0.6094648838043213, 'Z': -0.06537119299173355}, {'X': 0.6613883376121521, 'Y': 0.7429898977279663, 'Z': -0.011567234061658382}, {'X': 0.6432322263717651, 'Y': 0.6420198678970337, 'Z': -0.019194206222891808}, {'X': 0.6345742344856262, 'Y': 0.5834149122238159, 'Z': -0.037672288715839386}, {'X': 0.6270465850830078, 'Y': 0.5329307317733765, 'Z': -0.0527866892516613}, {'X': 0.7071571350097656, 'Y': 0.746698260307312, 'Z': -0.02035609260201454}, {'X': 0.7057931423187256, 'Y': 0.6520552039146423, 'Z': -0.034237153828144073}, {'X': 0.7024686932563782, 'Y': 0.5977722406387329, 'Z': -0.050519272685050964}, {'X': 0.69549161195755, 'Y': 0.5518120527267456, 'Z': -0.06471818685531616}, {'X': 0.754313588142395, 'Y': 0.7720158696174622, 'Z': -0.032261304557323456}, {'X': 0.7679158449172974, 'Y': 0.701806366443634, 'Z': -0.05301377922296524}, {'X': 0.7741600871086121, 'Y': 0.663179874420166, 'Z': -0.06954135745763779}, {'X': 0.7729912996292114, 'Y': 0.6277783513069153, 'Z': -0.08125073462724686}]
[{'X': 0.7189717292785645, 'Y': 0.9792741537094116, 'Z': -8.270060789072886e-05}, {'X': 0.6488944292068481, 'Y': 0.9678725600242615, 'Z': -0.03916839882731438}, {'X': 0.5844541192054749, 'Y': 0.9166209101676941, 'Z': -0.059480346739292145}, {'X': 0.5411970615386963, 'Y': 0.8644586205482483, 'Z': -0.0813450962305069}, {'X': 0.5100757479667664, 'Y': 0.8230401873588562, 'Z': -0.09620651602745056}, {'X': 0.6145901679992676, 'Y': 0.7680413126945496, 'Z': -0.010556661523878574}, {'X': 0.5726531147956848, 'Y': 0.6901007890701294, 'Z': -0.029975078999996185}, {'X': 0.5500794053077698, 'Y': 0.6450513601303101, 'Z': -0.049090828746557236}, {'X': 0.5324573516845703, 'Y': 0.6094648838043213, 'Z': -0.06537119299173355}, {'X': 0.6613883376121521, 'Y': 0.7429898977279663, 'Z': -0.011567234061658382}, {'X': 0.6432322263717651, 'Y': 0.6420198678970337, 'Z': -0.019194206222891808}, {'X': 0.6345742344856262, 'Y': 0.5834149122238159, 'Z': -0.037672288715839386}, {'X': 0.6270465850830078, 'Y': 0.5329307317733765, 'Z': -0.0527866892516613}, {'X': 0.7071571350097656, 'Y': 0.746698260307312, 'Z': -0.02035609260201454}, {'X': 0.7057931423187256, 'Y': 0.6520552039146423, 'Z': -0.034237153828144073}, {'X': 0.7024686932563782, 'Y': 0.5977722406387329, 'Z': -0.050519272685050964}, {'X': 0.69549161195755, 'Y': 0.5518120527267456, 'Z': -0.06471818685531616}, {'X': 0.754313588142395, 'Y': 0.7720158696174622, 'Z': -0.032261304557323456}, {'X': 0.7679158449172974, 'Y': 0.701806366443634, 'Z': -0.05301377922296524}, {'X': 0.7741600871086121, 'Y': 0.663179874420166, 'Z': -0.06954135745763779}, {'X': 0.7729912996292114, 'Y': 0.6277783513069153, 'Z': -0.08125073462724686}]
[{'X': 0.7196496725082397, 'Y': 0.9781379103660583, 'Z': -8.673510455992073e-05}, {'X': 0.6495895385742188, 'Y': 0.9720481038093567, 'Z': -0.03608197718858719}, {'X': 0.5869341492652893, 'Y': 0.9189805388450623, 'Z': -0.047211844474077225}, {'X': 0.5469167232513428, 'Y': 0.8646427392959595, 'Z': -0.0582536906003952}, {'X': 0.5128527879714966, 'Y': 0.8242213129997253, 'Z': -0.06294874101877213}, {'X': 0.6176418662071228, 'Y': 0.7737666368484497, 'Z': 0.00802175048738718}, {'X': 0.5769022107124329, 'Y': 0.699154794216156, 'Z': -0.002953605493530631}, {'X': 0.5580185055732727, 'Y': 0.6508619785308838, 'Z': -0.010237636044621468}, {'X': 0.5435987710952759, 'Y': 0.6060742735862732, 'Z': -0.013529459945857525}, {'X': 0.661194384098053, 'Y': 0.7499892115592957, 'Z': 0.006110605783760548}, {'X': 0.6416859030723572, 'Y': 0.6515646576881409, 'Z': 0.00063193344976753}, {'X': 0.6357071399688721, 'Y': 0.5912022590637207, 'Z': -0.005173041019588709}, {'X': 0.6346069574356079, 'Y': 0.5400744676589966, 'Z': -0.00429333234205842}, {'X': 0.7015064358711243, 'Y': 0.7577226161956787, 'Z': -0.0050134980119764805}, {'X': 0.7058263421058655, 'Y': 0.6734974980354309, 'Z': -0.023830676451325417}, {'X': 0.7073521018028259, 'Y': 0.6366161108016968, 'Z': -0.035120099782943726}, {'X': 0.7052797079086304, 'Y': 0.6044396162033081, 'Z': -0.039797257632017136}, {'X': 0.7425534725189209, 'Y': 0.7856840491294861, 'Z': -0.018016964197158813}, {'X': 0.7467055320739746, 'Y': 0.7604285478591919, 'Z': -0.06561654806137085}, {'X': 0.7452715635299683, 'Y': 0.7958595752716064, 'Z': -0.09334772825241089}, {'X': 0.7424652576446533, 'Y': 0.8248717188835144, 'Z': -0.10144303739070892}]
[{'X': 0.7151774764060974, 'Y': 0.9735450148582458, 'Z': -9.18361620279029e-05}, {'X': 0.6483799815177917, 'Y': 0.9722576141357422, 'Z': -0.040491580963134766}, {'X': 0.5880345702171326, 'Y': 0.9176855087280273, 'Z': -0.05592435970902443}, {'X': 0.5488043427467346, 'Y': 0.8596009016036987, 'Z': -0.06929390877485275}, {'X': 0.5160760879516602, 'Y': 0.8244350552558899, 'Z': -0.07500625401735306}, {'X': 0.6154887080192566, 'Y': 0.7763352394104004, 'Z': -0.00879001896828413}, {'X': 0.5768120884895325, 'Y': 0.6972822546958923, 'Z': -0.023775121197104454}, {'X': 0.5583634972572327, 'Y': 0.6482177972793579, 'Z': -0.03404105454683304}, {'X': 0.5441187620162964, 'Y': 0.6034677624702454, 'Z': -0.04013253003358841}, {'X': 0.6578183770179749, 'Y': 0.756442666053772, 'Z': -0.011042570695281029}, {'X': 0.6430153250694275, 'Y': 0.6562201380729675, 'Z': -0.028108712285757065}, {'X': 0.6351433992385864, 'Y': 0.5949387550354004, 'Z': -0.04351603239774704}, {'X': 0.6319053173065186, 'Y': 0.5419780015945435, 'Z': -0.051143988966941833}, {'X': 0.6977989077568054, 'Y': 0.7678127884864807, 'Z': -0.021382534876465797}, {'X': 0.7073133587837219, 'Y': 0.6850044131278992, 'Z': -0.05745484307408333}, {'X': 0.7085246443748474, 'Y': 0.665343165397644, 'Z': -0.08351730555295944}, {'X': 0.7058556079864502, 'Y': 0.6495753526687622, 'Z': -0.09429700672626495}, {'X': 0.7366862893104553, 'Y': 0.796711266040802, 'Z': -0.03195344656705856}, {'X': 0.7442443370819092, 'Y': 0.7703340649604797, 'Z': -0.09191688150167465}, {'X': 0.7419622540473938, 'Y': 0.8116564750671387, 'Z': -0.12620313465595245}, {'X': 0.7365585565567017, 'Y': 0.847144365310669, 'Z': -0.13676056265830994}]
