[{'X': 0.7799335718154907, 'Y': 0.6790204048156738, 'Z': -4.296196857467294e-05}, {'X': 0.7203242778778076, 'Y': 0.6477384567260742, 'Z': -0.02081507071852684}, {'X': 0.673502504825592, 'Y': 0.5597384572029114, 'Z': -0.0269582811743021}, {'X': 0.6463476419448853, 'Y': 0.47135868668556213, 'Z': -0.038408342748880386}, {'X': 0.6155934929847717, 'Y': 0.4167407751083374, 'Z': -0.05132615566253662}, {'X': 0.6911364793777466, 'Y': 0.432450532913208, 'Z': 0.024456623941659927}, {'X': 0.6687354445457458, 'Y': 0.3354460895061493, 'Z': 0.026259802281856537}, {'X': 0.6585753560066223, 'Y': 0.27514708042144775, 'Z': 0.01968470588326454}, {'X': 0.6515723466873169, 'Y': 0.21870268881320953, 'Z': 0.010558459907770157}, {'X': 0.7239860892295837, 'Y': 0.40610599517822266, 'Z': 0.021894484758377075}, {'X': 0.7033925652503967, 'Y': 0.2976211905479431, 'Z': 0.03113180585205555}, {'X': 0.6906563639640808, 'Y': 0.2281670868396759, 'Z': 0.014172516763210297}, {'X': 0.6824466586112976, 'Y': 0.168336421251297, 'Z': -0.001570307184010744}, {'X': 0.7600662708282471, 'Y': 0.4012395739555359, 'Z': 0.013726197183132172}, {'X': 0.742988109588623, 'Y': 0.2947538495063782, 'Z': 0.01585954986512661}, {'X': 0.728848934173584, 'Y': 0.2291959971189499, 'Z': -0.0028729045297950506}, {'X': 0.7184306383132935, 'Y': 0.17442673444747925, 'Z': -0.01820826157927513}, {'X': 0.8011489510536194, 'Y': 0.41571861505508423, 'Z': 0.00391410430893302}, {'X': 0.7944735884666443, 'Y': 0.32855793833732605, 'Z': -0.005454130005091429}, {'X': 0.787718653678894, 'Y': 0.27359434962272644, 'Z': -0.018586162477731705}, {'X': 0.781636118888855, 'Y': 0.22381462156772614, 'Z': -0.028692839667201042}]
[{'X': 0.7815848588943481, 'Y': 0.6734416484832764, 'Z': -4.445162630872801e-05}, {'X': 0.7218079566955566, 'Y': 0.6441999077796936, 'Z': -0.020116643980145454}, {'X': 0.674800455570221, 'Y': 0.5583605766296387, 'Z': -0.02590789459645748}, {'X': 0.646774172782898, 'Y': 0.47100594639778137, 'Z': -0.037317778915166855}, {'X': 0.6179981231689453, 'Y': 0.41336527466773987, 'Z': -0.04845714941620827}, {'X': 0.6922246813774109, 'Y': 0.4263264834880829, 'Z': 0.021771511062979698}, {'X': 0.671471357345581, 'Y': 0.32719796895980835, 'Z': 0.01954963430762291}, {'X': 0.6623200178146362, 'Y': 0.2635939121246338, 'Z': 0.009883387014269829}, {'X': 0.6559442281723022, 'Y': 0.20565801858901978, 'Z': 5.823337414767593e-05}, {'X': 0.7243284583091736, 'Y': 0.40149399638175964, 'Z': 0.018995588645339012}, {'X': 0.7041879892349243, 'Y': 0.29319390654563904, 'Z': 0.025521112605929375}, {'X': 0.6932110786437988, 'Y': 0.22165967524051666, 'Z': 0.0071678152307868}, {'X': 0.6861799359321594, 'Y': 0.1598203480243683, 'Z': -0.009407872334122658}, {'X': 0.7599273920059204, 'Y': 0.39864930510520935, 'Z': 0.010557198897004128}, {'X': 0.7433061599731445, 'Y': 0.2933150827884674, 'Z': 0.010188952088356018}, {'X': 0.7316387295722961, 'Y': 0.22475378215312958, 'Z': -0.008208019658923149}, {'X': 0.7230126857757568, 'Y': 0.16707482933998108, 'Z': -0.023308366537094116}, {'X': 0.8009433150291443, 'Y': 0.4149519205093384, 'Z': 0.00031186631531454623}, {'X': 0.7950744032859802, 'Y': 0.32865628600120544, 'Z': -0.009242591448128223}, {'X': 0.7902429699897766, 'Y': 0.2720056176185608, 'Z': -0.023285677656531334}, {'X': 0.7852659225463867, 'Y': 0.21865198016166687, 'Z': -0.033781662583351135}]
[{'X': 0.7789000272750854, 'Y': 0.6620358228683472, 'Z': -5.6355806009378284e-05}, {'X': 0.7212611436843872, 'Y': 0.6395894885063171, 'Z': -0.02382553368806839}, {'X': 0.6745466589927673, 'Y': 0.5531341433525085, 'Z': -0.03146643191576004}, {'X': 0.6482285261154175, 'Y': 0.4655633866786957, 'Z': -0.04423735290765762}, {'X': 0.619733989238739, 'Y': 0.40644213557243347, 'Z': -0.058453626930713654}, {'X': 0.6936982274055481, 'Y': 0.4239913821220398, 'Z': 0.022156821563839912}, {'X': 0.6716364622116089, 'Y': 0.32728853821754456, 'Z': 0.01899387501180172}, {'X': 0.6622185111045837, 'Y': 0.26654648780822754, 'Z': 0.009321033954620361}, {'X': 0.6561915874481201, 'Y': 0.20925654470920563, 'Z': -0.0009329760214313865}, {'X': 0.7267109751701355, 'Y': 0.398752361536026, 'Z': 0.019546791911125183}, {'X': 0.7065342664718628, 'Y': 0.29059115052223206, 'Z': 0.02544124610722065}, {'X': 0.6940750479698181, 'Y': 0.22158969938755035, 'Z': 0.007169944699853659}, {'X': 0.6854404211044312, 'Y': 0.15945154428482056, 'Z': -0.008851259015500546}, {'X': 0.7632079124450684, 'Y': 0.39542096853256226, 'Z': 0.010952755808830261}, {'X': 0.7468740940093994, 'Y': 0.28838396072387695, 'Z': 0.011350736953318119}, {'X': 0.7331600189208984, 'Y': 0.22361798584461212, 'Z': -0.009573068469762802}, {'X': 0.7224518656730652, 'Y': 0.16821536421775818, 'Z': -0.02618865855038166}, {'X': 0.804420530796051, 'Y': 0.41122204065322876, 'Z': -0.0001257489202544093}, {'X': 0.7980738878250122, 'Y': 0.32337912917137146, 'Z': -0.009937218390405178}, {'X': 0.7912282943725586, 'Y': 0.2679997384548187, 'Z': -0.02467949315905571}, {'X': 0.7843862175941467, 'Y': 0.21849976480007172, 'Z': -0.03682486712932587}]
[{'X': 0.7753094434738159, 'Y': 0.6780897974967957, 'Z': -3.976378866354935e-05}, {'X': 0.7192224264144897, 'Y': 0.6428027153015137, 'Z': -0.01802782714366913}, {'X': 0.6746016144752502, 'Y': 0.5543386936187744, 'Z': -0.021819593384861946}, {'X': 0.652148962020874, 'Y': 0.4678525924682617, 'Z': -0.02941933274269104}, {'X': 0.6264039874076843, 'Y': 0.40927550196647644, 'Z': -0.037651561200618744}, {'X': 0.6944869160652161, 'Y': 0.4345291256904602, 'Z': 0.013688347302377224}, {'X': 0.6708137392997742, 'Y': 0.33717435598373413, 'Z': 0.007534434553235769}, {'X': 0.6607648730278015, 'Y': 0.2749653458595276, 'Z': -0.005533529911190271}, {'X': 0.6538905501365662, 'Y': 0.2167232483625412, 'Z': -0.019826076924800873}, {'X': 0.7278055548667908, 'Y': 0.41221463680267334, 'Z': 0.006532356608659029}, {'X': 0.7077732086181641, 'Y': 0.30258578062057495, 'Z': 0.004831415601074696}, {'X': 0.6954171061515808, 'Y': 0.23117603361606598, 'Z': -0.015785567462444305}, {'X': 0.6865267157554626, 'Y': 0.16858816146850586, 'Z': -0.032603923231363297}, {'X': 0.7635781764984131, 'Y': 0.4136184751987457, 'Z': -0.0064003560692071915}, {'X': 0.749474287033081, 'Y': 0.3084076941013336, 'Z': -0.012442605569958687}, {'X': 0.7347931861877441, 'Y': 0.24132031202316284, 'Z': -0.036560650914907455}, {'X': 0.7209972143173218, 'Y': 0.1860082447528839, 'Z': -0.054164428263902664}, {'X': 0.8031846284866333, 'Y': 0.43743184208869934, 'Z': -0.020426394417881966}, {'X': 0.7973262071609497, 'Y': 0.35767000913619995, 'Z': -0.03824544697999954}, {'X': 0.7877936363220215, 'Y': 0.30985623598098755, 'Z': -0.05879013612866402}, {'X': 0.7742683291435242, 'Y': 0.27031421661376953, 'Z': -0.07264924794435501}]
[{'X': 0.7788470983505249, 'Y': 0.6682772040367126, 'Z': -5.142789086676203e-05}, {'X': 0.7240914106369019, 'Y': 0.6430390477180481, 'Z': -0.01744748279452324}, {'X': 0.6754851341247559, 'Y': 0.5438505411148071, 'Z': -0.01632937416434288}, {'X': 0.6495758295059204, 'Y': 0.4561219811439514, 'Z': -0.025239594280719757}, {'X': 0.6291871070861816, 'Y': 0.395034521818161, 'Z': -0.03914717957377434}, {'X': 0.6926865577697754, 'Y': 0.4391515552997589, 'Z': 0.028293659910559654}, {'X': 0.6706161499023438, 'Y': 0.3366800844669342, 'Z': 0.02964509092271328}, {'X': 0.6632667183876038, 'Y': 0.2724561095237732, 'Z': 0.026159927248954773}, {'X': 0.6586064696311951, 'Y': 0.2162080705165863, 'Z': 0.019490357488393784}, {'X': 0.7263658046722412, 'Y': 0.420716255903244, 'Z': 0.016221456229686737}, {'X': 0.7072993516921997, 'Y': 0.3012762665748596, 'Z': 0.020549623295664787}, {'X': 0.6941025257110596, 'Y': 0.2305736392736435, 'Z': 0.011952829547226429}, {'X': 0.6866992712020874, 'Y': 0.1747276484966278, 'Z': 0.007097418420016766}, {'X': 0.7614717483520508, 'Y': 0.4288792312145233, 'Z': -0.001655907602980733}, {'X': 0.7533281445503235, 'Y': 0.31647881865501404, 'Z': -0.022963790223002434}, {'X': 0.7350854873657227, 'Y': 0.2776179313659668, 'Z': -0.05125938728451729}, {'X': 0.7186817526817322, 'Y': 0.2513669729232788, 'Z': -0.0632472112774849}, {'X': 0.7991280555725098, 'Y': 0.45156437158584595, 'Z': -0.019659796729683876}, {'X': 0.7838180065155029, 'Y': 0.3970724940299988, 'Z': -0.07238796353340149}, {'X': 0.761870265007019, 'Y': 0.43286240100860596, 'Z': -0.10141989588737488}, {'X': 0.7447435259819031, 'Y': 0.4722369909286499, 'Z': -0.10950426012277603}]
[{'X': 0.786067008972168, 'Y': 0.6957309246063232, 'Z': -3.551316694938578e-05}, {'X': 0.7272229194641113, 'Y': 0.6570547223091125, 'Z': -0.009486190043389797}, {'X': 0.6833099126815796, 'Y': 0.5482778549194336, 'Z': -0.01113889180123806}, {'X': 0.6581515073776245, 'Y': 0.4565250873565674, 'Z': -0.020769907161593437}, {'X': 0.630413293838501, 'Y': 0.40427258610725403, 'Z': -0.034464724361896515}, {'X': 0.6971381902694702, 'Y': 0.4433196187019348, 'Z': 0.026497749611735344}, {'X': 0.6772984266281128, 'Y': 0.3400275707244873, 'Z': 0.025520969182252884}, {'X': 0.6691274642944336, 'Y': 0.2708290219306946, 'Z': 0.021861286833882332}, {'X': 0.6652509570121765, 'Y': 0.2103944718837738, 'Z': 0.01771898753941059}, {'X': 0.7298095226287842, 'Y': 0.4282478094100952, 'Z': 0.011290212161839008}, {'X': 0.7127568125724792, 'Y': 0.30721381306648254, 'Z': 0.0016312181251123548}, {'X': 0.7002387642860413, 'Y': 0.23447728157043457, 'Z': -0.002760427538305521}, {'X': 0.6936030983924866, 'Y': 0.17918267846107483, 'Z': -0.0033859524410218}, {'X': 0.7633222341537476, 'Y': 0.44503021240234375, 'Z': -0.010849070735275745}, {'X': 0.7486244440078735, 'Y': 0.33327770233154297, 'Z': -0.05345430225133896}, {'X': 0.7336719036102295, 'Y': 0.3732570707798004, 'Z': -0.08463650196790695}, {'X': 0.7251309156417847, 'Y': 0.4157482087612152, 'Z': -0.09017324447631836}, {'X': 0.7980992794036865, 'Y': 0.47825467586517334, 'Z': -0.028951633721590042}, {'X': 0.7749511003494263, 'Y': 0.4378814995288849, 'Z': -0.08464702218770981}, {'X': 0.7574364542961121, 'Y': 0.49830666184425354, 'Z': -0.11473312228918076}, {'X': 0.7457900047302246, 'Y': 0.5537015199661255, 'Z': -0.1262630671262741}]
[{'X': 0.7852647304534912, 'Y': 0.6887181401252747, 'Z': -3.97163103116327e-06}, {'X': 0.7304317951202393, 'Y': 0.646489143371582, 'Z': -0.009409716352820396}, {'X': 0.6898801922798157, 'Y': 0.5378649234771729, 'Z': -0.010348525829613209}, {'X': 0.6683729887008667, 'Y': 0.4472188353538513, 'Z': -0.019103260710835457}, {'X': 0.6385860443115234, 'Y': 0.4008859097957611, 'Z': -0.030375411733984947}, {'X': 0.7011868357658386, 'Y': 0.45622023940086365, 'Z': 0.014034446328878403}, {'X': 0.6850007772445679, 'Y': 0.34800705313682556, 'Z': 0.007309191394597292}, {'X': 0.67762291431427, 'Y': 0.279771625995636, 'Z': 0.00032675493275746703}, {'X': 0.6752421259880066, 'Y': 0.22357366979122162, 'Z': -0.007415629457682371}, {'X': 0.7334405183792114, 'Y': 0.44310492277145386, 'Z': 0.0038362795021384954}, {'X': 0.7219112515449524, 'Y': 0.3234177827835083, 'Z': -0.011681356467306614}, {'X': 0.7079653739929199, 'Y': 0.2534714937210083, 'Z': -0.022838974371552467}, {'X': 0.6997010707855225, 'Y': 0.20320263504981995, 'Z': -0.03016546554863453}, {'X': 0.7666926980018616, 'Y': 0.4571940302848816, 'Z': -0.010978332720696926}, {'X': 0.7518995404243469, 'Y': 0.34478193521499634, 'Z': -0.052862927317619324}, {'X': 0.7334657311439514, 'Y': 0.397812157869339, 'Z': -0.07989446818828583}, {'X': 0.7240581512451172, 'Y': 0.45017296075820923, 'Z': -0.08429210633039474}, {'X': 0.8022896647453308, 'Y': 0.48431673645973206, 'Z': -0.021709289401769638}, {'X': 0.779956579208374, 'Y': 0.4365653991699219, 'Z': -0.07573996484279633}, {'X': 0.7651524543762207, 'Y': 0.498098760843277, 'Z': -0.1020955741405487}, {'X': 0.7571232914924622, 'Y': 0.5489699244499207, 'Z': -0.1108831837773323}]
[{'X': 0.7779321670532227, 'Y': 0.6929360628128052, 'Z': -5.0369886594126e-05}, {'X': 0.7226271033287048, 'Y': 0.6424148082733154, 'Z': -0.009632381610572338}, {'X': 0.6861188411712646, 'Y': 0.5328701734542847, 'Z': -0.010117501951754093}, {'X': 0.6658605933189392, 'Y': 0.44396454095840454, 'Z': -0.01752045936882496}, {'X': 0.6370517611503601, 'Y': 0.394846111536026, 'Z': -0.02976132184267044}, {'X': 0.7014809846878052, 'Y': 0.4414912164211273, 'Z': 0.019889257848262787}, {'X': 0.684237003326416, 'Y': 0.3443928360939026, 'Z': 0.011660014279186726}, {'X': 0.6796683669090271, 'Y': 0.2777631878852844, 'Z': -0.004234958905726671}, {'X': 0.6791741251945496, 'Y': 0.22199280560016632, 'Z': -0.018639331683516502}, {'X': 0.7338453531265259, 'Y': 0.43209362030029297, 'Z': 0.006506532430648804}, {'X': 0.7225576639175415, 'Y': 0.3234214782714844, 'Z': -0.014710048213601112}, {'X': 0.7128214836120605, 'Y': 0.2625577747821808, 'Z': -0.03527626767754555}, {'X': 0.7063763737678528, 'Y': 0.22238661348819733, 'Z': -0.048727937042713165}, {'X': 0.7666906118392944, 'Y': 0.4509369134902954, 'Z': -0.014174762181937695}, {'X': 0.7562239170074463, 'Y': 0.34147265553474426, 'Z': -0.05973795801401138}, {'X': 0.7397123575210571, 'Y': 0.3912501335144043, 'Z': -0.09535474330186844}, {'X': 0.72886723279953, 'Y': 0.44284582138061523, 'Z': -0.10506805777549744}, {'X': 0.8014594912528992, 'Y': 0.48542624711990356, 'Z': -0.0313943475484848}, {'X': 0.7853350639343262, 'Y': 0.4311220645904541, 'Z': -0.08645623922348022}, {'X': 0.7685295939445496, 'Y': 0.48695850372314453, 'Z': -0.11721010506153107}, {'X': 0.7557263374328613, 'Y': 0.5394736528396606, 'Z': -0.13103213906288147}]
[{'X': 0.783133864402771, 'Y': 0.6898674368858337, 'Z': -6.494181434391066e-05}, {'X': 0.7272173762321472, 'Y': 0.6499584317207336, 'Z': -0.022022536024451256}, {'X': 0.6855668425559998, 'Y': 0.5432435274124146, 'Z': -0.029427068307995796}, {'X': 0.6630001068115234, 'Y': 0.4521118700504303, 'Z': -0.04257415235042572}, {'X': 0.637130618095398, 'Y': 0.39243414998054504, 'Z': -0.06359333544969559}, {'X': 0.7001362442970276, 'Y': 0.43535876274108887, 'Z': 0.010969509370625019}, {'X': 0.680816650390625, 'Y': 0.3396543562412262, 'Z': 0.002762726042419672}, {'X': 0.6757928729057312, 'Y': 0.2734191417694092, 'Z': -0.00975162535905838}, {'X': 0.6731434464454651, 'Y': 0.2149503380060196, 'Z': -0.020134003832936287}, {'X': 0.7332630157470703, 'Y': 0.42186808586120605, 'Z': 0.0015008560148999095}, {'X': 0.720262348651886, 'Y': 0.3124306797981262, 'Z': -0.013389439322054386}, {'X': 0.710438072681427, 'Y': 0.24990445375442505, 'Z': -0.03182072937488556}, {'X': 0.7048644423484802, 'Y': 0.20738613605499268, 'Z': -0.04272868111729622}, {'X': 0.7667641639709473, 'Y': 0.4388996362686157, 'Z': -0.016136888414621353}, {'X': 0.7570006847381592, 'Y': 0.32882028818130493, 'Z': -0.05806771665811539}, {'X': 0.7408382296562195, 'Y': 0.3478977382183075, 'Z': -0.09996055066585541}, {'X': 0.7301316857337952, 'Y': 0.3794015944004059, 'Z': -0.11404378712177277}, {'X': 0.8008124828338623, 'Y': 0.47388800978660583, 'Z': -0.03142744302749634}, {'X': 0.7833288908004761, 'Y': 0.4256717264652252, 'Z': -0.08954457193613052}, {'X': 0.7654546499252319, 'Y': 0.4746227562427521, 'Z': -0.12757667899131775}, {'X': 0.7514773607254028, 'Y': 0.5261310338973999, 'Z': -0.14583171904087067}]
[{'X': 0.7816785573959351, 'Y': 0.6718940734863281, 'Z': -7.154879131121561e-05}, {'X': 0.7223405838012695, 'Y': 0.6358147263526917, 'Z': -0.011067844927310944}, {'X': 0.6767459511756897, 'Y': 0.5407850742340088, 'Z': -0.006342826411128044}, {'X': 0.6531849503517151, 'Y': 0.45285719633102417, 'Z': -0.010562999173998833}, {'X': 0.6321587562561035, 'Y': 0.3910924792289734, 'Z': -0.016547663137316704}, {'X': 0.6981520056724548, 'Y': 0.4176218509674072, 'Z': 0.046851810067892075}, {'X': 0.6765201687812805, 'Y': 0.3216645121574402, 'Z': 0.05214720591902733}, {'X': 0.669105052947998, 'Y': 0.26242029666900635, 'Z': 0.046985261142253876}, {'X': 0.6634911298751831, 'Y': 0.20862437784671783, 'Z': 0.037226855754852295}, {'X': 0.7313763499259949, 'Y': 0.3963433802127838, 'Z': 0.03429051861166954}, {'X': 0.7160354256629944, 'Y': 0.2853911221027374, 'Z': 0.04069896414875984}, {'X': 0.7058018445968628, 'Y': 0.21968519687652588, 'Z': 0.025901848450303078}, {'X': 0.6984168291091919, 'Y': 0.17487412691116333, 'Z': 0.015684854239225388}, {'X': 0.7635101675987244, 'Y': 0.40004220604896545, 'Z': 0.014469964429736137}, {'X': 0.7581886053085327, 'Y': 0.29350990056991577, 'Z': 0.007289761211723089}, {'X': 0.7465936541557312, 'Y': 0.24450156092643738, 'Z': -0.01692129299044609}, {'X': 0.7339382171630859, 'Y': 0.2114308625459671, 'Z': -0.03139166533946991}, {'X': 0.7989059090614319, 'Y': 0.4266291856765747, 'Z': -0.006910274270921946}, {'X': 0.7953720688819885, 'Y': 0.3571624159812927, 'Z': -0.04001976549625397}, {'X': 0.7822170853614807, 'Y': 0.3447960615158081, 'Z': -0.07117656618356705}, {'X': 0.7666508555412292, 'Y': 0.34778016805648804, 'Z': -0.0868091881275177}]
[{'X': 0.7851704955101013, 'Y': 0.6771668195724487, 'Z': -5.896406582905911e-05}, {'X': 0.7236859798431396, 'Y': 0.6423560380935669, 'Z': -0.01647489331662655}, {'X': 0.6784811615943909, 'Y': 0.5540197491645813, 'Z': -0.021168962121009827}, {'X': 0.6564657092094421, 'Y': 0.46504801511764526, 'Z': -0.030839819461107254}, {'X': 0.6320744156837463, 'Y': 0.4031240940093994, 'Z': -0.041139453649520874}, {'X': 0.6964651346206665, 'Y': 0.4304805099964142, 'Z': 0.025807766243815422}, {'X': 0.6725606322288513, 'Y': 0.3334801495075226, 'Z': 0.025994865223765373}, {'X': 0.6632297039031982, 'Y': 0.2735058069229126, 'Z': 0.018127169460058212}, {'X': 0.6579498052597046, 'Y': 0.21820928156375885, 'Z': 0.008459513075649738}, {'X': 0.7287081480026245, 'Y': 0.4027545154094696, 'Z': 0.02282298170030117}, {'X': 0.7081814408302307, 'Y': 0.2954288721084595, 'Z': 0.031295374035835266}, {'X': 0.6971715688705444, 'Y': 0.22906988859176636, 'Z': 0.016517065465450287}, {'X': 0.6908501386642456, 'Y': 0.17356464266777039, 'Z': 0.0030015266966074705}, {'X': 0.7639948725700378, 'Y': 0.39680027961730957, 'Z': 0.013081163167953491}, {'X': 0.7470813393592834, 'Y': 0.2905274033546448, 'Z': 0.017954373732209206}, {'X': 0.7331380248069763, 'Y': 0.2269866019487381, 'Z': -0.00044161881669424474}, {'X': 0.722307026386261, 'Y': 0.17617109417915344, 'Z': -0.015499693341553211}, {'X': 0.8046726584434509, 'Y': 0.4112017750740051, 'Z': 0.002473100321367383}, {'X': 0.7965421080589294, 'Y': 0.3260428011417389, 'Z': -0.002275221748277545}, {'X': 0.7883799076080322, 'Y': 0.273220419883728, 'Z': -0.01483471691608429}, {'X': 0.7798891663551331, 'Y': 0.2273041307926178, 'Z': -0.02575961872935295}]
