[{'X': 0.7603170275688171, 'Y': 0.7050222158432007, 'Z': -6.904570909682661e-05}, {'X': 0.6813559532165527, 'Y': 0.6677714586257935, 'Z': -0.03351029381155968}, {'X': 0.6281307339668274, 'Y': 0.5831067562103271, 'Z': -0.045518625527620316}, {'X': 0.6034352779388428, 'Y': 0.4926866888999939, 'Z': -0.060039836913347244}, {'X': 0.5775758028030396, 'Y': 0.4264194071292877, 'Z': -0.07263535261154175}, {'X': 0.6613442301750183, 'Y': 0.46654167771339417, 'Z': 0.0028687454760074615}, {'X': 0.6284602284431458, 'Y': 0.36853229999542236, 'Z': -0.010574784129858017}, {'X': 0.6128547191619873, 'Y': 0.3088599145412445, 'Z': -0.022131919860839844}, {'X': 0.602361798286438, 'Y': 0.25886231660842896, 'Z': -0.03080114908516407}, {'X': 0.7111520767211914, 'Y': 0.44739830493927, 'Z': 0.0008534626103937626}, {'X': 0.6870743632316589, 'Y': 0.33617258071899414, 'Z': -0.0002376100601395592}, {'X': 0.6726703643798828, 'Y': 0.2701660990715027, 'Z': -0.02338886447250843}, {'X': 0.6614253520965576, 'Y': 0.2142949253320694, 'Z': -0.04320403188467026}, {'X': 0.7612462639808655, 'Y': 0.45295727252960205, 'Z': -0.0067814732901751995}, {'X': 0.7535296082496643, 'Y': 0.34901806712150574, 'Z': -0.014897421002388}, {'X': 0.745842456817627, 'Y': 0.28671032190322876, 'Z': -0.03923363238573074}, {'X': 0.7364705204963684, 'Y': 0.23193295300006866, 'Z': -0.058447424322366714}, {'X': 0.8130154609680176, 'Y': 0.4771614670753479, 'Z': -0.017672691494226456}, {'X': 0.8188140392303467, 'Y': 0.39593610167503357, 'Z': -0.036787211894989014}, {'X': 0.818560004234314, 'Y': 0.3447507619857788, 'Z': -0.05808601528406143}, {'X': 0.8132381439208984, 'Y': 0.2941041886806488, 'Z': -0.07454108446836472}]
[{'X': 0.7650623321533203, 'Y': 0.7034607529640198, 'Z': -7.154236664064229e-05}, {'X': 0.6843976378440857, 'Y': 0.669404149055481, 'Z': -0.03301823511719704}, {'X': 0.629001259803772, 'Y': 0.5842991471290588, 'Z': -0.04330035671591759}, {'X': 0.6042243838310242, 'Y': 0.49120864272117615, 'Z': -0.05593255162239075}, {'X': 0.5793561339378357, 'Y': 0.4239344894886017, 'Z': -0.06593890488147736}, {'X': 0.6631512641906738, 'Y': 0.4705517888069153, 'Z': 0.003448090748861432}, {'X': 0.6289591193199158, 'Y': 0.3708321154117584, 'Z': -0.007069162093102932}, {'X': 0.6136375069618225, 'Y': 0.3101799786090851, 'Z': -0.01620211824774742}, {'X': 0.6040242314338684, 'Y': 0.25966358184814453, 'Z': -0.023466387763619423}, {'X': 0.7135374546051025, 'Y': 0.4505164623260498, 'Z': 0.003037472954019904}, {'X': 0.6880616545677185, 'Y': 0.336711049079895, 'Z': 0.004413727670907974}, {'X': 0.6741246581077576, 'Y': 0.2703738212585449, 'Z': -0.016955671831965446}, {'X': 0.6641536355018616, 'Y': 0.21510037779808044, 'Z': -0.035339850932359695}, {'X': 0.7633967995643616, 'Y': 0.4534669816493988, 'Z': -0.002415961120277643}, {'X': 0.7542835474014282, 'Y': 0.34779271483421326, 'Z': -0.007453033234924078}, {'X': 0.7458913326263428, 'Y': 0.2862766981124878, 'Z': -0.027286026626825333}, {'X': 0.7361162900924683, 'Y': 0.23385190963745117, 'Z': -0.04359164461493492}, {'X': 0.8144035935401917, 'Y': 0.47421887516975403, 'Z': -0.010810687206685543}, {'X': 0.8189038634300232, 'Y': 0.3917991518974304, 'Z': -0.025120675563812256}, {'X': 0.8181936144828796, 'Y': 0.3414790630340576, 'Z': -0.0415801964700222}, {'X': 0.8118608593940735, 'Y': 0.29256510734558105, 'Z': -0.05373759567737579}]
[{'X': 0.7662929892539978, 'Y': 0.7147208452224731, 'Z': -7.911989087006077e-05}, {'X': 0.6844854950904846, 'Y': 0.6748510003089905, 'Z': -0.03604424372315407}, {'X': 0.6294996738433838, 'Y': 0.5877031683921814, 'Z': -0.050083622336387634}, {'X': 0.6048926115036011, 'Y': 0.494410902261734, 'Z': -0.06787808239459991}, {'X': 0.5792444348335266, 'Y': 0.4260280430316925, 'Z': -0.08228525519371033}, {'X': 0.6640377640724182, 'Y': 0.4711171090602875, 'Z': 0.002361996565014124}, {'X': 0.6305678486824036, 'Y': 0.37090620398521423, 'Z': -0.007908524014055729}, {'X': 0.6145780086517334, 'Y': 0.31152141094207764, 'Z': -0.018145443871617317}, {'X': 0.6044313907623291, 'Y': 0.26132768392562866, 'Z': -0.026899978518486023}, {'X': 0.7150962352752686, 'Y': 0.45235857367515564, 'Z': 0.003001615172252059}, {'X': 0.6895174384117126, 'Y': 0.33959388732910156, 'Z': 0.004649822600185871}, {'X': 0.6744415760040283, 'Y': 0.2738570272922516, 'Z': -0.017016561701893806}, {'X': 0.6633334755897522, 'Y': 0.21728375554084778, 'Z': -0.034546393901109695}, {'X': 0.7649033665657043, 'Y': 0.45657017827033997, 'Z': -0.002183169825002551}, {'X': 0.7561476230621338, 'Y': 0.3514866828918457, 'Z': -0.00658060098066926}, {'X': 0.7467350959777832, 'Y': 0.28938955068588257, 'Z': -0.027480196207761765}, {'X': 0.7362599968910217, 'Y': 0.23516547679901123, 'Z': -0.04437856748700142}, {'X': 0.8155879974365234, 'Y': 0.47867244482040405, 'Z': -0.010567670688033104}, {'X': 0.8200454711914062, 'Y': 0.3958740234375, 'Z': -0.024640386924147606}, {'X': 0.8192688226699829, 'Y': 0.34479454159736633, 'Z': -0.04202231392264366}, {'X': 0.812920331954956, 'Y': 0.2943424582481384, 'Z': -0.05433950945734978}]
[{'X': 0.7678662538528442, 'Y': 0.712754487991333, 'Z': -8.032410551095381e-05}, {'X': 0.6867359280586243, 'Y': 0.6745978593826294, 'Z': -0.038395415991544724}, {'X': 0.6311684250831604, 'Y': 0.5887621641159058, 'Z': -0.054038651287555695}, {'X': 0.6061506271362305, 'Y': 0.49590665102005005, 'Z': -0.0733361765742302}, {'X': 0.5803098082542419, 'Y': 0.42737963795661926, 'Z': -0.09093109518289566}, {'X': 0.6668599247932434, 'Y': 0.46890178322792053, 'Z': 5.9892128774663433e-05}, {'X': 0.6332909464836121, 'Y': 0.37053167819976807, 'Z': -0.01006472297012806}, {'X': 0.6177129149436951, 'Y': 0.3115425407886505, 'Z': -0.020881490781903267}, {'X': 0.6084654331207275, 'Y': 0.2608183026313782, 'Z': -0.03102676384150982}, {'X': 0.7171217799186707, 'Y': 0.4491044580936432, 'Z': 0.0011927647283300757}, {'X': 0.6920211911201477, 'Y': 0.3378426134586334, 'Z': 0.0031142747029662132}, {'X': 0.6770431995391846, 'Y': 0.27338340878486633, 'Z': -0.018771415576338768}, {'X': 0.6663938164710999, 'Y': 0.21802113950252533, 'Z': -0.03621824085712433}, {'X': 0.7662798166275024, 'Y': 0.4518221318721771, 'Z': -0.003995147999376059}, {'X': 0.7573878169059753, 'Y': 0.3479677736759186, 'Z': -0.007429427932947874}, {'X': 0.7479820847511292, 'Y': 0.287535160779953, 'Z': -0.027484606951475143}, {'X': 0.7375646233558655, 'Y': 0.2354016900062561, 'Z': -0.043924689292907715}, {'X': 0.8166980147361755, 'Y': 0.4728931188583374, 'Z': -0.012432403862476349}, {'X': 0.8217954635620117, 'Y': 0.3911682069301605, 'Z': -0.025478744879364967}, {'X': 0.8210716247558594, 'Y': 0.34127679467201233, 'Z': -0.04232916235923767}, {'X': 0.8143298625946045, 'Y': 0.29350394010543823, 'Z': -0.054064251482486725}]
[{'X': 0.7636905312538147, 'Y': 0.705879807472229, 'Z': -5.234411219134927e-05}, {'X': 0.6842575669288635, 'Y': 0.6715514063835144, 'Z': -0.03609798476099968}, {'X': 0.630829930305481, 'Y': 0.5860494375228882, 'Z': -0.04745039343833923}, {'X': 0.6076284646987915, 'Y': 0.4950500428676605, 'Z': -0.06334298104047775}, {'X': 0.5835286378860474, 'Y': 0.42993730306625366, 'Z': -0.07942263036966324}, {'X': 0.6681716442108154, 'Y': 0.4710080027580261, 'Z': 0.010700475424528122}, {'X': 0.6361638307571411, 'Y': 0.37363624572753906, 'Z': 0.0007258441764861345}, {'X': 0.6184120178222656, 'Y': 0.31562739610671997, 'Z': -0.012068328447639942}, {'X': 0.6058567762374878, 'Y': 0.26312732696533203, 'Z': -0.023322341963648796}, {'X': 0.7180721163749695, 'Y': 0.4507465660572052, 'Z': 0.010339309461414814}, {'X': 0.6953500509262085, 'Y': 0.34141552448272705, 'Z': 0.013087695464491844}, {'X': 0.6791781783103943, 'Y': 0.2759252190589905, 'Z': -0.011063428595662117}, {'X': 0.6655840873718262, 'Y': 0.21631357073783875, 'Z': -0.030213944613933563}, {'X': 0.7676658630371094, 'Y': 0.4538278877735138, 'Z': 0.00292904837988317}, {'X': 0.7614414095878601, 'Y': 0.3508521318435669, 'Z': 0.0003108779201284051}, {'X': 0.7529464960098267, 'Y': 0.2873377799987793, 'Z': -0.023787831887602806}, {'X': 0.7429835796356201, 'Y': 0.23058728873729706, 'Z': -0.043601736426353455}, {'X': 0.8179332613945007, 'Y': 0.4757910668849945, 'Z': -0.007531294599175453}, {'X': 0.8235951066017151, 'Y': 0.3941706418991089, 'Z': -0.021453075110912323}, {'X': 0.8217921257019043, 'Y': 0.34264200925827026, 'Z': -0.03908158838748932}, {'X': 0.8142973780632019, 'Y': 0.29289188981056213, 'Z': -0.052289269864559174}]
[{'X': 0.7659415006637573, 'Y': 0.7058623433113098, 'Z': -8.240605529863387e-05}, {'X': 0.6869758367538452, 'Y': 0.6742261648178101, 'Z': -0.037100810557603836}, {'X': 0.6337306499481201, 'Y': 0.5897635221481323, 'Z': -0.05291347950696945}, {'X': 0.6101115942001343, 'Y': 0.4965299963951111, 'Z': -0.07081139832735062}, {'X': 0.5837935209274292, 'Y': 0.4271954596042633, 'Z': -0.08772575855255127}, {'X': 0.6667330861091614, 'Y': 0.472914457321167, 'Z': -0.004196926485747099}, {'X': 0.6328978538513184, 'Y': 0.373837411403656, 'Z': -0.021659858524799347}, {'X': 0.6172146797180176, 'Y': 0.3145465552806854, 'Z': -0.03492620587348938}, {'X': 0.6078421473503113, 'Y': 0.2637139856815338, 'Z': -0.04398221895098686}, {'X': 0.7166882157325745, 'Y': 0.4518044888973236, 'Z': -0.006330868229269981}, {'X': 0.6917957663536072, 'Y': 0.34001389145851135, 'Z': -0.010336307808756828}, {'X': 0.6769382953643799, 'Y': 0.27306658029556274, 'Z': -0.03454967588186264}, {'X': 0.6657941341400146, 'Y': 0.21484260261058807, 'Z': -0.05513714626431465}, {'X': 0.7670172452926636, 'Y': 0.4557897746562958, 'Z': -0.014445332810282707}, {'X': 0.7589592933654785, 'Y': 0.3514772057533264, 'Z': -0.024919988587498665}, {'X': 0.7518030405044556, 'Y': 0.28894197940826416, 'Z': -0.04996916651725769}, {'X': 0.7434068918228149, 'Y': 0.23339450359344482, 'Z': -0.07079430669546127}, {'X': 0.8186154961585999, 'Y': 0.47874733805656433, 'Z': -0.02542281709611416}, {'X': 0.8246140480041504, 'Y': 0.39691054821014404, 'Z': -0.04631561413407326}, {'X': 0.8247586488723755, 'Y': 0.34519582986831665, 'Z': -0.06773103773593903}, {'X': 0.819310188293457, 'Y': 0.29324549436569214, 'Z': -0.08477694541215897}]
[{'X': 0.7671026587486267, 'Y': 0.7063214778900146, 'Z': -6.564355862792581e-05}, {'X': 0.6881605982780457, 'Y': 0.6740958094596863, 'Z': -0.041692543774843216}, {'X': 0.634229838848114, 'Y': 0.5934522747993469, 'Z': -0.05875853821635246}, {'X': 0.6094232797622681, 'Y': 0.5028795003890991, 'Z': -0.07841423153877258}, {'X': 0.5827655792236328, 'Y': 0.43602243065834045, 'Z': -0.09756588190793991}, {'X': 0.6683588027954102, 'Y': 0.4729689955711365, 'Z': -0.00042541386210359633}, {'X': 0.6359078884124756, 'Y': 0.3746798038482666, 'Z': -0.013796373270452023}, {'X': 0.6191115975379944, 'Y': 0.3155880272388458, 'Z': -0.02737794816493988}, {'X': 0.6077866554260254, 'Y': 0.26388394832611084, 'Z': -0.037465646862983704}, {'X': 0.7180328369140625, 'Y': 0.45218998193740845, 'Z': 0.0006577500025741756}, {'X': 0.6931853294372559, 'Y': 0.34343576431274414, 'Z': -0.00022888588136993349}, {'X': 0.6779242753982544, 'Y': 0.2780507206916809, 'Z': -0.024074111133813858}, {'X': 0.6650845408439636, 'Y': 0.21956700086593628, 'Z': -0.04334108904004097}, {'X': 0.7678876519203186, 'Y': 0.45598965883255005, 'Z': -0.004953425843268633}, {'X': 0.7598282098770142, 'Y': 0.3531530499458313, 'Z': -0.01100626029074192}, {'X': 0.7532987594604492, 'Y': 0.29061222076416016, 'Z': -0.035997651517391205}, {'X': 0.7450700402259827, 'Y': 0.2348293513059616, 'Z': -0.05637433007359505}, {'X': 0.8187305927276611, 'Y': 0.4785172641277313, 'Z': -0.014396995306015015}, {'X': 0.824104368686676, 'Y': 0.3980802893638611, 'Z': -0.030716098845005035}, {'X': 0.8242316246032715, 'Y': 0.3467860817909241, 'Z': -0.05013071745634079}, {'X': 0.8182016611099243, 'Y': 0.296128511428833, 'Z': -0.0656428188085556}]
[{'X': 0.7708102464675903, 'Y': 0.708865761756897, 'Z': -7.593255577376112e-05}, {'X': 0.6900559663772583, 'Y': 0.6771831512451172, 'Z': -0.041084542870521545}, {'X': 0.6343736052513123, 'Y': 0.5915800333023071, 'Z': -0.056393399834632874}, {'X': 0.6101047992706299, 'Y': 0.4979957342147827, 'Z': -0.07329577952623367}, {'X': 0.5837464928627014, 'Y': 0.4299759268760681, 'Z': -0.08859066665172577}, {'X': 0.6689141392707825, 'Y': 0.47386249899864197, 'Z': -0.005171909928321838}, {'X': 0.6346715092658997, 'Y': 0.37536922097206116, 'Z': -0.02102617546916008}, {'X': 0.618306577205658, 'Y': 0.31596237421035767, 'Z': -0.03356948122382164}, {'X': 0.6081092357635498, 'Y': 0.2661423683166504, 'Z': -0.0429200679063797}, {'X': 0.7193388342857361, 'Y': 0.45347175002098083, 'Z': -0.00463527487590909}, {'X': 0.6939340829849243, 'Y': 0.33934447169303894, 'Z': -0.007323500234633684}, {'X': 0.6794646978378296, 'Y': 0.27284684777259827, 'Z': -0.032346442341804504}, {'X': 0.66908198595047, 'Y': 0.21474270522594452, 'Z': -0.054128531366586685}, {'X': 0.7695235013961792, 'Y': 0.4575638473033905, 'Z': -0.009924804791808128}, {'X': 0.7604875564575195, 'Y': 0.3514835834503174, 'Z': -0.01893649995326996}, {'X': 0.7526145577430725, 'Y': 0.2893012762069702, 'Z': -0.0438961386680603}, {'X': 0.743495762348175, 'Y': 0.23321281373500824, 'Z': -0.0653374195098877}, {'X': 0.8211812973022461, 'Y': 0.47968751192092896, 'Z': -0.018562480807304382}, {'X': 0.8263522982597351, 'Y': 0.3982506990432739, 'Z': -0.0373053252696991}, {'X': 0.8267225623130798, 'Y': 0.34778985381126404, 'Z': -0.05826639011502266}, {'X': 0.8217253088951111, 'Y': 0.296066552400589, 'Z': -0.07498446851968765}]
[{'X': 0.7669193744659424, 'Y': 0.71542888879776, 'Z': -9.918540308717638e-05}, {'X': 0.6874527931213379, 'Y': 0.6817108988761902, 'Z': -0.0391620509326458}, {'X': 0.6341817378997803, 'Y': 0.594526469707489, 'Z': -0.05610303208231926}, {'X': 0.6105343103408813, 'Y': 0.5005446076393127, 'Z': -0.07597262412309647}, {'X': 0.5845946073532104, 'Y': 0.4303622841835022, 'Z': -0.09532176703214645}, {'X': 0.6674762964248657, 'Y': 0.47283509373664856, 'Z': 0.0009976036380976439}, {'X': 0.6346153020858765, 'Y': 0.37387561798095703, 'Z': -0.01592807099223137}, {'X': 0.6191549301147461, 'Y': 0.3137928247451782, 'Z': -0.03140035271644592}, {'X': 0.6091704368591309, 'Y': 0.2611715793609619, 'Z': -0.04129405692219734}, {'X': 0.7178261280059814, 'Y': 0.4529033601284027, 'Z': -0.0005565874744206667}, {'X': 0.6940934658050537, 'Y': 0.3434417247772217, 'Z': -0.002557939849793911}, {'X': 0.679129958152771, 'Y': 0.2754848003387451, 'Z': -0.028207700699567795}, {'X': 0.6669609546661377, 'Y': 0.21637970209121704, 'Z': -0.05003756284713745}, {'X': 0.7684969902038574, 'Y': 0.4584773778915405, 'Z': -0.008854961022734642}, {'X': 0.761932909488678, 'Y': 0.3557726740837097, 'Z': -0.01667693629860878}, {'X': 0.755294680595398, 'Y': 0.29251736402511597, 'Z': -0.0415157712996006}, {'X': 0.7471916675567627, 'Y': 0.2362668663263321, 'Z': -0.061906781047582626}, {'X': 0.820286750793457, 'Y': 0.4831732213497162, 'Z': -0.020897014066576958}, {'X': 0.8267372846603394, 'Y': 0.40118977427482605, 'Z': -0.04019791632890701}, {'X': 0.8267377614974976, 'Y': 0.34957677125930786, 'Z': -0.060405660420656204}, {'X': 0.8214395046234131, 'Y': 0.29808998107910156, 'Z': -0.07644997537136078}]
[{'X': 0.765891432762146, 'Y': 0.7214452624320984, 'Z': -7.005614315858111e-05}, {'X': 0.6863330006599426, 'Y': 0.6827815771102905, 'Z': -0.03429363667964935}, {'X': 0.6326473355293274, 'Y': 0.5964990854263306, 'Z': -0.04820619896054268}, {'X': 0.6083930134773254, 'Y': 0.5044476985931396, 'Z': -0.06665495783090591}, {'X': 0.5842680931091309, 'Y': 0.43461593985557556, 'Z': -0.08579134941101074}, {'X': 0.6677683591842651, 'Y': 0.4772815704345703, 'Z': 0.010881511494517326}, {'X': 0.6349794268608093, 'Y': 0.3781077265739441, 'Z': -0.0012414958328008652}, {'X': 0.6188876032829285, 'Y': 0.31766384840011597, 'Z': -0.015429952181875706}, {'X': 0.6075079441070557, 'Y': 0.26439347863197327, 'Z': -0.025642655789852142}, {'X': 0.7181890606880188, 'Y': 0.45777422189712524, 'Z': 0.009403843432664871}, {'X': 0.6943538784980774, 'Y': 0.34817296266555786, 'Z': 0.011209807358682156}, {'X': 0.67904132604599, 'Y': 0.28005480766296387, 'Z': -0.01370919682085514}, {'X': 0.6659225821495056, 'Y': 0.21995288133621216, 'Z': -0.035486314445734024}, {'X': 0.7686787843704224, 'Y': 0.46288761496543884, 'Z': 0.0017791239079087973}, {'X': 0.7610480785369873, 'Y': 0.3592694103717804, 'Z': -0.0025030644610524178}, {'X': 0.7541553378105164, 'Y': 0.29456761479377747, 'Z': -0.026330837979912758}, {'X': 0.7450888752937317, 'Y': 0.2373487651348114, 'Z': -0.047261662781238556}, {'X': 0.8201671242713928, 'Y': 0.4858382046222687, 'Z': -0.009640147909522057}, {'X': 0.8268527388572693, 'Y': 0.40211600065231323, 'Z': -0.023673586547374725}, {'X': 0.8270263075828552, 'Y': 0.34931665658950806, 'Z': -0.04175448790192604}, {'X': 0.8210861682891846, 'Y': 0.297219455242157, 'Z': -0.05697408691048622}]
[{'X': 0.7654069662094116, 'Y': 0.7129619121551514, 'Z': -8.761155913816765e-05}, {'X': 0.6856070756912231, 'Y': 0.6760985851287842, 'Z': -0.03811058774590492}, {'X': 0.6313285827636719, 'Y': 0.5887830853462219, 'Z': -0.05193295702338219}, {'X': 0.6077389717102051, 'Y': 0.49656879901885986, 'Z': -0.06818453222513199}, {'X': 0.5842701196670532, 'Y': 0.4299243092536926, 'Z': -0.08247486501932144}, {'X': 0.6677524447441101, 'Y': 0.4709082543849945, 'Z': 0.004738927353173494}, {'X': 0.6366745829582214, 'Y': 0.3734948933124542, 'Z': -0.008756216615438461}, {'X': 0.6227854490280151, 'Y': 0.3149479627609253, 'Z': -0.020444469526410103}, {'X': 0.6137793660163879, 'Y': 0.2659153640270233, 'Z': -0.0287794042378664}, {'X': 0.7185150980949402, 'Y': 0.4525950849056244, 'Z': 0.0033503102604299784}, {'X': 0.6953851580619812, 'Y': 0.34159475564956665, 'Z': 0.003466807072982192}, {'X': 0.6826438307762146, 'Y': 0.2769162654876709, 'Z': -0.019110875204205513}, {'X': 0.67307049036026, 'Y': 0.2207823395729065, 'Z': -0.0380699560046196}, {'X': 0.7687833309173584, 'Y': 0.4598836600780487, 'Z': -0.003982754424214363}, {'X': 0.7628214955329895, 'Y': 0.35675153136253357, 'Z': -0.011483589187264442}, {'X': 0.7571753263473511, 'Y': 0.29552093148231506, 'Z': -0.03533351421356201}, {'X': 0.7495429515838623, 'Y': 0.24062369763851166, 'Z': -0.05436526611447334}, {'X': 0.820257306098938, 'Y': 0.4863267242908478, 'Z': -0.01602105237543583}, {'X': 0.8284609317779541, 'Y': 0.4053012728691101, 'Z': -0.03428694233298302}, {'X': 0.8310503959655762, 'Y': 0.35490408539772034, 'Z': -0.05515430122613907}, {'X': 0.8280943632125854, 'Y': 0.3036038279533386, 'Z': -0.07178996503353119}]
