[{'X': 0.7381252646446228, 'Y': 0.7156272530555725, 'Z': -9.947569924406707e-05}, {'X': 0.6865290999412537, 'Y': 0.7062641382217407, 'Z': -0.02572055533528328}, {'X': 0.6426745057106018, 'Y': 0.6350201368331909, 'Z': -0.0371788889169693}, {'X': 0.6122283339500427, 'Y': 0.5767192840576172, 'Z': -0.04886734485626221}, {'X': 0.5781545639038086, 'Y': 0.5486446619033813, 'Z': -0.06567701697349548}, {'X': 0.6753537654876709, 'Y': 0.5069512724876404, 'Z': 0.0049531725235283375}, {'X': 0.6652552485466003, 'Y': 0.4162101149559021, 'Z': -0.002753139240667224}, {'X': 0.6605277061462402, 'Y': 0.3560524880886078, 'Z': -0.018615471199154854}, {'X': 0.6587926149368286, 'Y': 0.3001842498779297, 'Z': -0.033450741320848465}, {'X': 0.7122856974601746, 'Y': 0.49257928133010864, 'Z': 0.004262738395482302}, {'X': 0.711922287940979, 'Y': 0.3853682279586792, 'Z': 0.0025413825642317533}, {'X': 0.7115938067436218, 'Y': 0.31394028663635254, 'Z': -0.018478600308299065}, {'X': 0.7147381901741028, 'Y': 0.25662413239479065, 'Z': -0.03467092663049698}, {'X': 0.7484971880912781, 'Y': 0.49857640266418457, 'Z': -0.00034441796015016735}, {'X': 0.7481677532196045, 'Y': 0.39626091718673706, 'Z': -0.006359666585922241}, {'X': 0.7454103231430054, 'Y': 0.33235692977905273, 'Z': -0.023474885150790215}, {'X': 0.7440882921218872, 'Y': 0.2760882079601288, 'Z': -0.03766036033630371}, {'X': 0.7842172384262085, 'Y': 0.5212664008140564, 'Z': -0.009113272652029991}, {'X': 0.7813097834587097, 'Y': 0.44343483448028564, 'Z': -0.02029002271592617}, {'X': 0.7757056951522827, 'Y': 0.39519229531288147, 'Z': -0.03135727345943451}, {'X': 0.7680277228355408, 'Y': 0.3476797938346863, 'Z': -0.040029723197221756}]
[{'X': 0.7364055514335632, 'Y': 0.719804584980011, 'Z': -9.885834151646122e-05}, {'X': 0.6854679584503174, 'Y': 0.7061351537704468, 'Z': -0.024075865745544434}, {'X': 0.6418173313140869, 'Y': 0.629685640335083, 'Z': -0.035218678414821625}, {'X': 0.6110145449638367, 'Y': 0.5699437856674194, 'Z': -0.04679315909743309}, {'X': 0.5762373805046082, 'Y': 0.5414866209030151, 'Z': -0.06278147548437119}, {'X': 0.6765617728233337, 'Y': 0.4997996389865875, 'Z': 0.00592802744358778}, {'X': 0.6656280755996704, 'Y': 0.40798383951187134, 'Z': -0.002145925769582391}, {'X': 0.660329282283783, 'Y': 0.3492752015590668, 'Z': -0.017527738586068153}, {'X': 0.6575636267662048, 'Y': 0.2941138744354248, 'Z': -0.032022811472415924}, {'X': 0.713093638420105, 'Y': 0.48723065853118896, 'Z': 0.0036861852277070284}, {'X': 0.7120804786682129, 'Y': 0.3804580569267273, 'Z': 0.000360650010406971}, {'X': 0.7116204500198364, 'Y': 0.3092881441116333, 'Z': -0.020819690078496933}, {'X': 0.7145837545394897, 'Y': 0.2510654926300049, 'Z': -0.03699686378240585}, {'X': 0.7490720152854919, 'Y': 0.49447131156921387, 'Z': -0.0024661931674927473}, {'X': 0.7473466992378235, 'Y': 0.3927493691444397, 'Z': -0.010151726193726063}, {'X': 0.7446002960205078, 'Y': 0.32972365617752075, 'Z': -0.026316922158002853}, {'X': 0.7437977194786072, 'Y': 0.2750227451324463, 'Z': -0.038208696991205215}, {'X': 0.7841673493385315, 'Y': 0.5187280774116516, 'Z': -0.012809677049517632}, {'X': 0.7814111709594727, 'Y': 0.4414859712123871, 'Z': -0.022892601788043976}, {'X': 0.7764692902565002, 'Y': 0.39405322074890137, 'Z': -0.03255321830511093}, {'X': 0.7695390582084656, 'Y': 0.34776848554611206, 'Z': -0.040038641542196274}]
[{'X': 0.7414764165878296, 'Y': 0.7125184535980225, 'Z': -8.83531611179933e-05}, {'X': 0.6885764598846436, 'Y': 0.7049222588539124, 'Z': -0.028958456590771675}, {'X': 0.643977165222168, 'Y': 0.6350562572479248, 'Z': -0.04383722320199013}, {'X': 0.6114424467086792, 'Y': 0.5778418183326721, 'Z': -0.05942726135253906}, {'X': 0.5750255584716797, 'Y': 0.546912670135498, 'Z': -0.0821637287735939}, {'X': 0.6762836575508118, 'Y': 0.49955564737319946, 'Z': -0.0012250401778146625}, {'X': 0.6642249822616577, 'Y': 0.4067651629447937, 'Z': -0.011804011650383472}, {'X': 0.6583281755447388, 'Y': 0.346707820892334, 'Z': -0.028687581419944763}, {'X': 0.6557292938232422, 'Y': 0.2922206521034241, 'Z': -0.044046156108379364}, {'X': 0.7125927209854126, 'Y': 0.4850620627403259, 'Z': -0.0025629352312535048}, {'X': 0.7113388776779175, 'Y': 0.37560027837753296, 'Z': -0.006192156113684177}, {'X': 0.7117765545845032, 'Y': 0.30237042903900146, 'Z': -0.027581287547945976}, {'X': 0.7159505486488342, 'Y': 0.24373987317085266, 'Z': -0.044779736548662186}, {'X': 0.7484104633331299, 'Y': 0.49212682247161865, 'Z': -0.007280276156961918}, {'X': 0.7466340661048889, 'Y': 0.38856083154678345, 'Z': -0.014808188192546368}, {'X': 0.7443003058433533, 'Y': 0.323441743850708, 'Z': -0.032341159880161285}, {'X': 0.7440799474716187, 'Y': 0.268490731716156, 'Z': -0.046698037534952164}, {'X': 0.7837236523628235, 'Y': 0.5155966281890869, 'Z': -0.017506903037428856}, {'X': 0.7809306979179382, 'Y': 0.4382317066192627, 'Z': -0.028378287330269814}, {'X': 0.7764239311218262, 'Y': 0.3908555507659912, 'Z': -0.038875795900821686}, {'X': 0.7708443999290466, 'Y': 0.3454214930534363, 'Z': -0.04698086529970169}]
[{'X': 0.7387405633926392, 'Y': 0.7196148633956909, 'Z': -9.159104229183868e-05}, {'X': 0.6874806880950928, 'Y': 0.7061894536018372, 'Z': -0.02486531063914299}, {'X': 0.6430056095123291, 'Y': 0.632668137550354, 'Z': -0.03527907654643059}, {'X': 0.6120549440383911, 'Y': 0.5733850598335266, 'Z': -0.0461038202047348}, {'X': 0.5781387686729431, 'Y': 0.5451273322105408, 'Z': -0.061510827392339706}, {'X': 0.6757362484931946, 'Y': 0.5039381384849548, 'Z': 0.005455388221889734}, {'X': 0.6642464995384216, 'Y': 0.4116153419017792, 'Z': -0.0015890155918896198}, {'X': 0.6586249470710754, 'Y': 0.3524312674999237, 'Z': -0.015235897153615952}, {'X': 0.6561023592948914, 'Y': 0.29865598678588867, 'Z': -0.028421228751540184}, {'X': 0.712908148765564, 'Y': 0.489605188369751, 'Z': 0.004501950461417437}, {'X': 0.7120455503463745, 'Y': 0.38085299730300903, 'Z': 0.003698729444295168}, {'X': 0.7111923098564148, 'Y': 0.3090009391307831, 'Z': -0.015359755605459213}, {'X': 0.714470624923706, 'Y': 0.25194990634918213, 'Z': -0.030598487704992294}, {'X': 0.7493625283241272, 'Y': 0.4960179328918457, 'Z': -0.0003432267112657428}, {'X': 0.7486286759376526, 'Y': 0.39281952381134033, 'Z': -0.005358460359275341}, {'X': 0.745536208152771, 'Y': 0.3288830816745758, 'Z': -0.02135293558239937}, {'X': 0.7442827224731445, 'Y': 0.27341902256011963, 'Z': -0.03443321958184242}, {'X': 0.7852502465248108, 'Y': 0.519551694393158, 'Z': -0.009220936335623264}, {'X': 0.7819026708602905, 'Y': 0.4412975609302521, 'Z': -0.02011839672923088}, {'X': 0.7760088443756104, 'Y': 0.39329954981803894, 'Z': -0.03132655471563339}, {'X': 0.7681291103363037, 'Y': 0.34652385115623474, 'Z': -0.03997420892119408}]
[{'X': 0.7396225333213806, 'Y': 0.7134224772453308, 'Z': -8.374698518309742e-05}, {'X': 0.6883930563926697, 'Y': 0.7064096927642822, 'Z': -0.024089770391583443}, {'X': 0.6437631845474243, 'Y': 0.6368882656097412, 'Z': -0.03417403623461723}, {'X': 0.6123208999633789, 'Y': 0.5791155099868774, 'Z': -0.04495978727936745}, {'X': 0.5783703327178955, 'Y': 0.5516420602798462, 'Z': -0.06052091717720032}, {'X': 0.6747516393661499, 'Y': 0.5113078355789185, 'Z': 0.006147870793938637}, {'X': 0.6637579798698425, 'Y': 0.4236955940723419, 'Z': -0.0025599771179258823}, {'X': 0.658910870552063, 'Y': 0.36610299348831177, 'Z': -0.018230484798550606}, {'X': 0.6570234894752502, 'Y': 0.3120822310447693, 'Z': -0.03212958201766014}, {'X': 0.7112088799476624, 'Y': 0.495088130235672, 'Z': 0.004361335653811693}, {'X': 0.7110578417778015, 'Y': 0.3869673013687134, 'Z': 0.0038294061087071896}, {'X': 0.7113704681396484, 'Y': 0.31626325845718384, 'Z': -0.01697663776576519}, {'X': 0.7148786783218384, 'Y': 0.25767433643341064, 'Z': -0.03267788141965866}, {'X': 0.7474148869514465, 'Y': 0.499517560005188, 'Z': -0.0005223325570113957}, {'X': 0.7475183606147766, 'Y': 0.39607077836990356, 'Z': -0.006400877609848976}, {'X': 0.7456189393997192, 'Y': 0.3330528438091278, 'Z': -0.024088658392429352}, {'X': 0.7449228167533875, 'Y': 0.2761632800102234, 'Z': -0.03829604387283325}, {'X': 0.7833194732666016, 'Y': 0.5206832885742188, 'Z': -0.009547600522637367}, {'X': 0.7802554368972778, 'Y': 0.4427904784679413, 'Z': -0.020768092945218086}, {'X': 0.7755714654922485, 'Y': 0.396334707736969, 'Z': -0.03154514357447624}, {'X': 0.7686625123023987, 'Y': 0.3498026728630066, 'Z': -0.03956879675388336}]
[{'X': 0.7384551763534546, 'Y': 0.7233952283859253, 'Z': -6.747309089405462e-05}, {'X': 0.688522458076477, 'Y': 0.7117139101028442, 'Z': -0.024625297635793686}, {'X': 0.6446090340614319, 'Y': 0.632874608039856, 'Z': -0.03410257026553154}, {'X': 0.6127314567565918, 'Y': 0.5705020427703857, 'Z': -0.04263722151517868}, {'X': 0.5791637301445007, 'Y': 0.5460308194160461, 'Z': -0.054648153483867645}, {'X': 0.6798132061958313, 'Y': 0.5107539892196655, 'Z': 0.007485772483050823}, {'X': 0.6718143820762634, 'Y': 0.44204795360565186, 'Z': -0.005187160801142454}, {'X': 0.6722076535224915, 'Y': 0.40274578332901, 'Z': -0.026779022067785263}, {'X': 0.6758699417114258, 'Y': 0.3665299713611603, 'Z': -0.04557240754365921}, {'X': 0.7153761386871338, 'Y': 0.49140846729278564, 'Z': 0.006298094987869263}, {'X': 0.7149091958999634, 'Y': 0.39381498098373413, 'Z': 0.002441219286993146}, {'X': 0.7177973389625549, 'Y': 0.3256724178791046, 'Z': -0.020244911313056946}, {'X': 0.722164511680603, 'Y': 0.25968530774116516, 'Z': -0.03838429972529411}, {'X': 0.7508763670921326, 'Y': 0.49505484104156494, 'Z': 0.0013830814277753234}, {'X': 0.7498788237571716, 'Y': 0.39541763067245483, 'Z': -0.003788481466472149}, {'X': 0.7491384148597717, 'Y': 0.3330346643924713, 'Z': -0.01865483820438385}, {'X': 0.7500178813934326, 'Y': 0.27044743299484253, 'Z': -0.032412607222795486}, {'X': 0.7858765125274658, 'Y': 0.5171645879745483, 'Z': -0.007491838186979294}, {'X': 0.7833701372146606, 'Y': 0.4400041699409485, 'Z': -0.013204267248511314}, {'X': 0.7801378965377808, 'Y': 0.39317095279693604, 'Z': -0.01966926082968712}, {'X': 0.7754498720169067, 'Y': 0.3445901870727539, 'Z': -0.026014188304543495}]
[{'X': 0.7405779957771301, 'Y': 0.7375136017799377, 'Z': -5.118226908962242e-05}, {'X': 0.6906040906906128, 'Y': 0.703050434589386, 'Z': -0.007666637189686298}, {'X': 0.6489680409431458, 'Y': 0.6222158670425415, 'Z': -0.009593570604920387}, {'X': 0.6139737963676453, 'Y': 0.5675424337387085, 'Z': -0.015273910947144032}, {'X': 0.5819947123527527, 'Y': 0.5382837653160095, 'Z': -0.02019563503563404}, {'X': 0.688690721988678, 'Y': 0.519733726978302, 'Z': 0.03980056196451187}, {'X': 0.6784970164299011, 'Y': 0.440716028213501, 'Z': 0.00901920348405838}, {'X': 0.6759405136108398, 'Y': 0.4782451391220093, 'Z': -0.033288758248090744}, {'X': 0.6773210763931274, 'Y': 0.5241861939430237, 'Z': -0.0559278167784214}, {'X': 0.7202451229095459, 'Y': 0.5033782720565796, 'Z': 0.0361701101064682}, {'X': 0.7172412872314453, 'Y': 0.41368532180786133, 'Z': 0.04288817197084427}, {'X': 0.7136900424957275, 'Y': 0.367588609457016, 'Z': 0.02821154147386551}, {'X': 0.7073706984519958, 'Y': 0.3210955262184143, 'Z': 0.014670970849692822}, {'X': 0.7526952624320984, 'Y': 0.5055549740791321, 'Z': 0.023618077859282494}, {'X': 0.7539214491844177, 'Y': 0.40732741355895996, 'Z': 0.027829661965370178}, {'X': 0.754217803478241, 'Y': 0.3517840504646301, 'Z': 0.021629072725772858}, {'X': 0.7508196234703064, 'Y': 0.29692813754081726, 'Z': 0.014075782150030136}, {'X': 0.7858772277832031, 'Y': 0.5245224833488464, 'Z': 0.009535916149616241}, {'X': 0.7839727401733398, 'Y': 0.4448697566986084, 'Z': 0.01914912648499012}, {'X': 0.7810549139976501, 'Y': 0.39610153436660767, 'Z': 0.025977646932005882}, {'X': 0.7753830552101135, 'Y': 0.3444771468639374, 'Z': 0.029326386749744415}]
[{'X': 0.7399199604988098, 'Y': 0.7409669160842896, 'Z': -2.4234672309830785e-05}, {'X': 0.6921296715736389, 'Y': 0.7084612846374512, 'Z': -0.016390064731240273}, {'X': 0.6518010497093201, 'Y': 0.6257688999176025, 'Z': -0.02395244874060154}, {'X': 0.6184453964233398, 'Y': 0.5669828653335571, 'Z': -0.03582523390650749}, {'X': 0.5844505429267883, 'Y': 0.5319123268127441, 'Z': -0.04857107251882553}, {'X': 0.6815556287765503, 'Y': 0.5319932699203491, 'Z': 0.02833339385688305}, {'X': 0.6693602800369263, 'Y': 0.47320684790611267, 'Z': -0.007923375815153122}, {'X': 0.6738197803497314, 'Y': 0.5193116664886475, 'Z': -0.04999687522649765}, {'X': 0.6808857321739197, 'Y': 0.566293478012085, 'Z': -0.07065935432910919}, {'X': 0.7126601338386536, 'Y': 0.5111881494522095, 'Z': 0.024417459964752197}, {'X': 0.7084409594535828, 'Y': 0.43188706040382385, 'Z': 0.013652291148900986}, {'X': 0.7045919895172119, 'Y': 0.40604740381240845, 'Z': -0.00828195083886385}, {'X': 0.698701024055481, 'Y': 0.39329200983047485, 'Z': -0.019707541912794113}, {'X': 0.7444241046905518, 'Y': 0.5098010301589966, 'Z': 0.011542199179530144}, {'X': 0.7462995648384094, 'Y': 0.4202570915222168, 'Z': 0.004589008633047342}, {'X': 0.7428345084190369, 'Y': 0.37467291951179504, 'Z': -0.00901578739285469}, {'X': 0.7367079854011536, 'Y': 0.33317118883132935, 'Z': -0.016178634017705917}, {'X': 0.7767261862754822, 'Y': 0.526346743106842, 'Z': -0.00550819281488657}, {'X': 0.7757776975631714, 'Y': 0.45627135038375854, 'Z': -0.003059238661080599}, {'X': 0.7718379497528076, 'Y': 0.4122716784477234, 'Z': -0.0023332862183451653}, {'X': 0.7645726203918457, 'Y': 0.359714150428772, 'Z': -0.00027760243392549455}]
[{'X': 0.7365520596504211, 'Y': 0.7346643209457397, 'Z': -4.599016756401397e-05}, {'X': 0.6895751357078552, 'Y': 0.7111192345619202, 'Z': -0.016438117250800133}, {'X': 0.6524029970169067, 'Y': 0.6292315721511841, 'Z': -0.02237970381975174}, {'X': 0.6220684051513672, 'Y': 0.5716602206230164, 'Z': -0.032048922032117844}, {'X': 0.5878033638000488, 'Y': 0.536418616771698, 'Z': -0.043166495859622955}, {'X': 0.680693507194519, 'Y': 0.535210371017456, 'Z': 0.026130758225917816}, {'X': 0.6693359613418579, 'Y': 0.4752254784107208, 'Z': -0.009583567269146442}, {'X': 0.6735353469848633, 'Y': 0.5210989713668823, 'Z': -0.04789470508694649}, {'X': 0.6797442436218262, 'Y': 0.568305492401123, 'Z': -0.0656818374991417}, {'X': 0.7117042541503906, 'Y': 0.5166726112365723, 'Z': 0.022374896332621574}, {'X': 0.7057253122329712, 'Y': 0.4413275122642517, 'Z': 0.0037531566340476274}, {'X': 0.6987199187278748, 'Y': 0.4304174780845642, 'Z': -0.020978281274437904}, {'X': 0.6896947026252747, 'Y': 0.43637165427207947, 'Z': -0.031046461313962936}, {'X': 0.7437472343444824, 'Y': 0.5164241790771484, 'Z': 0.010563072748482227}, {'X': 0.7457104921340942, 'Y': 0.42576152086257935, 'Z': 0.002085892716422677}, {'X': 0.7413148283958435, 'Y': 0.3808598220348358, 'Z': -0.011897015385329723}, {'X': 0.7329208850860596, 'Y': 0.34108150005340576, 'Z': -0.018320396542549133}, {'X': 0.775912344455719, 'Y': 0.5345132946968079, 'Z': -0.006474244873970747}, {'X': 0.7760473489761353, 'Y': 0.4642985463142395, 'Z': -0.005172123666852713}, {'X': 0.7721938490867615, 'Y': 0.4179533123970032, 'Z': -0.005384585354477167}, {'X': 0.7632960081100464, 'Y': 0.3626405596733093, 'Z': -0.0028336751274764538}]
[{'X': 0.7348188161849976, 'Y': 0.7293375730514526, 'Z': -3.358039248269051e-05}, {'X': 0.6913028359413147, 'Y': 0.7048390507698059, 'Z': -0.018282553181052208}, {'X': 0.6528505086898804, 'Y': 0.6232603788375854, 'Z': -0.025410357862710953}, {'X': 0.621102511882782, 'Y': 0.5673585534095764, 'Z': -0.03667200356721878}, {'X': 0.5877047181129456, 'Y': 0.5264783501625061, 'Z': -0.04952487349510193}, {'X': 0.6831273436546326, 'Y': 0.5337650775909424, 'Z': 0.02216920629143715}, {'X': 0.6723111271858215, 'Y': 0.47178930044174194, 'Z': -0.012082141824066639}, {'X': 0.6755320429801941, 'Y': 0.5175056457519531, 'Z': -0.04898015409708023}, {'X': 0.6826164126396179, 'Y': 0.565786600112915, 'Z': -0.06619276851415634}, {'X': 0.7137359380722046, 'Y': 0.5144148468971252, 'Z': 0.018837979063391685}, {'X': 0.7104678750038147, 'Y': 0.43531692028045654, 'Z': 0.00536433095112443}, {'X': 0.7084352970123291, 'Y': 0.414133220911026, 'Z': -0.014325940050184727}, {'X': 0.703269898891449, 'Y': 0.40971606969833374, 'Z': -0.021109318360686302}, {'X': 0.7444389462471008, 'Y': 0.5145788788795471, 'Z': 0.007416405715048313}, {'X': 0.7465581297874451, 'Y': 0.4233628809452057, 'Z': -0.00023340379993896931}, {'X': 0.7426769137382507, 'Y': 0.37595248222351074, 'Z': -0.012115448713302612}, {'X': 0.7357956767082214, 'Y': 0.3356432318687439, 'Z': -0.01658029295504093}, {'X': 0.7755402326583862, 'Y': 0.5322662591934204, 'Z': -0.009363755583763123}, {'X': 0.7763164639472961, 'Y': 0.4613594710826874, 'Z': -0.009283569641411304}, {'X': 0.7720724940299988, 'Y': 0.41541868448257446, 'Z': -0.009279505349695683}, {'X': 0.7640711069107056, 'Y': 0.3616471290588379, 'Z': -0.00705251470208168}]
[{'X': 0.7358964085578918, 'Y': 0.7312556505203247, 'Z': -4.005785740446299e-05}, {'X': 0.6930551528930664, 'Y': 0.7053689360618591, 'Z': -0.019969018176198006}, {'X': 0.6541450023651123, 'Y': 0.6223878264427185, 'Z': -0.029196297749876976}, {'X': 0.6216805577278137, 'Y': 0.5658509135246277, 'Z': -0.042974017560482025}, {'X': 0.586978018283844, 'Y': 0.527090847492218, 'Z': -0.059739261865615845}, {'X': 0.6837632060050964, 'Y': 0.5360327959060669, 'Z': 0.015811599791049957}, {'X': 0.6731194257736206, 'Y': 0.47731223702430725, 'Z': -0.020399080589413643}, {'X': 0.676394522190094, 'Y': 0.5215948820114136, 'Z': -0.06006887927651405}, {'X': 0.6841739416122437, 'Y': 0.5679387450218201, 'Z': -0.07989242672920227}, {'X': 0.7141767740249634, 'Y': 0.514587938785553, 'Z': 0.012330635450780392}, {'X': 0.7111914753913879, 'Y': 0.4334263205528259, 'Z': 0.00023655660334043205}, {'X': 0.7113210558891296, 'Y': 0.40225833654403687, 'Z': -0.02023649401962757}, {'X': 0.7090204954147339, 'Y': 0.386025071144104, 'Z': -0.029266569763422012}, {'X': 0.7451375126838684, 'Y': 0.5130814909934998, 'Z': 0.000985353603027761}, {'X': 0.7459397315979004, 'Y': 0.4212009906768799, 'Z': -0.006822826340794563}, {'X': 0.7414982914924622, 'Y': 0.37390363216400146, 'Z': -0.018671924248337746}, {'X': 0.735227644443512, 'Y': 0.33354562520980835, 'Z': -0.023218100890517235}, {'X': 0.7772994637489319, 'Y': 0.5296781063079834, 'Z': -0.016077058389782906}, {'X': 0.7767409682273865, 'Y': 0.4578035771846771, 'Z': -0.016694067046046257}, {'X': 0.7716893553733826, 'Y': 0.4126730263233185, 'Z': -0.015582379885017872}, {'X': 0.7645509243011475, 'Y': 0.3599574565887451, 'Z': -0.013692257925868034}]
