[{'X': 0.6925811171531677, 'Y': 0.7552863955497742, 'Z': -7.427664240822196e-05}, {'X': 0.6443895101547241, 'Y': 0.7420853972434998, 'Z': -0.029067151248455048}, {'X': 0.6052843332290649, 'Y': 0.6707617044448853, 'Z': -0.04185947775840759}, {'X': 0.5824519395828247, 'Y': 0.6021213531494141, 'Z': -0.055097222328186035}, {'X': 0.5590065717697144, 'Y': 0.5502521395683289, 'Z': -0.07009250670671463}, {'X': 0.6328933238983154, 'Y': 0.5458781719207764, 'Z': 0.0060334037989377975}, {'X': 0.626052737236023, 'Y': 0.459930419921875, 'Z': -0.0056833610869944096}, {'X': 0.6242089867591858, 'Y': 0.4023081660270691, 'Z': -0.02703249268233776}, {'X': 0.6237924098968506, 'Y': 0.3461661636829376, 'Z': -0.0456281341612339}, {'X': 0.6622114777565002, 'Y': 0.533555805683136, 'Z': 0.0038426737301051617}, {'X': 0.6548885107040405, 'Y': 0.4341588318347931, 'Z': -0.0005057096132077277}, {'X': 0.6518577933311462, 'Y': 0.3682100176811218, 'Z': -0.02315160073339939}, {'X': 0.6496572494506836, 'Y': 0.3085611164569855, 'Z': -0.038503192365169525}, {'X': 0.6932557821273804, 'Y': 0.5381668210029602, 'Z': -0.0033506848849356174}, {'X': 0.6862513422966003, 'Y': 0.4430703818798065, 'Z': -0.008201386779546738}, {'X': 0.6798591613769531, 'Y': 0.38141101598739624, 'Z': -0.029432544484734535}, {'X': 0.6748371124267578, 'Y': 0.32516345381736755, 'Z': -0.043997570872306824}, {'X': 0.7263630628585815, 'Y': 0.5591468811035156, 'Z': -0.014139089733362198}, {'X': 0.7203888297080994, 'Y': 0.48411914706230164, 'Z': -0.023680971935391426}, {'X': 0.712340235710144, 'Y': 0.4340830445289612, 'Z': -0.036202572286129}, {'X': 0.7029783129692078, 'Y': 0.38480836153030396, 'Z': -0.04548375681042671}]
[{'X': 0.6935725212097168, 'Y': 0.7477453947067261, 'Z': -6.829438643762842e-05}, {'X': 0.6447601318359375, 'Y': 0.737666130065918, 'Z': -0.02535940147936344}, {'X': 0.6038936972618103, 'Y': 0.6668244004249573, 'Z': -0.03571752458810806}, {'X': 0.5806357860565186, 'Y': 0.596895694732666, 'Z': -0.04838407784700394}, {'X': 0.5595053434371948, 'Y': 0.5401339530944824, 'Z': -0.06396225094795227}, {'X': 0.6331571936607361, 'Y': 0.539374828338623, 'Z': 0.02018292248249054}, {'X': 0.6270857453346252, 'Y': 0.4534607231616974, 'Z': 0.013628345914185047}, {'X': 0.6258803606033325, 'Y': 0.3971737325191498, 'Z': -0.00203462946228683}, {'X': 0.6248635649681091, 'Y': 0.3436976969242096, 'Z': -0.016533073037862778}, {'X': 0.6624123454093933, 'Y': 0.5265135169029236, 'Z': 0.0171588696539402}, {'X': 0.6548439860343933, 'Y': 0.4281098246574402, 'Z': 0.016950154677033424}, {'X': 0.6520072221755981, 'Y': 0.3657127618789673, 'Z': -0.0023068601731210947}, {'X': 0.6498687267303467, 'Y': 0.3104366064071655, 'Z': -0.01612820103764534}, {'X': 0.6935313940048218, 'Y': 0.5305839776992798, 'Z': 0.008429082110524178}, {'X': 0.6852725744247437, 'Y': 0.4364107847213745, 'Z': 0.006441120523959398}, {'X': 0.6788414716720581, 'Y': 0.3784306049346924, 'Z': -0.013805799186229706}, {'X': 0.6736270785331726, 'Y': 0.3270378112792969, 'Z': -0.028553752228617668}, {'X': 0.7275275588035583, 'Y': 0.550713062286377, 'Z': -0.0038619081024080515}, {'X': 0.7206236124038696, 'Y': 0.47592291235923767, 'Z': -0.011276714503765106}, {'X': 0.7121042013168335, 'Y': 0.42852574586868286, 'Z': -0.023667123168706894}, {'X': 0.7018711566925049, 'Y': 0.3837438225746155, 'Z': -0.03382190689444542}]
[{'X': 0.6957842707633972, 'Y': 0.7525789141654968, 'Z': -7.07977669662796e-05}, {'X': 0.6461414694786072, 'Y': 0.7376642227172852, 'Z': -0.025616398081183434}, {'X': 0.6063173413276672, 'Y': 0.6656812429428101, 'Z': -0.036933738738298416}, {'X': 0.5834994912147522, 'Y': 0.5946582555770874, 'Z': -0.04906463250517845}, {'X': 0.5598111152648926, 'Y': 0.541551947593689, 'Z': -0.06350494176149368}, {'X': 0.6346443295478821, 'Y': 0.538154661655426, 'Z': 0.013257056474685669}, {'X': 0.6278695464134216, 'Y': 0.4513489603996277, 'Z': 0.0031406127382069826}, {'X': 0.6262106895446777, 'Y': 0.3945004343986511, 'Z': -0.01615314558148384}, {'X': 0.6252396106719971, 'Y': 0.33932530879974365, 'Z': -0.032979633659124374}, {'X': 0.6643450260162354, 'Y': 0.5250847935676575, 'Z': 0.010365591384470463}, {'X': 0.6561327576637268, 'Y': 0.4255077838897705, 'Z': 0.006766214966773987}, {'X': 0.6530285477638245, 'Y': 0.36157575249671936, 'Z': -0.01363543514162302}, {'X': 0.6507135629653931, 'Y': 0.30435359477996826, 'Z': -0.02775648422539234}, {'X': 0.6955260634422302, 'Y': 0.5296629667282104, 'Z': 0.001779551967047155}, {'X': 0.6869968771934509, 'Y': 0.43357664346694946, 'Z': -0.0015409826301038265}, {'X': 0.6804057955741882, 'Y': 0.37485945224761963, 'Z': -0.02126888930797577}, {'X': 0.6754315495491028, 'Y': 0.3222835659980774, 'Z': -0.03508704900741577}, {'X': 0.7290405035018921, 'Y': 0.5506404638290405, 'Z': -0.010151438415050507}, {'X': 0.7219486236572266, 'Y': 0.47579339146614075, 'Z': -0.01768479309976101}, {'X': 0.7133705615997314, 'Y': 0.4276370704174042, 'Z': -0.03061922825872898}, {'X': 0.7036696076393127, 'Y': 0.3816336393356323, 'Z': -0.04071074724197388}]
[{'X': 0.6946553587913513, 'Y': 0.7556129693984985, 'Z': -8.135803363984451e-05}, {'X': 0.6454663872718811, 'Y': 0.7418051362037659, 'Z': -0.02727891132235527}, {'X': 0.605970561504364, 'Y': 0.6698192954063416, 'Z': -0.0397464819252491}, {'X': 0.5837242603302002, 'Y': 0.5983829498291016, 'Z': -0.05347573012113571}, {'X': 0.5615991353988647, 'Y': 0.5428711771965027, 'Z': -0.0700094997882843}, {'X': 0.6331542730331421, 'Y': 0.5427897572517395, 'Z': 0.012377029284834862}, {'X': 0.6257811784744263, 'Y': 0.4575101137161255, 'Z': 0.0034887020010501146}, {'X': 0.6240679025650024, 'Y': 0.4005354046821594, 'Z': -0.01371296402066946}, {'X': 0.6227114796638489, 'Y': 0.34548696875572205, 'Z': -0.028969716280698776}, {'X': 0.6626046299934387, 'Y': 0.5291752219200134, 'Z': 0.009351613000035286}, {'X': 0.6547498106956482, 'Y': 0.4299768805503845, 'Z': 0.007114499807357788}, {'X': 0.6514125466346741, 'Y': 0.36656731367111206, 'Z': -0.012099207378923893}, {'X': 0.6488993167877197, 'Y': 0.310266375541687, 'Z': -0.025399083271622658}, {'X': 0.6936571002006531, 'Y': 0.5338013172149658, 'Z': 0.0004092420858796686}, {'X': 0.6851107478141785, 'Y': 0.43858811259269714, 'Z': -0.002656828612089157}, {'X': 0.678430438041687, 'Y': 0.379432737827301, 'Z': -0.02345360815525055}, {'X': 0.6734423041343689, 'Y': 0.3270934820175171, 'Z': -0.03795751556754112}, {'X': 0.7271881699562073, 'Y': 0.5553094744682312, 'Z': -0.012177769094705582}, {'X': 0.7198781371116638, 'Y': 0.4816017150878906, 'Z': -0.02070883847773075}, {'X': 0.7108393311500549, 'Y': 0.43366825580596924, 'Z': -0.03512999415397644}, {'X': 0.7006588578224182, 'Y': 0.38881343603134155, 'Z': -0.04626110941171646}]
[{'X': 0.6968700289726257, 'Y': 0.7546496987342834, 'Z': -8.447145955869928e-05}, {'X': 0.6472806334495544, 'Y': 0.7390053868293762, 'Z': -0.028367329388856888}, {'X': 0.6096136569976807, 'Y': 0.666391134262085, 'Z': -0.03823988139629364}, {'X': 0.59433913230896, 'Y': 0.5915411114692688, 'Z': -0.049925681203603745}, {'X': 0.5814281702041626, 'Y': 0.5279483199119568, 'Z': -0.06217418611049652}, {'X': 0.6317019462585449, 'Y': 0.5521278977394104, 'Z': 0.016258830204606056}, {'X': 0.6240653395652771, 'Y': 0.46496838331222534, 'Z': 0.009904319420456886}, {'X': 0.6217522621154785, 'Y': 0.40768325328826904, 'Z': -0.007089277729392052}, {'X': 0.6214848160743713, 'Y': 0.35321009159088135, 'Z': -0.022887734696269035}, {'X': 0.6611440777778625, 'Y': 0.5389546751976013, 'Z': 0.01529982965439558}, {'X': 0.6516767740249634, 'Y': 0.4393116235733032, 'Z': 0.01771250180900097}, {'X': 0.6488452553749084, 'Y': 0.3757351040840149, 'Z': -0.002068042289465666}, {'X': 0.6472465991973877, 'Y': 0.31855911016464233, 'Z': -0.016684340313076973}, {'X': 0.69169682264328, 'Y': 0.5417252779006958, 'Z': 0.008678408339619637}, {'X': 0.6826832890510559, 'Y': 0.4466869831085205, 'Z': 0.011010213755071163}, {'X': 0.676055371761322, 'Y': 0.38547199964523315, 'Z': -0.009037232026457787}, {'X': 0.6710338592529297, 'Y': 0.33167392015457153, 'Z': -0.02488936297595501}, {'X': 0.7243834733963013, 'Y': 0.5592013597488403, 'Z': -0.0018074419349431992}, {'X': 0.7174980640411377, 'Y': 0.48619315028190613, 'Z': -0.006300798617303371}, {'X': 0.709364116191864, 'Y': 0.43789607286453247, 'Z': -0.017932439222931862}, {'X': 0.6995888948440552, 'Y': 0.3918498754501343, 'Z': -0.02836468070745468}]
[{'X': 0.6953943371772766, 'Y': 0.7497798800468445, 'Z': -5.7560071581974626e-05}, {'X': 0.6482535004615784, 'Y': 0.7290657162666321, 'Z': -0.031083453446626663}, {'X': 0.620567262172699, 'Y': 0.6506870985031128, 'Z': -0.04536033421754837}, {'X': 0.6193191409111023, 'Y': 0.570883572101593, 'Z': -0.06061575561761856}, {'X': 0.6221187114715576, 'Y': 0.5034611821174622, 'Z': -0.07731588184833527}, {'X': 0.6334240436553955, 'Y': 0.5562102794647217, 'Z': 0.0027263700030744076}, {'X': 0.6232818961143494, 'Y': 0.4672086536884308, 'Z': -0.010378042235970497}, {'X': 0.6211006045341492, 'Y': 0.40892213582992554, 'Z': -0.026871873065829277}, {'X': 0.6213971376419067, 'Y': 0.3553905487060547, 'Z': -0.041116759181022644}, {'X': 0.6623203754425049, 'Y': 0.5418553948402405, 'Z': 0.004225072916597128}, {'X': 0.6524339914321899, 'Y': 0.44495663046836853, 'Z': -0.002316802740097046}, {'X': 0.6473105549812317, 'Y': 0.3792460560798645, 'Z': -0.022536497563123703}, {'X': 0.6435706615447998, 'Y': 0.31979575753211975, 'Z': -0.0393027700483799}, {'X': 0.6915854215621948, 'Y': 0.5450019240379333, 'Z': 0.0002892506308853626}, {'X': 0.682224452495575, 'Y': 0.4499988555908203, 'Z': -0.0035551812034100294}, {'X': 0.6747052669525146, 'Y': 0.39049670100212097, 'Z': -0.024234697222709656}, {'X': 0.6695730090141296, 'Y': 0.33652248978614807, 'Z': -0.04031277447938919}, {'X': 0.7235856652259827, 'Y': 0.563716471195221, 'Z': -0.008667588233947754}, {'X': 0.7133946418762207, 'Y': 0.4889400005340576, 'Z': -0.01614573411643505}, {'X': 0.7053506374359131, 'Y': 0.44087833166122437, 'Z': -0.030557898804545403}, {'X': 0.6981638073921204, 'Y': 0.394328773021698, 'Z': -0.042241331189870834}]
[{'X': 0.6960591673851013, 'Y': 0.7333893775939941, 'Z': -3.983541682828218e-05}, {'X': 0.6516841053962708, 'Y': 0.7036010026931763, 'Z': -0.02693571336567402}, {'X': 0.6267650127410889, 'Y': 0.6220047473907471, 'Z': -0.027130262926220894}, {'X': 0.6399048566818237, 'Y': 0.5385865569114685, 'Z': -0.026758087798953056}, {'X': 0.6574651598930359, 'Y': 0.4817371964454651, 'Z': -0.024817688390612602}, {'X': 0.6321877837181091, 'Y': 0.553528368473053, 'Z': 0.023675061762332916}, {'X': 0.6208305358886719, 'Y': 0.4693995714187622, 'Z': 0.007278320845216513}, {'X': 0.6176129579544067, 'Y': 0.4155336618423462, 'Z': -0.00995198730379343}, {'X': 0.6179438829421997, 'Y': 0.3662751317024231, 'Z': -0.021546969190239906}, {'X': 0.6598363518714905, 'Y': 0.5375123023986816, 'Z': 0.024440640583634377}, {'X': 0.65034019947052, 'Y': 0.4475097060203552, 'Z': 0.016953829675912857}, {'X': 0.6451264023780823, 'Y': 0.38355129957199097, 'Z': -0.0020613304805010557}, {'X': 0.6424659490585327, 'Y': 0.3294837474822998, 'Z': -0.010937953367829323}, {'X': 0.6888852119445801, 'Y': 0.5394184589385986, 'Z': 0.017204537987709045}, {'X': 0.681881308555603, 'Y': 0.4513154923915863, 'Z': 0.008896657265722752}, {'X': 0.6731113195419312, 'Y': 0.39271634817123413, 'Z': -0.01731037348508835}, {'X': 0.6676124930381775, 'Y': 0.33884185552597046, 'Z': -0.031751226633787155}, {'X': 0.7195667028427124, 'Y': 0.55788654088974, 'Z': 0.005799103062599897}, {'X': 0.7133951783180237, 'Y': 0.49140262603759766, 'Z': -0.008622173219919205}, {'X': 0.7039433121681213, 'Y': 0.44355398416519165, 'Z': -0.026231907308101654}, {'X': 0.6936593651771545, 'Y': 0.39956557750701904, 'Z': -0.035111602395772934}]
[{'X': 0.6908952593803406, 'Y': 0.7435827851295471, 'Z': -9.01025123312138e-05}, {'X': 0.6473910808563232, 'Y': 0.7024782299995422, 'Z': -0.02310117520391941}, {'X': 0.6241068243980408, 'Y': 0.616931676864624, 'Z': -0.024641359224915504}, {'X': 0.6404278874397278, 'Y': 0.5366528630256653, 'Z': -0.02485424280166626}, {'X': 0.6604183316230774, 'Y': 0.4774099588394165, 'Z': -0.025232253596186638}, {'X': 0.6316078305244446, 'Y': 0.5635773539543152, 'Z': 0.027094442397356033}, {'X': 0.6190164089202881, 'Y': 0.4831567406654358, 'Z': 0.005799044854938984}, {'X': 0.615707278251648, 'Y': 0.42210474610328674, 'Z': -0.014393877238035202}, {'X': 0.6154873371124268, 'Y': 0.3634788393974304, 'Z': -0.025661034509539604}, {'X': 0.6576519012451172, 'Y': 0.548718273639679, 'Z': 0.028234712779521942}, {'X': 0.6469563841819763, 'Y': 0.46707695722579956, 'Z': 0.016761310398578644}, {'X': 0.6421653032302856, 'Y': 0.40252870321273804, 'Z': 0.0007557783974334598}, {'X': 0.6387600898742676, 'Y': 0.3432970941066742, 'Z': -0.005754163954406977}, {'X': 0.6875563859939575, 'Y': 0.5497026443481445, 'Z': 0.01836961880326271}, {'X': 0.6804673671722412, 'Y': 0.4650430679321289, 'Z': 0.009046150371432304}, {'X': 0.6724706888198853, 'Y': 0.4058903157711029, 'Z': -0.011957581155002117}, {'X': 0.6653231382369995, 'Y': 0.3485943377017975, 'Z': -0.025669267401099205}, {'X': 0.7197678089141846, 'Y': 0.5659010410308838, 'Z': 0.006704306695610285}, {'X': 0.7154873013496399, 'Y': 0.5014681220054626, 'Z': -0.0053597623482346535}, {'X': 0.7057663202285767, 'Y': 0.4498206377029419, 'Z': -0.02337205782532692}, {'X': 0.6949003338813782, 'Y': 0.39812666177749634, 'Z': -0.034907519817352295}]
[{'X': 0.6949735283851624, 'Y': 0.7525942921638489, 'Z': -7.188281597336754e-05}, {'X': 0.6498709917068481, 'Y': 0.7130312323570251, 'Z': -0.020164957270026207}, {'X': 0.6244425177574158, 'Y': 0.6239624619483948, 'Z': -0.019211821258068085}, {'X': 0.6397236585617065, 'Y': 0.5373941659927368, 'Z': -0.018935726955533028}, {'X': 0.6601456999778748, 'Y': 0.4801511764526367, 'Z': -0.01804664544761181}, {'X': 0.6299578547477722, 'Y': 0.5606268048286438, 'Z': 0.039094310253858566}, {'X': 0.6178823709487915, 'Y': 0.4793488383293152, 'Z': 0.024798041209578514}, {'X': 0.6147247552871704, 'Y': 0.4250986576080322, 'Z': 0.010628100484609604}, {'X': 0.6140179634094238, 'Y': 0.3726690709590912, 'Z': 0.0008048610761761665}, {'X': 0.656550943851471, 'Y': 0.5455405712127686, 'Z': 0.037685733288526535}, {'X': 0.64601731300354, 'Y': 0.4593818187713623, 'Z': 0.03304337337613106}, {'X': 0.6404996514320374, 'Y': 0.39899903535842896, 'Z': 0.020028749480843544}, {'X': 0.6367459893226624, 'Y': 0.34644341468811035, 'Z': 0.016037102788686752}, {'X': 0.6854617595672607, 'Y': 0.5466777086257935, 'Z': 0.02576492726802826}, {'X': 0.6780657768249512, 'Y': 0.45853477716445923, 'Z': 0.02069893106818199}, {'X': 0.6701725721359253, 'Y': 0.4030155539512634, 'Z': -0.00012046442134305835}, {'X': 0.6636847257614136, 'Y': 0.3506149351596832, 'Z': -0.0111117884516716}, {'X': 0.7172256708145142, 'Y': 0.5642903447151184, 'Z': 0.010255113244056702}, {'X': 0.7103726863861084, 'Y': 0.4993540048599243, 'Z': -0.0005589041393250227}, {'X': 0.7012040615081787, 'Y': 0.4513757824897766, 'Z': -0.017978237941861153}, {'X': 0.6908029913902283, 'Y': 0.40442487597465515, 'Z': -0.02779999189078808}]
[{'X': 0.693435549736023, 'Y': 0.74683678150177, 'Z': -6.550011312356219e-05}, {'X': 0.6482632756233215, 'Y': 0.7079827785491943, 'Z': -0.020346317440271378}, {'X': 0.6250045895576477, 'Y': 0.6206257939338684, 'Z': -0.017014119774103165}, {'X': 0.6413358449935913, 'Y': 0.5363795757293701, 'Z': -0.014044000767171383}, {'X': 0.6605728268623352, 'Y': 0.4824554920196533, 'Z': -0.00937698595225811}, {'X': 0.630290150642395, 'Y': 0.5608395338058472, 'Z': 0.035040099173784256}, {'X': 0.6184963583946228, 'Y': 0.47898221015930176, 'Z': 0.020170418545603752}, {'X': 0.6151197552680969, 'Y': 0.42460495233535767, 'Z': 0.005155049264431}, {'X': 0.614631712436676, 'Y': 0.373980313539505, 'Z': -0.004150207620114088}, {'X': 0.656569242477417, 'Y': 0.5457664132118225, 'Z': 0.033675096929073334}, {'X': 0.6466600298881531, 'Y': 0.4564818739891052, 'Z': 0.0282981488853693}, {'X': 0.6410836577415466, 'Y': 0.39459937810897827, 'Z': 0.012046956457197666}, {'X': 0.6377502679824829, 'Y': 0.342606782913208, 'Z': 0.006387288216501474}, {'X': 0.6850742697715759, 'Y': 0.5478167533874512, 'Z': 0.02361525036394596}, {'X': 0.6774330139160156, 'Y': 0.45789432525634766, 'Z': 0.01654023863375187}, {'X': 0.6682942509651184, 'Y': 0.4016053080558777, 'Z': -0.00914458092302084}, {'X': 0.6625590324401855, 'Y': 0.3502326011657715, 'Z': -0.02212539315223694}, {'X': 0.715556263923645, 'Y': 0.5660355091094971, 'Z': 0.009996789507567883}, {'X': 0.7084945440292358, 'Y': 0.49967992305755615, 'Z': -0.002954283030703664}, {'X': 0.6987073421478271, 'Y': 0.4513971209526062, 'Z': -0.02071131393313408}, {'X': 0.6889451742172241, 'Y': 0.40606266260147095, 'Z': -0.02935527078807354}]
[{'X': 0.6946998834609985, 'Y': 0.7470822930335999, 'Z': -7.419219036819413e-05}, {'X': 0.6494080424308777, 'Y': 0.7078818678855896, 'Z': -0.02066827192902565}, {'X': 0.624229371547699, 'Y': 0.6209858059883118, 'Z': -0.020423822104930878}, {'X': 0.6379624009132385, 'Y': 0.5355429649353027, 'Z': -0.02122085727751255}, {'X': 0.6551674008369446, 'Y': 0.4783041477203369, 'Z': -0.021615471690893173}, {'X': 0.6308433413505554, 'Y': 0.561896026134491, 'Z': 0.03802333399653435}, {'X': 0.6186269521713257, 'Y': 0.4807770252227783, 'Z': 0.022939510643482208}, {'X': 0.6150712370872498, 'Y': 0.4235527813434601, 'Z': 0.008191823959350586}, {'X': 0.6147779226303101, 'Y': 0.36736810207366943, 'Z': -0.0024412344209849834}, {'X': 0.6577682495117188, 'Y': 0.5467405915260315, 'Z': 0.03752480819821358}, {'X': 0.6465772986412048, 'Y': 0.46145886182785034, 'Z': 0.02894776500761509}, {'X': 0.6417539119720459, 'Y': 0.39994531869888306, 'Z': 0.013732783496379852}, {'X': 0.6385282278060913, 'Y': 0.3443874418735504, 'Z': 0.007182011380791664}, {'X': 0.6863091588020325, 'Y': 0.547496497631073, 'Z': 0.02620561607182026}, {'X': 0.6778749227523804, 'Y': 0.4593987762928009, 'Z': 0.017825504764914513}, {'X': 0.670680820941925, 'Y': 0.40304747223854065, 'Z': -0.003860307391732931}, {'X': 0.6644863486289978, 'Y': 0.34739959239959717, 'Z': -0.01602501980960369}, {'X': 0.7179190516471863, 'Y': 0.5633025169372559, 'Z': 0.011921053752303123}, {'X': 0.710220992565155, 'Y': 0.49853530526161194, 'Z': -0.0010861213086172938}, {'X': 0.7011904716491699, 'Y': 0.453305721282959, 'Z': -0.01918141357600689}, {'X': 0.6908332705497742, 'Y': 0.40656930208206177, 'Z': -0.029868751764297485}]
