[{'X': 0.761081874370575, 'Y': 0.6908301711082458, 'Z': -5.3571475291391835e-05}, {'X': 0.7028352618217468, 'Y': 0.6688175201416016, 'Z': -0.025604231283068657}, {'X': 0.6597769260406494, 'Y': 0.5764659643173218, 'Z': -0.03315267711877823}, {'X': 0.6393494009971619, 'Y': 0.48426780104637146, 'Z': -0.04409737139940262}, {'X': 0.6103436946868896, 'Y': 0.42626458406448364, 'Z': -0.05768242105841637}, {'X': 0.6765052080154419, 'Y': 0.4591559171676636, 'Z': 0.016348518431186676}, {'X': 0.6509120464324951, 'Y': 0.36785876750946045, 'Z': 0.009185933507978916}, {'X': 0.6377543807029724, 'Y': 0.3116123676300049, 'Z': -0.0024515839759260416}, {'X': 0.6276013851165771, 'Y': 0.2571372389793396, 'Z': -0.013725781813263893}, {'X': 0.7122582793235779, 'Y': 0.43372565507888794, 'Z': 0.015225125476717949}, {'X': 0.6941973567008972, 'Y': 0.33147692680358887, 'Z': 0.014972523786127567}, {'X': 0.6821462512016296, 'Y': 0.26905494928359985, 'Z': -0.008285071700811386}, {'X': 0.6746359467506409, 'Y': 0.2155921459197998, 'Z': -0.0269214678555727}, {'X': 0.7489938139915466, 'Y': 0.42962971329689026, 'Z': 0.008377195335924625}, {'X': 0.73492032289505, 'Y': 0.3286323547363281, 'Z': 0.0035759529564529657}, {'X': 0.7215881943702698, 'Y': 0.26674187183380127, 'Z': -0.02005475014448166}, {'X': 0.7106998562812805, 'Y': 0.21395975351333618, 'Z': -0.037708185613155365}, {'X': 0.7885687351226807, 'Y': 0.4447312355041504, 'Z': -0.0002816137275658548}, {'X': 0.7833830714225769, 'Y': 0.3631671071052551, 'Z': -0.012504816986620426}, {'X': 0.7770959734916687, 'Y': 0.3113410472869873, 'Z': -0.026392316445708275}, {'X': 0.7701464295387268, 'Y': 0.26289886236190796, 'Z': -0.03813537210226059}]
[{'X': 0.7596275806427002, 'Y': 0.6909750699996948, 'Z': -5.323627556208521e-05}, {'X': 0.7014427781105042, 'Y': 0.6677161455154419, 'Z': -0.026328662410378456}, {'X': 0.6588316559791565, 'Y': 0.5758383274078369, 'Z': -0.034051887691020966}, {'X': 0.6406406760215759, 'Y': 0.4846622049808502, 'Z': -0.04303615912795067}, {'X': 0.6155906915664673, 'Y': 0.4246577322483063, 'Z': -0.05444671958684921}, {'X': 0.6775875687599182, 'Y': 0.45863088965415955, 'Z': 0.010736661031842232}, {'X': 0.6524375677108765, 'Y': 0.3677309453487396, 'Z': 0.001853498979471624}, {'X': 0.6406739354133606, 'Y': 0.31070441007614136, 'Z': -0.01125320140272379}, {'X': 0.633051872253418, 'Y': 0.2539733052253723, 'Z': -0.023798488080501556}, {'X': 0.7132269144058228, 'Y': 0.43316346406936646, 'Z': 0.010154347866773605}, {'X': 0.6951043009757996, 'Y': 0.3298335075378418, 'Z': 0.010994533076882362}, {'X': 0.6837522983551025, 'Y': 0.2660868167877197, 'Z': -0.008628003299236298}, {'X': 0.6770445704460144, 'Y': 0.20924434065818787, 'Z': -0.025111382827162743}, {'X': 0.750307559967041, 'Y': 0.4294125735759735, 'Z': 0.0038086455315351486}, {'X': 0.7363155484199524, 'Y': 0.3273332715034485, 'Z': 0.0005542096914723516}, {'X': 0.7231245040893555, 'Y': 0.26467761397361755, 'Z': -0.019831683486700058}, {'X': 0.7127294540405273, 'Y': 0.211156964302063, 'Z': -0.03585450351238251}, {'X': 0.7906554937362671, 'Y': 0.4454886317253113, 'Z': -0.00478360615670681}, {'X': 0.7851170301437378, 'Y': 0.3631785809993744, 'Z': -0.015618331730365753}, {'X': 0.7779082655906677, 'Y': 0.3109455704689026, 'Z': -0.028832318261265755}, {'X': 0.7704535126686096, 'Y': 0.26237988471984863, 'Z': -0.040724024176597595}]
[{'X': 0.7607924938201904, 'Y': 0.6900172829627991, 'Z': -6.151175330160186e-05}, {'X': 0.7019387483596802, 'Y': 0.6665704250335693, 'Z': -0.027904244139790535}, {'X': 0.6592642068862915, 'Y': 0.575370728969574, 'Z': -0.037208374589681625}, {'X': 0.6406986117362976, 'Y': 0.4838721752166748, 'Z': -0.047846194356679916}, {'X': 0.6160553097724915, 'Y': 0.42259103059768677, 'Z': -0.06076255813241005}, {'X': 0.6778168082237244, 'Y': 0.4574654698371887, 'Z': 0.010215999558568}, {'X': 0.6525461673736572, 'Y': 0.36573532223701477, 'Z': 0.0010813779663294554}, {'X': 0.640603244304657, 'Y': 0.3084633946418762, 'Z': -0.012364238500595093}, {'X': 0.6329360604286194, 'Y': 0.2522006332874298, 'Z': -0.02488214522600174}, {'X': 0.7138814330101013, 'Y': 0.4322555959224701, 'Z': 0.010314932093024254}, {'X': 0.6959056854248047, 'Y': 0.3284246623516083, 'Z': 0.010546954348683357}, {'X': 0.6848903894424438, 'Y': 0.26458996534347534, 'Z': -0.009860076941549778}, {'X': 0.6786639094352722, 'Y': 0.2080042064189911, 'Z': -0.026983415707945824}, {'X': 0.7511206865310669, 'Y': 0.4288877546787262, 'Z': 0.004648595117032528}, {'X': 0.7374922633171082, 'Y': 0.32669520378112793, 'Z': 0.0012559479800984263}, {'X': 0.7245198488235474, 'Y': 0.263841450214386, 'Z': -0.01999567821621895}, {'X': 0.7144338488578796, 'Y': 0.21046295762062073, 'Z': -0.03654365614056587}, {'X': 0.791398286819458, 'Y': 0.44521963596343994, 'Z': -0.0034435379784554243}, {'X': 0.7862308621406555, 'Y': 0.36251571774482727, 'Z': -0.014135711826384068}, {'X': 0.7789241671562195, 'Y': 0.31011468172073364, 'Z': -0.02750198170542717}, {'X': 0.771353006362915, 'Y': 0.2617795169353485, 'Z': -0.03961421176791191}]
[{'X': 0.7635214328765869, 'Y': 0.692103922367096, 'Z': -4.470416024560109e-05}, {'X': 0.7042765617370605, 'Y': 0.6669660806655884, 'Z': -0.03125874325633049}, {'X': 0.6597256064414978, 'Y': 0.5763121843338013, 'Z': -0.037988994270563126}, {'X': 0.6394785642623901, 'Y': 0.48434507846832275, 'Z': -0.045407041907310486}, {'X': 0.6170989871025085, 'Y': 0.42128872871398926, 'Z': -0.05407238006591797}, {'X': 0.6791503429412842, 'Y': 0.45828962326049805, 'Z': 0.009134789928793907}, {'X': 0.653330385684967, 'Y': 0.3666601777076721, 'Z': 0.0033764727413654327}, {'X': 0.6410042643547058, 'Y': 0.30876320600509644, 'Z': -0.008011355064809322}, {'X': 0.6335629224777222, 'Y': 0.2531169056892395, 'Z': -0.019071705639362335}, {'X': 0.7149236798286438, 'Y': 0.4326891303062439, 'Z': 0.012927906587719917}, {'X': 0.6978791356086731, 'Y': 0.3274942636489868, 'Z': 0.01787148043513298}, {'X': 0.6880578994750977, 'Y': 0.265081524848938, 'Z': 0.0003208486014045775}, {'X': 0.6828889846801758, 'Y': 0.2112428843975067, 'Z': -0.014715839177370071}, {'X': 0.7521048188209534, 'Y': 0.42941606044769287, 'Z': 0.010264297015964985}, {'X': 0.7402938008308411, 'Y': 0.3269088864326477, 'Z': 0.011175276711583138}, {'X': 0.7279658317565918, 'Y': 0.2653665244579315, 'Z': -0.008746562525629997}, {'X': 0.7186972498893738, 'Y': 0.21530231833457947, 'Z': -0.025026075541973114}, {'X': 0.7920815944671631, 'Y': 0.4460524916648865, 'Z': 0.005586886312812567}, {'X': 0.7879119515419006, 'Y': 0.36646831035614014, 'Z': -0.003257923759520054}, {'X': 0.7809255719184875, 'Y': 0.31489846110343933, 'Z': -0.016361452639102936}, {'X': 0.7733680009841919, 'Y': 0.2688286006450653, 'Z': -0.027993639931082726}]
[{'X': 0.7601451873779297, 'Y': 0.6980997920036316, 'Z': -4.426736632012762e-05}, {'X': 0.7040749788284302, 'Y': 0.670203447341919, 'Z': -0.03415052220225334}, {'X': 0.6591981053352356, 'Y': 0.5769978761672974, 'Z': -0.04051237180829048}, {'X': 0.6393623352050781, 'Y': 0.4868425726890564, 'Z': -0.047749292105436325}, {'X': 0.6163501143455505, 'Y': 0.4247221350669861, 'Z': -0.05462532490491867}, {'X': 0.6786397099494934, 'Y': 0.45752429962158203, 'Z': -0.0005786543479189277}, {'X': 0.6540745496749878, 'Y': 0.36088573932647705, 'Z': -0.011105095036327839}, {'X': 0.642461895942688, 'Y': 0.30040132999420166, 'Z': -0.024450430646538734}, {'X': 0.6352257132530212, 'Y': 0.24353311955928802, 'Z': -0.03754644840955734}, {'X': 0.7145892381668091, 'Y': 0.4346868395805359, 'Z': 0.0029495800845324993}, {'X': 0.697464644908905, 'Y': 0.3278939723968506, 'Z': -0.00018687012197915465}, {'X': 0.687744677066803, 'Y': 0.26361435651779175, 'Z': -0.022136695683002472}, {'X': 0.6813398003578186, 'Y': 0.20753178000450134, 'Z': -0.03899148851633072}, {'X': 0.7512539625167847, 'Y': 0.4342975914478302, 'Z': -0.000587745220400393}, {'X': 0.7419174909591675, 'Y': 0.3321129381656647, 'Z': -0.006448809057474136}, {'X': 0.730390191078186, 'Y': 0.2655625343322754, 'Z': -0.03499342128634453}, {'X': 0.719658374786377, 'Y': 0.21080750226974487, 'Z': -0.05621534585952759}, {'X': 0.7901156544685364, 'Y': 0.4552002549171448, 'Z': -0.005766752641648054}, {'X': 0.7888845801353455, 'Y': 0.3795807361602783, 'Z': -0.02173156850039959}, {'X': 0.781832754611969, 'Y': 0.3322606384754181, 'Z': -0.04292982444167137}, {'X': 0.7712055444717407, 'Y': 0.29420626163482666, 'Z': -0.058454662561416626}]
[{'X': 0.7576916217803955, 'Y': 0.698974609375, 'Z': -5.480137770064175e-05}, {'X': 0.7008543610572815, 'Y': 0.6685537695884705, 'Z': -0.0299365371465683}, {'X': 0.6551946997642517, 'Y': 0.5755163431167603, 'Z': -0.03073141537606716}, {'X': 0.6356942653656006, 'Y': 0.4860804080963135, 'Z': -0.03655336797237396}, {'X': 0.6133895516395569, 'Y': 0.424465149641037, 'Z': -0.043047670274972916}, {'X': 0.6774584650993347, 'Y': 0.4573054313659668, 'Z': 0.020845536142587662}, {'X': 0.6501960158348083, 'Y': 0.36585626006126404, 'Z': 0.01479087583720684}, {'X': 0.6385108828544617, 'Y': 0.30340903997421265, 'Z': 0.0022855012211948633}, {'X': 0.6306427717208862, 'Y': 0.253609299659729, 'Z': -0.01110945362597704}, {'X': 0.7132748365402222, 'Y': 0.43445736169815063, 'Z': 0.020893923938274384}, {'X': 0.6967960596084595, 'Y': 0.33496230840682983, 'Z': 0.014329768717288971}, {'X': 0.6856078505516052, 'Y': 0.2724362015724182, 'Z': -0.013810893520712852}, {'X': 0.6778260469436646, 'Y': 0.24339838325977325, 'Z': -0.03488577529788017}, {'X': 0.7487161755561829, 'Y': 0.434200257062912, 'Z': 0.011632818728685379}, {'X': 0.7427071332931519, 'Y': 0.33515918254852295, 'Z': -0.004065473563969135}, {'X': 0.7279733419418335, 'Y': 0.29617393016815186, 'Z': -0.046064525842666626}, {'X': 0.7142633199691772, 'Y': 0.29090017080307007, 'Z': -0.07395751029253006}, {'X': 0.7858349084854126, 'Y': 0.4514032006263733, 'Z': 0.001090246019884944}, {'X': 0.7838791012763977, 'Y': 0.3739136755466461, 'Z': -0.03453057259321213}, {'X': 0.7725546956062317, 'Y': 0.35329940915107727, 'Z': -0.07672037184238434}, {'X': 0.7594997882843018, 'Y': 0.3621428906917572, 'Z': -0.10503824800252914}]
[{'X': 0.7599103450775146, 'Y': 0.6946629285812378, 'Z': -7.458766049239784e-05}, {'X': 0.7012315392494202, 'Y': 0.6674917936325073, 'Z': -0.02868598699569702}, {'X': 0.6541703939437866, 'Y': 0.5734871625900269, 'Z': -0.027570456266403198}, {'X': 0.6307177543640137, 'Y': 0.4813675284385681, 'Z': -0.031168868765234947}, {'X': 0.6104775667190552, 'Y': 0.42571285367012024, 'Z': -0.035847295075654984}, {'X': 0.6726240515708923, 'Y': 0.4539007842540741, 'Z': 0.041441790759563446}, {'X': 0.645337700843811, 'Y': 0.3653649687767029, 'Z': 0.04041729494929314}, {'X': 0.6332976818084717, 'Y': 0.30441659688949585, 'Z': 0.027215301990509033}, {'X': 0.6254599690437317, 'Y': 0.2578490376472473, 'Z': 0.014830582775175571}, {'X': 0.7076126337051392, 'Y': 0.42970380187034607, 'Z': 0.040419235825538635}, {'X': 0.6918233036994934, 'Y': 0.3298368453979492, 'Z': 0.03389766439795494}, {'X': 0.6790888905525208, 'Y': 0.2712561786174774, 'Z': 0.0056321159936487675}, {'X': 0.6717404127120972, 'Y': 0.24792711436748505, 'Z': -0.014067970216274261}, {'X': 0.7429527044296265, 'Y': 0.42866164445877075, 'Z': 0.027833828702569008}, {'X': 0.7352337837219238, 'Y': 0.3245387673377991, 'Z': -0.000665821717120707}, {'X': 0.7258487939834595, 'Y': 0.318922221660614, 'Z': -0.05266141518950462}, {'X': 0.7182103991508484, 'Y': 0.3413458466529846, 'Z': -0.07900093495845795}, {'X': 0.780297577381134, 'Y': 0.4425428509712219, 'Z': 0.01589963026344776}, {'X': 0.7750774621963501, 'Y': 0.369748055934906, 'Z': -0.03263113275170326}, {'X': 0.7655515074729919, 'Y': 0.38002434372901917, 'Z': -0.08215808868408203}, {'X': 0.7564104199409485, 'Y': 0.41020289063453674, 'Z': -0.11369386315345764}]
[{'X': 0.7543532848358154, 'Y': 0.7088462710380554, 'Z': -7.044326048344374e-05}, {'X': 0.6964342594146729, 'Y': 0.6672884821891785, 'Z': -0.013059666380286217}, {'X': 0.6543715596199036, 'Y': 0.5659323930740356, 'Z': -0.003642910160124302}, {'X': 0.632469892501831, 'Y': 0.47780701518058777, 'Z': -0.0025122773367911577}, {'X': 0.6093518733978271, 'Y': 0.41948163509368896, 'Z': -0.0036273833829909563}, {'X': 0.6701722741127014, 'Y': 0.4545822739601135, 'Z': 0.05874907597899437}, {'X': 0.648691713809967, 'Y': 0.36808162927627563, 'Z': 0.056661587208509445}, {'X': 0.637686014175415, 'Y': 0.30715179443359375, 'Z': 0.04194650799036026}, {'X': 0.6312843561172485, 'Y': 0.2631150484085083, 'Z': 0.026803644374012947}, {'X': 0.7052848935127258, 'Y': 0.43665581941604614, 'Z': 0.051265474408864975}, {'X': 0.697128176689148, 'Y': 0.3339436650276184, 'Z': 0.03408907353878021}, {'X': 0.687251627445221, 'Y': 0.29890263080596924, 'Z': -0.004713499918580055}, {'X': 0.6820333003997803, 'Y': 0.30521026253700256, 'Z': -0.026956351473927498}, {'X': 0.7405263185501099, 'Y': 0.4368242025375366, 'Z': 0.03327153995633125}, {'X': 0.7408271431922913, 'Y': 0.33120250701904297, 'Z': 0.0016270939959213138}, {'X': 0.7309820652008057, 'Y': 0.3459206223487854, 'Z': -0.04624253138899803}, {'X': 0.7231443524360657, 'Y': 0.39067330956459045, 'Z': -0.06781105697154999}, {'X': 0.7776740789413452, 'Y': 0.4524586796760559, 'Z': 0.017132025212049484}, {'X': 0.7768132090568542, 'Y': 0.3725658059120178, 'Z': -0.025272442027926445}, {'X': 0.7617191672325134, 'Y': 0.38897889852523804, 'Z': -0.06791074573993683}, {'X': 0.7478812336921692, 'Y': 0.4305352568626404, 'Z': -0.09332599490880966}]
[{'X': 0.7514861822128296, 'Y': 0.6976221799850464, 'Z': -6.289035809459165e-05}, {'X': 0.6948480010032654, 'Y': 0.6661146879196167, 'Z': -0.016529813408851624}, {'X': 0.6549190282821655, 'Y': 0.5638906955718994, 'Z': -0.009269735775887966}, {'X': 0.6351035833358765, 'Y': 0.47609743475914, 'Z': -0.007659870199859142}, {'X': 0.6133648157119751, 'Y': 0.4176684319972992, 'Z': -0.008260914124548435}, {'X': 0.6714696288108826, 'Y': 0.45552802085876465, 'Z': 0.036067258566617966}, {'X': 0.6513471007347107, 'Y': 0.3677895665168762, 'Z': 0.024941857904195786}, {'X': 0.6381725072860718, 'Y': 0.3098435699939728, 'Z': 0.006257698405534029}, {'X': 0.6324032545089722, 'Y': 0.2698420584201813, 'Z': -0.011844662949442863}, {'X': 0.706806480884552, 'Y': 0.44031140208244324, 'Z': 0.028492186218500137}, {'X': 0.7000625133514404, 'Y': 0.3354111909866333, 'Z': -0.0034016575664281845}, {'X': 0.6881709694862366, 'Y': 0.322460412979126, 'Z': -0.043961841613054276}, {'X': 0.6854627132415771, 'Y': 0.34692054986953735, 'Z': -0.06693337857723236}, {'X': 0.7419981956481934, 'Y': 0.44324055314064026, 'Z': 0.011906811967492104}, {'X': 0.7407003045082092, 'Y': 0.3342663645744324, 'Z': -0.031681422144174576}, {'X': 0.7266459465026855, 'Y': 0.37491655349731445, 'Z': -0.07236860692501068}, {'X': 0.7187334299087524, 'Y': 0.43747109174728394, 'Z': -0.08555258810520172}, {'X': 0.7786199450492859, 'Y': 0.4644583761692047, 'Z': -0.0036740791983902454}, {'X': 0.7770684957504272, 'Y': 0.3916952610015869, 'Z': -0.052336372435092926}, {'X': 0.7609941959381104, 'Y': 0.4260757863521576, 'Z': -0.08730805665254593}, {'X': 0.7480387687683105, 'Y': 0.47509652376174927, 'Z': -0.10479320585727692}]
[{'X': 0.7501149773597717, 'Y': 0.7190970778465271, 'Z': -4.164198617218062e-05}, {'X': 0.6920163035392761, 'Y': 0.6694397926330566, 'Z': -0.004042695742100477}, {'X': 0.6538565754890442, 'Y': 0.5583505630493164, 'Z': -3.68915316357743e-05}, {'X': 0.6351162195205688, 'Y': 0.47359225153923035, 'Z': -0.0033974330872297287}, {'X': 0.6117856502532959, 'Y': 0.41740983724594116, 'Z': -0.008554724045097828}, {'X': 0.6703040599822998, 'Y': 0.453896701335907, 'Z': 0.03648056462407112}, {'X': 0.6493094563484192, 'Y': 0.36520135402679443, 'Z': 0.01619601435959339}, {'X': 0.6382805109024048, 'Y': 0.3083497881889343, 'Z': -0.011314424686133862}, {'X': 0.6367782950401306, 'Y': 0.2714899182319641, 'Z': -0.034638915210962296}, {'X': 0.702427089214325, 'Y': 0.4431566596031189, 'Z': 0.021073028445243835}, {'X': 0.689186155796051, 'Y': 0.33080148696899414, 'Z': -0.015433385968208313}, {'X': 0.6764040589332581, 'Y': 0.3413834571838379, 'Z': -0.053235381841659546}, {'X': 0.6755871772766113, 'Y': 0.38478031754493713, 'Z': -0.07297636568546295}, {'X': 0.7362024784088135, 'Y': 0.45214173197746277, 'Z': -0.0015130674000829458}, {'X': 0.7303394079208374, 'Y': 0.34130609035491943, 'Z': -0.042574234306812286}, {'X': 0.7174328565597534, 'Y': 0.3939392864704132, 'Z': -0.07563786953687668}, {'X': 0.7133936285972595, 'Y': 0.45713773369789124, 'Z': -0.08692783862352371}, {'X': 0.7725159525871277, 'Y': 0.4804932177066803, 'Z': -0.02137884683907032}, {'X': 0.7629565000534058, 'Y': 0.41455936431884766, 'Z': -0.0655287653207779}, {'X': 0.7513183951377869, 'Y': 0.4593537747859955, 'Z': -0.09440337121486664}, {'X': 0.7464404702186584, 'Y': 0.5084885954856873, 'Z': -0.11112368106842041}]
[{'X': 0.7527504563331604, 'Y': 0.7062633633613586, 'Z': -5.685673750122078e-05}, {'X': 0.6975077390670776, 'Y': 0.670998752117157, 'Z': -0.005518981721252203}, {'X': 0.6573598384857178, 'Y': 0.5615306496620178, 'Z': -0.0011830296134576201}, {'X': 0.6390762329101562, 'Y': 0.47324901819229126, 'Z': -0.002915190067142248}, {'X': 0.615687370300293, 'Y': 0.41890808939933777, 'Z': -0.007969004102051258}, {'X': 0.6715666651725769, 'Y': 0.4644777178764343, 'Z': 0.027511317282915115}, {'X': 0.6509681940078735, 'Y': 0.37212371826171875, 'Z': 0.013760936446487904}, {'X': 0.6408116817474365, 'Y': 0.31354522705078125, 'Z': -0.0043322076089680195}, {'X': 0.6366063952445984, 'Y': 0.2731804847717285, 'Z': -0.020013652741909027}, {'X': 0.704504668712616, 'Y': 0.453903466463089, 'Z': 0.013445764780044556}, {'X': 0.6917523741722107, 'Y': 0.34106695652008057, 'Z': -0.01828037202358246}, {'X': 0.6815474033355713, 'Y': 0.33965903520584106, 'Z': -0.05368246138095856}, {'X': 0.6813758015632629, 'Y': 0.3741331994533539, 'Z': -0.0721115693449974}, {'X': 0.7389895915985107, 'Y': 0.4662553071975708, 'Z': -0.0056299506686627865}, {'X': 0.7318142652511597, 'Y': 0.3543442487716675, 'Z': -0.04844844341278076}, {'X': 0.7209621071815491, 'Y': 0.3932679295539856, 'Z': -0.08594334125518799}, {'X': 0.7173382043838501, 'Y': 0.44733601808547974, 'Z': -0.10044456273317337}, {'X': 0.77459317445755, 'Y': 0.4977724254131317, 'Z': -0.021518617868423462}, {'X': 0.7646426558494568, 'Y': 0.4474734365940094, 'Z': -0.07048201560974121}, {'X': 0.7538495063781738, 'Y': 0.49775800108909607, 'Z': -0.10175690799951553}, {'X': 0.7479339241981506, 'Y': 0.5497615337371826, 'Z': -0.1189902126789093}]
