[{'X': 0.8258438110351562, 'Y': 0.7865539789199829, 'Z': -7.208249735413119e-05}, {'X': 0.7624282240867615, 'Y': 0.7564172744750977, 'Z': -0.0104705560952425}, {'X': 0.7126331925392151, 'Y': 0.6639437079429626, 'Z': -0.0129377581179142}, {'X': 0.68569016456604, 'Y': 0.5753272771835327, 'Z': -0.021070105955004692}, {'X': 0.6517054438591003, 'Y': 0.5161378383636475, 'Z': -0.03236750513315201}, {'X': 0.7378156185150146, 'Y': 0.5358510613441467, 'Z': 0.032583966851234436}, {'X': 0.7189282178878784, 'Y': 0.4331566095352173, 'Z': 0.02360432781279087}, {'X': 0.7120593786239624, 'Y': 0.36977696418762207, 'Z': 0.009324169717729092}, {'X': 0.7077690958976746, 'Y': 0.30831101536750793, 'Z': -0.0013871478149667382}, {'X': 0.7737988829612732, 'Y': 0.514667272567749, 'Z': 0.02567562274634838}, {'X': 0.7563999891281128, 'Y': 0.39825955033302307, 'Z': 0.026942230761051178}, {'X': 0.7477483749389648, 'Y': 0.32597845792770386, 'Z': 0.007162425667047501}, {'X': 0.7411664128303528, 'Y': 0.26084041595458984, 'Z': -0.007990965619683266}, {'X': 0.8123106956481934, 'Y': 0.5143341422080994, 'Z': 0.01351846568286419}, {'X': 0.7976329922676086, 'Y': 0.40224355459213257, 'Z': 0.012279771268367767}, {'X': 0.7872265577316284, 'Y': 0.3365389108657837, 'Z': -0.0034375686664134264}, {'X': 0.7792420983314514, 'Y': 0.27801236510276794, 'Z': -0.014158667996525764}, {'X': 0.854075014591217, 'Y': 0.5319601893424988, 'Z': -0.0005368140409700572}, {'X': 0.8414228558540344, 'Y': 0.4432907700538635, 'Z': -0.009014519862830639}, {'X': 0.8308328986167908, 'Y': 0.39035534858703613, 'Z': -0.02246030792593956}, {'X': 0.8195315599441528, 'Y': 0.3385319113731384, 'Z': -0.030933070927858353}]
[{'X': 0.8253061771392822, 'Y': 0.7810964584350586, 'Z': -8.076991798589006e-05}, {'X': 0.7624987363815308, 'Y': 0.7583619356155396, 'Z': -0.014257028698921204}, {'X': 0.7128963470458984, 'Y': 0.6667691469192505, 'Z': -0.01754368655383587}, {'X': 0.6855946779251099, 'Y': 0.5783640742301941, 'Z': -0.02558010444045067}, {'X': 0.6527305841445923, 'Y': 0.5179309844970703, 'Z': -0.036880020052194595}, {'X': 0.7388648390769958, 'Y': 0.5331653952598572, 'Z': 0.0299637783318758}, {'X': 0.7203191518783569, 'Y': 0.43079695105552673, 'Z': 0.02069307118654251}, {'X': 0.7126954197883606, 'Y': 0.36877474188804626, 'Z': 0.0055923424661159515}, {'X': 0.7077628970146179, 'Y': 0.3080396354198456, 'Z': -0.00589535990729928}, {'X': 0.7742587924003601, 'Y': 0.5117272138595581, 'Z': 0.024312438443303108}, {'X': 0.7583176493644714, 'Y': 0.3969801068305969, 'Z': 0.025620190426707268}, {'X': 0.749650776386261, 'Y': 0.3256342113018036, 'Z': 0.004893388599157333}, {'X': 0.7427338361740112, 'Y': 0.260067880153656, 'Z': -0.010679363273084164}, {'X': 0.8126773834228516, 'Y': 0.5121614336967468, 'Z': 0.013125690631568432}, {'X': 0.8001255393028259, 'Y': 0.4030954837799072, 'Z': 0.012098281644284725}, {'X': 0.7908629179000854, 'Y': 0.33731168508529663, 'Z': -0.006677083671092987}, {'X': 0.7836254239082336, 'Y': 0.2778077721595764, 'Z': -0.01990729570388794}, {'X': 0.8538475632667542, 'Y': 0.5315155982971191, 'Z': -0.0006324932328425348}, {'X': 0.8436117768287659, 'Y': 0.44425344467163086, 'Z': -0.009566865861415863}, {'X': 0.8343079090118408, 'Y': 0.39020219445228577, 'Z': -0.026317810639739037}, {'X': 0.8232643008232117, 'Y': 0.3381308913230896, 'Z': -0.037088312208652496}]
[{'X': 0.8253408670425415, 'Y': 0.7838834524154663, 'Z': -7.370505045400932e-05}, {'X': 0.7615984082221985, 'Y': 0.7597115635871887, 'Z': -0.013477824628353119}, {'X': 0.7113610506057739, 'Y': 0.6679784059524536, 'Z': -0.014850622043013573}, {'X': 0.6839120388031006, 'Y': 0.5787805914878845, 'Z': -0.02072082832455635}, {'X': 0.6522245407104492, 'Y': 0.519246518611908, 'Z': -0.029424887150526047}, {'X': 0.7380967736244202, 'Y': 0.5354154109954834, 'Z': 0.032110393047332764}, {'X': 0.7188680768013, 'Y': 0.43186935782432556, 'Z': 0.02350621111690998}, {'X': 0.711329996585846, 'Y': 0.36821797490119934, 'Z': 0.009237338788807392}, {'X': 0.7065474987030029, 'Y': 0.3061273694038391, 'Z': -0.0023433926980942488}, {'X': 0.7739192843437195, 'Y': 0.5130565762519836, 'Z': 0.027020951732993126}, {'X': 0.7572138905525208, 'Y': 0.3975101411342621, 'Z': 0.02990022301673889}, {'X': 0.7484467625617981, 'Y': 0.3254815340042114, 'Z': 0.010521551594138145}, {'X': 0.7416800856590271, 'Y': 0.2596324384212494, 'Z': -0.005227518267929554}, {'X': 0.8125814199447632, 'Y': 0.5127454400062561, 'Z': 0.016784852370619774}, {'X': 0.7993878126144409, 'Y': 0.40179651975631714, 'Z': 0.016801534220576286}, {'X': 0.7891499400138855, 'Y': 0.33497440814971924, 'Z': -0.0007716363179497421}, {'X': 0.7811387777328491, 'Y': 0.27540475130081177, 'Z': -0.013642108999192715}, {'X': 0.8539021015167236, 'Y': 0.5314609408378601, 'Z': 0.004102542996406555}, {'X': 0.8435482978820801, 'Y': 0.44402262568473816, 'Z': -0.003420353401452303}, {'X': 0.8339802026748657, 'Y': 0.39021676778793335, 'Z': -0.017560623586177826}, {'X': 0.8227927684783936, 'Y': 0.3383917808532715, 'Z': -0.02726932242512703}]
[{'X': 0.8273668885231018, 'Y': 0.7878929376602173, 'Z': -6.46428597974591e-05}, {'X': 0.7627193927764893, 'Y': 0.760420560836792, 'Z': -0.011676407419145107}, {'X': 0.7117405533790588, 'Y': 0.6710888147354126, 'Z': -0.012899203225970268}, {'X': 0.6839073300361633, 'Y': 0.5828183889389038, 'Z': -0.019412631168961525}, {'X': 0.650743842124939, 'Y': 0.5240368843078613, 'Z': -0.02878548949956894}, {'X': 0.7360787987709045, 'Y': 0.5406656265258789, 'Z': 0.03336657956242561}, {'X': 0.7152197360992432, 'Y': 0.43732666969299316, 'Z': 0.02533862367272377}, {'X': 0.7067652940750122, 'Y': 0.3743444085121155, 'Z': 0.011865227483212948}, {'X': 0.7006968855857849, 'Y': 0.31303444504737854, 'Z': 0.0014715833822265267}, {'X': 0.7725778818130493, 'Y': 0.5176689624786377, 'Z': 0.026871103793382645}, {'X': 0.7549055218696594, 'Y': 0.4001559913158417, 'Z': 0.03019917756319046}, {'X': 0.746137797832489, 'Y': 0.32816940546035767, 'Z': 0.010830618441104889}, {'X': 0.7393216490745544, 'Y': 0.2620885670185089, 'Z': -0.004885595757514238}, {'X': 0.8117470145225525, 'Y': 0.5160130858421326, 'Z': 0.01500543300062418}, {'X': 0.797512412071228, 'Y': 0.403619647026062, 'Z': 0.01528297271579504}, {'X': 0.787235677242279, 'Y': 0.33654624223709106, 'Z': -0.0011025937274098396}, {'X': 0.7793111205101013, 'Y': 0.276844322681427, 'Z': -0.013211528770625591}, {'X': 0.8538956642150879, 'Y': 0.532360315322876, 'Z': 0.0011313833529129624}, {'X': 0.8422123193740845, 'Y': 0.4439372420310974, 'Z': -0.006903640925884247}, {'X': 0.8320488929748535, 'Y': 0.3902333378791809, 'Z': -0.020616551861166954}, {'X': 0.8208168745040894, 'Y': 0.3393694758415222, 'Z': -0.029992513358592987}]
[{'X': 0.826895534992218, 'Y': 0.7689002156257629, 'Z': -5.5241001973627135e-05}, {'X': 0.7642213106155396, 'Y': 0.749904453754425, 'Z': -0.01745017059147358}, {'X': 0.7145563364028931, 'Y': 0.6630842685699463, 'Z': -0.020155219361186028}, {'X': 0.6874063014984131, 'Y': 0.5755472183227539, 'Z': -0.02774852141737938}, {'X': 0.6555582284927368, 'Y': 0.5136130452156067, 'Z': -0.03740525245666504}, {'X': 0.7369989156723022, 'Y': 0.5429456233978271, 'Z': 0.027167899534106255}, {'X': 0.7160756587982178, 'Y': 0.4385879635810852, 'Z': 0.012698793783783913}, {'X': 0.7064964771270752, 'Y': 0.3734012842178345, 'Z': -0.006056650076061487}, {'X': 0.6993617415428162, 'Y': 0.31063541769981384, 'Z': -0.020578330382704735}, {'X': 0.7736940383911133, 'Y': 0.5192250609397888, 'Z': 0.02146235853433609}, {'X': 0.7557049989700317, 'Y': 0.404599130153656, 'Z': 0.014379596337676048}, {'X': 0.7453519105911255, 'Y': 0.3328395187854767, 'Z': -0.013584280386567116}, {'X': 0.73691326379776, 'Y': 0.2659744918346405, 'Z': -0.034384243190288544}, {'X': 0.8132656812667847, 'Y': 0.5171135663986206, 'Z': 0.010520191863179207}, {'X': 0.798490047454834, 'Y': 0.4077272415161133, 'Z': 0.002150659216567874}, {'X': 0.7870191335678101, 'Y': 0.3429145812988281, 'Z': -0.02089349366724491}, {'X': 0.777829647064209, 'Y': 0.2840975224971771, 'Z': -0.03732765093445778}, {'X': 0.855751097202301, 'Y': 0.5331737995147705, 'Z': -0.003356165485456586}, {'X': 0.8459824323654175, 'Y': 0.44585782289505005, 'Z': -0.016293412074446678}, {'X': 0.8355849385261536, 'Y': 0.3893483281135559, 'Z': -0.03374146297574043}, {'X': 0.8239130973815918, 'Y': 0.3344900608062744, 'Z': -0.04611469805240631}]
[{'X': 0.8333570957183838, 'Y': 0.7703527808189392, 'Z': -5.6638782552909106e-05}, {'X': 0.7709181904792786, 'Y': 0.7491601705551147, 'Z': -0.01982305198907852}, {'X': 0.7193146347999573, 'Y': 0.6637638807296753, 'Z': -0.024382777512073517}, {'X': 0.6897342205047607, 'Y': 0.5767909288406372, 'Z': -0.033652517944574356}, {'X': 0.6564134359359741, 'Y': 0.5135374665260315, 'Z': -0.044838689267635345}, {'X': 0.7404468655586243, 'Y': 0.5429856777191162, 'Z': 0.028028352186083794}, {'X': 0.718727707862854, 'Y': 0.44243794679641724, 'Z': 0.01692323572933674}, {'X': 0.7099002003669739, 'Y': 0.3807249069213867, 'Z': 0.0003665407421067357}, {'X': 0.7034856677055359, 'Y': 0.3210669755935669, 'Z': -0.012431859038770199}, {'X': 0.7765977382659912, 'Y': 0.5181169509887695, 'Z': 0.024452663958072662}, {'X': 0.7579908967018127, 'Y': 0.40520310401916504, 'Z': 0.021338198333978653}, {'X': 0.7481799721717834, 'Y': 0.33725816011428833, 'Z': -0.004536653868854046}, {'X': 0.7400561571121216, 'Y': 0.27345243096351624, 'Z': -0.024669386446475983}, {'X': 0.8157499432563782, 'Y': 0.5147793292999268, 'Z': 0.015724802389740944}, {'X': 0.8006196618080139, 'Y': 0.40711361169815063, 'Z': 0.009919531643390656}, {'X': 0.7895498871803284, 'Y': 0.3444647192955017, 'Z': -0.012157488614320755}, {'X': 0.7806939482688904, 'Y': 0.28745314478874207, 'Z': -0.028877366334199905}, {'X': 0.8577313423156738, 'Y': 0.5293068885803223, 'Z': 0.0036845640279352665}, {'X': 0.8483107686042786, 'Y': 0.44335007667541504, 'Z': -0.007589465472847223}, {'X': 0.8379836082458496, 'Y': 0.3889196217060089, 'Z': -0.025034843012690544}, {'X': 0.8263404369354248, 'Y': 0.33651047945022583, 'Z': -0.037798408418893814}]
[{'X': 0.8411966562271118, 'Y': 0.7819859981536865, 'Z': -5.523859363165684e-05}, {'X': 0.7744808793067932, 'Y': 0.7472813129425049, 'Z': -0.016204699873924255}, {'X': 0.7244740128517151, 'Y': 0.6587749719619751, 'Z': -0.018216034397482872}, {'X': 0.6993973255157471, 'Y': 0.5693678259849548, 'Z': -0.027036337181925774}, {'X': 0.6719615459442139, 'Y': 0.49883949756622314, 'Z': -0.03759358078241348}, {'X': 0.7441496253013611, 'Y': 0.5523802638053894, 'Z': 0.045451655983924866}, {'X': 0.727013885974884, 'Y': 0.47019487619400024, 'Z': 0.03919036313891411}, {'X': 0.7227582335472107, 'Y': 0.41635727882385254, 'Z': 0.021120114251971245}, {'X': 0.7210538387298584, 'Y': 0.3684714436531067, 'Z': 0.004559100139886141}, {'X': 0.77955561876297, 'Y': 0.525836706161499, 'Z': 0.04370385780930519}, {'X': 0.7618590593338013, 'Y': 0.42874425649642944, 'Z': 0.049794718623161316}, {'X': 0.7542241811752319, 'Y': 0.36895132064819336, 'Z': 0.024614796042442322}, {'X': 0.749144971370697, 'Y': 0.31505292654037476, 'Z': 0.003171669552102685}, {'X': 0.8172109127044678, 'Y': 0.5179056525230408, 'Z': 0.03502107039093971}, {'X': 0.8026570677757263, 'Y': 0.4210696816444397, 'Z': 0.03857690840959549}, {'X': 0.7932524085044861, 'Y': 0.36507171392440796, 'Z': 0.019760143011808395}, {'X': 0.7866669297218323, 'Y': 0.3154640793800354, 'Z': 0.004263572860509157}, {'X': 0.8586527109146118, 'Y': 0.525235652923584, 'Z': 0.024007530882954597}, {'X': 0.8493192195892334, 'Y': 0.443358451128006, 'Z': 0.021462952718138695}, {'X': 0.8399050831794739, 'Y': 0.3932077884674072, 'Z': 0.011106538586318493}, {'X': 0.8307774066925049, 'Y': 0.34460967779159546, 'Z': 0.002833259291946888}]
[{'X': 0.8396562337875366, 'Y': 0.7764369249343872, 'Z': -6.667601701337844e-05}, {'X': 0.7733206152915955, 'Y': 0.7450828552246094, 'Z': -0.01620899699628353}, {'X': 0.7246785759925842, 'Y': 0.6557918190956116, 'Z': -0.018721768632531166}, {'X': 0.7018454074859619, 'Y': 0.5679681897163391, 'Z': -0.027763964608311653}, {'X': 0.6808127760887146, 'Y': 0.49307915568351746, 'Z': -0.036660730838775635}, {'X': 0.7450727224349976, 'Y': 0.5556051731109619, 'Z': 0.05164095386862755}, {'X': 0.7285653352737427, 'Y': 0.4832499623298645, 'Z': 0.035924430936574936}, {'X': 0.7254824042320251, 'Y': 0.44088035821914673, 'Z': 0.0029417388141155243}, {'X': 0.7255117297172546, 'Y': 0.41389721632003784, 'Z': -0.02488822676241398}, {'X': 0.7797554731369019, 'Y': 0.5278648734092712, 'Z': 0.05006016790866852}, {'X': 0.7648569941520691, 'Y': 0.4443877339363098, 'Z': 0.0498778410255909}, {'X': 0.7580628395080566, 'Y': 0.3905840516090393, 'Z': 0.017685236409306526}, {'X': 0.7530983090400696, 'Y': 0.34979498386383057, 'Z': -0.009686700999736786}, {'X': 0.8169426321983337, 'Y': 0.5182592868804932, 'Z': 0.039649635553359985}, {'X': 0.8053668141365051, 'Y': 0.43283575773239136, 'Z': 0.04111865907907486}, {'X': 0.796166181564331, 'Y': 0.3854380249977112, 'Z': 0.0200306698679924}, {'X': 0.7888267636299133, 'Y': 0.3471084237098694, 'Z': 0.0008232766413129866}, {'X': 0.8580138087272644, 'Y': 0.5243708491325378, 'Z': 0.025484222918748856}, {'X': 0.8509049415588379, 'Y': 0.44894319772720337, 'Z': 0.023183690384030342}, {'X': 0.8424112200737, 'Y': 0.40347176790237427, 'Z': 0.011366437189280987}, {'X': 0.8328660726547241, 'Y': 0.35980531573295593, 'Z': 0.0006709794397465885}]
[{'X': 0.8399531245231628, 'Y': 0.7837353944778442, 'Z': -5.171849261387251e-05}, {'X': 0.7739834189414978, 'Y': 0.7458552122116089, 'Z': -0.014046221040189266}, {'X': 0.7247051000595093, 'Y': 0.6523863077163696, 'Z': -0.013773559592664242}, {'X': 0.7014963626861572, 'Y': 0.5617950558662415, 'Z': -0.02081592008471489}, {'X': 0.6879141330718994, 'Y': 0.4815870225429535, 'Z': -0.02723998762667179}, {'X': 0.7479310631752014, 'Y': 0.5509675145149231, 'Z': 0.0580446757376194}, {'X': 0.7291573286056519, 'Y': 0.4765636920928955, 'Z': 0.04387804865837097}, {'X': 0.723198652267456, 'Y': 0.4402672052383423, 'Z': 0.00978182628750801}, {'X': 0.7199469208717346, 'Y': 0.42650526762008667, 'Z': -0.01926451548933983}, {'X': 0.7825291752815247, 'Y': 0.5250614881515503, 'Z': 0.05620930343866348}, {'X': 0.767711877822876, 'Y': 0.43896204233169556, 'Z': 0.05971955880522728}, {'X': 0.7601786255836487, 'Y': 0.39243394136428833, 'Z': 0.028069378808140755}, {'X': 0.7541952729225159, 'Y': 0.3679196238517761, 'Z': 0.0012204794911667705}, {'X': 0.8186157941818237, 'Y': 0.5169550776481628, 'Z': 0.0457269512116909}, {'X': 0.8062533736228943, 'Y': 0.43244290351867676, 'Z': 0.049457233399152756}, {'X': 0.795807957649231, 'Y': 0.3894048035144806, 'Z': 0.02818581648170948}, {'X': 0.7878732681274414, 'Y': 0.36116093397140503, 'Z': 0.008699479512870312}, {'X': 0.8576645255088806, 'Y': 0.5228912830352783, 'Z': 0.03172909840941429}, {'X': 0.8488489389419556, 'Y': 0.44784015417099, 'Z': 0.030464770272374153}, {'X': 0.8384667634963989, 'Y': 0.40493473410606384, 'Z': 0.01858483999967575}, {'X': 0.8273030519485474, 'Y': 0.3645435869693756, 'Z': 0.0068976785987615585}]
[{'X': 0.838900625705719, 'Y': 0.7825545072555542, 'Z': -6.308595766313374e-05}, {'X': 0.7747309803962708, 'Y': 0.7428489923477173, 'Z': -0.012531068176031113}, {'X': 0.7247294187545776, 'Y': 0.653049886226654, 'Z': -0.01366113405674696}, {'X': 0.7042158842086792, 'Y': 0.5617071986198425, 'Z': -0.0196111798286438}, {'X': 0.7111139297485352, 'Y': 0.4820139408111572, 'Z': -0.026371486485004425}, {'X': 0.7489089369773865, 'Y': 0.5514460206031799, 'Z': 0.05780410021543503}, {'X': 0.7333748936653137, 'Y': 0.4694136381149292, 'Z': 0.04219283536076546}, {'X': 0.7242777943611145, 'Y': 0.43490180373191833, 'Z': 0.0003705038980115205}, {'X': 0.7193493247032166, 'Y': 0.43895354866981506, 'Z': -0.0359685979783535}, {'X': 0.7821875214576721, 'Y': 0.5272798538208008, 'Z': 0.0534936860203743}, {'X': 0.7688472270965576, 'Y': 0.43791335821151733, 'Z': 0.045968346297740936}, {'X': 0.7555899620056152, 'Y': 0.4008212685585022, 'Z': 0.0043325284495949745}, {'X': 0.7467932105064392, 'Y': 0.4054507911205292, 'Z': -0.030810609459877014}, {'X': 0.8176215887069702, 'Y': 0.5192437767982483, 'Z': 0.040526725351810455}, {'X': 0.8047104477882385, 'Y': 0.4295392334461212, 'Z': 0.034221429377794266}, {'X': 0.7896510362625122, 'Y': 0.3930245339870453, 'Z': 0.0019911127164959908}, {'X': 0.7789885997772217, 'Y': 0.3884033262729645, 'Z': -0.024632234126329422}, {'X': 0.8564971089363098, 'Y': 0.525092601776123, 'Z': 0.024983378127217293}, {'X': 0.8439688086509705, 'Y': 0.4480024576187134, 'Z': 0.01675528846681118}, {'X': 0.8303738832473755, 'Y': 0.4037260413169861, 'Z': -0.00370836746878922}, {'X': 0.8143467307090759, 'Y': 0.37346410751342773, 'Z': -0.02572367712855339}]
[{'X': 0.8441107273101807, 'Y': 0.7896636128425598, 'Z': -0.00010044841474154964}, {'X': 0.7804145812988281, 'Y': 0.7455490231513977, 'Z': -0.015822086483240128}, {'X': 0.7258008122444153, 'Y': 0.6492668986320496, 'Z': -0.01529747899621725}, {'X': 0.7052752375602722, 'Y': 0.5420990586280823, 'Z': -0.0227068904787302}, {'X': 0.7263544797897339, 'Y': 0.4654088616371155, 'Z': -0.02560628578066826}, {'X': 0.7534981369972229, 'Y': 0.5454630851745605, 'Z': 0.07413965463638306}, {'X': 0.7363832592964172, 'Y': 0.45206964015960693, 'Z': 0.06538151204586029}, {'X': 0.7261748909950256, 'Y': 0.4210940897464752, 'Z': 0.03066842257976532}, {'X': 0.7245764136314392, 'Y': 0.4227871298789978, 'Z': 0.0008997133700177073}, {'X': 0.7860554456710815, 'Y': 0.5227960348129272, 'Z': 0.0626567155122757}, {'X': 0.7704575657844543, 'Y': 0.4151015877723694, 'Z': 0.0519251711666584}, {'X': 0.7577558755874634, 'Y': 0.3895036578178406, 'Z': 0.002745639067143202}, {'X': 0.7539743185043335, 'Y': 0.41363921761512756, 'Z': -0.03722869232296944}, {'X': 0.8188081979751587, 'Y': 0.5178906917572021, 'Z': 0.04280200973153114}, {'X': 0.8054303526878357, 'Y': 0.41464823484420776, 'Z': 0.0334511436522007}, {'X': 0.7913914322853088, 'Y': 0.38368749618530273, 'Z': -0.00628462852910161}, {'X': 0.7836835980415344, 'Y': 0.3976854383945465, 'Z': -0.03846583887934685}, {'X': 0.8549724817276001, 'Y': 0.525409996509552, 'Z': 0.020064577460289}, {'X': 0.8423585891723633, 'Y': 0.4400246739387512, 'Z': 0.01528441533446312}, {'X': 0.8276123404502869, 'Y': 0.397081196308136, 'Z': -0.0028787334449589252}, {'X': 0.8109039068222046, 'Y': 0.38253477215766907, 'Z': -0.021125350147485733}]
