[{'X': 0.7372056841850281, 'Y': 0.8380570411682129, 'Z': -7.617304072482511e-05}, {'X': 0.6879889965057373, 'Y': 0.807257890701294, 'Z': 0.004402416292577982}, {'X': 0.6599879264831543, 'Y': 0.7376987934112549, 'Z': 0.009111026301980019}, {'X': 0.6421820521354675, 'Y': 0.6770885586738586, 'Z': 0.00968792662024498}, {'X': 0.6224772930145264, 'Y': 0.6476986408233643, 'Z': 0.007613698020577431}, {'X': 0.7062875628471375, 'Y': 0.6327465772628784, 'Z': 0.022985154762864113}, {'X': 0.7052208781242371, 'Y': 0.5495425462722778, 'Z': 0.023967944085597992}, {'X': 0.706114649772644, 'Y': 0.49765050411224365, 'Z': 0.016931923106312752}, {'X': 0.7074137926101685, 'Y': 0.4550599455833435, 'Z': 0.008808912709355354}, {'X': 0.7368060350418091, 'Y': 0.6290992498397827, 'Z': 0.01417578011751175}, {'X': 0.7361494898796082, 'Y': 0.534363329410553, 'Z': 0.01627393066883087}, {'X': 0.7337421774864197, 'Y': 0.4697989225387573, 'Z': 0.0017149464692920446}, {'X': 0.7320514917373657, 'Y': 0.41917407512664795, 'Z': -0.009901102632284164}, {'X': 0.7673353552818298, 'Y': 0.6439918875694275, 'Z': 0.004617891740053892}, {'X': 0.7704100012779236, 'Y': 0.5466996431350708, 'Z': 0.004717817530035973}, {'X': 0.7687607407569885, 'Y': 0.48656606674194336, 'Z': -0.006393404211848974}, {'X': 0.7664967179298401, 'Y': 0.43766266107559204, 'Z': -0.012892002239823341}, {'X': 0.7974839210510254, 'Y': 0.6758288741111755, 'Z': -0.003362261224538088}, {'X': 0.8111615777015686, 'Y': 0.6004504561424255, 'Z': -0.007627994287759066}, {'X': 0.8180493712425232, 'Y': 0.5507527589797974, 'Z': -0.012765001505613327}, {'X': 0.8209533095359802, 'Y': 0.506275475025177, 'Z': -0.015852810814976692}]
[{'X': 0.7378260493278503, 'Y': 0.8343393206596375, 'Z': -8.899264503270388e-05}, {'X': 0.6892216205596924, 'Y': 0.8071085214614868, 'Z': 0.00021104457846377045}, {'X': 0.660346508026123, 'Y': 0.7373369932174683, 'Z': 0.003157583065330982}, {'X': 0.6424127221107483, 'Y': 0.6765235066413879, 'Z': 0.002532883081585169}, {'X': 0.6224640011787415, 'Y': 0.6461370587348938, 'Z': 0.00024976968416012824}, {'X': 0.7067224979400635, 'Y': 0.6340989470481873, 'Z': 0.01561772171407938}, {'X': 0.7048125863075256, 'Y': 0.5495427250862122, 'Z': 0.01299308892339468}, {'X': 0.7055025696754456, 'Y': 0.49826109409332275, 'Z': 0.0036065438762307167}, {'X': 0.7073246240615845, 'Y': 0.4550879895687103, 'Z': -0.00581713393330574}, {'X': 0.7373273968696594, 'Y': 0.6304348707199097, 'Z': 0.008702426217496395}, {'X': 0.736280620098114, 'Y': 0.5359298586845398, 'Z': 0.008658611215651035}, {'X': 0.7340319752693176, 'Y': 0.4719880521297455, 'Z': -0.007745784241706133}, {'X': 0.732835590839386, 'Y': 0.41980862617492676, 'Z': -0.020357508212327957}, {'X': 0.7674902677536011, 'Y': 0.6451168656349182, 'Z': 0.001313040847890079}, {'X': 0.7714559435844421, 'Y': 0.5488263964653015, 'Z': -5.174733814783394e-06}, {'X': 0.7703007459640503, 'Y': 0.48871520161628723, 'Z': -0.013756737112998962}, {'X': 0.76845383644104, 'Y': 0.43891987204551697, 'Z': -0.022617977112531662}, {'X': 0.7965688705444336, 'Y': 0.6762466430664062, 'Z': -0.004939668346196413}, {'X': 0.8107833862304688, 'Y': 0.6024646759033203, 'Z': -0.01055748201906681}, {'X': 0.8181315660476685, 'Y': 0.5533978939056396, 'Z': -0.017160966992378235}, {'X': 0.8215168714523315, 'Y': 0.5088597536087036, 'Z': -0.02128099463880062}]
[{'X': 0.7356476783752441, 'Y': 0.8331717848777771, 'Z': -7.808962254785001e-05}, {'X': 0.6879435777664185, 'Y': 0.8048198223114014, 'Z': -0.00042656599543988705}, {'X': 0.6601857542991638, 'Y': 0.7363717555999756, 'Z': 0.0018799910321831703}, {'X': 0.6435453295707703, 'Y': 0.6755508184432983, 'Z': 0.0010048281401395798}, {'X': 0.6240506768226624, 'Y': 0.6446757912635803, 'Z': -0.0016136590857058764}, {'X': 0.7066085338592529, 'Y': 0.6353185772895813, 'Z': 0.012986849993467331}, {'X': 0.7054475545883179, 'Y': 0.5484694838523865, 'Z': 0.01064762007445097}, {'X': 0.7057373523712158, 'Y': 0.49642258882522583, 'Z': 0.0026686303317546844}, {'X': 0.706970751285553, 'Y': 0.45386388897895813, 'Z': -0.005271722096949816}, {'X': 0.7374462485313416, 'Y': 0.6318055391311646, 'Z': 0.005726560950279236}, {'X': 0.7369779348373413, 'Y': 0.5331742167472839, 'Z': 0.002803186187520623}, {'X': 0.7349209785461426, 'Y': 0.46901193261146545, 'Z': -0.013019196689128876}, {'X': 0.733660101890564, 'Y': 0.41707250475883484, 'Z': -0.024674436077475548}, {'X': 0.7674577236175537, 'Y': 0.6459845304489136, 'Z': -0.002005051588639617}, {'X': 0.7712298631668091, 'Y': 0.5465872883796692, 'Z': -0.005831398535519838}, {'X': 0.7694026231765747, 'Y': 0.48641613125801086, 'Z': -0.018253067508339882}, {'X': 0.7669343948364258, 'Y': 0.4369750916957855, 'Z': -0.02507934905588627}, {'X': 0.7966212034225464, 'Y': 0.676032543182373, 'Z': -0.0086201848462224}, {'X': 0.811107873916626, 'Y': 0.60140460729599, 'Z': -0.016493314877152443}, {'X': 0.8183291554450989, 'Y': 0.5532233715057373, 'Z': -0.023548129945993423}, {'X': 0.8216374516487122, 'Y': 0.5103342533111572, 'Z': -0.027255592867732048}]
[{'X': 0.7389325499534607, 'Y': 0.8446661829948425, 'Z': -7.017471216386184e-05}, {'X': 0.6895612478256226, 'Y': 0.8149418830871582, 'Z': 0.005820749327540398}, {'X': 0.6608558297157288, 'Y': 0.7394894361495972, 'Z': 0.015921123325824738}, {'X': 0.6430401802062988, 'Y': 0.6745088696479797, 'Z': 0.02231553941965103}, {'X': 0.6231738328933716, 'Y': 0.6462486386299133, 'Z': 0.02649003453552723}, {'X': 0.7068605422973633, 'Y': 0.6330119967460632, 'Z': 0.030156243592500687}, {'X': 0.7053072452545166, 'Y': 0.5469932556152344, 'Z': 0.03567153587937355}, {'X': 0.7072930335998535, 'Y': 0.49343931674957275, 'Z': 0.033102571964263916}, {'X': 0.7104032635688782, 'Y': 0.4494386911392212, 'Z': 0.02821478433907032}, {'X': 0.7372226715087891, 'Y': 0.6280391812324524, 'Z': 0.022908659651875496}, {'X': 0.736750066280365, 'Y': 0.5308083891868591, 'Z': 0.0325157567858696}, {'X': 0.7347338795661926, 'Y': 0.4672943949699402, 'Z': 0.023752370849251747}, {'X': 0.7339898943901062, 'Y': 0.41579851508140564, 'Z': 0.01641499437391758}, {'X': 0.7677314281463623, 'Y': 0.6424210071563721, 'Z': 0.014901400543749332}, {'X': 0.7724560499191284, 'Y': 0.5462586879730225, 'Z': 0.020603150129318237}, {'X': 0.7713930606842041, 'Y': 0.4877498745918274, 'Z': 0.009919633157551289}, {'X': 0.7697598338127136, 'Y': 0.43799644708633423, 'Z': 0.002469297731295228}, {'X': 0.7971692085266113, 'Y': 0.6750385761260986, 'Z': 0.008217986673116684}, {'X': 0.8108803033828735, 'Y': 0.6036883592605591, 'Z': 0.005556503776460886}, {'X': 0.8178874850273132, 'Y': 0.5574604272842407, 'Z': -0.0020205543842166662}, {'X': 0.8208975791931152, 'Y': 0.5140134692192078, 'Z': -0.007020026445388794}]
[{'X': 0.7350764870643616, 'Y': 0.8412905931472778, 'Z': -8.600331784691662e-05}, {'X': 0.6873244643211365, 'Y': 0.8097925186157227, 'Z': -0.0025380300357937813}, {'X': 0.6599751710891724, 'Y': 0.7354487776756287, 'Z': 0.0013578535290434957}, {'X': 0.6421548128128052, 'Y': 0.6727268695831299, 'Z': 0.0025252660270780325}, {'X': 0.6207455992698669, 'Y': 0.6441179513931274, 'Z': 0.0011010185116901994}, {'X': 0.7068341374397278, 'Y': 0.6371694207191467, 'Z': 0.01634778082370758}, {'X': 0.7051955461502075, 'Y': 0.5517206788063049, 'Z': 0.013509714044630527}, {'X': 0.7055083513259888, 'Y': 0.498942494392395, 'Z': 0.004843216855078936}, {'X': 0.7074712514877319, 'Y': 0.4538676142692566, 'Z': -0.004665909800678492}, {'X': 0.7373814582824707, 'Y': 0.6332697868347168, 'Z': 0.009313978254795074}, {'X': 0.7365350723266602, 'Y': 0.5365923643112183, 'Z': 0.009442919865250587}, {'X': 0.7343264222145081, 'Y': 0.4722309112548828, 'Z': -0.007809594739228487}, {'X': 0.7333664894104004, 'Y': 0.41809967160224915, 'Z': -0.021118786185979843}, {'X': 0.7672113180160522, 'Y': 0.6471166610717773, 'Z': 0.0009464898612350225}, {'X': 0.7716143131256104, 'Y': 0.5519580841064453, 'Z': -0.0015381089178845286}, {'X': 0.7707480192184448, 'Y': 0.49307483434677124, 'Z': -0.017305396497249603}, {'X': 0.7690994143486023, 'Y': 0.44312989711761475, 'Z': -0.02724125050008297}, {'X': 0.7961678504943848, 'Y': 0.6770663857460022, 'Z': -0.00658830814063549}, {'X': 0.8100923299789429, 'Y': 0.6057214140892029, 'Z': -0.015180472284555435}, {'X': 0.8166776299476624, 'Y': 0.5572357177734375, 'Z': -0.02461477927863598}, {'X': 0.8196483254432678, 'Y': 0.5127501487731934, 'Z': -0.030324842780828476}]
[{'X': 0.7341022491455078, 'Y': 0.8306835889816284, 'Z': -7.186670700320974e-05}, {'X': 0.6889021992683411, 'Y': 0.8030612468719482, 'Z': -0.009233812801539898}, {'X': 0.6606674790382385, 'Y': 0.7327674627304077, 'Z': -0.009691999293863773}, {'X': 0.6417495012283325, 'Y': 0.6718462109565735, 'Z': -0.012653558515012264}, {'X': 0.6208944320678711, 'Y': 0.6431192755699158, 'Z': -0.01828312687575817}, {'X': 0.7074385285377502, 'Y': 0.6325432062149048, 'Z': 0.009201270528137684}, {'X': 0.7047170400619507, 'Y': 0.5498965382575989, 'Z': 0.004108033608645201}, {'X': 0.7045643925666809, 'Y': 0.49846184253692627, 'Z': -0.005990037228912115}, {'X': 0.7063717246055603, 'Y': 0.4547278881072998, 'Z': -0.016490476205945015}, {'X': 0.7367450594902039, 'Y': 0.6286017894744873, 'Z': 0.003042573342099786}, {'X': 0.7352818846702576, 'Y': 0.533302903175354, 'Z': -0.0002552373625803739}, {'X': 0.7324883937835693, 'Y': 0.4705948233604431, 'Z': -0.020252134650945663}, {'X': 0.7312266826629639, 'Y': 0.4173456132411957, 'Z': -0.034350037574768066}, {'X': 0.7656769752502441, 'Y': 0.6431312561035156, 'Z': -0.004150006454437971}, {'X': 0.771011233329773, 'Y': 0.5478109121322632, 'Z': -0.009963953867554665}, {'X': 0.7707729935646057, 'Y': 0.4882711172103882, 'Z': -0.0276838019490242}, {'X': 0.7692287564277649, 'Y': 0.4367067217826843, 'Z': -0.03838315233588219}, {'X': 0.7935821413993835, 'Y': 0.6745460629463196, 'Z': -0.011495952494442463}, {'X': 0.809777021408081, 'Y': 0.6047638058662415, 'Z': -0.022625094279646873}, {'X': 0.8185676336288452, 'Y': 0.5574385523796082, 'Z': -0.033194173127412796}, {'X': 0.8230668306350708, 'Y': 0.5120975971221924, 'Z': -0.039788275957107544}]
[{'X': 0.7338272929191589, 'Y': 0.8364525437355042, 'Z': -6.752906483598053e-05}, {'X': 0.6867738366127014, 'Y': 0.8066126108169556, 'Z': -0.00031933916034176946}, {'X': 0.6594367623329163, 'Y': 0.7344812154769897, 'Z': 0.005066110752522945}, {'X': 0.642066240310669, 'Y': 0.6728946566581726, 'Z': 0.006769316270947456}, {'X': 0.6210975646972656, 'Y': 0.6471344232559204, 'Z': 0.005875817500054836}, {'X': 0.7054789066314697, 'Y': 0.6328521966934204, 'Z': 0.022089803591370583}, {'X': 0.7042357325553894, 'Y': 0.5498201251029968, 'Z': 0.021688826382160187}, {'X': 0.7051967978477478, 'Y': 0.49824315309524536, 'Z': 0.013991191051900387}, {'X': 0.7076566815376282, 'Y': 0.45459693670272827, 'Z': 0.005077910143882036}, {'X': 0.7350357174873352, 'Y': 0.628969132900238, 'Z': 0.014020828530192375}, {'X': 0.7335379719734192, 'Y': 0.5342099666595459, 'Z': 0.01446095947176218}, {'X': 0.7307311296463013, 'Y': 0.47020766139030457, 'Z': -0.0022454720456153154}, {'X': 0.7296437621116638, 'Y': 0.41653281450271606, 'Z': -0.01423927303403616}, {'X': 0.7647396326065063, 'Y': 0.6434171199798584, 'Z': 0.0047056423500180244}, {'X': 0.7691165804862976, 'Y': 0.5476390719413757, 'Z': 0.0027753158938139677}, {'X': 0.7686466574668884, 'Y': 0.48813560605049133, 'Z': -0.012041682377457619}, {'X': 0.7672805786132812, 'Y': 0.4371459484100342, 'Z': -0.021518507972359657}, {'X': 0.7937540411949158, 'Y': 0.6751720309257507, 'Z': -0.0036460752598941326}, {'X': 0.8085259795188904, 'Y': 0.6039122343063354, 'Z': -0.010761500336229801}, {'X': 0.816815197467804, 'Y': 0.5568443536758423, 'Z': -0.01909198984503746}, {'X': 0.8212920427322388, 'Y': 0.5118488669395447, 'Z': -0.02457713894546032}]
[{'X': 0.7324098348617554, 'Y': 0.8344898223876953, 'Z': -7.134745101211593e-05}, {'X': 0.6882758140563965, 'Y': 0.8068273067474365, 'Z': -0.00948558934032917}, {'X': 0.6612659096717834, 'Y': 0.7365620136260986, 'Z': -0.009173397906124592}, {'X': 0.6424028277397156, 'Y': 0.6744406819343567, 'Z': -0.01153829786926508}, {'X': 0.6232432126998901, 'Y': 0.6443117260932922, 'Z': -0.015075454488396645}, {'X': 0.7066263556480408, 'Y': 0.6338092088699341, 'Z': 0.008034661412239075}, {'X': 0.7039946913719177, 'Y': 0.551466703414917, 'Z': 0.001058952882885933}, {'X': 0.7041124105453491, 'Y': 0.4990072250366211, 'Z': -0.011107665486633778}, {'X': 0.7051750421524048, 'Y': 0.4536365866661072, 'Z': -0.023365112021565437}, {'X': 0.7345681190490723, 'Y': 0.6300642490386963, 'Z': 0.0014947568997740746}, {'X': 0.7321681976318359, 'Y': 0.5375020503997803, 'Z': -0.001990301301702857}, {'X': 0.7287554740905762, 'Y': 0.4741460680961609, 'Z': -0.019371477887034416}, {'X': 0.7263708114624023, 'Y': 0.42148882150650024, 'Z': -0.03145023062825203}, {'X': 0.7631306052207947, 'Y': 0.6463412642478943, 'Z': -0.006504395976662636}, {'X': 0.7709121704101562, 'Y': 0.554314136505127, 'Z': -0.011872782371938229}, {'X': 0.772711455821991, 'Y': 0.4930569529533386, 'Z': -0.0287831611931324}, {'X': 0.7716515064239502, 'Y': 0.4381093382835388, 'Z': -0.0399465411901474}, {'X': 0.7907541394233704, 'Y': 0.6810855865478516, 'Z': -0.01584145985543728}, {'X': 0.8073448538780212, 'Y': 0.6164077520370483, 'Z': -0.025141945108771324}, {'X': 0.8178757429122925, 'Y': 0.5708480477333069, 'Z': -0.03585666045546532}, {'X': 0.8242093920707703, 'Y': 0.5241221785545349, 'Z': -0.04403023049235344}]
[{'X': 0.7367150783538818, 'Y': 0.8568339347839355, 'Z': -6.80883094901219e-05}, {'X': 0.6884669065475464, 'Y': 0.8178538084030151, 'Z': 0.007057266775518656}, {'X': 0.6604915261268616, 'Y': 0.738368034362793, 'Z': 0.014928135089576244}, {'X': 0.6446065306663513, 'Y': 0.672727108001709, 'Z': 0.01855296455323696}, {'X': 0.6261575818061829, 'Y': 0.645480751991272, 'Z': 0.022726107388734818}, {'X': 0.708865761756897, 'Y': 0.6322010159492493, 'Z': 0.02854286879301071}, {'X': 0.7078506946563721, 'Y': 0.5422819256782532, 'Z': 0.03334532305598259}, {'X': 0.7091656923294067, 'Y': 0.48738574981689453, 'Z': 0.03181369602680206}, {'X': 0.7117618918418884, 'Y': 0.4423283040523529, 'Z': 0.0265092421323061}, {'X': 0.7390912771224976, 'Y': 0.6293584704399109, 'Z': 0.019348103553056717}, {'X': 0.738465428352356, 'Y': 0.5348126888275146, 'Z': 0.02519906312227249}, {'X': 0.7359791398048401, 'Y': 0.47655224800109863, 'Z': 0.018998468294739723}, {'X': 0.7352856397628784, 'Y': 0.429546594619751, 'Z': 0.01470859907567501}, {'X': 0.7686983942985535, 'Y': 0.6425530314445496, 'Z': 0.009585060179233551}, {'X': 0.7746357917785645, 'Y': 0.5489075779914856, 'Z': 0.013790146447718143}, {'X': 0.7739119529724121, 'Y': 0.4924097955226898, 'Z': 0.007234085351228714}, {'X': 0.7720286250114441, 'Y': 0.4433901906013489, 'Z': 0.003340703435242176}, {'X': 0.7976429462432861, 'Y': 0.6734542846679688, 'Z': 7.554875628557056e-05}, {'X': 0.8127835392951965, 'Y': 0.602744996547699, 'Z': 0.0003823146689683199}, {'X': 0.822528600692749, 'Y': 0.5599158406257629, 'Z': -0.0036703830119222403}, {'X': 0.8288314342498779, 'Y': 0.5166664123535156, 'Z': -0.007808576337993145}]
[{'X': 0.7290650606155396, 'Y': 0.8178466558456421, 'Z': -0.00010015107545768842}, {'X': 0.6876934170722961, 'Y': 0.7951673269271851, 'Z': -0.011787974275648594}, {'X': 0.6611080765724182, 'Y': 0.7328106164932251, 'Z': -0.020672857761383057}, {'X': 0.6443538665771484, 'Y': 0.6804722547531128, 'Z': -0.029477177187800407}, {'X': 0.6228557229042053, 'Y': 0.653373122215271, 'Z': -0.03915843740105629}, {'X': 0.7065514922142029, 'Y': 0.6410610675811768, 'Z': -0.03174052760004997}, {'X': 0.7077561020851135, 'Y': 0.557433009147644, 'Z': -0.048228584229946136}, {'X': 0.7102773189544678, 'Y': 0.5108715891838074, 'Z': -0.06280626356601715}, {'X': 0.7124965786933899, 'Y': 0.4696238040924072, 'Z': -0.07747094333171844}, {'X': 0.7337099313735962, 'Y': 0.6365715861320496, 'Z': -0.040717028081417084}, {'X': 0.732647716999054, 'Y': 0.5513942241668701, 'Z': -0.05954413488507271}, {'X': 0.7325658798217773, 'Y': 0.4977586269378662, 'Z': -0.08503882586956024}, {'X': 0.7324045300483704, 'Y': 0.4508589208126068, 'Z': -0.10584845393896103}, {'X': 0.7610998749732971, 'Y': 0.6491981744766235, 'Z': -0.047411635518074036}, {'X': 0.7633806467056274, 'Y': 0.55918288230896, 'Z': -0.06402457505464554}, {'X': 0.7654931545257568, 'Y': 0.5030209422111511, 'Z': -0.08625862002372742}, {'X': 0.7649672031402588, 'Y': 0.45315247774124146, 'Z': -0.10463130474090576}, {'X': 0.7886770963668823, 'Y': 0.6767662167549133, 'Z': -0.05437721312046051}, {'X': 0.803430438041687, 'Y': 0.6061004996299744, 'Z': -0.06642983108758926}, {'X': 0.8162028789520264, 'Y': 0.5612544417381287, 'Z': -0.07632489502429962}, {'X': 0.826728105545044, 'Y': 0.5157632231712341, 'Z': -0.0878610759973526}]
[{'X': 0.7444455027580261, 'Y': 0.8697569370269775, 'Z': -5.181874075788073e-05}, {'X': 0.6935557723045349, 'Y': 0.8238370418548584, 'Z': -0.0021539386361837387}, {'X': 0.6630464196205139, 'Y': 0.7360998392105103, 'Z': 0.0005077050300315022}, {'X': 0.6477546095848083, 'Y': 0.6724712252616882, 'Z': -0.0008389099966734648}, {'X': 0.6264455318450928, 'Y': 0.6411842107772827, 'Z': -0.002668348141014576}, {'X': 0.7071372866630554, 'Y': 0.63272625207901, 'Z': 0.03199116885662079}, {'X': 0.7154148817062378, 'Y': 0.5388387441635132, 'Z': 0.034712307155132294}, {'X': 0.7188618779182434, 'Y': 0.4939505159854889, 'Z': 0.028980005532503128}, {'X': 0.7164562344551086, 'Y': 0.4599336087703705, 'Z': 0.02261371910572052}, {'X': 0.7393051385879517, 'Y': 0.6297589540481567, 'Z': 0.020529134199023247}, {'X': 0.7394311428070068, 'Y': 0.5503568649291992, 'Z': 0.008954416960477829}, {'X': 0.7258642315864563, 'Y': 0.536100447177887, 'Z': -0.013851816765964031}, {'X': 0.7094250321388245, 'Y': 0.5445159673690796, 'Z': -0.029058415442705154}, {'X': 0.768794059753418, 'Y': 0.6411495804786682, 'Z': 0.006469836458563805}, {'X': 0.7726429104804993, 'Y': 0.5595612525939941, 'Z': 0.003160506719723344}, {'X': 0.7628936171531677, 'Y': 0.5206751227378845, 'Z': -0.012948076240718365}, {'X': 0.7477373480796814, 'Y': 0.49966222047805786, 'Z': -0.026338158175349236}, {'X': 0.7984641790390015, 'Y': 0.6673644185066223, 'Z': -0.008972374722361565}, {'X': 0.8118699193000793, 'Y': 0.5938071012496948, 'Z': -0.009993203915655613}, {'X': 0.8175324201583862, 'Y': 0.5416739583015442, 'Z': -0.016142569482326508}, {'X': 0.814364492893219, 'Y': 0.49182432889938354, 'Z': -0.022167352959513664}]
