[{'X': 0.7468859553337097, 'Y': 0.8703306913375854, 'Z': -2.5321838620584458e-05}, {'X': 0.6985325217247009, 'Y': 0.8352705240249634, 'Z': -0.01760341040790081}, {'X': 0.6654945611953735, 'Y': 0.7550337314605713, 'Z': -0.020230330526828766}, {'X': 0.6463069915771484, 'Y': 0.6883401274681091, 'Z': -0.02301860973238945}, {'X': 0.6273075938224792, 'Y': 0.641899585723877, 'Z': -0.026300644502043724}, {'X': 0.7020254731178284, 'Y': 0.6613931655883789, 'Z': 0.004503865726292133}, {'X': 0.6931434869766235, 'Y': 0.5830910801887512, 'Z': -0.009388444945216179}, {'X': 0.6856013536453247, 'Y': 0.5449661016464233, 'Z': -0.027308009564876556}, {'X': 0.6776541471481323, 'Y': 0.5149145126342773, 'Z': -0.04275055229663849}, {'X': 0.7344028353691101, 'Y': 0.652211606502533, 'Z': 0.002631361596286297}, {'X': 0.7289556860923767, 'Y': 0.5690690875053406, 'Z': -0.010947431437671185}, {'X': 0.7194996476173401, 'Y': 0.5256132483482361, 'Z': -0.03332570195198059}, {'X': 0.7099667191505432, 'Y': 0.49572357535362244, 'Z': -0.04863648861646652}, {'X': 0.7642259001731873, 'Y': 0.6585027575492859, 'Z': -0.0046848454512655735}, {'X': 0.765084981918335, 'Y': 0.5739845633506775, 'Z': -0.013200032524764538}, {'X': 0.7547358870506287, 'Y': 0.5301014184951782, 'Z': -0.03326040878891945}, {'X': 0.742604672908783, 'Y': 0.49716711044311523, 'Z': -0.04623444005846977}, {'X': 0.7931970357894897, 'Y': 0.681283175945282, 'Z': -0.011936209164559841}, {'X': 0.7999683618545532, 'Y': 0.6142656207084656, 'Z': -0.023570602759718895}, {'X': 0.7953252196311951, 'Y': 0.5711236000061035, 'Z': -0.039420370012521744}, {'X': 0.7852191925048828, 'Y': 0.5348511934280396, 'Z': -0.051541443914175034}]
[{'X': 0.7457343339920044, 'Y': 0.865391731262207, 'Z': -4.678329423768446e-05}, {'X': 0.6984594464302063, 'Y': 0.8334795832633972, 'Z': -0.021673815324902534}, {'X': 0.6656420826911926, 'Y': 0.7522609829902649, 'Z': -0.027980884537100792}, {'X': 0.6444863677024841, 'Y': 0.6859624981880188, 'Z': -0.033717527985572815}, {'X': 0.6232513785362244, 'Y': 0.6404113173484802, 'Z': -0.04105546697974205}, {'X': 0.7028029561042786, 'Y': 0.6575941443443298, 'Z': -0.0034505152143538}, {'X': 0.6934646368026733, 'Y': 0.5787345170974731, 'Z': -0.020687518641352654}, {'X': 0.6857538223266602, 'Y': 0.5414189100265503, 'Z': -0.04106083884835243}, {'X': 0.6775236129760742, 'Y': 0.512604832649231, 'Z': -0.05804947763681412}, {'X': 0.7345532774925232, 'Y': 0.6486504673957825, 'Z': -0.005491075571626425}, {'X': 0.7276298403739929, 'Y': 0.5659012794494629, 'Z': -0.022603176534175873}, {'X': 0.7172869443893433, 'Y': 0.5250555276870728, 'Z': -0.04759172350168228}, {'X': 0.7067773938179016, 'Y': 0.4977197051048279, 'Z': -0.0641167014837265}, {'X': 0.7639331817626953, 'Y': 0.6562365889549255, 'Z': -0.012901874259114265}, {'X': 0.7651833891868591, 'Y': 0.5708641409873962, 'Z': -0.025044500827789307}, {'X': 0.7547416687011719, 'Y': 0.5265923738479614, 'Z': -0.04683829843997955}, {'X': 0.7418668270111084, 'Y': 0.4922369122505188, 'Z': -0.0609036460518837}, {'X': 0.7926322817802429, 'Y': 0.6814867258071899, 'Z': -0.020393196493387222}, {'X': 0.8001933097839355, 'Y': 0.6144740581512451, 'Z': -0.034209053963422775}, {'X': 0.7963662147521973, 'Y': 0.5704372525215149, 'Z': -0.05164896696805954}, {'X': 0.7859401702880859, 'Y': 0.5318771004676819, 'Z': -0.0649564266204834}]
[{'X': 0.7535275220870972, 'Y': 0.8722220659255981, 'Z': -2.343941741855815e-05}, {'X': 0.7037654519081116, 'Y': 0.837857723236084, 'Z': -0.02965499646961689}, {'X': 0.6673499941825867, 'Y': 0.7589284181594849, 'Z': -0.04280657321214676}, {'X': 0.6446881890296936, 'Y': 0.6933931112289429, 'Z': -0.054770536720752716}, {'X': 0.621985912322998, 'Y': 0.6483587622642517, 'Z': -0.06568215042352676}, {'X': 0.7022427916526794, 'Y': 0.6614587903022766, 'Z': -0.020931167528033257}, {'X': 0.6927510499954224, 'Y': 0.582453727722168, 'Z': -0.0458851233124733}, {'X': 0.6864006519317627, 'Y': 0.5465230941772461, 'Z': -0.07002092897891998}, {'X': 0.6797851324081421, 'Y': 0.5190304517745972, 'Z': -0.08955997228622437}, {'X': 0.7354577779769897, 'Y': 0.6507769227027893, 'Z': -0.020999552682042122}, {'X': 0.7285460233688354, 'Y': 0.5667256116867065, 'Z': -0.04520170018076897}, {'X': 0.7189207077026367, 'Y': 0.5244401693344116, 'Z': -0.07189549505710602}, {'X': 0.7095912098884583, 'Y': 0.49903857707977295, 'Z': -0.09009400010108948}, {'X': 0.7653583884239197, 'Y': 0.6566006541252136, 'Z': -0.02654620260000229}, {'X': 0.7652512192726135, 'Y': 0.5712657570838928, 'Z': -0.045023709535598755}, {'X': 0.7549836039543152, 'Y': 0.5282001495361328, 'Z': -0.06886931508779526}, {'X': 0.7430441379547119, 'Y': 0.4978295564651489, 'Z': -0.08433163911104202}, {'X': 0.7947264909744263, 'Y': 0.6802316904067993, 'Z': -0.03265177085995674}, {'X': 0.7997007369995117, 'Y': 0.6112656593322754, 'Z': -0.050812359899282455}, {'X': 0.7946174740791321, 'Y': 0.5701770186424255, 'Z': -0.06988410651683807}, {'X': 0.7844194769859314, 'Y': 0.5363767147064209, 'Z': -0.0838548019528389}]
[{'X': 0.7513560056686401, 'Y': 0.8611896634101868, 'Z': -5.937690002610907e-05}, {'X': 0.7028575539588928, 'Y': 0.8345034122467041, 'Z': -0.026314783841371536}, {'X': 0.6680411696434021, 'Y': 0.7577030658721924, 'Z': -0.03891931474208832}, {'X': 0.6464398503303528, 'Y': 0.6923555135726929, 'Z': -0.04990202188491821}, {'X': 0.6258175373077393, 'Y': 0.6469891667366028, 'Z': -0.06322722136974335}, {'X': 0.7062806487083435, 'Y': 0.6607473492622375, 'Z': -0.017946848645806313}, {'X': 0.6960068345069885, 'Y': 0.5858025550842285, 'Z': -0.0393422469496727}, {'X': 0.6879848837852478, 'Y': 0.5484104156494141, 'Z': -0.06199728325009346}, {'X': 0.6802121996879578, 'Y': 0.5171424150466919, 'Z': -0.08052041381597519}, {'X': 0.7381612062454224, 'Y': 0.650443434715271, 'Z': -0.018359923735260963}, {'X': 0.730252742767334, 'Y': 0.5701156258583069, 'Z': -0.03841673582792282}, {'X': 0.720072329044342, 'Y': 0.5280407667160034, 'Z': -0.06431705504655838}, {'X': 0.7101973295211792, 'Y': 0.4959360659122467, 'Z': -0.08100704103708267}, {'X': 0.7679351568222046, 'Y': 0.6554103493690491, 'Z': -0.02383211813867092}, {'X': 0.7675156593322754, 'Y': 0.5722377300262451, 'Z': -0.03910130634903908}, {'X': 0.7575433850288391, 'Y': 0.5272013545036316, 'Z': -0.06191975623369217}, {'X': 0.7460066676139832, 'Y': 0.49090027809143066, 'Z': -0.0765392854809761}, {'X': 0.7967655658721924, 'Y': 0.676784336566925, 'Z': -0.02914501167833805}, {'X': 0.8020734786987305, 'Y': 0.6085895895957947, 'Z': -0.04375048726797104}, {'X': 0.7986136674880981, 'Y': 0.5645567774772644, 'Z': -0.06082109734416008}, {'X': 0.7893049120903015, 'Y': 0.5246589183807373, 'Z': -0.07450456917285919}]
[{'X': 0.7508140206336975, 'Y': 0.8460180163383484, 'Z': -4.635012010112405e-05}, {'X': 0.7014398574829102, 'Y': 0.8264148831367493, 'Z': -0.01635918952524662}, {'X': 0.6664787530899048, 'Y': 0.7505925297737122, 'Z': -0.023414459079504013}, {'X': 0.6426175832748413, 'Y': 0.6881479024887085, 'Z': -0.032122332602739334}, {'X': 0.6220982074737549, 'Y': 0.647596538066864, 'Z': -0.0408942736685276}, {'X': 0.707060694694519, 'Y': 0.6652869582176208, 'Z': -0.0029338153544813395}, {'X': 0.6945396661758423, 'Y': 0.6012678742408752, 'Z': -0.02672758139669895}, {'X': 0.6853683590888977, 'Y': 0.5873537063598633, 'Z': -0.05725804716348648}, {'X': 0.6797176003456116, 'Y': 0.5833053588867188, 'Z': -0.08296654373407364}, {'X': 0.7375198602676392, 'Y': 0.6508373022079468, 'Z': -0.010764875449240208}, {'X': 0.7271121740341187, 'Y': 0.5693497061729431, 'Z': -0.027867920696735382}, {'X': 0.715341329574585, 'Y': 0.5312960147857666, 'Z': -0.056713394820690155}, {'X': 0.704186201095581, 'Y': 0.5069618225097656, 'Z': -0.08076056838035583}, {'X': 0.7673510313034058, 'Y': 0.6547206044197083, 'Z': -0.02338184043765068}, {'X': 0.7660324573516846, 'Y': 0.5696806311607361, 'Z': -0.03710947930812836}, {'X': 0.7557597160339355, 'Y': 0.5262155532836914, 'Z': -0.05879823863506317}, {'X': 0.7431453466415405, 'Y': 0.4916289448738098, 'Z': -0.0745786726474762}, {'X': 0.796238362789154, 'Y': 0.6759135723114014, 'Z': -0.03665097430348396}, {'X': 0.8040712475776672, 'Y': 0.6052951216697693, 'Z': -0.045723896473646164}, {'X': 0.7996460199356079, 'Y': 0.5631623268127441, 'Z': -0.05505463480949402}, {'X': 0.787028431892395, 'Y': 0.5228046774864197, 'Z': -0.06306257843971252}]
[{'X': 0.7530425190925598, 'Y': 0.8550781011581421, 'Z': -3.795976590481587e-05}, {'X': 0.7042555212974548, 'Y': 0.8339783549308777, 'Z': -0.02428452856838703}, {'X': 0.6679443120956421, 'Y': 0.7557874321937561, 'Z': -0.03873775899410248}, {'X': 0.6441786289215088, 'Y': 0.6918179392814636, 'Z': -0.055128004401922226}, {'X': 0.6224655508995056, 'Y': 0.6495841145515442, 'Z': -0.07418323308229446}, {'X': 0.7061724662780762, 'Y': 0.6620684266090393, 'Z': -0.020193597301840782}, {'X': 0.6965348124504089, 'Y': 0.5856348276138306, 'Z': -0.05394257232546806}, {'X': 0.6885921955108643, 'Y': 0.5650990605354309, 'Z': -0.09011051058769226}, {'X': 0.6830863952636719, 'Y': 0.5647245645523071, 'Z': -0.11746741831302643}, {'X': 0.7376720905303955, 'Y': 0.6490371227264404, 'Z': -0.02711149863898754}, {'X': 0.7276574373245239, 'Y': 0.5669726133346558, 'Z': -0.05856021121144295}, {'X': 0.7158424258232117, 'Y': 0.5358062982559204, 'Z': -0.09421248733997345}, {'X': 0.7057458758354187, 'Y': 0.5255134701728821, 'Z': -0.12132041901350021}, {'X': 0.7676405310630798, 'Y': 0.652794361114502, 'Z': -0.03863175958395004}, {'X': 0.7660064697265625, 'Y': 0.5672273635864258, 'Z': -0.0627983808517456}, {'X': 0.7566838264465332, 'Y': 0.5283050537109375, 'Z': -0.09197898209095001}, {'X': 0.7453349232673645, 'Y': 0.5028361082077026, 'Z': -0.11295726895332336}, {'X': 0.7967173457145691, 'Y': 0.6744067072868347, 'Z': -0.051365919411182404}, {'X': 0.8047112226486206, 'Y': 0.6033065915107727, 'Z': -0.06930353492498398}, {'X': 0.8014858961105347, 'Y': 0.5636680722236633, 'Z': -0.0871608555316925}, {'X': 0.7895336747169495, 'Y': 0.5310741662979126, 'Z': -0.10293295234441757}]
[{'X': 0.7539066672325134, 'Y': 0.8408086895942688, 'Z': -7.54922439227812e-05}, {'X': 0.7040824890136719, 'Y': 0.8200390934944153, 'Z': -0.03167732059955597}, {'X': 0.6683517694473267, 'Y': 0.7418861389160156, 'Z': -0.0538148395717144}, {'X': 0.644099235534668, 'Y': 0.6751214861869812, 'Z': -0.07409782707691193}, {'X': 0.6220628619194031, 'Y': 0.6365189552307129, 'Z': -0.09916279464960098}, {'X': 0.7040083408355713, 'Y': 0.6472526788711548, 'Z': -0.05124591290950775}, {'X': 0.6928189992904663, 'Y': 0.5725390911102295, 'Z': -0.10051542520523071}, {'X': 0.6899994611740112, 'Y': 0.5800630450248718, 'Z': -0.14257103204727173}, {'X': 0.689195990562439, 'Y': 0.6013956069946289, 'Z': -0.17134299874305725}, {'X': 0.7347980737686157, 'Y': 0.6323621869087219, 'Z': -0.05786062404513359}, {'X': 0.725536048412323, 'Y': 0.543217122554779, 'Z': -0.1074342429637909}, {'X': 0.7183398008346558, 'Y': 0.548621654510498, 'Z': -0.1523107886314392}, {'X': 0.7154489755630493, 'Y': 0.5689945220947266, 'Z': -0.1852155178785324}, {'X': 0.7667067050933838, 'Y': 0.636502742767334, 'Z': -0.06765888631343842}, {'X': 0.7650930285453796, 'Y': 0.5465017557144165, 'Z': -0.10851380228996277}, {'X': 0.7586199641227722, 'Y': 0.5369369387626648, 'Z': -0.14619266986846924}, {'X': 0.7512153387069702, 'Y': 0.5379727482795715, 'Z': -0.17277275025844574}, {'X': 0.7988298535346985, 'Y': 0.6583662629127502, 'Z': -0.07814256846904755}, {'X': 0.808686375617981, 'Y': 0.5885778665542603, 'Z': -0.10847821831703186}, {'X': 0.805433988571167, 'Y': 0.5617535710334778, 'Z': -0.13054552674293518}, {'X': 0.7933194637298584, 'Y': 0.5438039302825928, 'Z': -0.14762894809246063}]
[{'X': 0.7473083734512329, 'Y': 0.8251116275787354, 'Z': -6.572626443812624e-05}, {'X': 0.7003594040870667, 'Y': 0.8130488395690918, 'Z': -0.02739284746348858}, {'X': 0.6666176915168762, 'Y': 0.7466472387313843, 'Z': -0.04769611358642578}, {'X': 0.6474514603614807, 'Y': 0.6894079446792603, 'Z': -0.06715799123048782}, {'X': 0.6234723329544067, 'Y': 0.6521926522254944, 'Z': -0.09094551205635071}, {'X': 0.7031185626983643, 'Y': 0.6475182175636292, 'Z': -0.04804500192403793}, {'X': 0.6981835961341858, 'Y': 0.5701299905776978, 'Z': -0.09187326580286026}, {'X': 0.6938704252243042, 'Y': 0.5774514675140381, 'Z': -0.13204485177993774}, {'X': 0.691424548625946, 'Y': 0.6016531586647034, 'Z': -0.1569855660200119}, {'X': 0.7356012463569641, 'Y': 0.6357678771018982, 'Z': -0.05323917418718338}, {'X': 0.7319334745407104, 'Y': 0.5548803806304932, 'Z': -0.09505457431077957}, {'X': 0.7221178412437439, 'Y': 0.5413310527801514, 'Z': -0.12989164888858795}, {'X': 0.7119211554527283, 'Y': 0.5473624467849731, 'Z': -0.15308940410614014}, {'X': 0.7673525214195251, 'Y': 0.6438636779785156, 'Z': -0.061922337859869}, {'X': 0.768737256526947, 'Y': 0.5670764446258545, 'Z': -0.0941457748413086}, {'X': 0.7607251405715942, 'Y': 0.5400757193565369, 'Z': -0.12591996788978577}, {'X': 0.7499438524246216, 'Y': 0.526789665222168, 'Z': -0.1478317379951477}, {'X': 0.7975353002548218, 'Y': 0.6659768223762512, 'Z': -0.07158558815717697}, {'X': 0.807430624961853, 'Y': 0.6012357473373413, 'Z': -0.0921575278043747}, {'X': 0.8039689660072327, 'Y': 0.566123902797699, 'Z': -0.11039336770772934}, {'X': 0.7904908061027527, 'Y': 0.5356864929199219, 'Z': -0.12385042011737823}]
[{'X': 0.7532732486724854, 'Y': 0.8574305176734924, 'Z': -5.4484105930896476e-05}, {'X': 0.7006124258041382, 'Y': 0.8228166103363037, 'Z': -0.00804373063147068}, {'X': 0.6684364080429077, 'Y': 0.738760232925415, 'Z': -0.027666328474879265}, {'X': 0.6465458273887634, 'Y': 0.6803413033485413, 'Z': -0.050026651471853256}, {'X': 0.6220172047615051, 'Y': 0.6469660997390747, 'Z': -0.07604663074016571}, {'X': 0.7036730051040649, 'Y': 0.6338071823120117, 'Z': -0.0531986802816391}, {'X': 0.6934691667556763, 'Y': 0.5397666096687317, 'Z': -0.08469276130199432}, {'X': 0.6934816241264343, 'Y': 0.5482266545295715, 'Z': -0.10907194763422012}, {'X': 0.69401615858078, 'Y': 0.5769472122192383, 'Z': -0.12876065075397491}, {'X': 0.7328290343284607, 'Y': 0.6280796527862549, 'Z': -0.0703277736902237}, {'X': 0.7253902554512024, 'Y': 0.532838761806488, 'Z': -0.10559871792793274}, {'X': 0.7198784947395325, 'Y': 0.5479683876037598, 'Z': -0.1320316642522812}, {'X': 0.7202969193458557, 'Y': 0.5819512009620667, 'Z': -0.15536458790302277}, {'X': 0.763332724571228, 'Y': 0.6414497494697571, 'Z': -0.086827352643013}, {'X': 0.7584323287010193, 'Y': 0.5505849719047546, 'Z': -0.1154312714934349}, {'X': 0.7520420551300049, 'Y': 0.5510461926460266, 'Z': -0.14064478874206543}, {'X': 0.7488272190093994, 'Y': 0.5694458484649658, 'Z': -0.15828394889831543}, {'X': 0.7945334315299988, 'Y': 0.6712554097175598, 'Z': -0.1030360534787178}, {'X': 0.7951651811599731, 'Y': 0.596655011177063, 'Z': -0.13291385769844055}, {'X': 0.7877583503723145, 'Y': 0.5696868300437927, 'Z': -0.1569133996963501}, {'X': 0.7773808240890503, 'Y': 0.558815062046051, 'Z': -0.17573730647563934}]
[{'X': 0.7716777920722961, 'Y': 0.843663215637207, 'Z': -2.481861201886204e-06}, {'X': 0.8019211292266846, 'Y': 0.7382274270057678, 'Z': 0.0485653392970562}, {'X': 0.8036737442016602, 'Y': 0.6433646082878113, 'Z': 0.06269010156393051}, {'X': 0.7900006771087646, 'Y': 0.5742969512939453, 'Z': 0.07218793034553528}, {'X': 0.7703437805175781, 'Y': 0.541936993598938, 'Z': 0.08382096886634827}, {'X': 0.7642574310302734, 'Y': 0.5742098093032837, 'Z': 0.004342689644545317}, {'X': 0.7308851480484009, 'Y': 0.5160413384437561, 'Z': 0.05235850065946579}, {'X': 0.7310303449630737, 'Y': 0.5451613664627075, 'Z': 0.086171954870224}, {'X': 0.7420487403869629, 'Y': 0.5727598667144775, 'Z': 0.09847238659858704}, {'X': 0.7301906943321228, 'Y': 0.6097208857536316, 'Z': -0.009159913286566734}, {'X': 0.7011889815330505, 'Y': 0.5492212176322937, 'Z': 0.042846232652664185}, {'X': 0.7066171765327454, 'Y': 0.580909013748169, 'Z': 0.0781002938747406}, {'X': 0.7221012711524963, 'Y': 0.6080318689346313, 'Z': 0.08910299837589264}, {'X': 0.7030991315841675, 'Y': 0.6651169061660767, 'Z': -0.012276525609195232}, {'X': 0.6808493137359619, 'Y': 0.6056145429611206, 'Z': 0.040346529334783554}, {'X': 0.6874398589134216, 'Y': 0.6290755271911621, 'Z': 0.07346852123737335}, {'X': 0.7009904980659485, 'Y': 0.6533419489860535, 'Z': 0.07946833968162537}, {'X': 0.6834124326705933, 'Y': 0.7296550869941711, 'Z': -0.01173410750925541}, {'X': 0.648085355758667, 'Y': 0.6789808869361877, 'Z': 0.005450000055134296}, {'X': 0.630291223526001, 'Y': 0.6651960015296936, 'Z': 0.013875406235456467}, {'X': 0.6234697103500366, 'Y': 0.6582326889038086, 'Z': 0.01345808245241642}]
[{'X': 0.7707750201225281, 'Y': 0.8592195510864258, 'Z': -3.972866034018807e-05}, {'X': 0.7040005326271057, 'Y': 0.8273974061012268, 'Z': 0.017342887818813324}, {'X': 0.6652100682258606, 'Y': 0.7528653740882874, 'Z': 0.021220846101641655}, {'X': 0.6350284814834595, 'Y': 0.68333899974823, 'Z': 0.028395935893058777}, {'X': 0.6116297841072083, 'Y': 0.6502551436424255, 'Z': 0.03354817256331444}, {'X': 0.707221508026123, 'Y': 0.6277040243148804, 'Z': -0.015404392033815384}, {'X': 0.6824526786804199, 'Y': 0.5554478168487549, 'Z': 0.030688483268022537}, {'X': 0.679671585559845, 'Y': 0.5845324397087097, 'Z': 0.0684443861246109}, {'X': 0.6857790946960449, 'Y': 0.6141257882118225, 'Z': 0.08220744878053665}, {'X': 0.7431129217147827, 'Y': 0.6014386415481567, 'Z': -0.011194758117198944}, {'X': 0.7139301896095276, 'Y': 0.5196084380149841, 'Z': 0.03414912149310112}, {'X': 0.7055839896202087, 'Y': 0.5505864024162292, 'Z': 0.06864464282989502}, {'X': 0.7110109925270081, 'Y': 0.5873348116874695, 'Z': 0.08188991993665695}, {'X': 0.7738080024719238, 'Y': 0.6026584506034851, 'Z': 0.00230399239808321}, {'X': 0.7491479516029358, 'Y': 0.519362211227417, 'Z': 0.04437251761555672}, {'X': 0.7381048798561096, 'Y': 0.5397825241088867, 'Z': 0.07914287596940994}, {'X': 0.7391033172607422, 'Y': 0.5681843757629395, 'Z': 0.0946246013045311}, {'X': 0.8022846579551697, 'Y': 0.6225466728210449, 'Z': 0.018118198961019516}, {'X': 0.7896714806556702, 'Y': 0.5482741594314575, 'Z': 0.04979175329208374}, {'X': 0.7770395278930664, 'Y': 0.5531142354011536, 'Z': 0.07669579237699509}, {'X': 0.7722997069358826, 'Y': 0.5729814171791077, 'Z': 0.09692893177270889}]
