[{'X': 0.7586560845375061, 'Y': 0.5891621112823486, 'Z': -6.232845043996349e-05}, {'X': 0.7073421478271484, 'Y': 0.5782755017280579, 'Z': -0.01837565191090107}, {'X': 0.6684591174125671, 'Y': 0.5188007354736328, 'Z': -0.02412688545882702}, {'X': 0.6481368541717529, 'Y': 0.45735639333724976, 'Z': -0.03653986379504204}, {'X': 0.6278402805328369, 'Y': 0.4066663384437561, 'Z': -0.050780899822711945}, {'X': 0.705238938331604, 'Y': 0.4167814552783966, 'Z': 0.02045394852757454}, {'X': 0.686546266078949, 'Y': 0.34355348348617554, 'Z': 0.015076510608196259}, {'X': 0.6738486289978027, 'Y': 0.3001369833946228, 'Z': 0.00688594114035368}, {'X': 0.6630789041519165, 'Y': 0.2651248574256897, 'Z': -0.0011230091331526637}, {'X': 0.7363607287406921, 'Y': 0.40195712447166443, 'Z': 0.01281806267797947}, {'X': 0.7230207324028015, 'Y': 0.3140130937099457, 'Z': 0.008422406390309334}, {'X': 0.7114650011062622, 'Y': 0.259052574634552, 'Z': -0.010086939670145512}, {'X': 0.7006267309188843, 'Y': 0.21473972499370575, 'Z': -0.024756258353590965}, {'X': 0.7664061784744263, 'Y': 0.4014975130558014, 'Z': -0.0017646062187850475}, {'X': 0.7586904764175415, 'Y': 0.31654512882232666, 'Z': -0.008630523458123207}, {'X': 0.7438188791275024, 'Y': 0.2688022255897522, 'Z': -0.030604641884565353}, {'X': 0.7279893159866333, 'Y': 0.23158933222293854, 'Z': -0.04827450215816498}, {'X': 0.7956305742263794, 'Y': 0.4128480851650238, 'Z': -0.017370428889989853}, {'X': 0.7921097874641418, 'Y': 0.3452959656715393, 'Z': -0.03155651316046715}, {'X': 0.7802682518959045, 'Y': 0.30433616042137146, 'Z': -0.0499490424990654}, {'X': 0.7643135786056519, 'Y': 0.27017316222190857, 'Z': -0.06430458277463913}]
[{'X': 0.759834885597229, 'Y': 0.5966229438781738, 'Z': -3.983920032624155e-05}, {'X': 0.7080987691879272, 'Y': 0.5852895379066467, 'Z': -0.015931814908981323}, {'X': 0.668747067451477, 'Y': 0.5203399658203125, 'Z': -0.019001679494976997}, {'X': 0.647632896900177, 'Y': 0.45505568385124207, 'Z': -0.028970234096050262}, {'X': 0.6247538924217224, 'Y': 0.40570828318595886, 'Z': -0.04185517504811287}, {'X': 0.7047185301780701, 'Y': 0.4201517701148987, 'Z': 0.026126952841877937}, {'X': 0.6881188750267029, 'Y': 0.3460550010204315, 'Z': 0.02306387946009636}, {'X': 0.6761836409568787, 'Y': 0.3015073835849762, 'Z': 0.014634253457188606}, {'X': 0.665662944316864, 'Y': 0.26344719529151917, 'Z': 0.005635266657918692}, {'X': 0.7359918355941772, 'Y': 0.4039527177810669, 'Z': 0.018845442682504654}, {'X': 0.7242306470870972, 'Y': 0.3172893822193146, 'Z': 0.015544858761131763}, {'X': 0.7130486369132996, 'Y': 0.2626807689666748, 'Z': -0.0033426405861973763}, {'X': 0.7023288607597351, 'Y': 0.21616779267787933, 'Z': -0.01853029616177082}, {'X': 0.7660650014877319, 'Y': 0.4018571972846985, 'Z': 0.004768325947225094}, {'X': 0.759600818157196, 'Y': 0.3170085847377777, 'Z': -8.470028114970773e-05}, {'X': 0.745439350605011, 'Y': 0.2690460681915283, 'Z': -0.020612932741642}, {'X': 0.730043888092041, 'Y': 0.23052160441875458, 'Z': -0.037187062203884125}, {'X': 0.7952770590782166, 'Y': 0.41118767857551575, 'Z': -0.010176211595535278}, {'X': 0.7927311658859253, 'Y': 0.3421745300292969, 'Z': -0.022793442010879517}, {'X': 0.7811825275421143, 'Y': 0.3022139072418213, 'Z': -0.0394430048763752}, {'X': 0.7655346989631653, 'Y': 0.2692767083644867, 'Z': -0.05255691707134247}]
[{'X': 0.7574803233146667, 'Y': 0.594795823097229, 'Z': -4.263795563019812e-05}, {'X': 0.7074451446533203, 'Y': 0.5864388346672058, 'Z': -0.019185887649655342}, {'X': 0.6683759689331055, 'Y': 0.5207489132881165, 'Z': -0.02432544343173504}, {'X': 0.6474496126174927, 'Y': 0.45479294657707214, 'Z': -0.03417776897549629}, {'X': 0.6242774724960327, 'Y': 0.4067474603652954, 'Z': -0.04668669030070305}, {'X': 0.7050542831420898, 'Y': 0.4205228090286255, 'Z': 0.013468333519995213}, {'X': 0.6883179545402527, 'Y': 0.34569495916366577, 'Z': 0.005683550611138344}, {'X': 0.6765433549880981, 'Y': 0.3019585907459259, 'Z': -0.00574747659265995}, {'X': 0.6658584475517273, 'Y': 0.2634655237197876, 'Z': -0.016590621322393417}, {'X': 0.7359938025474548, 'Y': 0.4044156074523926, 'Z': 0.007444181013852358}, {'X': 0.7231067419052124, 'Y': 0.31732892990112305, 'Z': 0.00021338224178180099}, {'X': 0.7117558121681213, 'Y': 0.26298296451568604, 'Z': -0.020938390865921974}, {'X': 0.7011263966560364, 'Y': 0.21624290943145752, 'Z': -0.03744019940495491}, {'X': 0.7661966681480408, 'Y': 0.40380188822746277, 'Z': -0.004501115530729294}, {'X': 0.7587778568267822, 'Y': 0.3185763359069824, 'Z': -0.012149903923273087}, {'X': 0.7445163130760193, 'Y': 0.2699388265609741, 'Z': -0.03386019170284271}, {'X': 0.7289866209030151, 'Y': 0.2299724668264389, 'Z': -0.05120477452874184}, {'X': 0.7958897948265076, 'Y': 0.41557854413986206, 'Z': -0.017483068630099297}, {'X': 0.7938123345375061, 'Y': 0.3457389175891876, 'Z': -0.031819093972444534}, {'X': 0.7835581302642822, 'Y': 0.3049827218055725, 'Z': -0.049013543874025345}, {'X': 0.7688446044921875, 'Y': 0.27001163363456726, 'Z': -0.06280076503753662}]
[{'X': 0.7582051753997803, 'Y': 0.6024422645568848, 'Z': -5.4220756283029914e-05}, {'X': 0.7080199718475342, 'Y': 0.5882265567779541, 'Z': -0.013908660970628262}, {'X': 0.6690232157707214, 'Y': 0.5214850306510925, 'Z': -0.015582420863211155}, {'X': 0.647619903087616, 'Y': 0.4554101228713989, 'Z': -0.02447432465851307}, {'X': 0.6267919540405273, 'Y': 0.40523338317871094, 'Z': -0.03536316379904747}, {'X': 0.7057324647903442, 'Y': 0.4178118109703064, 'Z': 0.02866344526410103}, {'X': 0.6893073320388794, 'Y': 0.34227532148361206, 'Z': 0.02735370211303234}, {'X': 0.6774447560310364, 'Y': 0.29915979504585266, 'Z': 0.01918003521859646}, {'X': 0.6671447157859802, 'Y': 0.2621583938598633, 'Z': 0.010416654869914055}, {'X': 0.7364014983177185, 'Y': 0.4030325710773468, 'Z': 0.020990552380681038}, {'X': 0.7244278788566589, 'Y': 0.3144448697566986, 'Z': 0.020960768684744835}, {'X': 0.7123021483421326, 'Y': 0.25979483127593994, 'Z': 0.003288973355665803}, {'X': 0.7010853886604309, 'Y': 0.21428759396076202, 'Z': -0.01120192650705576}, {'X': 0.7661619186401367, 'Y': 0.4031674265861511, 'Z': 0.006613020319491625}, {'X': 0.7598525881767273, 'Y': 0.3174262046813965, 'Z': 0.0037466450594365597}, {'X': 0.745490312576294, 'Y': 0.2687559127807617, 'Z': -0.01646449975669384}, {'X': 0.7301556468009949, 'Y': 0.22988688945770264, 'Z': -0.032725781202316284}, {'X': 0.7950499653816223, 'Y': 0.4171319007873535, 'Z': -0.008379255421459675}, {'X': 0.7931498289108276, 'Y': 0.3468308448791504, 'Z': -0.021188415586948395}, {'X': 0.7817414999008179, 'Y': 0.3044266700744629, 'Z': -0.03848191350698471}, {'X': 0.7659502625465393, 'Y': 0.26973551511764526, 'Z': -0.05167092755436897}]
[{'X': 0.7577035427093506, 'Y': 0.5936581492424011, 'Z': -4.595768768922426e-05}, {'X': 0.7065484523773193, 'Y': 0.581633448600769, 'Z': -0.015751898288726807}, {'X': 0.6674908399581909, 'Y': 0.5176546573638916, 'Z': -0.02054261788725853}, {'X': 0.645698070526123, 'Y': 0.4537866711616516, 'Z': -0.03223345801234245}, {'X': 0.6227544546127319, 'Y': 0.40491390228271484, 'Z': -0.046871963888406754}, {'X': 0.704922616481781, 'Y': 0.41688504815101624, 'Z': 0.020753512158989906}, {'X': 0.6872948408126831, 'Y': 0.342629998922348, 'Z': 0.016740363091230392}, {'X': 0.6757878065109253, 'Y': 0.2991817593574524, 'Z': 0.007430857978761196}, {'X': 0.6651394367218018, 'Y': 0.2632322907447815, 'Z': -0.0014743132051080465}, {'X': 0.7359888553619385, 'Y': 0.40204986929893494, 'Z': 0.013310147449374199}, {'X': 0.72288578748703, 'Y': 0.3119264841079712, 'Z': 0.010832555592060089}, {'X': 0.7118828892707825, 'Y': 0.25961577892303467, 'Z': -0.006195081397891045}, {'X': 0.7006855010986328, 'Y': 0.21809035539627075, 'Z': -0.019232256338000298}, {'X': 0.7657098174095154, 'Y': 0.4019993543624878, 'Z': -0.0004455877933651209}, {'X': 0.7591447830200195, 'Y': 0.31325334310531616, 'Z': -0.003318231087177992}, {'X': 0.743757963180542, 'Y': 0.266132116317749, 'Z': -0.020796630531549454}, {'X': 0.7265015840530396, 'Y': 0.22943201661109924, 'Z': -0.03513379395008087}, {'X': 0.7944244146347046, 'Y': 0.4133107364177704, 'Z': -0.015050509944558144}, {'X': 0.7929486036300659, 'Y': 0.34372401237487793, 'Z': -0.026422783732414246}, {'X': 0.7810709476470947, 'Y': 0.3038060665130615, 'Z': -0.04199924319982529}, {'X': 0.7646296620368958, 'Y': 0.2701846659183502, 'Z': -0.05354957655072212}]
[{'X': 0.7555178999900818, 'Y': 0.5874118208885193, 'Z': -4.374765558168292e-05}, {'X': 0.7051855325698853, 'Y': 0.5815472602844238, 'Z': -0.019419316202402115}, {'X': 0.6663005352020264, 'Y': 0.5197911262512207, 'Z': -0.024683736264705658}, {'X': 0.6454188227653503, 'Y': 0.454441100358963, 'Z': -0.03583580255508423}, {'X': 0.6234855651855469, 'Y': 0.4063318371772766, 'Z': -0.048248160630464554}, {'X': 0.7038295865058899, 'Y': 0.41730329394340515, 'Z': 0.017109476029872894}, {'X': 0.685382604598999, 'Y': 0.3429301679134369, 'Z': 0.012107453308999538}, {'X': 0.6737240552902222, 'Y': 0.3003055453300476, 'Z': 0.0027723272796720266}, {'X': 0.6628571152687073, 'Y': 0.264859676361084, 'Z': -0.007396304048597813}, {'X': 0.7347439527511597, 'Y': 0.40147730708122253, 'Z': 0.011185361072421074}, {'X': 0.7209240198135376, 'Y': 0.31203776597976685, 'Z': 0.007638263050466776}, {'X': 0.7093410491943359, 'Y': 0.2597322165966034, 'Z': -0.009517943486571312}, {'X': 0.6973381042480469, 'Y': 0.21771351993083954, 'Z': -0.023927291855216026}, {'X': 0.7641507983207703, 'Y': 0.40120041370391846, 'Z': -0.0011607981286942959}, {'X': 0.7574464082717896, 'Y': 0.31332072615623474, 'Z': -0.0058148931711912155}, {'X': 0.7414711713790894, 'Y': 0.26540082693099976, 'Z': -0.023428164422512054}, {'X': 0.7232955694198608, 'Y': 0.22633028030395508, 'Z': -0.03881559893488884}, {'X': 0.792263388633728, 'Y': 0.4127624034881592, 'Z': -0.014581309631466866}, {'X': 0.7908439040184021, 'Y': 0.34382614493370056, 'Z': -0.027989333495497704}, {'X': 0.778595507144928, 'Y': 0.30528590083122253, 'Z': -0.0438736230134964}, {'X': 0.7612169981002808, 'Y': 0.2708883285522461, 'Z': -0.0552377849817276}]
[{'X': 0.7519698143005371, 'Y': 0.5982093811035156, 'Z': -1.4955588085285854e-05}, {'X': 0.6989297866821289, 'Y': 0.5901100039482117, 'Z': -0.018975060433149338}, {'X': 0.661145031452179, 'Y': 0.5268138647079468, 'Z': -0.02690148539841175}, {'X': 0.6402692794799805, 'Y': 0.46170228719711304, 'Z': -0.042012132704257965}, {'X': 0.6177031993865967, 'Y': 0.410492479801178, 'Z': -0.058655764907598495}, {'X': 0.7005385756492615, 'Y': 0.419327974319458, 'Z': 0.015092717483639717}, {'X': 0.6850590109825134, 'Y': 0.3432777225971222, 'Z': 0.008697344921529293}, {'X': 0.6730126142501831, 'Y': 0.29891660809516907, 'Z': -0.0018078152788802981}, {'X': 0.6608745455741882, 'Y': 0.2608802914619446, 'Z': -0.012144842185080051}, {'X': 0.7313921451568604, 'Y': 0.4045673906803131, 'Z': 0.008734049275517464}, {'X': 0.7222543358802795, 'Y': 0.31296366453170776, 'Z': 0.005250771064311266}, {'X': 0.7104706168174744, 'Y': 0.2608714699745178, 'Z': -0.012267650105059147}, {'X': 0.6975993514060974, 'Y': 0.21910277009010315, 'Z': -0.025980593636631966}, {'X': 0.7603452205657959, 'Y': 0.4062533378601074, 'Z': -0.0038322152104228735}, {'X': 0.7586227059364319, 'Y': 0.3154071569442749, 'Z': -0.007994022220373154}, {'X': 0.7437950372695923, 'Y': 0.2685931921005249, 'Z': -0.025025278329849243}, {'X': 0.7258747220039368, 'Y': 0.23186855018138885, 'Z': -0.0386514775454998}, {'X': 0.7880111932754517, 'Y': 0.4188927114009857, 'Z': -0.018206272274255753}, {'X': 0.7894906997680664, 'Y': 0.3468579649925232, 'Z': -0.03140203282237053}, {'X': 0.778169572353363, 'Y': 0.3086380660533905, 'Z': -0.04698018357157707}, {'X': 0.7615660429000854, 'Y': 0.2776505649089813, 'Z': -0.057114169001579285}]
[{'X': 0.7387636303901672, 'Y': 0.6106220483779907, 'Z': -3.164281588396989e-05}, {'X': 0.6900820136070251, 'Y': 0.5923848748207092, 'Z': -0.01772366091609001}, {'X': 0.6535102725028992, 'Y': 0.526824951171875, 'Z': -0.023296531289815903}, {'X': 0.6337714791297913, 'Y': 0.4655763506889343, 'Z': -0.03715680539608002}, {'X': 0.612254798412323, 'Y': 0.41351720690727234, 'Z': -0.050446610897779465}, {'X': 0.6938428282737732, 'Y': 0.42039427161216736, 'Z': 0.01616594009101391}, {'X': 0.6730024814605713, 'Y': 0.3436921238899231, 'Z': 0.01098252460360527}, {'X': 0.6593892574310303, 'Y': 0.3009905517101288, 'Z': 0.0004037925391457975}, {'X': 0.6468028426170349, 'Y': 0.2680857181549072, 'Z': -0.0123600447550416}, {'X': 0.7232053279876709, 'Y': 0.4074763357639313, 'Z': 0.007282786071300507}, {'X': 0.7120434045791626, 'Y': 0.3126133382320404, 'Z': 0.003944805357605219}, {'X': 0.6983344554901123, 'Y': 0.26033222675323486, 'Z': -0.017222126945853233}, {'X': 0.6814501881599426, 'Y': 0.22498053312301636, 'Z': -0.034418415278196335}, {'X': 0.749693751335144, 'Y': 0.412291944026947, 'Z': -0.007398244924843311}, {'X': 0.7491099238395691, 'Y': 0.3227992057800293, 'Z': -0.015150539577007294}, {'X': 0.7314364314079285, 'Y': 0.27765682339668274, 'Z': -0.0379490926861763}, {'X': 0.7089256048202515, 'Y': 0.2453349530696869, 'Z': -0.05666410177946091}, {'X': 0.7741091251373291, 'Y': 0.4295065701007843, 'Z': -0.02342020347714424}, {'X': 0.7760552167892456, 'Y': 0.3626120090484619, 'Z': -0.04259160906076431}, {'X': 0.7635956406593323, 'Y': 0.3254493176937103, 'Z': -0.06314367055892944}, {'X': 0.7443875670433044, 'Y': 0.29575225710868835, 'Z': -0.07729522138834}]
[{'X': 0.7354182600975037, 'Y': 0.6456598043441772, 'Z': -5.575732939178124e-05}, {'X': 0.6849163770675659, 'Y': 0.6184725761413574, 'Z': -0.009892784990370274}, {'X': 0.6474326252937317, 'Y': 0.5424665212631226, 'Z': -0.014121494255959988}, {'X': 0.6258575916290283, 'Y': 0.473720908164978, 'Z': -0.027168720960617065}, {'X': 0.6044369339942932, 'Y': 0.4199954867362976, 'Z': -0.03997744619846344}, {'X': 0.6839897632598877, 'Y': 0.43661490082740784, 'Z': 0.01807398349046707}, {'X': 0.6659899353981018, 'Y': 0.3599988520145416, 'Z': 0.015231468714773655}, {'X': 0.651557445526123, 'Y': 0.31596776843070984, 'Z': 0.007738339714705944}, {'X': 0.6369566321372986, 'Y': 0.2781301736831665, 'Z': 9.72041962086223e-05}, {'X': 0.7131800651550293, 'Y': 0.4232369661331177, 'Z': 0.009907330386340618}, {'X': 0.704010546207428, 'Y': 0.32698312401771545, 'Z': 0.0075545646250247955}, {'X': 0.6900023221969604, 'Y': 0.2736588716506958, 'Z': -0.009157052263617516}, {'X': 0.6732500195503235, 'Y': 0.2347390204668045, 'Z': -0.022844189777970314}, {'X': 0.7395445704460144, 'Y': 0.42678144574165344, 'Z': -0.002602471737191081}, {'X': 0.7376784086227417, 'Y': 0.33382415771484375, 'Z': -0.006503944750875235}, {'X': 0.7215049266815186, 'Y': 0.28503143787384033, 'Z': -0.023513063788414}, {'X': 0.7007572650909424, 'Y': 0.25061261653900146, 'Z': -0.03803011029958725}, {'X': 0.7642068862915039, 'Y': 0.4435555934906006, 'Z': -0.015519987791776657}, {'X': 0.7648229598999023, 'Y': 0.3721683621406555, 'Z': -0.030779369175434113}, {'X': 0.7534284591674805, 'Y': 0.33174946904182434, 'Z': -0.048192936927080154}, {'X': 0.7357412576675415, 'Y': 0.30150365829467773, 'Z': -0.06065882369875908}]
[{'X': 0.7259035110473633, 'Y': 0.6386511325836182, 'Z': -4.416207593749277e-05}, {'X': 0.6756819486618042, 'Y': 0.617679238319397, 'Z': -0.010031652636826038}, {'X': 0.6380950212478638, 'Y': 0.5456627607345581, 'Z': -0.014003459364175797}, {'X': 0.6174069046974182, 'Y': 0.48149311542510986, 'Z': -0.026736680418252945}, {'X': 0.5962883234024048, 'Y': 0.43039020895957947, 'Z': -0.03890993446111679}, {'X': 0.6763473153114319, 'Y': 0.4425181746482849, 'Z': 0.015565017238259315}, {'X': 0.6586481332778931, 'Y': 0.3650761842727661, 'Z': 0.01031228993088007}, {'X': 0.6430717706680298, 'Y': 0.322890967130661, 'Z': 0.0016516615869477391}, {'X': 0.626602828502655, 'Y': 0.28728607296943665, 'Z': -0.006750964559614658}, {'X': 0.7043781876564026, 'Y': 0.42938822507858276, 'Z': 0.006300592795014381}, {'X': 0.6943216919898987, 'Y': 0.33301109075546265, 'Z': 0.0031317961402237415}, {'X': 0.6799055933952332, 'Y': 0.28015708923339844, 'Z': -0.013548561371862888}, {'X': 0.6626083850860596, 'Y': 0.2393796443939209, 'Z': -0.027303282171487808}, {'X': 0.7298967242240906, 'Y': 0.4331215023994446, 'Z': -0.007591413799673319}, {'X': 0.727446436882019, 'Y': 0.3388676941394806, 'Z': -0.012211492285132408}, {'X': 0.7114019989967346, 'Y': 0.2889750003814697, 'Z': -0.028520159423351288}, {'X': 0.6908932328224182, 'Y': 0.25201088190078735, 'Z': -0.043032824993133545}, {'X': 0.7542917728424072, 'Y': 0.44936883449554443, 'Z': -0.021897656843066216}, {'X': 0.7557447552680969, 'Y': 0.37630224227905273, 'Z': -0.03627944365143776}, {'X': 0.7438333630561829, 'Y': 0.33690664172172546, 'Z': -0.052622754126787186}, {'X': 0.725619912147522, 'Y': 0.30833712220191956, 'Z': -0.06477989256381989}]
[{'X': 0.7172757387161255, 'Y': 0.6486940383911133, 'Z': -2.7193209461984225e-05}, {'X': 0.6660258173942566, 'Y': 0.6273398399353027, 'Z': -0.011705294251441956}, {'X': 0.6298226118087769, 'Y': 0.5540274977684021, 'Z': -0.016852863132953644}, {'X': 0.6096794009208679, 'Y': 0.48763540387153625, 'Z': -0.03088938631117344}, {'X': 0.5881202816963196, 'Y': 0.4342740774154663, 'Z': -0.04622030258178711}, {'X': 0.6679485440254211, 'Y': 0.44666728377342224, 'Z': 0.021580630913376808}, {'X': 0.6499359011650085, 'Y': 0.37271565198898315, 'Z': 0.015608742833137512}, {'X': 0.6341801285743713, 'Y': 0.33102092146873474, 'Z': 0.005224232096225023}, {'X': 0.6177628636360168, 'Y': 0.2959018349647522, 'Z': -0.0033749861177057028}, {'X': 0.6960160732269287, 'Y': 0.43276089429855347, 'Z': 0.012655677273869514}, {'X': 0.6849592924118042, 'Y': 0.3396693170070648, 'Z': 0.008748268708586693}, {'X': 0.6703376770019531, 'Y': 0.2869904339313507, 'Z': -0.010643991641700268}, {'X': 0.6529633402824402, 'Y': 0.246268168091774, 'Z': -0.026238705962896347}, {'X': 0.7216693758964539, 'Y': 0.4358305335044861, 'Z': -0.0011620760196819901}, {'X': 0.7178101539611816, 'Y': 0.3447871804237366, 'Z': -0.005985616706311703}, {'X': 0.701042890548706, 'Y': 0.29679733514785767, 'Z': -0.024880487471818924}, {'X': 0.6803399920463562, 'Y': 0.2618696689605713, 'Z': -0.04074528440833092}, {'X': 0.7464346885681152, 'Y': 0.4514726996421814, 'Z': -0.01632731221616268}, {'X': 0.7462835907936096, 'Y': 0.3804492652416229, 'Z': -0.031335677951574326}, {'X': 0.7339102029800415, 'Y': 0.34169167280197144, 'Z': -0.049198638647794724}, {'X': 0.7154179215431213, 'Y': 0.3137730658054352, 'Z': -0.06334861367940903}]
