[{'X': 0.7054085731506348, 'Y': 0.670356035232544, 'Z': -9.15870041353628e-05}, {'X': 0.6389881372451782, 'Y': 0.6454836130142212, 'Z': -0.027028368785977364}, {'X': 0.5928481817245483, 'Y': 0.5717488527297974, 'Z': -0.031209517270326614}, {'X': 0.5760766863822937, 'Y': 0.49316754937171936, 'Z': -0.0390850305557251}, {'X': 0.569934606552124, 'Y': 0.4338655173778534, 'Z': -0.040460482239723206}, {'X': 0.6296061873435974, 'Y': 0.4783184826374054, 'Z': 0.02109515480697155}, {'X': 0.6122450232505798, 'Y': 0.3826083540916443, 'Z': 0.014468951150774956}, {'X': 0.6079273223876953, 'Y': 0.32630181312561035, 'Z': 0.0070854173973202705}, {'X': 0.6053000092506409, 'Y': 0.27831029891967773, 'Z': -0.0030876302625983953}, {'X': 0.666196882724762, 'Y': 0.46494293212890625, 'Z': 0.014618512243032455}, {'X': 0.6486891508102417, 'Y': 0.35813310742378235, 'Z': 0.010632327757775784}, {'X': 0.6437796354293823, 'Y': 0.2972864508628845, 'Z': -0.011357143521308899}, {'X': 0.6407979726791382, 'Y': 0.24761620163917542, 'Z': -0.028363104909658432}, {'X': 0.7023147940635681, 'Y': 0.4679676294326782, 'Z': 0.001404637936502695}, {'X': 0.6876979470252991, 'Y': 0.3704153299331665, 'Z': -0.0025397296994924545}, {'X': 0.6794254779815674, 'Y': 0.313302218914032, 'Z': -0.022666582837700844}, {'X': 0.671535074710846, 'Y': 0.2650507092475891, 'Z': -0.04005046188831329}, {'X': 0.7417283654212952, 'Y': 0.4866785407066345, 'Z': -0.01496393047273159}, {'X': 0.7324050068855286, 'Y': 0.4123925566673279, 'Z': -0.02256159856915474}, {'X': 0.7250070571899414, 'Y': 0.36483585834503174, 'Z': -0.037385955452919006}, {'X': 0.7154882550239563, 'Y': 0.32070159912109375, 'Z': -0.05140586197376251}]
[{'X': 0.7030474543571472, 'Y': 0.6632011532783508, 'Z': -9.859101555775851e-05}, {'X': 0.6386024951934814, 'Y': 0.6414867043495178, 'Z': -0.025451678782701492}, {'X': 0.5931326150894165, 'Y': 0.568778395652771, 'Z': -0.030182812362909317}, {'X': 0.5764492154121399, 'Y': 0.49196693301200867, 'Z': -0.039081692695617676}, {'X': 0.5695874691009521, 'Y': 0.43251994252204895, 'Z': -0.04197385534644127}, {'X': 0.629501223564148, 'Y': 0.4777265191078186, 'Z': 0.018304087221622467}, {'X': 0.6120412945747375, 'Y': 0.38157498836517334, 'Z': 0.009193145669996738}, {'X': 0.6070351600646973, 'Y': 0.32540732622146606, 'Z': 0.001094058039598167}, {'X': 0.6042446494102478, 'Y': 0.2776462435722351, 'Z': -0.009050055406987667}, {'X': 0.6654043793678284, 'Y': 0.46506184339523315, 'Z': 0.009432473219931126}, {'X': 0.6483010649681091, 'Y': 0.3586142659187317, 'Z': 0.0032012455631047487}, {'X': 0.6425597071647644, 'Y': 0.2977626323699951, 'Z': -0.020061209797859192}, {'X': 0.6391409635543823, 'Y': 0.2484428733587265, 'Z': -0.038268350064754486}, {'X': 0.7014898657798767, 'Y': 0.4688182473182678, 'Z': -0.005671594757586718}, {'X': 0.6880900263786316, 'Y': 0.3722286522388458, 'Z': -0.011487147770822048}, {'X': 0.6789751648902893, 'Y': 0.3158016800880432, 'Z': -0.03292088955640793}, {'X': 0.6710148453712463, 'Y': 0.2685331702232361, 'Z': -0.05089905485510826}, {'X': 0.7414331436157227, 'Y': 0.4872537851333618, 'Z': -0.02399539388716221}, {'X': 0.7314199209213257, 'Y': 0.41290250420570374, 'Z': -0.034074146300554276}, {'X': 0.723061740398407, 'Y': 0.36553439497947693, 'Z': -0.050359390676021576}, {'X': 0.7128947973251343, 'Y': 0.321588397026062, 'Z': -0.06541477888822556}]
[{'X': 0.7003815174102783, 'Y': 0.6661192178726196, 'Z': -9.167874668492004e-05}, {'X': 0.6363174915313721, 'Y': 0.6406667828559875, 'Z': -0.023982957005500793}, {'X': 0.5920196175575256, 'Y': 0.5659247636795044, 'Z': -0.030877158045768738}, {'X': 0.5750735998153687, 'Y': 0.48814845085144043, 'Z': -0.042381323873996735}, {'X': 0.5677404999732971, 'Y': 0.4297946095466614, 'Z': -0.048423148691654205}, {'X': 0.6283667087554932, 'Y': 0.4732716977596283, 'Z': 0.015331164002418518}, {'X': 0.6104085445404053, 'Y': 0.3785274624824524, 'Z': 0.006077475845813751}, {'X': 0.6062678098678589, 'Y': 0.3241041302680969, 'Z': 0.000854765996336937}, {'X': 0.6039459109306335, 'Y': 0.27797767519950867, 'Z': -0.007520922925323248}, {'X': 0.6642777323722839, 'Y': 0.4619813561439514, 'Z': 0.003708146046847105}, {'X': 0.6470488905906677, 'Y': 0.3546615242958069, 'Z': -0.006045210175216198}, {'X': 0.6425012350082397, 'Y': 0.2973809838294983, 'Z': -0.02891368418931961}, {'X': 0.6406791806221008, 'Y': 0.25067415833473206, 'Z': -0.0455036461353302}, {'X': 0.6998692154884338, 'Y': 0.4675014615058899, 'Z': -0.01379786804318428}, {'X': 0.6857523918151855, 'Y': 0.370881587266922, 'Z': -0.022568626329302788}, {'X': 0.6779732704162598, 'Y': 0.31518226861953735, 'Z': -0.04398537054657936}, {'X': 0.6715965270996094, 'Y': 0.2673553228378296, 'Z': -0.06330166012048721}, {'X': 0.7394905686378479, 'Y': 0.48840445280075073, 'Z': -0.034367453306913376}, {'X': 0.7283916473388672, 'Y': 0.41486456990242004, 'Z': -0.046005770564079285}, {'X': 0.7213828563690186, 'Y': 0.3670465648174286, 'Z': -0.06460003554821014}, {'X': 0.7127091288566589, 'Y': 0.3198569715023041, 'Z': -0.08070172369480133}]
[{'X': 0.702064037322998, 'Y': 0.6683355569839478, 'Z': -9.727660653879866e-05}, {'X': 0.6357008218765259, 'Y': 0.6440227031707764, 'Z': -0.02422158233821392}, {'X': 0.5913249254226685, 'Y': 0.570005476474762, 'Z': -0.02727777324616909}, {'X': 0.5752460956573486, 'Y': 0.49243414402008057, 'Z': -0.03380613029003143}, {'X': 0.5677165985107422, 'Y': 0.43412187695503235, 'Z': -0.034640077501535416}, {'X': 0.6287608742713928, 'Y': 0.47817060351371765, 'Z': 0.02045648731291294}, {'X': 0.6122270822525024, 'Y': 0.38281190395355225, 'Z': 0.013092794455587864}, {'X': 0.6074761152267456, 'Y': 0.3273884057998657, 'Z': 0.005539532285183668}, {'X': 0.6047057509422302, 'Y': 0.27980679273605347, 'Z': -0.004675466567277908}, {'X': 0.6648932099342346, 'Y': 0.4662801921367645, 'Z': 0.01233245525509119}, {'X': 0.648685097694397, 'Y': 0.3603183329105377, 'Z': 0.0077886260114610195}, {'X': 0.6436052918434143, 'Y': 0.2996821403503418, 'Z': -0.014790532179176807}, {'X': 0.6406359672546387, 'Y': 0.24999618530273438, 'Z': -0.03258907422423363}, {'X': 0.7009536027908325, 'Y': 0.4708101749420166, 'Z': -0.001957812812179327}, {'X': 0.6876605749130249, 'Y': 0.37383997440338135, 'Z': -0.006556007079780102}, {'X': 0.6796407699584961, 'Y': 0.31740128993988037, 'Z': -0.027598822489380836}, {'X': 0.672354519367218, 'Y': 0.26893192529678345, 'Z': -0.04578150063753128}, {'X': 0.740344226360321, 'Y': 0.4909946024417877, 'Z': -0.019123023375868797}, {'X': 0.7316515445709229, 'Y': 0.4167478680610657, 'Z': -0.027791881933808327}, {'X': 0.7246224880218506, 'Y': 0.3692023456096649, 'Z': -0.044250912964344025}, {'X': 0.7155930995941162, 'Y': 0.32413601875305176, 'Z': -0.05937439948320389}]
[{'X': 0.704217791557312, 'Y': 0.669353723526001, 'Z': -8.432647155132145e-05}, {'X': 0.6397243142127991, 'Y': 0.6372603178024292, 'Z': -0.029032619670033455}, {'X': 0.5949340462684631, 'Y': 0.5607010126113892, 'Z': -0.03452157601714134}, {'X': 0.5802049040794373, 'Y': 0.4777953624725342, 'Z': -0.043511927127838135}, {'X': 0.5820079445838928, 'Y': 0.4160376787185669, 'Z': -0.04665390029549599}, {'X': 0.6291053295135498, 'Y': 0.47488394379615784, 'Z': 0.027614301070570946}, {'X': 0.6147255301475525, 'Y': 0.382590651512146, 'Z': 0.02306978963315487}, {'X': 0.6111469864845276, 'Y': 0.3283013105392456, 'Z': 0.013498539105057716}, {'X': 0.6082773804664612, 'Y': 0.28079915046691895, 'Z': 0.0014800402568653226}, {'X': 0.6661373376846313, 'Y': 0.46382439136505127, 'Z': 0.022902444005012512}, {'X': 0.6515336632728577, 'Y': 0.36069241166114807, 'Z': 0.020664101466536522}, {'X': 0.646122932434082, 'Y': 0.3026207387447357, 'Z': -0.0010518698254600167}, {'X': 0.6423969268798828, 'Y': 0.25266462564468384, 'Z': -0.017644094303250313}, {'X': 0.7022417783737183, 'Y': 0.46811872720718384, 'Z': 0.010264040902256966}, {'X': 0.6910011172294617, 'Y': 0.37339919805526733, 'Z': 0.007777245249599218}, {'X': 0.6825755834579468, 'Y': 0.31822100281715393, 'Z': -0.014515986666083336}, {'X': 0.6748040914535522, 'Y': 0.26978203654289246, 'Z': -0.03402883931994438}, {'X': 0.7408902645111084, 'Y': 0.4874075651168823, 'Z': -0.005570417735725641}, {'X': 0.7339110374450684, 'Y': 0.416480153799057, 'Z': -0.013121095485985279}, {'X': 0.7268956899642944, 'Y': 0.369690865278244, 'Z': -0.03032306581735611}, {'X': 0.7171376943588257, 'Y': 0.3249034285545349, 'Z': -0.04597872123122215}]
[{'X': 0.6994448304176331, 'Y': 0.6600655913352966, 'Z': -7.408790406771004e-05}, {'X': 0.6415021419525146, 'Y': 0.610924243927002, 'Z': -0.02676653489470482}, {'X': 0.6057305335998535, 'Y': 0.5265157222747803, 'Z': -0.032574884593486786}, {'X': 0.5970075726509094, 'Y': 0.44654083251953125, 'Z': -0.045839689671993256}, {'X': 0.5951328277587891, 'Y': 0.38456106185913086, 'Z': -0.05427088215947151}, {'X': 0.6293975710868835, 'Y': 0.4608663022518158, 'Z': 0.02206711284816265}, {'X': 0.6169146299362183, 'Y': 0.37228620052337646, 'Z': 0.006802984979003668}, {'X': 0.6143049597740173, 'Y': 0.32568180561065674, 'Z': -0.009634394198656082}, {'X': 0.6148212552070618, 'Y': 0.2826347351074219, 'Z': -0.0251958966255188}, {'X': 0.6644075512886047, 'Y': 0.4578573405742645, 'Z': 0.01240344624966383}, {'X': 0.6532742977142334, 'Y': 0.36438894271850586, 'Z': -0.007979273796081543}, {'X': 0.6498368978500366, 'Y': 0.31625932455062866, 'Z': -0.04157179221510887}, {'X': 0.6511638760566711, 'Y': 0.27509230375289917, 'Z': -0.06299049407243729}, {'X': 0.6987977027893066, 'Y': 0.46696987748146057, 'Z': -0.0056034657172858715}, {'X': 0.6918732523918152, 'Y': 0.3826291859149933, 'Z': -0.021024884656071663}, {'X': 0.6847743391990662, 'Y': 0.33326539397239685, 'Z': -0.05041811987757683}, {'X': 0.6794963479042053, 'Y': 0.2896326184272766, 'Z': -0.07451415807008743}, {'X': 0.7365517020225525, 'Y': 0.4902132749557495, 'Z': -0.02601904794573784}, {'X': 0.7305265665054321, 'Y': 0.4260514974594116, 'Z': -0.044615473598241806}, {'X': 0.723921000957489, 'Y': 0.3810310959815979, 'Z': -0.0668426901102066}, {'X': 0.7155430912971497, 'Y': 0.33473679423332214, 'Z': -0.08499353379011154}]
[{'X': 0.7007775902748108, 'Y': 0.6491366624832153, 'Z': -6.651120929745957e-05}, {'X': 0.6423068046569824, 'Y': 0.5885804295539856, 'Z': -0.01348083931952715}, {'X': 0.6162287592887878, 'Y': 0.49955710768699646, 'Z': -0.005438600201159716}, {'X': 0.612321138381958, 'Y': 0.415123850107193, 'Z': -0.008960687555372715}, {'X': 0.6022980809211731, 'Y': 0.3473163843154907, 'Z': -0.005712519399821758}, {'X': 0.6308847069740295, 'Y': 0.45674705505371094, 'Z': 0.05633578449487686}, {'X': 0.6205445528030396, 'Y': 0.38031771779060364, 'Z': 0.04192984849214554}, {'X': 0.6203178763389587, 'Y': 0.3363659083843231, 'Z': 0.022410713136196136}, {'X': 0.62004554271698, 'Y': 0.2949584126472473, 'Z': 0.005027417093515396}, {'X': 0.6657674908638, 'Y': 0.45212945342063904, 'Z': 0.04416440799832344}, {'X': 0.6582934260368347, 'Y': 0.369437575340271, 'Z': 0.020262079313397408}, {'X': 0.6582774519920349, 'Y': 0.32669639587402344, 'Z': -0.017788494005799294}, {'X': 0.6580199003219604, 'Y': 0.29436585307121277, 'Z': -0.038750432431697845}, {'X': 0.6998499631881714, 'Y': 0.46137523651123047, 'Z': 0.02161736972630024}, {'X': 0.6947677135467529, 'Y': 0.38302677869796753, 'Z': -0.004808203782886267}, {'X': 0.6893287897109985, 'Y': 0.34233447909355164, 'Z': -0.03810236230492592}, {'X': 0.6824556589126587, 'Y': 0.3083537817001343, 'Z': -0.05639452487230301}, {'X': 0.7369612455368042, 'Y': 0.48647528886795044, 'Z': -0.0017869728617370129}, {'X': 0.7267377376556396, 'Y': 0.4253610670566559, 'Z': -0.029532020911574364}, {'X': 0.7168658971786499, 'Y': 0.38486024737358093, 'Z': -0.054661061614751816}, {'X': 0.7039198875427246, 'Y': 0.34250104427337646, 'Z': -0.07022807002067566}]
[{'X': 0.6928378939628601, 'Y': 0.6269489526748657, 'Z': -3.8285903428914025e-05}, {'X': 0.6379142999649048, 'Y': 0.5627821087837219, 'Z': -0.009258521720767021}, {'X': 0.6222519278526306, 'Y': 0.4747292697429657, 'Z': 0.0017875947523862123}, {'X': 0.6257776021957397, 'Y': 0.3955627381801605, 'Z': -0.0011637188727036119}, {'X': 0.6182761788368225, 'Y': 0.33221858739852905, 'Z': -0.0041427649557590485}, {'X': 0.6321027278900146, 'Y': 0.4422966241836548, 'Z': 0.07906880974769592}, {'X': 0.6237534880638123, 'Y': 0.3742467164993286, 'Z': 0.07718455791473389}, {'X': 0.6243842840194702, 'Y': 0.33432039618492126, 'Z': 0.06479855626821518}, {'X': 0.6249958872795105, 'Y': 0.29848048090934753, 'Z': 0.052497971802949905}, {'X': 0.6648628115653992, 'Y': 0.44152799248695374, 'Z': 0.0719628781080246}, {'X': 0.6578593850135803, 'Y': 0.37191635370254517, 'Z': 0.06937602162361145}, {'X': 0.6535486578941345, 'Y': 0.3308238387107849, 'Z': 0.04130351170897484}, {'X': 0.6496961116790771, 'Y': 0.29873359203338623, 'Z': 0.021624261513352394}, {'X': 0.6975072026252747, 'Y': 0.4534972012042999, 'Z': 0.053811442106962204}, {'X': 0.6939157843589783, 'Y': 0.3863271176815033, 'Z': 0.04844711720943451}, {'X': 0.6837834119796753, 'Y': 0.3476615846157074, 'Z': 0.01755688339471817}, {'X': 0.6741280555725098, 'Y': 0.3167020380496979, 'Z': -0.0029808080289512873}, {'X': 0.7319949865341187, 'Y': 0.4783497154712677, 'Z': 0.03443333879113197}, {'X': 0.7232378125190735, 'Y': 0.4238249659538269, 'Z': 0.019271908327937126}, {'X': 0.7120940685272217, 'Y': 0.38867509365081787, 'Z': -0.0047174361534416676}, {'X': 0.7002367973327637, 'Y': 0.3546786904335022, 'Z': -0.022417156025767326}]
[{'X': 0.6974952816963196, 'Y': 0.6274250745773315, 'Z': -4.993442416889593e-05}, {'X': 0.6382968425750732, 'Y': 0.544360876083374, 'Z': -0.016199780628085136}, {'X': 0.6244304180145264, 'Y': 0.4568515121936798, 'Z': -0.0004201219417154789}, {'X': 0.6342692971229553, 'Y': 0.3817204535007477, 'Z': 0.006054976023733616}, {'X': 0.6319290399551392, 'Y': 0.3197685778141022, 'Z': 0.011698712594807148}, {'X': 0.6280451416969299, 'Y': 0.4336027503013611, 'Z': 0.10922219604253769}, {'X': 0.6222317218780518, 'Y': 0.3659144341945648, 'Z': 0.11985887587070465}, {'X': 0.6239957213401794, 'Y': 0.32383599877357483, 'Z': 0.10742893069982529}, {'X': 0.6247758865356445, 'Y': 0.29354327917099, 'Z': 0.09448115527629852}, {'X': 0.6633955240249634, 'Y': 0.4383440315723419, 'Z': 0.1141335740685463}, {'X': 0.6559909582138062, 'Y': 0.3670823574066162, 'Z': 0.13071846961975098}, {'X': 0.6510276198387146, 'Y': 0.32188472151756287, 'Z': 0.10833453387022018}, {'X': 0.6448022723197937, 'Y': 0.29229992628097534, 'Z': 0.09244634211063385}, {'X': 0.6978378891944885, 'Y': 0.451490581035614, 'Z': 0.1064617857336998}, {'X': 0.6913257241249084, 'Y': 0.38227972388267517, 'Z': 0.11947379261255264}, {'X': 0.6813098192214966, 'Y': 0.3384454548358917, 'Z': 0.09586618840694427}, {'X': 0.671440601348877, 'Y': 0.3080136775970459, 'Z': 0.07811837643384933}, {'X': 0.7323442101478577, 'Y': 0.47301915287971497, 'Z': 0.09510408341884613}, {'X': 0.7206066250801086, 'Y': 0.4192171096801758, 'Z': 0.09801197052001953}, {'X': 0.7102170586585999, 'Y': 0.383532851934433, 'Z': 0.0802781730890274}, {'X': 0.6993163228034973, 'Y': 0.34940487146377563, 'Z': 0.06679107993841171}]
[{'X': 0.69712895154953, 'Y': 0.6149754524230957, 'Z': -8.644840272609144e-05}, {'X': 0.635745108127594, 'Y': 0.5384557247161865, 'Z': -0.024418499320745468}, {'X': 0.6189476251602173, 'Y': 0.45153161883354187, 'Z': -0.015673477202653885}, {'X': 0.6303219795227051, 'Y': 0.3749651312828064, 'Z': -0.01139342226088047}, {'X': 0.6336429119110107, 'Y': 0.31341734528541565, 'Z': -0.003787374822422862}, {'X': 0.6155189275741577, 'Y': 0.42583519220352173, 'Z': 0.08897992223501205}, {'X': 0.6089609265327454, 'Y': 0.3485725522041321, 'Z': 0.10465198755264282}, {'X': 0.6127312779426575, 'Y': 0.30463963747024536, 'Z': 0.10075117647647858}, {'X': 0.617203414440155, 'Y': 0.27300888299942017, 'Z': 0.0933505967259407}, {'X': 0.653045117855072, 'Y': 0.428193062543869, 'Z': 0.09969434887170792}, {'X': 0.6450211405754089, 'Y': 0.35216259956359863, 'Z': 0.1180136427283287}, {'X': 0.6433842778205872, 'Y': 0.3038542866706848, 'Z': 0.10452120006084442}, {'X': 0.6402813196182251, 'Y': 0.2749398648738861, 'Z': 0.09332200884819031}, {'X': 0.6896495819091797, 'Y': 0.43725883960723877, 'Z': 0.0980515256524086}, {'X': 0.6816233992576599, 'Y': 0.3662787675857544, 'Z': 0.11601006239652634}, {'X': 0.6722986698150635, 'Y': 0.31806355714797974, 'Z': 0.09608131647109985}, {'X': 0.6645062565803528, 'Y': 0.2866000831127167, 'Z': 0.08027630299329758}, {'X': 0.7247099280357361, 'Y': 0.4536049962043762, 'Z': 0.0922338142991066}, {'X': 0.7116467952728271, 'Y': 0.4058818221092224, 'Z': 0.09925666451454163}, {'X': 0.7011420726776123, 'Y': 0.36638039350509644, 'Z': 0.08634494245052338}, {'X': 0.6909924745559692, 'Y': 0.3316318094730377, 'Z': 0.07519635558128357}]
[{'X': 0.6888883709907532, 'Y': 0.6115575432777405, 'Z': -6.774258508812636e-05}, {'X': 0.6279885172843933, 'Y': 0.543106198310852, 'Z': -0.013491212390363216}, {'X': 0.6096473932266235, 'Y': 0.45103612542152405, 'Z': 0.0010836467845365405}, {'X': 0.6280016303062439, 'Y': 0.3705558776855469, 'Z': 0.009265146218240261}, {'X': 0.6419247984886169, 'Y': 0.31801334023475647, 'Z': 0.021823700517416}, {'X': 0.6087651252746582, 'Y': 0.42348331212997437, 'Z': 0.08725640177726746}, {'X': 0.602694034576416, 'Y': 0.3436391353607178, 'Z': 0.09606606513261795}, {'X': 0.6051527857780457, 'Y': 0.30056238174438477, 'Z': 0.09308846294879913}, {'X': 0.6073495745658875, 'Y': 0.26467400789260864, 'Z': 0.08822410553693771}, {'X': 0.6447364687919617, 'Y': 0.4151603877544403, 'Z': 0.0873064398765564}, {'X': 0.6394147276878357, 'Y': 0.338206022977829, 'Z': 0.09653909504413605}, {'X': 0.6367630362510681, 'Y': 0.2867448925971985, 'Z': 0.08250267058610916}, {'X': 0.6332507729530334, 'Y': 0.24904511868953705, 'Z': 0.07590974867343903}, {'X': 0.6804082989692688, 'Y': 0.4186270236968994, 'Z': 0.07649831473827362}, {'X': 0.6747965216636658, 'Y': 0.3429931402206421, 'Z': 0.0791059359908104}, {'X': 0.6679770350456238, 'Y': 0.295282244682312, 'Z': 0.051308147609233856}, {'X': 0.6621534824371338, 'Y': 0.2587413191795349, 'Z': 0.033588241785764694}, {'X': 0.7149767875671387, 'Y': 0.4343961477279663, 'Z': 0.06248902902007103}, {'X': 0.7056137919425964, 'Y': 0.3807448148727417, 'Z': 0.055126577615737915}, {'X': 0.6971314549446106, 'Y': 0.3404531180858612, 'Z': 0.03436988964676857}, {'X': 0.6877018213272095, 'Y': 0.3023805618286133, 'Z': 0.020586956292390823}]
