[{'X': 0.6029019355773926, 'Y': 0.6538105607032776, 'Z': -8.605038601672277e-05}, {'X': 0.5246453881263733, 'Y': 0.6278518438339233, 'Z': 0.0037374806124716997}, {'X': 0.4701283276081085, 'Y': 0.5725735425949097, 'Z': 0.0201354268938303}, {'X': 0.44122689962387085, 'Y': 0.5111438632011414, 'Z': 0.031922902911901474}, {'X': 0.42567479610443115, 'Y': 0.47164955735206604, 'Z': 0.050527624785900116}, {'X': 0.5030472874641418, 'Y': 0.4669298827648163, 'Z': 0.050102926790714264}, {'X': 0.4759511351585388, 'Y': 0.3858608603477478, 'Z': 0.05501318722963333}, {'X': 0.46394696831703186, 'Y': 0.3365495800971985, 'Z': 0.049081865698099136}, {'X': 0.45519590377807617, 'Y': 0.29646867513656616, 'Z': 0.03934527561068535}, {'X': 0.542774498462677, 'Y': 0.4430704414844513, 'Z': 0.037985462695360184}, {'X': 0.5146842002868652, 'Y': 0.3467623293399811, 'Z': 0.048885878175497055}, {'X': 0.49751582741737366, 'Y': 0.2896515727043152, 'Z': 0.02979341521859169}, {'X': 0.48429661989212036, 'Y': 0.24495306611061096, 'Z': 0.010979262180626392}, {'X': 0.5847961902618408, 'Y': 0.43747013807296753, 'Z': 0.022942347452044487}, {'X': 0.5668383836746216, 'Y': 0.34331977367401123, 'Z': 0.027186771854758263}, {'X': 0.5557400584220886, 'Y': 0.28581753373146057, 'Z': 0.014759745448827744}, {'X': 0.5444941520690918, 'Y': 0.23771479725837708, 'Z': 0.0020182060543447733}, {'X': 0.6294364333152771, 'Y': 0.45056650042533875, 'Z': 0.006667778827250004}, {'X': 0.625989556312561, 'Y': 0.3702141046524048, 'Z': 0.001501332619227469}, {'X': 0.6198883652687073, 'Y': 0.3202682435512543, 'Z': -0.008009924553334713}, {'X': 0.6097735166549683, 'Y': 0.2728130519390106, 'Z': -0.014065952971577644}]
[{'X': 0.6024453043937683, 'Y': 0.6492291688919067, 'Z': -0.00010559957445366308}, {'X': 0.5265425443649292, 'Y': 0.6288572549819946, 'Z': 0.00045657940790988505}, {'X': 0.4695075452327728, 'Y': 0.5711749792098999, 'Z': 0.01641237363219261}, {'X': 0.43991410732269287, 'Y': 0.5067731738090515, 'Z': 0.028057752177119255}, {'X': 0.42594629526138306, 'Y': 0.4651620388031006, 'Z': 0.04730726778507233}, {'X': 0.5046271681785583, 'Y': 0.46887844800949097, 'Z': 0.04753708839416504}, {'X': 0.47719666361808777, 'Y': 0.38592010736465454, 'Z': 0.049773454666137695}, {'X': 0.46501219272613525, 'Y': 0.33533352613449097, 'Z': 0.043379735201597214}, {'X': 0.455188512802124, 'Y': 0.29500576853752136, 'Z': 0.033265307545661926}, {'X': 0.5446044206619263, 'Y': 0.4442252516746521, 'Z': 0.036721352487802505}, {'X': 0.5158637166023254, 'Y': 0.34690195322036743, 'Z': 0.04523327946662903}, {'X': 0.49893060326576233, 'Y': 0.2901310920715332, 'Z': 0.025848286226391792}, {'X': 0.48573634028434753, 'Y': 0.2464359998703003, 'Z': 0.006928303278982639}, {'X': 0.5867899060249329, 'Y': 0.4379613399505615, 'Z': 0.022422494366765022}, {'X': 0.5677518844604492, 'Y': 0.34327149391174316, 'Z': 0.024947170168161392}, {'X': 0.5568053126335144, 'Y': 0.2857707440853119, 'Z': 0.012080433778464794}, {'X': 0.5452101826667786, 'Y': 0.23877930641174316, 'Z': -0.0016600490780547261}, {'X': 0.6314650177955627, 'Y': 0.4490757882595062, 'Z': 0.00717151677235961}, {'X': 0.6266330480575562, 'Y': 0.3679390251636505, 'Z': 0.0007098940550349653}, {'X': 0.6202759742736816, 'Y': 0.31826508045196533, 'Z': -0.00903004314750433}, {'X': 0.6098755598068237, 'Y': 0.27254852652549744, 'Z': -0.015334262512624264}]
[{'X': 0.6028195023536682, 'Y': 0.6573026776313782, 'Z': -0.00010309879871783778}, {'X': 0.5261015295982361, 'Y': 0.6320833563804626, 'Z': 0.002133662113919854}, {'X': 0.4698012173175812, 'Y': 0.5754030346870422, 'Z': 0.017121447250247}, {'X': 0.440536230802536, 'Y': 0.5116650462150574, 'Z': 0.027795663103461266}, {'X': 0.4268637001514435, 'Y': 0.47043848037719727, 'Z': 0.0457906536757946}, {'X': 0.5051633715629578, 'Y': 0.4705570936203003, 'Z': 0.04668169096112251}, {'X': 0.4778924584388733, 'Y': 0.3888319730758667, 'Z': 0.050988003611564636}, {'X': 0.4655085802078247, 'Y': 0.33832594752311707, 'Z': 0.04688664525747299}, {'X': 0.45495226979255676, 'Y': 0.2969634532928467, 'Z': 0.038292475044727325}, {'X': 0.5449294447898865, 'Y': 0.44696393609046936, 'Z': 0.0353943333029747}, {'X': 0.5164560675621033, 'Y': 0.3498702347278595, 'Z': 0.0453161783516407}, {'X': 0.49885842204093933, 'Y': 0.2923632264137268, 'Z': 0.026876702904701233}, {'X': 0.4842630922794342, 'Y': 0.2470283806324005, 'Z': 0.008621042594313622}, {'X': 0.5861524343490601, 'Y': 0.4409707188606262, 'Z': 0.021051917225122452}, {'X': 0.5666057467460632, 'Y': 0.34533193707466125, 'Z': 0.023219026625156403}, {'X': 0.555627703666687, 'Y': 0.28617846965789795, 'Z': 0.010312254540622234}, {'X': 0.5435159206390381, 'Y': 0.23749160766601562, 'Z': -0.003195681842043996}, {'X': 0.6302415132522583, 'Y': 0.4523237347602844, 'Z': 0.00605524517595768}, {'X': 0.6244667768478394, 'Y': 0.3685827851295471, 'Z': -0.001790134236216545}, {'X': 0.6178768873214722, 'Y': 0.3176134526729584, 'Z': -0.013423741795122623}, {'X': 0.6075818538665771, 'Y': 0.27128681540489197, 'Z': -0.020982880145311356}]
[{'X': 0.6013549566268921, 'Y': 0.6494086384773254, 'Z': -0.00010407826630398631}, {'X': 0.5244422554969788, 'Y': 0.6276657581329346, 'Z': 0.002974456176161766}, {'X': 0.4690636694431305, 'Y': 0.5717363953590393, 'Z': 0.019826555624604225}, {'X': 0.441363662481308, 'Y': 0.5067039728164673, 'Z': 0.03251542150974274}, {'X': 0.4276987910270691, 'Y': 0.4634499251842499, 'Z': 0.05194986239075661}, {'X': 0.5038637518882751, 'Y': 0.4698874354362488, 'Z': 0.05279621481895447}, {'X': 0.47754722833633423, 'Y': 0.3858174681663513, 'Z': 0.056475620716810226}, {'X': 0.4658787250518799, 'Y': 0.3338226079940796, 'Z': 0.05113430321216583}, {'X': 0.456546425819397, 'Y': 0.2928260564804077, 'Z': 0.04239911958575249}, {'X': 0.5440826416015625, 'Y': 0.4454430043697357, 'Z': 0.0416511669754982}, {'X': 0.5159181952476501, 'Y': 0.34841424226760864, 'Z': 0.0527961328625679}, {'X': 0.4996078908443451, 'Y': 0.2907179594039917, 'Z': 0.03454798460006714}, {'X': 0.48663410544395447, 'Y': 0.2470472902059555, 'Z': 0.016492022201418877}, {'X': 0.5866484045982361, 'Y': 0.438796728849411, 'Z': 0.027055446058511734}, {'X': 0.5682505369186401, 'Y': 0.3438974618911743, 'Z': 0.030293148010969162}, {'X': 0.5578259825706482, 'Y': 0.28565433621406555, 'Z': 0.017116324976086617}, {'X': 0.5463063716888428, 'Y': 0.23900502920150757, 'Z': 0.003996638581156731}, {'X': 0.6317570209503174, 'Y': 0.4491885006427765, 'Z': 0.011498742736876011}, {'X': 0.6283732652664185, 'Y': 0.36722689867019653, 'Z': 0.004417086951434612}, {'X': 0.6229298114776611, 'Y': 0.31678688526153564, 'Z': -0.006222073454409838}, {'X': 0.6126377582550049, 'Y': 0.2707560360431671, 'Z': -0.013083579018712044}]
[{'X': 0.6030631065368652, 'Y': 0.6566083431243896, 'Z': -0.00011149099736940116}, {'X': 0.5249181389808655, 'Y': 0.6296095252037048, 'Z': 0.0049471124075353146}, {'X': 0.470383882522583, 'Y': 0.5712997913360596, 'Z': 0.024280045181512833}, {'X': 0.4424281120300293, 'Y': 0.5080629587173462, 'Z': 0.038661763072013855}, {'X': 0.426882803440094, 'Y': 0.46878573298454285, 'Z': 0.05931137129664421}, {'X': 0.5052183270454407, 'Y': 0.46946680545806885, 'Z': 0.059900227934122086}, {'X': 0.4787314236164093, 'Y': 0.38959071040153503, 'Z': 0.06754975020885468}, {'X': 0.46640104055404663, 'Y': 0.3392517566680908, 'Z': 0.06328123807907104}, {'X': 0.45613303780555725, 'Y': 0.2990097403526306, 'Z': 0.054544597864151}, {'X': 0.5455993413925171, 'Y': 0.44492703676223755, 'Z': 0.04886181280016899}, {'X': 0.5180774331092834, 'Y': 0.35081928968429565, 'Z': 0.06429880857467651}, {'X': 0.500851035118103, 'Y': 0.2930213212966919, 'Z': 0.047163646668195724}, {'X': 0.4865041971206665, 'Y': 0.2482619434595108, 'Z': 0.02902693673968315}, {'X': 0.5878864526748657, 'Y': 0.43874457478523254, 'Z': 0.03456398844718933}, {'X': 0.5691268444061279, 'Y': 0.34509536623954773, 'Z': 0.04185466840863228}, {'X': 0.5580415725708008, 'Y': 0.2876570224761963, 'Z': 0.031067179515957832}, {'X': 0.5463607907295227, 'Y': 0.24143926799297333, 'Z': 0.019445329904556274}, {'X': 0.6326251029968262, 'Y': 0.4501511752605438, 'Z': 0.018923131749033928}, {'X': 0.6282449960708618, 'Y': 0.36763423681259155, 'Z': 0.014728761278092861}, {'X': 0.6221040487289429, 'Y': 0.3166635036468506, 'Z': 0.005386502481997013}, {'X': 0.6124304533004761, 'Y': 0.2697364091873169, 'Z': -0.0008484584395773709}]
[{'X': 0.6021775007247925, 'Y': 0.6504184603691101, 'Z': -9.85874212346971e-05}, {'X': 0.5265070796012878, 'Y': 0.6256760358810425, 'Z': 0.003355434164404869}, {'X': 0.47306475043296814, 'Y': 0.5686523914337158, 'Z': 0.01976620964705944}, {'X': 0.44455596804618835, 'Y': 0.5059162974357605, 'Z': 0.031225616112351418}, {'X': 0.4270612299442291, 'Y': 0.46837642788887024, 'Z': 0.047238241881132126}, {'X': 0.5060142874717712, 'Y': 0.4684697389602661, 'Z': 0.05279519408941269}, {'X': 0.47848060727119446, 'Y': 0.3888028860092163, 'Z': 0.05898172780871391}, {'X': 0.46598830819129944, 'Y': 0.33874815702438354, 'Z': 0.05428853631019592}, {'X': 0.45648592710494995, 'Y': 0.29855167865753174, 'Z': 0.044695645570755005}, {'X': 0.5458782315254211, 'Y': 0.44376853108406067, 'Z': 0.04072631150484085}, {'X': 0.517248272895813, 'Y': 0.34978049993515015, 'Z': 0.053252801299095154}, {'X': 0.5006706118583679, 'Y': 0.29118436574935913, 'Z': 0.03531680628657341}, {'X': 0.4872575104236603, 'Y': 0.24587851762771606, 'Z': 0.017053944990038872}, {'X': 0.5888453125953674, 'Y': 0.4374349117279053, 'Z': 0.025790587067604065}, {'X': 0.5711926817893982, 'Y': 0.34551167488098145, 'Z': 0.03196682408452034}, {'X': 0.5596210360527039, 'Y': 0.28997448086738586, 'Z': 0.019271347671747208}, {'X': 0.5472732186317444, 'Y': 0.24535496532917023, 'Z': 0.006594534032046795}, {'X': 0.6344470381736755, 'Y': 0.4488270580768585, 'Z': 0.008917911909520626}, {'X': 0.6313223242759705, 'Y': 0.3698587119579315, 'Z': 0.004051020368933678}, {'X': 0.6247590184211731, 'Y': 0.3213055729866028, 'Z': -0.006374932825565338}, {'X': 0.6134793162345886, 'Y': 0.2766561210155487, 'Z': -0.012664246372878551}]
[{'X': 0.599590539932251, 'Y': 0.6485711336135864, 'Z': -7.0505979238078e-05}, {'X': 0.5252418518066406, 'Y': 0.6245753765106201, 'Z': 0.005826479289680719}, {'X': 0.47237274050712585, 'Y': 0.5701367259025574, 'Z': 0.021214263513684273}, {'X': 0.4437359571456909, 'Y': 0.509777307510376, 'Z': 0.030039867386221886}, {'X': 0.42899203300476074, 'Y': 0.46903324127197266, 'Z': 0.04330667108297348}, {'X': 0.509429395198822, 'Y': 0.46694669127464294, 'Z': 0.052812397480010986}, {'X': 0.4822719693183899, 'Y': 0.384655624628067, 'Z': 0.060770731419324875}, {'X': 0.4695216119289398, 'Y': 0.334164559841156, 'Z': 0.05734926089644432}, {'X': 0.4597335755825043, 'Y': 0.2946111857891083, 'Z': 0.049079637974500656}, {'X': 0.5488312840461731, 'Y': 0.4435979723930359, 'Z': 0.03854241222143173}, {'X': 0.5183916687965393, 'Y': 0.3472082018852234, 'Z': 0.05064042657613754}, {'X': 0.49993056058883667, 'Y': 0.28907692432403564, 'Z': 0.034325312823057175}, {'X': 0.485005646944046, 'Y': 0.2446906864643097, 'Z': 0.017625166103243828}, {'X': 0.5910848379135132, 'Y': 0.43777382373809814, 'Z': 0.02102469652891159}, {'X': 0.5720375776290894, 'Y': 0.3441147208213806, 'Z': 0.02939113974571228}, {'X': 0.5592039227485657, 'Y': 0.2867000699043274, 'Z': 0.01823754422366619}, {'X': 0.5454342365264893, 'Y': 0.2409631311893463, 'Z': 0.005428818985819817}, {'X': 0.6357279419898987, 'Y': 0.4496666193008423, 'Z': 0.0026711339596658945}, {'X': 0.6307908296585083, 'Y': 0.368942528963089, 'Z': -0.0007576109492219985}, {'X': 0.6223756074905396, 'Y': 0.31970345973968506, 'Z': -0.010323059745132923}, {'X': 0.6086178421974182, 'Y': 0.2756149172782898, 'Z': -0.016939356923103333}]
[{'X': 0.6038763523101807, 'Y': 0.6452871561050415, 'Z': -0.00010962461237795651}, {'X': 0.5244449377059937, 'Y': 0.6293008923530579, 'Z': 0.018005121499300003}, {'X': 0.470022052526474, 'Y': 0.5707010626792908, 'Z': 0.038909103721380234}, {'X': 0.44309869408607483, 'Y': 0.5089656114578247, 'Z': 0.05086700990796089}, {'X': 0.4295892119407654, 'Y': 0.4655539095401764, 'Z': 0.06827499717473984}, {'X': 0.49625810980796814, 'Y': 0.46950581669807434, 'Z': 0.07359325885772705}, {'X': 0.47166141867637634, 'Y': 0.3883369565010071, 'Z': 0.08828043192625046}, {'X': 0.45885729789733887, 'Y': 0.3436356782913208, 'Z': 0.09293612092733383}, {'X': 0.44840288162231445, 'Y': 0.3101940453052521, 'Z': 0.08974368125200272}, {'X': 0.5340337157249451, 'Y': 0.44375863671302795, 'Z': 0.052158843725919724}, {'X': 0.5062874555587769, 'Y': 0.3482789397239685, 'Z': 0.07088949531316757}, {'X': 0.4903072118759155, 'Y': 0.296009361743927, 'Z': 0.06643103808164597}, {'X': 0.4769713878631592, 'Y': 0.25513672828674316, 'Z': 0.056967686861753464}, {'X': 0.5752876996994019, 'Y': 0.43618959188461304, 'Z': 0.025298742577433586}, {'X': 0.5506311655044556, 'Y': 0.343448281288147, 'Z': 0.03583480417728424}, {'X': 0.5391620993614197, 'Y': 0.2860914468765259, 'Z': 0.031003683805465698}, {'X': 0.5259026288986206, 'Y': 0.2365463376045227, 'Z': 0.020123736932873726}, {'X': 0.6220418810844421, 'Y': 0.4448991119861603, 'Z': -0.0011590920621529222}, {'X': 0.6022974252700806, 'Y': 0.3658445179462433, 'Z': -0.004981023259460926}, {'X': 0.5903478264808655, 'Y': 0.319097101688385, 'Z': -0.013510574586689472}, {'X': 0.5754429697990417, 'Y': 0.2732897698879242, 'Z': -0.020666977390646935}]
[{'X': 0.6030365228652954, 'Y': 0.6522120237350464, 'Z': -9.059136937139556e-05}, {'X': 0.5274316668510437, 'Y': 0.6354236602783203, 'Z': 0.002141415374353528}, {'X': 0.46514424681663513, 'Y': 0.5752516984939575, 'Z': 0.01969463936984539}, {'X': 0.4371086359024048, 'Y': 0.5109637379646301, 'Z': 0.033301692456007004}, {'X': 0.4327618181705475, 'Y': 0.45789384841918945, 'Z': 0.056812021881341934}, {'X': 0.5034773945808411, 'Y': 0.4748239517211914, 'Z': 0.0342106856405735}, {'X': 0.4743967354297638, 'Y': 0.3887155055999756, 'Z': 0.038817618042230606}, {'X': 0.46128469705581665, 'Y': 0.3376823961734772, 'Z': 0.04612618684768677}, {'X': 0.4519141912460327, 'Y': 0.2968685030937195, 'Z': 0.048433009535074234}, {'X': 0.5428546667098999, 'Y': 0.4561762511730194, 'Z': 0.016620121896266937}, {'X': 0.5107245445251465, 'Y': 0.3539584279060364, 'Z': 0.016789007931947708}, {'X': 0.4914083778858185, 'Y': 0.29446232318878174, 'Z': 0.007083402946591377}, {'X': 0.47914621233940125, 'Y': 0.25201624631881714, 'Z': 0.003913112450391054}, {'X': 0.5847797989845276, 'Y': 0.459034264087677, 'Z': -0.0028876059222966433}, {'X': 0.5653213262557983, 'Y': 0.35822421312332153, 'Z': -0.021860845386981964}, {'X': 0.5477970838546753, 'Y': 0.303287148475647, 'Z': -0.044790737330913544}, {'X': 0.5297415256500244, 'Y': 0.26167815923690796, 'Z': -0.05760512128472328}, {'X': 0.6305544376373291, 'Y': 0.4777902066707611, 'Z': -0.020784413442015648}, {'X': 0.6108084917068481, 'Y': 0.4417654573917389, 'Z': -0.060563988983631134}, {'X': 0.596308708190918, 'Y': 0.4774317145347595, 'Z': -0.07827255874872208}, {'X': 0.5867828726768494, 'Y': 0.5126947164535522, 'Z': -0.07847218960523605}]
[{'X': 0.6003546714782715, 'Y': 0.6403357982635498, 'Z': -9.848455374594778e-05}, {'X': 0.5249730348587036, 'Y': 0.6237597465515137, 'Z': 0.004597574006766081}, {'X': 0.46700119972229004, 'Y': 0.5676023960113525, 'Z': 0.024372508749365807}, {'X': 0.4388127624988556, 'Y': 0.5083943009376526, 'Z': 0.03923792764544487}, {'X': 0.42963579297065735, 'Y': 0.46075239777565, 'Z': 0.06099172681570053}, {'X': 0.500451385974884, 'Y': 0.466910183429718, 'Z': 0.03610607981681824}, {'X': 0.4742617607116699, 'Y': 0.3786073625087738, 'Z': 0.04226373881101608}, {'X': 0.46130186319351196, 'Y': 0.3283538818359375, 'Z': 0.05020566284656525}, {'X': 0.4534943699836731, 'Y': 0.2876284122467041, 'Z': 0.052382294088602066}, {'X': 0.5395447015762329, 'Y': 0.4510991871356964, 'Z': 0.017906952649354935}, {'X': 0.5087475776672363, 'Y': 0.35209134221076965, 'Z': 0.022048344835639}, {'X': 0.48991769552230835, 'Y': 0.2967391610145569, 'Z': 0.013925469480454922}, {'X': 0.47848907113075256, 'Y': 0.2567506432533264, 'Z': 0.011854797601699829}, {'X': 0.5825914144515991, 'Y': 0.4564948081970215, 'Z': -0.0023277585860341787}, {'X': 0.566307544708252, 'Y': 0.3627484440803528, 'Z': -0.018793674185872078}, {'X': 0.5475093126296997, 'Y': 0.31431400775909424, 'Z': -0.043069206178188324}, {'X': 0.5279293060302734, 'Y': 0.2776915431022644, 'Z': -0.05822207033634186}, {'X': 0.6297769546508789, 'Y': 0.47736072540283203, 'Z': -0.02103220857679844}, {'X': 0.6149182319641113, 'Y': 0.44220787286758423, 'Z': -0.05914580076932907}, {'X': 0.6010174751281738, 'Y': 0.4744127690792084, 'Z': -0.07660776376724243}, {'X': 0.5916264653205872, 'Y': 0.5057430267333984, 'Z': -0.07684357464313507}]
[{'X': 0.5972844362258911, 'Y': 0.6341518759727478, 'Z': -0.00011399135837564245}, {'X': 0.5208495855331421, 'Y': 0.6195321679115295, 'Z': 0.004247412085533142}, {'X': 0.465206116437912, 'Y': 0.564098060131073, 'Z': 0.025661922991275787}, {'X': 0.43875494599342346, 'Y': 0.5062621831893921, 'Z': 0.04233743995428085}, {'X': 0.4252862334251404, 'Y': 0.461866170167923, 'Z': 0.06526754051446915}, {'X': 0.4971331059932709, 'Y': 0.46569809317588806, 'Z': 0.033581431955099106}, {'X': 0.47280144691467285, 'Y': 0.3781932592391968, 'Z': 0.03594593703746796}, {'X': 0.46098679304122925, 'Y': 0.32775336503982544, 'Z': 0.04016707092523575}, {'X': 0.45442309975624084, 'Y': 0.2885250449180603, 'Z': 0.0395827516913414}, {'X': 0.5376551151275635, 'Y': 0.4510619342327118, 'Z': 0.015437196008861065}, {'X': 0.508435070514679, 'Y': 0.35398560762405396, 'Z': 0.01768777333199978}, {'X': 0.49026942253112793, 'Y': 0.29690444469451904, 'Z': 0.00961457658559084}, {'X': 0.47948625683784485, 'Y': 0.25700438022613525, 'Z': 0.006733397487550974}, {'X': 0.58216792345047, 'Y': 0.4578990936279297, 'Z': -0.005343811120837927}, {'X': 0.5685751438140869, 'Y': 0.36788907647132874, 'Z': -0.023801960051059723}, {'X': 0.5505049228668213, 'Y': 0.3195178806781769, 'Z': -0.051885899156332016}, {'X': 0.5312936902046204, 'Y': 0.2844845950603485, 'Z': -0.07033717632293701}, {'X': 0.6304993629455566, 'Y': 0.4796562194824219, 'Z': -0.024890314787626266}, {'X': 0.6199939250946045, 'Y': 0.44465017318725586, 'Z': -0.06357631832361221}, {'X': 0.606522798538208, 'Y': 0.47129717469215393, 'Z': -0.08308301120996475}, {'X': 0.595953106880188, 'Y': 0.500557005405426, 'Z': -0.08555422723293304}]
