[{'X': 0.644057035446167, 'Y': 0.755058228969574, 'Z': -5.3842581110075116e-05}, {'X': 0.5726545453071594, 'Y': 0.7297444939613342, 'Z': -0.008137720637023449}, {'X': 0.5278985500335693, 'Y': 0.6594338417053223, 'Z': 0.0041199023835361}, {'X': 0.5088853240013123, 'Y': 0.5859903693199158, 'Z': 0.010556205175817013}, {'X': 0.4929135739803314, 'Y': 0.5358642339706421, 'Z': 0.020292242988944054}, {'X': 0.5678156614303589, 'Y': 0.5683159828186035, 'Z': 0.046250637620687485}, {'X': 0.5484156012535095, 'Y': 0.47878536581993103, 'Z': 0.05547880381345749}, {'X': 0.5392946600914001, 'Y': 0.42673659324645996, 'Z': 0.057862892746925354}, {'X': 0.534570574760437, 'Y': 0.38091105222702026, 'Z': 0.05407804995775223}, {'X': 0.6077449917793274, 'Y': 0.5529426336288452, 'Z': 0.04186344891786575}, {'X': 0.5930691957473755, 'Y': 0.45243582129478455, 'Z': 0.05513918772339821}, {'X': 0.5856890082359314, 'Y': 0.3937821686267853, 'Z': 0.043565716594457626}, {'X': 0.5804221630096436, 'Y': 0.3446280360221863, 'Z': 0.03057711198925972}, {'X': 0.647400975227356, 'Y': 0.5535519123077393, 'Z': 0.03273930773139}, {'X': 0.6410043239593506, 'Y': 0.4624849855899811, 'Z': 0.04349948465824127}, {'X': 0.6347918510437012, 'Y': 0.4060814380645752, 'Z': 0.031064292415976524}, {'X': 0.6293583512306213, 'Y': 0.3598765432834625, 'Z': 0.01929509826004505}, {'X': 0.6879252195358276, 'Y': 0.5695229768753052, 'Z': 0.022657545283436775}, {'X': 0.687796950340271, 'Y': 0.49755141139030457, 'Z': 0.023156583309173584}, {'X': 0.6857104301452637, 'Y': 0.4518747627735138, 'Z': 0.012450728565454483}, {'X': 0.6800341606140137, 'Y': 0.41078442335128784, 'Z': 0.004220125265419483}]
[{'X': 0.6452311277389526, 'Y': 0.7600056529045105, 'Z': -6.337231752695516e-05}, {'X': 0.5740103721618652, 'Y': 0.7302277088165283, 'Z': -0.006191576831042767}, {'X': 0.5300912261009216, 'Y': 0.657724916934967, 'Z': 0.0040890187956392765}, {'X': 0.5099592804908752, 'Y': 0.5828168392181396, 'Z': 0.006819822359830141}, {'X': 0.4939289391040802, 'Y': 0.530804455280304, 'Z': 0.01434444822371006}, {'X': 0.5691189765930176, 'Y': 0.5681737661361694, 'Z': 0.04611741751432419}, {'X': 0.549155592918396, 'Y': 0.4757463335990906, 'Z': 0.0553448386490345}, {'X': 0.5401903986930847, 'Y': 0.421672523021698, 'Z': 0.05906316637992859}, {'X': 0.5350528955459595, 'Y': 0.3761696219444275, 'Z': 0.05759861320257187}, {'X': 0.6093584299087524, 'Y': 0.5536026954650879, 'Z': 0.03951442241668701}, {'X': 0.5951921939849854, 'Y': 0.45039647817611694, 'Z': 0.05336127430200577}, {'X': 0.5880393385887146, 'Y': 0.392173707485199, 'Z': 0.04187428578734398}, {'X': 0.5829978585243225, 'Y': 0.3456006646156311, 'Z': 0.03048962727189064}, {'X': 0.6488831639289856, 'Y': 0.5547094941139221, 'Z': 0.02873345836997032}, {'X': 0.6409268379211426, 'Y': 0.45986732840538025, 'Z': 0.039677754044532776}, {'X': 0.6336267590522766, 'Y': 0.4049674868583679, 'Z': 0.03122730739414692}, {'X': 0.6264527440071106, 'Y': 0.360299289226532, 'Z': 0.022169683128595352}, {'X': 0.6886397004127502, 'Y': 0.5701814293861389, 'Z': 0.016887173056602478}, {'X': 0.6874695420265198, 'Y': 0.49528032541275024, 'Z': 0.01882537268102169}, {'X': 0.683588445186615, 'Y': 0.4503391683101654, 'Z': 0.011349848471581936}, {'X': 0.6755275726318359, 'Y': 0.4094858169555664, 'Z': 0.006704343482851982}]
[{'X': 0.6433554291725159, 'Y': 0.7596771717071533, 'Z': -5.199392398935743e-05}, {'X': 0.5741618871688843, 'Y': 0.7325806617736816, 'Z': -0.014661910943686962}, {'X': 0.5294913053512573, 'Y': 0.6624305248260498, 'Z': -0.009884439408779144}, {'X': 0.5094277858734131, 'Y': 0.5889767408370972, 'Z': -0.010075924918055534}, {'X': 0.49196669459342957, 'Y': 0.5380333662033081, 'Z': -0.006751914508640766}, {'X': 0.567924439907074, 'Y': 0.5702353119850159, 'Z': 0.026857083663344383}, {'X': 0.5458719730377197, 'Y': 0.4788408875465393, 'Z': 0.02969779446721077}, {'X': 0.5367129445075989, 'Y': 0.4255484342575073, 'Z': 0.02988164685666561}, {'X': 0.532656192779541, 'Y': 0.3794860243797302, 'Z': 0.025457991287112236}, {'X': 0.6080361008644104, 'Y': 0.5545367002487183, 'Z': 0.023311501368880272}, {'X': 0.5910998582839966, 'Y': 0.4509255290031433, 'Z': 0.031098997220396996}, {'X': 0.5837810635566711, 'Y': 0.3913472890853882, 'Z': 0.018580473959445953}, {'X': 0.5789536237716675, 'Y': 0.34202128648757935, 'Z': 0.005625608842819929}, {'X': 0.6474701762199402, 'Y': 0.5554274916648865, 'Z': 0.015547237358987331}, {'X': 0.6392934918403625, 'Y': 0.4601539969444275, 'Z': 0.0211753211915493}, {'X': 0.6321523189544678, 'Y': 0.40398967266082764, 'Z': 0.009229367598891258}, {'X': 0.6262035369873047, 'Y': 0.3580347001552582, 'Z': -0.0013554486213251948}, {'X': 0.6875423192977905, 'Y': 0.5717332363128662, 'Z': 0.006047488190233707}, {'X': 0.6872299909591675, 'Y': 0.49762198328971863, 'Z': 0.0032280879095196724}, {'X': 0.6850670576095581, 'Y': 0.4523308575153351, 'Z': -0.007991908118128777}, {'X': 0.6794360876083374, 'Y': 0.41095781326293945, 'Z': -0.01603408344089985}]
[{'X': 0.6390546560287476, 'Y': 0.7555176615715027, 'Z': -6.355640653055161e-05}, {'X': 0.5720168352127075, 'Y': 0.7286007404327393, 'Z': -0.013981065712869167}, {'X': 0.5278443694114685, 'Y': 0.6566406488418579, 'Z': -0.00692974217236042}, {'X': 0.5083836913108826, 'Y': 0.5832815766334534, 'Z': -0.004446861799806356}, {'X': 0.49053269624710083, 'Y': 0.5345233678817749, 'Z': 0.001276266179047525}, {'X': 0.5682039856910706, 'Y': 0.5676252245903015, 'Z': 0.026609044522047043}, {'X': 0.5469270348548889, 'Y': 0.47718292474746704, 'Z': 0.028096292167901993}, {'X': 0.5369675159454346, 'Y': 0.42482566833496094, 'Z': 0.026931416243314743}, {'X': 0.5322116017341614, 'Y': 0.3790869414806366, 'Z': 0.020397726446390152}, {'X': 0.608599841594696, 'Y': 0.5526293516159058, 'Z': 0.022756414487957954}, {'X': 0.5924367308616638, 'Y': 0.45136672258377075, 'Z': 0.028896944597363472}, {'X': 0.5846716165542603, 'Y': 0.39242494106292725, 'Z': 0.015034673735499382}, {'X': 0.5793845653533936, 'Y': 0.34357118606567383, 'Z': 0.0009918189607560635}, {'X': 0.6484509706497192, 'Y': 0.5540308952331543, 'Z': 0.014680287800729275}, {'X': 0.6412380933761597, 'Y': 0.460754930973053, 'Z': 0.019428860396146774}, {'X': 0.6340160369873047, 'Y': 0.4043691158294678, 'Z': 0.005946198012679815}, {'X': 0.6278786659240723, 'Y': 0.3583763837814331, 'Z': -0.005792989861220121}, {'X': 0.6888205409049988, 'Y': 0.5709998607635498, 'Z': 0.005309031344950199}, {'X': 0.6889630556106567, 'Y': 0.4971986413002014, 'Z': 0.001722919405438006}, {'X': 0.6866758465766907, 'Y': 0.45104241371154785, 'Z': -0.009853499010205269}, {'X': 0.6808321475982666, 'Y': 0.4088550806045532, 'Z': -0.018280280753970146}]
[{'X': 0.6430631279945374, 'Y': 0.7610061168670654, 'Z': -4.3755844671977684e-05}, {'X': 0.5750395059585571, 'Y': 0.729499876499176, 'Z': -0.010804399847984314}, {'X': 0.5306637287139893, 'Y': 0.6558811068534851, 'Z': -0.002464152406901121}, {'X': 0.5108820796012878, 'Y': 0.5822590589523315, 'Z': 0.00021520104201044887}, {'X': 0.49263375997543335, 'Y': 0.5320435166358948, 'Z': 0.00695656705647707}, {'X': 0.5694350004196167, 'Y': 0.5678346157073975, 'Z': 0.032246701419353485}, {'X': 0.5482563972473145, 'Y': 0.4780854284763336, 'Z': 0.03539891541004181}, {'X': 0.5388686656951904, 'Y': 0.42620059847831726, 'Z': 0.0346006341278553}, {'X': 0.5341057777404785, 'Y': 0.3804401159286499, 'Z': 0.029325425624847412}, {'X': 0.6106412410736084, 'Y': 0.5537529587745667, 'Z': 0.02684473618865013}, {'X': 0.5947433114051819, 'Y': 0.45595401525497437, 'Z': 0.03368235379457474}, {'X': 0.5861794948577881, 'Y': 0.39994728565216064, 'Z': 0.01912073977291584}, {'X': 0.579413115978241, 'Y': 0.3526158630847931, 'Z': 0.005564091727137566}, {'X': 0.6508682370185852, 'Y': 0.5555161833763123, 'Z': 0.01747792772948742}, {'X': 0.6452609300613403, 'Y': 0.46446308493614197, 'Z': 0.021906863898038864}, {'X': 0.6403970122337341, 'Y': 0.4078284502029419, 'Z': 0.007714684121310711}, {'X': 0.6344128847122192, 'Y': 0.3601487874984741, 'Z': -0.004128699656575918}, {'X': 0.691349446773529, 'Y': 0.5733786821365356, 'Z': 0.007241029758006334}, {'X': 0.6935423612594604, 'Y': 0.500840425491333, 'Z': 0.002782585099339485}, {'X': 0.6926437616348267, 'Y': 0.4538406729698181, 'Z': -0.00848317239433527}, {'X': 0.6859908103942871, 'Y': 0.40991753339767456, 'Z': -0.01654527336359024}]
[{'X': 0.6417520046234131, 'Y': 0.7431426048278809, 'Z': -4.20953547290992e-05}, {'X': 0.5723253488540649, 'Y': 0.7165931463241577, 'Z': -0.012537067756056786}, {'X': 0.5284683704376221, 'Y': 0.6491600871086121, 'Z': -0.000316536461468786}, {'X': 0.5095435976982117, 'Y': 0.5833531022071838, 'Z': 0.0045395540073513985}, {'X': 0.4970448613166809, 'Y': 0.5335525274276733, 'Z': 0.015094393864274025}, {'X': 0.5703614950180054, 'Y': 0.5608091354370117, 'Z': 0.0608866885304451}, {'X': 0.550421953201294, 'Y': 0.48141592741012573, 'Z': 0.0701359361410141}, {'X': 0.5425772070884705, 'Y': 0.43216103315353394, 'Z': 0.06594078242778778}, {'X': 0.5381861925125122, 'Y': 0.3867970108985901, 'Z': 0.057552795857191086}, {'X': 0.6117745637893677, 'Y': 0.5505850911140442, 'Z': 0.056838635355234146}, {'X': 0.5990529656410217, 'Y': 0.4742138385772705, 'Z': 0.0691983625292778}, {'X': 0.5928223133087158, 'Y': 0.4299625754356384, 'Z': 0.05306338146328926}, {'X': 0.5886740684509277, 'Y': 0.38905519247055054, 'Z': 0.03997316583991051}, {'X': 0.6529595255851746, 'Y': 0.5516648292541504, 'Z': 0.04651373252272606}, {'X': 0.6469883918762207, 'Y': 0.4813038408756256, 'Z': 0.057577453553676605}, {'X': 0.636939287185669, 'Y': 0.43843385577201843, 'Z': 0.0406993106007576}, {'X': 0.627893328666687, 'Y': 0.4036819040775299, 'Z': 0.02861422300338745}, {'X': 0.6947550177574158, 'Y': 0.5656995177268982, 'Z': 0.033225301653146744}, {'X': 0.6977580785751343, 'Y': 0.5067766904830933, 'Z': 0.038475215435028076}, {'X': 0.6974354982376099, 'Y': 0.46374794840812683, 'Z': 0.0337553471326828}, {'X': 0.6939777731895447, 'Y': 0.42342808842658997, 'Z': 0.030441496521234512}]
[{'X': 0.6446199417114258, 'Y': 0.7224141359329224, 'Z': -5.4507247114088386e-05}, {'X': 0.5815950036048889, 'Y': 0.6978607773780823, 'Z': -0.024001583456993103}, {'X': 0.5370925068855286, 'Y': 0.6336736083030701, 'Z': -0.0239870622754097}, {'X': 0.5161257982254028, 'Y': 0.569927453994751, 'Z': -0.029204636812210083}, {'X': 0.501011848449707, 'Y': 0.5175319314002991, 'Z': -0.030423402786254883}, {'X': 0.570514440536499, 'Y': 0.5483924746513367, 'Z': 0.02999396249651909}, {'X': 0.5534793734550476, 'Y': 0.4664493799209595, 'Z': 0.029029089957475662}, {'X': 0.5449419021606445, 'Y': 0.41769251227378845, 'Z': 0.02461550571024418}, {'X': 0.5374247431755066, 'Y': 0.37264710664749146, 'Z': 0.019739918410778046}, {'X': 0.6135656237602234, 'Y': 0.5384760499000549, 'Z': 0.02651779167354107}, {'X': 0.604009747505188, 'Y': 0.4671350121498108, 'Z': 0.016694894060492516}, {'X': 0.6003139019012451, 'Y': 0.4418010711669922, 'Z': -0.015787344425916672}, {'X': 0.5967952013015747, 'Y': 0.42737722396850586, 'Z': -0.03685707226395607}, {'X': 0.6544387936592102, 'Y': 0.5396300554275513, 'Z': 0.01857929304242134}, {'X': 0.6507977247238159, 'Y': 0.47329846024513245, 'Z': 0.01276827696710825}, {'X': 0.6433448195457458, 'Y': 0.44214868545532227, 'Z': -0.01427910290658474}, {'X': 0.6352949738502502, 'Y': 0.42385566234588623, 'Z': -0.03279169648885727}, {'X': 0.6952833533287048, 'Y': 0.5514746308326721, 'Z': 0.008077622391283512}, {'X': 0.6984623074531555, 'Y': 0.4911509156227112, 'Z': 0.008884926326572895}, {'X': 0.697837769985199, 'Y': 0.4498603343963623, 'Z': 0.0002896575606428087}, {'X': 0.6931223273277283, 'Y': 0.41320133209228516, 'Z': -0.007105337921530008}]
[{'X': 0.6521157026290894, 'Y': 0.6970953941345215, 'Z': -8.669502130942419e-05}, {'X': 0.5841230154037476, 'Y': 0.669268012046814, 'Z': -0.01970432512462139}, {'X': 0.5398271083831787, 'Y': 0.6148200631141663, 'Z': -0.023568034172058105}, {'X': 0.5171680450439453, 'Y': 0.5577014088630676, 'Z': -0.027749666944146156}, {'X': 0.5108115673065186, 'Y': 0.5192103981971741, 'Z': -0.025518197566270828}, {'X': 0.5738165378570557, 'Y': 0.5181542038917542, 'Z': 0.026622572913765907}, {'X': 0.5578529834747314, 'Y': 0.43335798382759094, 'Z': 0.023062407970428467}, {'X': 0.5486885905265808, 'Y': 0.39510369300842285, 'Z': 0.016492370516061783}, {'X': 0.5409300923347473, 'Y': 0.3738943040370941, 'Z': 0.01017316896468401}, {'X': 0.6133137345314026, 'Y': 0.5111464858055115, 'Z': 0.01935127191245556}, {'X': 0.6049638390541077, 'Y': 0.42280617356300354, 'Z': -0.013888589106500149}, {'X': 0.6007141470909119, 'Y': 0.43332087993621826, 'Z': -0.06050634756684303}, {'X': 0.5986732244491577, 'Y': 0.46099114418029785, 'Z': -0.08303619176149368}, {'X': 0.6512289047241211, 'Y': 0.5167721509933472, 'Z': 0.009456222876906395}, {'X': 0.6447826623916626, 'Y': 0.4397719204425812, 'Z': -0.01600784994661808}, {'X': 0.6404336094856262, 'Y': 0.445447713136673, 'Z': -0.05116608366370201}, {'X': 0.6351494789123535, 'Y': 0.46455585956573486, 'Z': -0.06762348115444183}, {'X': 0.6905197501182556, 'Y': 0.5315350294113159, 'Z': -0.00028919512988068163}, {'X': 0.6934837102890015, 'Y': 0.46793070435523987, 'Z': -0.013244161382317543}, {'X': 0.6892241835594177, 'Y': 0.43297019600868225, 'Z': -0.02577509544789791}, {'X': 0.6780652403831482, 'Y': 0.4126957058906555, 'Z': -0.027794385328888893}]
[{'X': 0.6668354868888855, 'Y': 0.6625945568084717, 'Z': -9.258288628188893e-05}, {'X': 0.5990718603134155, 'Y': 0.6317031383514404, 'Z': -0.011944184079766273}, {'X': 0.5559180378913879, 'Y': 0.5814907550811768, 'Z': -0.004985047038644552}, {'X': 0.5341413021087646, 'Y': 0.5276138782501221, 'Z': 0.0021232140716165304}, {'X': 0.5407846570014954, 'Y': 0.5007619857788086, 'Z': 0.01762492023408413}, {'X': 0.5826643109321594, 'Y': 0.5005105137825012, 'Z': 0.03574780374765396}, {'X': 0.568408191204071, 'Y': 0.41632211208343506, 'Z': 0.02899211086332798}, {'X': 0.5660300850868225, 'Y': 0.37821903824806213, 'Z': 0.02173498459160328}, {'X': 0.5652572512626648, 'Y': 0.3533917963504791, 'Z': 0.020970826968550682}, {'X': 0.620224118232727, 'Y': 0.4997381269931793, 'Z': 0.029025457799434662}, {'X': 0.6156718134880066, 'Y': 0.41034993529319763, 'Z': -0.013241197913885117}, {'X': 0.6135071516036987, 'Y': 0.45159661769866943, 'Z': -0.04683230072259903}, {'X': 0.6127534508705139, 'Y': 0.49443233013153076, 'Z': -0.052510157227516174}, {'X': 0.6566091179847717, 'Y': 0.506231963634491, 'Z': 0.019020849838852882}, {'X': 0.6505784392356873, 'Y': 0.4448695778846741, 'Z': -0.02744569443166256}, {'X': 0.6421607136726379, 'Y': 0.49573343992233276, 'Z': -0.057186711579561234}, {'X': 0.6368057131767273, 'Y': 0.5339702367782593, 'Z': -0.05948251113295555}, {'X': 0.6926270127296448, 'Y': 0.5187753438949585, 'Z': 0.011288575828075409}, {'X': 0.6947968602180481, 'Y': 0.4545350670814514, 'Z': -0.004784615244716406}, {'X': 0.6912978291511536, 'Y': 0.4185960292816162, 'Z': -0.01563172973692417}, {'X': 0.6859986782073975, 'Y': 0.38319921493530273, 'Z': -0.012056302279233932}]
[{'X': 0.6658567190170288, 'Y': 0.6656173467636108, 'Z': -0.00010143953841179609}, {'X': 0.6019909381866455, 'Y': 0.6305459141731262, 'Z': -0.013975157402455807}, {'X': 0.5576488375663757, 'Y': 0.5760366916656494, 'Z': -0.018181970342993736}, {'X': 0.5391427874565125, 'Y': 0.5216093063354492, 'Z': -0.022513065487146378}, {'X': 0.5538651347160339, 'Y': 0.5031675100326538, 'Z': -0.021745087578892708}, {'X': 0.5869592428207397, 'Y': 0.4978906810283661, 'Z': 0.017411760985851288}, {'X': 0.5747974514961243, 'Y': 0.4165658950805664, 'Z': 0.003754769451916218}, {'X': 0.5715336799621582, 'Y': 0.37855076789855957, 'Z': -0.0008902073022909462}, {'X': 0.5694822669029236, 'Y': 0.3471260666847229, 'Z': 0.0039307414554059505}, {'X': 0.6244867444038391, 'Y': 0.4993542432785034, 'Z': 0.00811883993446827}, {'X': 0.6186894774436951, 'Y': 0.43456029891967773, 'Z': -0.0434008426964283}, {'X': 0.6138229966163635, 'Y': 0.4846592843532562, 'Z': -0.06914252042770386}, {'X': 0.613004207611084, 'Y': 0.5253238677978516, 'Z': -0.0665719285607338}, {'X': 0.661186933517456, 'Y': 0.5101592540740967, 'Z': -0.004579789470881224}, {'X': 0.6545810103416443, 'Y': 0.4661601781845093, 'Z': -0.058331359177827835}, {'X': 0.6451893448829651, 'Y': 0.5183843374252319, 'Z': -0.08311327546834946}, {'X': 0.6415867209434509, 'Y': 0.5520372986793518, 'Z': -0.08059772104024887}, {'X': 0.6973667144775391, 'Y': 0.5302301049232483, 'Z': -0.015679091215133667}, {'X': 0.6939285397529602, 'Y': 0.47140640020370483, 'Z': -0.03737081214785576}, {'X': 0.6847045421600342, 'Y': 0.4415813982486725, 'Z': -0.049830362200737}, {'X': 0.6770419478416443, 'Y': 0.4120939075946808, 'Z': -0.049095988273620605}]
[{'X': 0.6679714918136597, 'Y': 0.6847876906394958, 'Z': -6.500651215901598e-05}, {'X': 0.60349041223526, 'Y': 0.6424218416213989, 'Z': -0.002032562391832471}, {'X': 0.5634811520576477, 'Y': 0.5806289911270142, 'Z': 0.002656021388247609}, {'X': 0.5451427698135376, 'Y': 0.5280957818031311, 'Z': 0.0033118592109531164}, {'X': 0.5469834208488464, 'Y': 0.5032517313957214, 'Z': 0.009832142852246761}, {'X': 0.5889300107955933, 'Y': 0.5080263018608093, 'Z': 0.023176884278655052}, {'X': 0.5784566402435303, 'Y': 0.4213171601295471, 'Z': 0.016742931678891182}, {'X': 0.5753798484802246, 'Y': 0.3817397356033325, 'Z': 0.01698656752705574}, {'X': 0.5738040804862976, 'Y': 0.35072141885757446, 'Z': 0.022221051156520844}, {'X': 0.62630295753479, 'Y': 0.5104194283485413, 'Z': 0.009904341772198677}, {'X': 0.6228607892990112, 'Y': 0.4483978748321533, 'Z': -0.02878297120332718}, {'X': 0.6159366369247437, 'Y': 0.49967101216316223, 'Z': -0.05553494393825531}, {'X': 0.6121391654014587, 'Y': 0.5428022742271423, 'Z': -0.05900798365473747}, {'X': 0.6632291674613953, 'Y': 0.5219836235046387, 'Z': -0.004963429179042578}, {'X': 0.6566281318664551, 'Y': 0.4798945188522339, 'Z': -0.049239132553339005}, {'X': 0.6443517804145813, 'Y': 0.5299004316329956, 'Z': -0.07787146419286728}, {'X': 0.6373851299285889, 'Y': 0.5673035383224487, 'Z': -0.08004727214574814}, {'X': 0.6993752121925354, 'Y': 0.54133540391922, 'Z': -0.017463862895965576}, {'X': 0.6936622262001038, 'Y': 0.4849247634410858, 'Z': -0.04066876694560051}, {'X': 0.6798818111419678, 'Y': 0.4739721119403839, 'Z': -0.05382578447461128}, {'X': 0.6679851412773132, 'Y': 0.46837058663368225, 'Z': -0.05494504049420357}]
